arm,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,within_pair_r2,median_pair_level_r2,macro_mae_split_sd,mean_delta_vs_A2_refit,positive_split_seeds,split_seed_count,per_seed_delta
PRIOR_TP,0.31470043519149826,0.40810782234593396,0.2898634390239325,0.5558539048943322,0.35951543840192557,-0.6328161279762835,0.5560365490020225,0.397187907923787,0.7315374848261297,0.11886502348026344,0.4637631205968756,0.8483654276757726,-0.034316546570232954,-0.13947361047042373,0.008440286454643536,0.004520258767114482,4,5,+0.0098;+0.0039;-0.0011;+0.0060;+0.0040
PRIOR,0.31694009817813745,0.40774061268537504,0.291171532863267,0.5587712852704912,0.35658550906035713,-0.6450681762758551,0.5489972545904861,0.39256222553062153,0.7284680965620968,0.11555957314610735,0.4639612790687764,0.8512016718913271,-0.03884815731671605,-0.13742730138314468,0.00887730999446547,0.002280595780475314,4,5,+0.0082;+0.0019;-0.0039;+0.0041;+0.0011
A2_refit_TP,0.3174635416663393,0.41867087600805186,0.27907768461362104,0.5662006452413497,0.3268786766797634,-0.7784364057149709,0.5367993184232892,0.3732061173789176,0.7397888921754658,0.12137798770627259,0.47587515017220694,0.8463352739214809,-0.05044567162436464,-0.219153934047828,0.00791140576796352,0.0017571522922735006,5,5,+0.0003;+0.0025;+0.0025;+0.0013;+0.0022
A2_run_TP,0.3174635416663393,0.41867087600805186,0.27907768461362104,0.5662006452413497,0.3268786766797633,-0.7784364057149711,0.5367993184232894,0.37320611737891757,0.7397888921754657,0.12137798770627259,0.47587515017220694,0.8463352739214809,-0.05044567162436473,-0.21915393404782776,0.007911405767963502,0.0017571522922734894,5,5,+0.0003;+0.0025;+0.0025;+0.0013;+0.0022
A2_ens_TP,0.31814576615763523,0.421439857292334,0.2837173123950344,0.5670607488593652,0.31634999370340805,-0.7795973689084342,0.5391672205591603,0.36544970769416474,0.7379884675965185,0.12167561287778614,0.47911966295486985,0.8474697716077026,-0.05842758452783805,-0.23128292231301173,0.008244273913057897,0.0010749278009774988,4,5,+0.0009;+0.0025;+0.0008;-0.0003;+0.0014
A2_run,0.31922069395861274,0.4189101707708727,0.27800246389707434,0.5676522092109534,0.32326106027273716,-0.78896574606945,0.5312858816868895,0.3701365825851525,0.7410818413080075,0.11755850331747515,0.47689542397790774,0.8470517987759367,-0.05462800371639487,-0.1732767826324216,0.007793789072016498,0.0,1,5,-0.0000;+0.0000;+0.0000;+0.0000;+0.0000
A2_refit,0.31922069395861274,0.4189101707708727,0.27800246389707434,0.5676522092109534,0.32326106027273716,-0.7889657460694499,0.5312858816868895,0.3701365825851525,0.7410818413080075,0.11755850331747515,0.47689542397790774,0.8470517987759367,-0.054628003716395,-0.17327678263242152,0.007793789072016505,0.0,0,5,+0.0000;+0.0000;+0.0000;+0.0000;+0.0000
HIER_TP,0.31945736607566594,0.3702726905707946,0.28916030895961037,0.5428401706482731,0.4923487288424768,-0.6518671731671984,0.4864566313480796,0.5094833835476363,0.7149914839849446,0.11696929765080766,0.41901262786992344,0.8489326765188835,0.18686662438398274,0.0019366413110584845,0.010682606938806318,-0.0002366721170531938,2,5,-0.0041;+0.0024;+0.0055;-0.0018;-0.0032
A2_ens,0.31966817619358645,0.4213944095946367,0.2823926087008809,0.5685654584379379,0.31305327970020513,-0.7894613275768637,0.5347972978072677,0.3621298659830323,0.7381792624115262,0.11840588527272518,0.47969462226675963,0.8469622331691298,-0.06252762428706955,-0.17219297629473673,0.008229563044046222,-0.00044748223497372843,2,5,+0.0006;+0.0002;-0.0011;-0.0012;-0.0007
PRIOR_TRENDONLY_TP,0.3198748381424526,0.4247161503392006,0.28752014670913517,0.5683588019251291,0.3038053865299596,-0.7904054934632907,0.5392448925672018,0.35597628891210537,0.739258474830012,0.12217574692907789,0.4829301368266236,0.8443051201671892,-0.07660394999029481,-0.24107530058809515,0.00765561859004109,-0.0006541441838398332,1,5,-0.0022;-0.0010;-0.0003;+0.0014;-0.0012
PRIOR_TRENDONLY,0.32157936135127885,0.42503422101445987,0.28627449097670354,0.5698629491676883,0.3002607875991786,-0.8012409750680216,0.5321638831428681,0.352820970488042,0.7401189628459682,0.11835348719091032,0.48404487841269006,0.8476787580235856,-0.08077301963949872,-0.16642093848064254,0.007397580997822884,-0.0023586673926660694,1,5,-0.0031;-0.0037;-0.0024;+0.0004;-0.0030
HIER,0.32182066548280674,0.3729644174467106,0.2922151818377779,0.545395184634581,0.48758719186281363,-0.6642554794211094,0.4809538243863818,0.5059270931016935,0.7222869847984666,0.11592405877618621,0.4224234113454,0.8457680250783699,0.18562429961299534,0.01334589791590104,0.010506169918935234,-0.0025999715241940224,1,5,-0.0069;-0.0002;+0.0032;-0.0038;-0.0053
A2_lig2d_TP,0.32561665093503794,0.41302758700417064,0.2782225825245449,0.5756208847015546,0.3564956911021055,-0.9304197279446464,0.44688931802939036,0.3965453912161335,0.6818984919432232,0.11763048490286347,0.469867079238331,0.8564561874906703,0.0726426809554375,-0.17892595844957015,0.013512075837136987,-0.00639595697642521,2,5,+0.0019;-0.0153;-0.0071;+0.0064;-0.0178
A2_lig2d,0.3274512543032712,0.41297578570796956,0.2772907371715062,0.5783472721798025,0.3542083553383732,-0.9411232606829817,0.44100635694023166,0.39198476199380333,0.6780116281268709,0.11606078990942877,0.47010734684328864,0.8537692192864608,0.06889221191113507,-0.14139599238677314,0.013481925806228399,-0.008230560344658489,2,5,+0.0002;-0.0173;-0.0088;+0.0043;-0.0196
SCALE_s50_TP,0.34342357297333787,0.47900161472143915,0.29859717415516895,0.6268907656566134,0.07830558611321234,-1.33996641350438,0.46772571979863625,0.23802253497408885,0.7977826693004253,0.12747009298679132,0.5466423365076893,0.7818778922227198,-0.2666822756294024,-0.5159940898124934,0.025779740738571977,-0.02420287901472511,1,5,+0.0114;-0.0347;-0.0377;-0.0147;-0.0452
A2_lig2d_SHUF_TP,0.3441308466915924,0.40285082322879384,0.29271461517363323,0.6046580784742226,0.3722759657650207,-0.39133674317101275,0.3211617758540803,0.40905570001439584,0.6749526334024594,0.11832022478824152,0.45759941292516926,0.8500074638005672,-0.026313479013358832,-0.206345970014942,0.009001827134856899,-0.02491015273297963,0,5,-0.0245;-0.0396;-0.0153;-0.0212;-0.0240
SCALE_s50,0.3443943090931664,0.4822814906708669,0.29872698798585784,0.6273439455216904,0.07470138292130957,-1.34853880489054,0.4604835108889425,0.240072726416873,0.8041847334559034,0.12739865185031274,0.5505670636087485,0.774115539632781,-0.26908646188446245,-0.49760197687592844,0.025707764147851035,-0.025173615134553594,1,5,+0.0103;-0.0360;-0.0385;-0.0155;-0.0462
A2_lig2d_SHUF,0.3465367035220356,0.4008367156992324,0.29554619846979513,0.6065891807818374,0.36876958972225726,-0.40315706853574407,0.31538763482379684,0.4021776927007707,0.6689262120656304,0.11490332221342163,0.45585522733293854,0.8499178981937602,-0.031276391875937094,-0.17487572370833182,0.008793357063212921,-0.02731600956342285,0,5,-0.0273;-0.0423;-0.0179;-0.0234;-0.0257
