arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted,split_seed,within_pair_r2,median_pair_level_r2
PRIOR_TP,6699,34,0.3266273322640274,0.41428293064404587,0.3252791154278112,0.5447111355637113,0.5588235294117647,19,0.35419563140932,-0.6488529468869529,0.4503686114668132,31,0.3932435031504561,0.7192198478920637,0.12030851593013057,0.4708486733114974,0.8495297805642633,True,262147,-0.017722481567263193,-0.12963889399630868
PRIOR_TRENDONLY_TP,6699,34,0.3317488543934157,0.4302928411634432,0.3132040051288026,0.565396538557078,0.5588235294117647,19,0.29752388557066467,-0.8876020112303463,0.49860583629508737,31,0.3513417369320114,0.7286457066453729,0.12387423139555609,0.48925306137687957,0.8468428123600538,True,262147,-0.06931138322135388,-0.24132244995918928
A2_lig2d_TP,6699,34,0.3484064945976333,0.4267099263065188,0.30995147352094343,0.5795093686383557,0.29411764705882354,10,0.33192665740285676,-1.04756748072067,0.3863331136947148,31,0.3772262614636369,0.6686274937203346,0.1204054582506391,0.4856481836878656,0.8572921331542022,True,262147,0.047217366462673604,-0.23581588268095155
A2_lig2d_SHUF_TP,6699,34,0.35453474662607937,0.4031638328347193,0.29832431239725854,0.6149075123412853,0.38235294117647056,13,0.3861325721004062,-0.33502169508055923,0.2957542324387179,31,0.42281513821089567,0.6593272911813496,0.11973176498460442,0.45770104631744873,0.8481862964621585,True,262147,0.026007190081330234,-0.18629267859143894
SCALE_s50_TP,6699,34,0.37582458062959007,0.493086852101475,0.3635712052471211,0.6634706944847967,0.3235294117647059,11,0.0456964551683855,-1.6528180314185454,0.276008738867184,31,0.21796925242814338,0.7950324261609572,0.13030149844145547,0.5628930050574168,0.7789222271980892,True,262147,-0.2847643394096919,-0.5748674966575329
HIER_TP,6699,34,0.3338086578660603,0.3767437287804609,0.30135859334485077,0.5481843333531158,0.5,17,0.4835833256544987,-0.717340484138179,0.5295571015175011,31,0.5035043009889815,0.693439594995679,0.11916327808378048,0.4263066456909472,0.8490819525302284,True,262147,0.17725865347105552,-0.02069225534009389
A2_ens_TP,6699,34,0.3291731775404548,0.42731189074950976,0.3091271344449731,0.5653189717080774,0.5294117647058824,18,0.3097166470786721,-0.8900471397368073,0.4988917948062056,31,0.3608249859445798,0.7281561082040595,0.12323784999364495,0.48582097548733283,0.8501268846096433,True,262147,-0.050857336740959935,-0.2259079160957449
A2_run,6699,34,0.330582056998995,0.42510201722194346,0.29180069675728526,0.5673955221675961,0.2647058823529412,9,0.3156842389672063,-0.8918206925995193,0.5101124279706201,31,0.36568026579934854,0.7313008971723349,0.11964143308351237,0.48387789679717375,0.8481862964621585,True,262147,-0.047847298735882005,-0.19955328275751483
A2_run_TP,6699,34,0.32834884893200866,0.4245258421123958,0.2917616848767656,0.565137932609168,0.6176470588235294,21,0.31941823399679337,-0.8801019429611403,0.512504497438691,31,0.3682696075637657,0.7287764088743207,0.12291850312112841,0.4825602909286222,0.8493805045529184,True,262147,-0.04213390552415741,-0.22586332776598916
PAIRMEAN_baseline,6699,34,0.4447296841557379,0.37550930969131074,0.38536865221388805,0.7749538295287411,0.3235294117647059,11,0.4607262681421982,-1.3937102307787617,0.1379272946729445,31,0.4612023699202512,0.6949273172505666,0.12120871838484762,0.42444112514205595,0.8499776085982983,True,262147,-2.220446049250313e-16,-0.08176325527048167
