term,coef,se,model,is_gamma,is_delta
series::C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,4353.919058219943,445.35007840704776,NAIVE,False,False
series::C1COCCOCCOCCOCCOCCO1||nitrate,4999.156815743947,439.2890529980444,NAIVE,False,False
series::CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1||nitrate,4752.299794610304,871.7729390072803,NAIVE,False,False
series::CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1||nitrate,3054.6894218800576,871.7729390072842,NAIVE,False,False
series::CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1||nitrate,-157.84756342789433,871.7729390072845,NAIVE,False,False
series::CC(C)(C)c1ccc(NCC(=O)c2cccc(C(=O)CNc3ccc(C(C)(C)C)cc3)n2)cc1||nitrate,4142.114140824295,871.7729390072869,NAIVE,False,False
series::CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,-1048.957099105865,251.02222151204518,NAIVE,False,False
series::CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,-1898.3487321971825,445.3773301510121,NAIVE,False,False
series::CC(C)CCN(CCC(C)C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCC(C)C)CCC(C)C)c1||nitrate,-4211.296736425715,871.7729390072867,NAIVE,False,False
series::CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,1039.6303349098757,323.6225491887998,NAIVE,False,False
series::CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21||nitrate,3627.026373711965,871.7729390072853,NAIVE,False,False
series::CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21||water,3782.1564870724064,871.7729390072856,NAIVE,False,False
