model,set,target,held_out_chemotype,rho
NAIVE,S14,b,sc020,0.640080971659919
NAIVE,S14,b,sc021,0.6347521610679505
NAIVE,S14,b,sc027,0.6056022408963586
NAIVE,S14,b,sc028,0.6389101652259546
NAIVE,S14,b,sc029,0.6164736164736165
NAIVE,S14,b,sc030,0.640080971659919
NAIVE,S14,b,sc031,0.640080971659919
NAIVE,S14,b,sc033,0.6397855345223766
NAIVE,S14,b,sc036,0.640080971659919
NAIVE,S14,b,sc055,0.640080971659919
NAIVE,S14,b,sc057,0.6437246963562753
NAIVE,S14,b,sc058,0.640080971659919
NAIVE,S14,b,sc059,0.647226173541963
NAIVE,S14,b,sc060,0.6141809826020352
NAIVE,S14,b,sc061,0.640080971659919
NAIVE,S14,b,sc068,0.6314028314028315
NAIVE,S14,b,sc069,0.6294452347083926
NAIVE,S14,b,sc070,0.640080971659919
NAIVE,S14,b,sc071,0.6312506838822628
NAIVE,S14,b,sc075,0.6400043768464821
NAIVE,S14,b,sc076,0.6397855345223766
NAIVE,S14,b,sc077,0.640080971659919
NAIVE,S14,b,sc078,0.640080971659919
NAIVE,S14,b,sc083,0.6319072108545792
NAIVE,S14,b,sc084,0.640080971659919
NAIVE,S14,b,sc085,0.640080971659919
NAIVE,S14,b,sc086,0.6349710033920559
NAIVE,S14,b,sc096,0.640080971659919
NAIVE,S14,b,sc097,0.640080971659919
NAIVE,S3,a,sc000,0.4616736990154712
NAIVE,S3,a,sc001,0.46148616971401785
NAIVE,S3,a,sc007,0.4635489920300047
NAIVE,S3,a,sc008,0.467526777020448
NAIVE,S3,a,sc009,0.3041311636777508
NAIVE,S3,a,sc010,0.46586966713548994
NAIVE,S3,a,sc012,0.472245663384904
NAIVE,S3,a,sc015,0.49559306141584625
NAIVE,S3,a,sc017,0.4646507266760431
NAIVE,S3,a,sc018,0.46331458040318807
NAIVE,S3,a,sc019,0.4598921706516644
NAIVE,S3,a,sc020,0.46165025785278946
NAIVE,S3,a,sc021,0.4612048757618378
NAIVE,S3,a,sc027,0.46751066856330015
NAIVE,S3,a,sc028,0.5584712755598833
NAIVE,S3,a,sc029,0.4602865488941437
NAIVE,S3,a,sc030,0.4773612463485882
NAIVE,S3,a,sc031,0.4428919182083739
NAIVE,S3,a,sc033,0.4595405532114394
NAIVE,S3,a,sc036,0.43606393606393606
NAIVE,S3,a,sc055,0.5067744960150024
NAIVE,S3,a,sc057,0.46059540553211437
NAIVE,S3,a,sc058,0.4665085817524842
NAIVE,S3,a,sc059,0.4644866385372715
NAIVE,S3,a,sc060,0.45820440693858416
NAIVE,S3,a,sc061,0.5289435248296009
NAIVE,S3,a,sc068,0.45894736842105266
NAIVE,S3,a,sc069,0.4626338851022396
NAIVE,S3,a,sc070,0.4656118143459915
NAIVE,S3,a,sc071,0.46019690576652605
NAIVE,S3,a,sc075,0.4658227848101267
NAIVE,S3,a,sc076,0.46078293483356775
NAIVE,S3,a,sc077,0.46329113924050636
NAIVE,S3,a,sc078,0.4681434599156118
NAIVE,S3,a,sc083,0.46059540553211437
NAIVE,S3,a,sc084,0.4618143459915612
NAIVE,S3,a,sc085,0.4647679324894515
NAIVE,S3,a,sc086,0.4647444913267698
NAIVE,S3,a,sc096,0.46078293483356775
NAIVE,S3,a,sc097,0.46148616971401785
NAIVE,S3,abs_a,sc000,-0.3983825597749649
NAIVE,S3,abs_a,sc001,-0.3945382090951711
NAIVE,S3,abs_a,sc007,-0.39978902953586504
NAIVE,S3,abs_a,sc008,-0.41460564751704
NAIVE,S3,abs_a,sc009,-0.3365529545664278
NAIVE,S3,abs_a,sc010,-0.40131270511017353
NAIVE,S3,abs_a,sc012,-0.40147679324894514
NAIVE,S3,abs_a,sc015,-0.4324425691514299
NAIVE,S3,abs_a,sc017,-0.409774964838256
NAIVE,S3,abs_a,sc018,-0.3995546179090483
NAIVE,S3,abs_a,sc019,-0.39575714955461794
NAIVE,S3,abs_a,sc020,-0.4049226441631505
NAIVE,S3,abs_a,sc021,-0.3952180028129395
NAIVE,S3,abs_a,sc027,-0.46136557610241824
NAIVE,S3,abs_a,sc028,-0.3970301850048686
NAIVE,S3,abs_a,sc029,-0.3941501536438245
NAIVE,S3,abs_a,sc030,-0.40029211295034084
NAIVE,S3,abs_a,sc031,-0.42020447906523856
NAIVE,S3,abs_a,sc033,-0.3943506797937178
NAIVE,S3,abs_a,sc036,-0.36981439613018563
NAIVE,S3,abs_a,sc055,-0.4010782934833568
NAIVE,S3,abs_a,sc057,-0.39559306141584627
NAIVE,S3,abs_a,sc058,-0.40345528455284546
NAIVE,S3,abs_a,sc059,-0.40740740740740744
NAIVE,S3,abs_a,sc060,-0.43023909985935305
NAIVE,S3,abs_a,sc061,-0.46153846153846156
NAIVE,S3,abs_a,sc068,-0.41394395078605606
NAIVE,S3,abs_a,sc069,-0.39802823758519956
NAIVE,S3,abs_a,sc070,-0.40164088138771686
NAIVE,S3,abs_a,sc071,-0.40478199718706054
NAIVE,S3,abs_a,sc075,-0.4020159399906236
NAIVE,S3,abs_a,sc076,-0.403820909517112
NAIVE,S3,abs_a,sc077,-0.4003047351148617
NAIVE,S3,abs_a,sc078,-0.38244256915142993
NAIVE,S3,abs_a,sc083,-0.4043834974214721
NAIVE,S3,abs_a,sc084,-0.3886310360993906
NAIVE,S3,abs_a,sc085,-0.38518518518518524
NAIVE,S3,abs_a,sc086,-0.4037037037037038
NAIVE,S3,abs_a,sc096,-0.3957337083919362
NAIVE,S3,abs_a,sc097,-0.3995546179090483
NAIVE,S3,b,sc000,0.3656821378340366
NAIVE,S3,b,sc001,0.3636427566807313
NAIVE,S3,b,sc007,0.37276136896390066
NAIVE,S3,b,sc008,0.38631937682570594
NAIVE,S3,b,sc009,0.31705066289335265
NAIVE,S3,b,sc010,0.3714017815283639
NAIVE,S3,b,sc012,0.4072667604313174
NAIVE,S3,b,sc015,0.40232067510548525
NAIVE,S3,b,sc017,0.37264416315049226
NAIVE,S3,b,sc018,0.3967885607126114
NAIVE,S3,b,sc019,0.372878574777309
NAIVE,S3,b,sc020,0.3838255977496484
NAIVE,S3,b,sc021,0.3706516643225505
NAIVE,S3,b,sc027,0.32890469416785206
NAIVE,S3,b,sc028,0.36088120740019475
NAIVE,S3,b,sc029,0.3663045814944549
NAIVE,S3,b,sc030,0.369157740993184
NAIVE,S3,b,sc031,0.3585686465433301
NAIVE,S3,b,sc033,0.36997187060478204
NAIVE,S3,b,sc036,0.320100951679899
NAIVE,S3,b,sc055,0.36812001875293016
NAIVE,S3,b,sc057,0.3700187529301454
NAIVE,S3,b,sc058,0.37513550135501356
NAIVE,S3,b,sc059,0.37491795593061417
NAIVE,S3,b,sc060,0.3646976090014065
NAIVE,S3,b,sc061,0.408763388510224
NAIVE,S3,b,sc068,0.37845522898154477
NAIVE,S3,b,sc069,0.36913339824732233
NAIVE,S3,b,sc070,0.3773323956868261
NAIVE,S3,b,sc071,0.37135489920300047
NAIVE,S3,b,sc075,0.3727848101265823
NAIVE,S3,b,sc076,0.3731129864041257
NAIVE,S3,b,sc077,0.3754102203469292
NAIVE,S3,b,sc078,0.3682841068917019
NAIVE,S3,b,sc083,0.3716127519924989
NAIVE,S3,b,sc084,0.42339428035630566
NAIVE,S3,b,sc085,0.42339428035630566
NAIVE,S3,b,sc086,0.3730661040787623
NAIVE,S3,b,sc096,0.3636427566807313
NAIVE,S3,b,sc097,0.3698546647913737
ELEM,S8,a,sc000,0.31338923723905215
ELEM,S8,a,sc001,0.31338923723905215
ELEM,S8,a,sc007,0.295134849286092
ELEM,S8,a,sc008,0.32046536224219985
ELEM,S8,a,sc009,0.03095741467834491
ELEM,S8,a,sc010,0.3296139608672659
ELEM,S8,a,sc012,0.31459545214172396
ELEM,S8,a,sc015,0.28217874140666316
ELEM,S8,a,sc017,0.31338923723905215
ELEM,S8,a,sc018,0.31338923723905215
ELEM,S8,a,sc019,0.30571126388154407
ELEM,S8,a,sc020,0.31338923723905215
ELEM,S8,a,sc021,0.35245901639344257
ELEM,S8,a,sc027,0.37546138072453866
ELEM,S8,a,sc028,0.3173103639899973
ELEM,S8,a,sc029,0.33115137346580953
ELEM,S8,a,sc030,0.29846641988365935
ELEM,S8,a,sc031,0.32864684634620733
ELEM,S8,a,sc033,0.2873083024854574
ELEM,S8,a,sc036,0.3254792998055016
ELEM,S8,a,sc055,0.3415653093601268
ELEM,S8,a,sc057,0.3046007403490216
ELEM,S8,a,sc058,0.31338923723905215
ELEM,S8,a,sc059,0.3149656266525647
ELEM,S8,a,sc060,0.34791115811739814
ELEM,S8,a,sc061,0.25307029730480696
ELEM,S8,a,sc068,0.35494786059245137
ELEM,S8,a,sc069,0.32603500972492366
ELEM,S8,a,sc070,0.31338923723905215
ELEM,S8,a,sc071,0.31126388154415646
ELEM,S8,a,sc075,0.31681649920676885
ELEM,S8,a,sc076,0.31840296139608665
ELEM,S8,a,sc077,0.3268640930724484
ELEM,S8,a,sc078,0.33638286620835534
ELEM,S8,a,sc083,0.31760973030142775
ELEM,S8,a,sc084,0.31338923723905215
ELEM,S8,a,sc085,0.31338923723905215
ELEM,S8,a,sc086,0.3222633527234267
ELEM,S8,a,sc096,0.31338923723905215
ELEM,S8,a,sc097,0.31338923723905215
ELEM,S8,abs_a,sc000,-0.43199617234519405
ELEM,S8,abs_a,sc001,-0.43199617234519405
ELEM,S8,abs_a,sc007,-0.4181385510312004
ELEM,S8,abs_a,sc008,-0.4404547858276044
ELEM,S8,abs_a,sc009,-0.23859861069163396
ELEM,S8,abs_a,sc010,-0.4411951348492861
ELEM,S8,abs_a,sc012,-0.45240613432046534
ELEM,S8,abs_a,sc015,-0.4081967213114754
ELEM,S8,abs_a,sc017,-0.43199617234519405
ELEM,S8,abs_a,sc018,-0.43199617234519405
ELEM,S8,abs_a,sc019,-0.42760444209412996
ELEM,S8,abs_a,sc020,-0.43199617234519405
ELEM,S8,abs_a,sc021,-0.473030142781597
ELEM,S8,abs_a,sc027,-0.4522898154477102
ELEM,S8,abs_a,sc028,-0.44106696304529047
ELEM,S8,abs_a,sc029,-0.44342489772063126
ELEM,S8,abs_a,sc030,-0.44426229508196713
ELEM,S8,abs_a,sc031,-0.43923312031119766
ELEM,S8,abs_a,sc033,-0.41448968799576935
ELEM,S8,abs_a,sc036,-0.4467907752153378
ELEM,S8,abs_a,sc055,-0.42982548915917496
ELEM,S8,abs_a,sc057,-0.4259122157588576
ELEM,S8,abs_a,sc058,-0.43199617234519405
ELEM,S8,abs_a,sc059,-0.43823373876255944
ELEM,S8,abs_a,sc060,-0.41427815970386034
ELEM,S8,abs_a,sc061,-0.388385662684079
ELEM,S8,abs_a,sc068,-0.4432311052323972
ELEM,S8,abs_a,sc069,-0.4384551264240067
ELEM,S8,abs_a,sc070,-0.43199617234519405
ELEM,S8,abs_a,sc071,-0.4115282919090427
ELEM,S8,abs_a,sc075,-0.4366472765732416
ELEM,S8,abs_a,sc076,-0.4148069804336329
ELEM,S8,abs_a,sc077,-0.4375991538868323
ELEM,S8,abs_a,sc078,-0.501639344262295
ELEM,S8,abs_a,sc083,-0.45187731359069266
ELEM,S8,abs_a,sc084,-0.43199617234519405
ELEM,S8,abs_a,sc085,-0.43199617234519405
ELEM,S8,abs_a,sc086,-0.44341618191433096
ELEM,S8,abs_a,sc096,-0.43199617234519405
ELEM,S8,abs_a,sc097,-0.43199617234519405
ELEM,S8,b,sc000,0.23895142403867947
ELEM,S8,b,sc001,0.23895142403867947
ELEM,S8,b,sc007,0.22612374405076674
ELEM,S8,b,sc008,0.23548387096774193
ELEM,S8,b,sc009,0.11839323467230443
ELEM,S8,b,sc010,0.24177683765203592
ELEM,S8,b,sc012,0.21163405605499733
ELEM,S8,b,sc015,0.2078794288736118
ELEM,S8,b,sc017,0.23895142403867947
ELEM,S8,b,sc018,0.23895142403867947
ELEM,S8,b,sc019,0.23775780010576414
ELEM,S8,b,sc020,0.23895142403867947
ELEM,S8,b,sc021,0.24352194606028552
ELEM,S8,b,sc027,0.33342447026657557
ELEM,S8,b,sc028,0.26246179494303973
ELEM,S8,b,sc029,0.24342489772063125
ELEM,S8,b,sc030,0.2597567424643045
ELEM,S8,b,sc031,0.25307029730480696
ELEM,S8,b,sc033,0.2253833950290851
ELEM,S8,b,sc036,0.25129202556265634
ELEM,S8,b,sc055,0.21988365943945
ELEM,S8,b,sc057,0.23151771549444738
ELEM,S8,b,sc058,0.23895142403867947
ELEM,S8,b,sc059,0.2441565309360127
ELEM,S8,b,sc060,0.27525118984664193
ELEM,S8,b,sc061,0.22272853570436235
ELEM,S8,b,sc068,0.2322741394690701
ELEM,S8,b,sc069,0.24634620727980003
ELEM,S8,b,sc070,0.23895142403867947
ELEM,S8,b,sc071,0.2416181914331042
ELEM,S8,b,sc075,0.24616604970914857
ELEM,S8,b,sc076,0.20999471179270224
ELEM,S8,b,sc077,0.20380750925436275
ELEM,S8,b,sc078,0.2739820200951877
ELEM,S8,b,sc083,0.24695928080380747
ELEM,S8,b,sc084,0.23895142403867947
ELEM,S8,b,sc085,0.23895142403867947
ELEM,S8,b,sc086,0.24801692226335273
ELEM,S8,b,sc096,0.23895142403867947
ELEM,S8,b,sc097,0.23895142403867947
ELEM,S14,a,sc000,0.39635627530364376
ELEM,S14,a,sc001,0.39635627530364376
ELEM,S14,a,sc007,0.37301674143779406
ELEM,S14,a,sc008,0.39635627530364376
ELEM,S14,a,sc009,-0.07923076923076922
ELEM,S14,a,sc010,0.39635627530364376
ELEM,S14,a,sc012,0.39635627530364376
ELEM,S14,a,sc015,0.39635627530364376
ELEM,S14,a,sc017,0.39635627530364376
ELEM,S14,a,sc018,0.39635627530364376
ELEM,S14,a,sc019,0.3896487580698107
ELEM,S14,a,sc020,0.39635627530364376
ELEM,S14,a,sc021,0.4953496006127585
ELEM,S14,a,sc027,0.434733893557423
ELEM,S14,a,sc028,0.39643287011708067
ELEM,S14,a,sc029,0.4133848133848135
ELEM,S14,a,sc030,0.39635627530364376
ELEM,S14,a,sc031,0.39635627530364376
ELEM,S14,a,sc033,0.36579494474231317
ELEM,S14,a,sc036,0.39635627530364376
ELEM,S14,a,sc055,0.39635627530364376
ELEM,S14,a,sc057,0.3977459240617135
ELEM,S14,a,sc058,0.39635627530364376
ELEM,S14,a,sc059,0.3922748659590765
ELEM,S14,a,sc060,0.46799431009957326
ELEM,S14,a,sc061,0.39635627530364376
ELEM,S14,a,sc068,0.4283140283140284
ELEM,S14,a,sc069,0.40018966334755807
ELEM,S14,a,sc070,0.39635627530364376
ELEM,S14,a,sc071,0.39183718131086553
ELEM,S14,a,sc075,0.397964766385819
ELEM,S14,a,sc076,0.40080971659919024
ELEM,S14,a,sc077,0.39635627530364376
ELEM,S14,a,sc078,0.39635627530364376
ELEM,S14,a,sc083,0.40628077470182733
ELEM,S14,a,sc084,0.39635627530364376
ELEM,S14,a,sc085,0.39635627530364376
ELEM,S14,a,sc086,0.41306488674909725
ELEM,S14,a,sc096,0.39635627530364376
ELEM,S14,a,sc097,0.39635627530364376
ELEM,S14,abs_a,sc000,-0.5548582995951417
ELEM,S14,abs_a,sc001,-0.5548582995951417
ELEM,S14,abs_a,sc007,-0.5402122770543824
ELEM,S14,abs_a,sc008,-0.5548582995951417
ELEM,S14,abs_a,sc009,-0.3553846153846154
ELEM,S14,abs_a,sc010,-0.5548582995951417
ELEM,S14,abs_a,sc012,-0.5548582995951417
ELEM,S14,abs_a,sc015,-0.5548582995951417
ELEM,S14,abs_a,sc017,-0.5548582995951417
ELEM,S14,abs_a,sc018,-0.5548582995951417
ELEM,S14,abs_a,sc019,-0.5524674472042893
ELEM,S14,abs_a,sc020,-0.5548582995951417
ELEM,S14,abs_a,sc021,-0.6614509246088193
ELEM,S14,abs_a,sc027,-0.565266106442577
ELEM,S14,abs_a,sc028,-0.5634095634095634
ELEM,S14,abs_a,sc029,-0.5598455598455598
ELEM,S14,abs_a,sc030,-0.5548582995951417
ELEM,S14,abs_a,sc031,-0.5548582995951417
ELEM,S14,abs_a,sc033,-0.5415253309990152
ELEM,S14,abs_a,sc036,-0.5548582995951417
ELEM,S14,abs_a,sc055,-0.5548582995951417
ELEM,S14,abs_a,sc057,-0.5588138746033482
ELEM,S14,abs_a,sc058,-0.5548582995951417
ELEM,S14,abs_a,sc059,-0.5640660903818798
ELEM,S14,abs_a,sc060,-0.5353977459240618
ELEM,S14,abs_a,sc061,-0.5548582995951417
ELEM,S14,abs_a,sc068,-0.5603603603603603
ELEM,S14,abs_a,sc069,-0.5521574205784732
ELEM,S14,abs_a,sc070,-0.5548582995951417
ELEM,S14,abs_a,sc071,-0.527300579932159
ELEM,S14,abs_a,sc075,-0.5572819783346099
ELEM,S14,abs_a,sc076,-0.5340846919794289
ELEM,S14,abs_a,sc077,-0.5548582995951417
ELEM,S14,abs_a,sc078,-0.5548582995951417
ELEM,S14,abs_a,sc083,-0.5846372688477951
ELEM,S14,abs_a,sc084,-0.5548582995951417
ELEM,S14,abs_a,sc085,-0.5548582995951417
ELEM,S14,abs_a,sc086,-0.5675675675675675
