split_seed,fold,arm,policy,budget_per_ligand,family,replicate,checkpoint,step,n_train_rows,n_acquired,n_train_ligands,macro_mae,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,n_test_rows,n_test_ligands,n_test_rows_revealed,hard_nn0.4__n_rows,hard_nn0.4__n_ligands,hard_nn0.4__macro_mae,hard_nn0.4__offset_mae,hard_nn0.4__shape_mae,hard_nn0.4__macro_mae_ligand,hard_nn0.6__n_rows,hard_nn0.6__n_ligands,hard_nn0.6__macro_mae,hard_nn0.6__offset_mae,hard_nn0.6__shape_mae,hard_nn0.6__macro_mae_ligand,n_train_chemotypes,n_train_ecfp_clusters,n_acquired_ligands,mean_nn_test_to_train,median_nn_test_to_train,frac_test_ligands_nn_below_0_4,mean_nn_test_to_start
104729,0,random,random,3,primary,0,0,0,2928,0,10,2.0895515461815033,2.100227736131416,1.4822504212484007,1.9701539275360853,0.5556488537161646,-0.11934753119791641,1.8550281367771437,3.9177467340509797,0.387434554973822,382,22,0,170,17,2.0908578539563787,2.015954897387249,0.49157864245764826,2.1045972581400965,356,21,2.090203032698843,1.9774873371657395,0.5263241141981491,2.101356589478878,1,6,10,0.24651424955844073,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,0,1,1,2931,1,11,2.0695280842299004,2.0844947591962564,1.483275068106417,1.9640837139016996,0.5598912755839788,-0.13513585215114343,1.84999032930607,3.859316489632033,0.36387434554973824,382,22,0,170,17,2.0717001805706188,2.0120891893066433,0.4955458670069715,2.0909410483893898,356,21,2.0716325724847215,1.9740100781131396,0.530850773698478,2.0872117325325794,1,7,11,0.24752435056854172,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,0,2,2,2934,2,12,2.0068771072511757,2.016946799621883,1.4506198373284753,1.898017434322854,0.5373213869768898,-0.08204312186870388,1.7635236998947255,3.6768613875865768,0.36910994764397903,382,22,0,170,17,2.0140904422653865,1.9516821996977736,0.4754998283314489,2.0266974950384076,356,21,2.0116831218061244,1.9150827329426958,0.507012341010345,2.0220034655013914,2,8,12,0.24752435056854172,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,0,3,3,2937,3,13,2.0418163801119285,2.0484685249676295,1.4944100954321269,1.9230476502679557,0.5387475130126304,-0.08168855618647841,1.8295029191314285,3.747926482252835,0.3769633507853403,382,22,0,170,17,2.0399629476209995,1.9639507970828551,0.47903124677760567,2.048680631110196,356,21,2.0425494758440346,1.9350266957430986,0.5073523599908287,2.0494834801818107,2,9,13,0.24752435056854172,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,0,5,5,2943,5,15,1.892973854993696,1.8989157758952835,1.384893458755221,1.7938562599740704,0.5057151780509582,0.0024978029067115326,1.5641608862440066,3.453883795736109,0.3795811518324607,382,22,0,170,17,1.9080237871184087,1.8586713557162906,0.44634356984622725,1.9148280416895982,356,21,1.9055487719324833,1.819382504471401,0.4781184612576676,1.911174835879919,4,11,15,0.29521372221734204,0.25462962962962965,0.7272727272727273,0.24651424955844073
104729,0,random,random,3,primary,0,8,8,2952,8,18,1.9611516005973852,1.9670150520259602,1.4158821469740082,1.8555308052465949,0.5215380290813278,-0.010244248633614506,1.7662951028023215,3.532324815863801,0.3743455497382199,382,22,0,170,17,1.983830047942216,1.9273600752567703,0.4651176930174851,1.9900840175942047,356,21,1.9692695713031736,1.8778272429485148,0.4921498843167252,1.9750256646709285,6,14,18,0.33317522945541733,0.2774890043982407,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,0,12,12,2964,12,22,1.7696137965337064,1.7710060008202533,1.3178121356773855,1.6660245513637997,0.48270486351519365,0.07487817216795278,1.4479377638454296,3.116705694327434,0.38481675392670156,382,22,0,170,17,1.7784604791177832,1.7259034457358988,0.4210535871949288,1.7797417621601335,356,21,1.7857452118813684,1.6984492217776048,0.4564473324014645,1.7864355489745287,9,18,22,0.34456692739141004,0.29634146341463413,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,0,16,16,2976,16,26,1.7761801982971133,1.7772067616922316,1.3398299111643375,1.668437664847047,0.484618928082496,0.07238186713536487,1.5197090534468167,3.1031690006268655,0.36910994764397903,382,22,0,170,17,1.7974062423908501,1.74044378327699,0.4223469168188559,1.7974861453672537,356,21,1.7914056865682961,1.6999335813060865,0.45826290342438386,1.7917561106836022,9,21,26,0.3464146731415948,0.31666666666666665,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,0,20,20,2988,20,30,1.697183504628615,1.685061880198949,1.262219617672628,1.586499800595263,0.4718935915271015,0.08511646886609592,1.4477798795486043,3.0330244938017983,0.4083769633507853,382,22,0,170,17,1.7220268625765707,1.660820058376965,0.4082996125707394,1.7048786804941818,356,21,1.7135170239768946,1.6192005303609749,0.446708640128431,1.7000403927006598,10,23,30,0.3512621636330558,0.31666666666666665,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,0,25,25,3003,25,35,1.581463165850869,1.5563967739895672,1.1991351592699178,1.4438563580773605,0.46263185939080176,0.08981715606540597,1.2854562109185754,2.9164560715092644,0.45287958115183247,382,22,0,170,17,1.5888149958389752,1.4984076779291657,0.39549040551194137,1.5559436751956364,356,21,1.5978565505752358,1.4765311114340822,0.43855310304737166,1.570815883638425,13,28,35,0.40222445032670073,0.4201680672268907,0.45454545454545453,0.24651424955844073
