split_seed,fold,arm,policy,budget_per_ligand,family,replicate,checkpoint,step,n_train_rows,n_acquired,n_train_ligands,macro_mae,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,n_test_rows,n_test_ligands,n_test_rows_revealed,hard_nn0.4__n_rows,hard_nn0.4__n_ligands,hard_nn0.4__macro_mae,hard_nn0.4__offset_mae,hard_nn0.4__shape_mae,hard_nn0.4__macro_mae_ligand,hard_nn0.6__n_rows,hard_nn0.6__n_ligands,hard_nn0.6__macro_mae,hard_nn0.6__offset_mae,hard_nn0.6__shape_mae,hard_nn0.6__macro_mae_ligand,n_train_chemotypes,n_train_ecfp_clusters,n_acquired_ligands,mean_nn_test_to_train,median_nn_test_to_train,frac_test_ligands_nn_below_0_4,mean_nn_test_to_start
104729,0,random,random,3,primary,0,30,30,3018,30,40,1.5560347127915977,1.5317241932293768,1.1723547907347336,1.431031581375043,0.45824800006433253,0.15361061992698832,1.330483456568466,2.8498443721361166,0.48429319371727747,382,22,0,170,17,1.5933931785873443,1.516613422936398,0.40268928036655904,1.5597349494011912,356,21,1.5844420952136424,1.4832941870119434,0.4387828851865813,1.5576211993664566,15,33,40,0.40222445032670073,0.4201680672268907,0.45454545454545453,0.24651424955844073
104729,0,random,random,3,primary,1,0,0,2928,0,10,2.079956598946159,2.0931041543450624,1.4802241116606456,1.9683912687371987,0.5531542360916564,-0.12074760847679333,1.8550831839934148,3.889242910313268,0.39267015706806285,382,22,0,170,17,2.0840866241452334,2.0211885780389363,0.48695429274718194,2.1008581649438693,356,21,2.0784147735794223,1.9747874487857493,0.5221990137665246,2.0922618233004995,1,6,10,0.24651424955844073,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,1,1,1,2931,1,11,1.790283352297396,1.7670899336465702,1.229190737869724,1.670812411399429,0.4941154612572207,0.02472492071146193,1.5539853670299344,3.281006517585686,0.4397905759162304,382,22,0,170,17,1.8184080248176926,1.749460959618209,0.43360814086373234,1.7867386199448418,356,21,1.7964847497888443,1.6892637026147184,0.4650489629320616,1.7718915779883868,2,7,11,0.2896976253085815,0.25462962962962965,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,1,2,2,2934,2,12,1.7841986805561758,1.7572403473843872,1.215308670388125,1.6525920868769943,0.4962515304888075,0.01818476669454283,1.511220538471928,3.2832879928593495,0.450261780104712,382,22,0,170,17,1.814940080169841,1.7366143884175518,0.4378352975070864,1.7782445078526048,356,21,1.7897951732675612,1.6708187788351563,0.46723168195075926,1.7612866102918114,3,8,12,0.2896976253085815,0.25462962962962965,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,1,3,3,2937,3,13,1.766002220223514,1.7428125044506464,1.232199189973745,1.6539300400249224,0.49327908659165143,0.0026581093115757293,1.5128266268081905,3.198848172542013,0.44502617801047123,382,22,0,170,17,1.7968255770599932,1.7362327232404462,0.43486126735389147,1.7650022180106073,356,21,1.7703895181088192,1.6735992763461536,0.46358393759235605,1.7458866112093723,4,9,13,0.2896976253085815,0.25462962962962965,0.7727272727272727,0.24651424955844073
104729,0,random,random,3,primary,1,5,5,2943,5,15,1.7484167165182207,1.7287852123082694,1.2428272094153257,1.6330899070909803,0.488035243183438,-0.010845955360971882,1.5555698484431557,3.1605914057365663,0.42670157068062825,382,22,0,170,17,1.774982257606995,1.7118512353566016,0.42303448836080265,1.748014102683013,356,21,1.7565474332456126,1.6565796883951922,0.45884562142883617,1.735593918514836,6,11,15,0.3282156447079865,0.27217318200924756,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,8,8,2952,8,18,1.7270295325954372,1.6831978023098748,1.2465425250765163,1.5748429423672021,0.48758800599069635,0.0037866464399285427,1.3685725160476085,3.3788056077803215,0.45549738219895286,382,22,0,170,17,1.7509549467715706,1.631441335087043,0.4218298025148826,1.6928241538034232,356,21,1.7348680857229102,1.5958137975664666,0.4590719818749819,1.688575865751013,7,14,18,0.3397584678439387,0.28736710444027513,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,12,12,2964,12,22,1.746755940511435,1.6977648152865497,1.2825599170818431,1.559997232889848,0.48588334717008924,-0.03175078402579068,1.2172996656036608,3.478082631732624,0.43455497382198954,382,22,0,170,17,1.715531210042459,1.558725362105108,0.41394248721594157,1.6539676791907825,356,21,1.7450974141358504,1.5691559909350805,0.45393442258508593,1.6938523556324268,10,18,22,0.34392110830353334,0.29281135531135527,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,16,16,2976,16,26,1.718953836239204,1.675857418536807,1.273043258544759,1.555008578600566,0.4736398894712947,0.019708410385704367,1.2548140258359513,3.3825117620760454,0.4214659685863874,382,22,0,170,17,1.7044975546538452,1.5741047030045106,0.4036388971220442,1.6495760894851756,356,21,1.7249246186735696,1.5730379129355303,0.444903856320931,1.6794916676313263,13,21,26,0.35190907025568424,0.29281135531135527,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,20,20,2988,20,30,1.69472332953607,1.6589755174142182,1.2100810781980518,1.5652528477833394,0.4751127563618152,0.002231902218730486,1.3884414420138507,3.189198781550399,0.43717277486910994,382,22,0,170,17,1.7076351409937893,1.624309534019355,0.39975244112941466,1.6606137481621155,356,21,1.7019584623377166,1.588106343732911,0.446413119448328,1.6641638433147463,16,25,30,0.35988031176899754,0.32920506912442393,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,25,25,3003,25,35,1.714372861358519,1.6674265495575673,1.2087895872687484,1.573075180008299,0.46786309318431096,0.008120935362313952,1.25852457555033,3.27828442764041,0.45549738219895286,382,22,0,170,17,1.7197229427736285,1.6283407705899844,0.3929533510255104,1.6586541815362141,356,21,1.7232694048001362,1.5975251991322954,0.4387099987653552,1.6736639094162051,19,29,35,0.3815666184300594,0.3953488372093023,0.5909090909090909,0.24651424955844073
104729,0,random,random,3,primary,1,30,30,3018,30,40,1.7970048542034287,1.7499709159771835,1.1936614390916818,1.6544487549092473,0.48327889140291336,0.054105179499126854,1.4275830074477953,3.420643963926526,0.46596858638743455,382,22,0,170,17,1.852353719662287,1.742274467275184,0.42294374227459003,1.7882304545778012,356,21,1.811906380615105,1.6806225424446506,0.4574445357190633,1.7619231345489588,22,34,40,0.40328408995070203,0.39578762615182095,0.5454545454545454,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,0,0,2928,0,10,2.0895515461815033,2.100227736131416,1.4822504212484007,1.970153927536085,0.5556488537161643,-0.11934753119791641,1.8550281367771435,3.9177467340509793,0.387434554973822,382,22,0,170,17,2.090857853956379,2.015954897387249,0.49157864245764826,2.1045972581400965,356,21,2.090203032698843,1.9774873371657393,0.5263241141981491,2.101356589478878,1,6,10,0.24651424955844073,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,1,1,2931,1,11,1.9732340752571034,1.976127506078597,1.388036663496801,1.8581034095483673,0.51058362595955,-0.029555076296986726,1.7230865227439947,3.724925125213503,0.418848167539267,382,22,0,170,17,1.9818214343745484,1.920565587018648,0.4399675752925508,1.9850607354895733,356,21,1.9864392757694733,1.883598397025944,0.48081719953286345,1.988841669939021,2,7,11,0.25585979218320415,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,2,2,2934,2,12,1.874024898486088,1.8430626365365712,1.284584475336134,1.7085700386528453,0.5222966438605546,-0.03306731040813937,1.548791675687928,3.4427694833766807,0.4031413612565445,382,22,0,170,17,1.8913473751955892,1.7651265980281414,0.461791011009734,1.8502595963956556,356,21,1.8856530811156922,1.7308266464098923,0.4946623840744943,1.8526627027576457,3,8,12,0.332044962964322,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,3,3,2937,3,13,1.9026264123541803,1.8723695006831087,1.303568352768762,1.7474557034717235,0.520934389031897,-0.026938776007672027,1.64583842685228,3.514758737000245,0.4109947643979058,382,22,0,170,17,1.908556695473392,1.793492226183204,0.46148047730726505,1.869051851950875,356,21,1.9143533833942226,1.770251221800481,0.49298799614353733,1.882097239213098,4,9,13,0.332531975951335,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,5,5,2943,5,15,1.7903601829814202,1.7439612600926702,1.2348638774958738,1.6189780540294776,0.48633107211469606,-0.006585422384276063,1.4292194268151504,3.438417574725868,0.46335078534031415,382,22,0,170,17,1.79815240985459,1.6634863366158181,0.4151415986726296,1.7376483786530799,356,21,1.7899842064917841,1.6300482960809755,0.4548576172629432,1.7413937147268856,6,11,15,0.34029132565772807,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,8,8,2952,8,18,1.6569532465268149,1.6174890975169844,1.1461656829290503,1.5242717153518983,0.5011142076578833,0.055067014102637146,1.5398372001100484,2.932514515386826,0.5235602094240838,382,22,0,170,17,1.6766355555866252,1.587850792049365,0.4498188585503623,1.624406521040973,356,21,1.656659359513446,1.5379721294317175,0.4717229959891257,1.6153299599323556,9,14,18,0.3912651690690558,0.40826330532212884,0.4090909090909091,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,12,12,2964,12,22,1.4915108445253866,1.465386707466908,1.1760999766771547,1.3476698217250656,0.4674411853059788,0.07417604869401884,1.3483845319886738,2.6004929686507756,0.46596858638743455,382,22,0,170,17,1.4771913202494562,1.3778532203176188,0.4016619810079639,1.4442259384253031,356,21,1.4875306938621142,1.3577803546399678,0.4382467404178262,1.4603520812610067,13,18,22,0.4332050865129679,0.4365079365079365,0.3181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,16,16,2976,16,26,1.4409518126993464,1.424516246951774,1.1303528434957084,1.3122855545655443,0.4724273382195325,0.055382596317969046,1.396063207703059,2.4695423949221484,0.49476439790575916,382,22,0,170,17,1.4103645435148162,1.3391269676862798,0.40449699037279074,1.390894238969989,356,21,1.4321194565683768,1.318961404910758,0.4418618163641479,1.4153218332200137,17,22,26,0.43610747557834517,0.4365079365079365,0.3181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,20,20,2988,20,30,1.5125927375625297,1.4872064720984712,1.1412725848663448,1.3570750314785103,0.4703660724868518,0.07354123977749827,1.222074179067514,2.733726683269579,0.468586387434555,382,22,0,170,17,1.446917654125019,1.3454658527369692,0.40391509399224956,1.417928080197268,356,21,1.5090926064529306,1.3682922637461747,0.44047119818231895,1.4826641441148507,21,26,30,0.45756466905566245,0.46862745098039216,0.22727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,25,25,3003,25,35,1.506722543401709,1.4862359359228137,1.1567706547420018,1.3763889270190424,0.4598749792252706,0.08093387088095505,1.3330064295209834,2.6041996262643345,0.43717277486910994,382,22,0,170,17,1.4773836456651868,1.4004302050483057,0.395064240531199,1.4525973829122936,356,21,1.4952528699166368,1.3790292405362035,0.42828056805146586,1.4743368846285114,26,31,35,0.4913086678925376,0.5085697399527187,0.18181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,0,30,30,3018,30,40,1.6547365552805016,1.617943810653491,1.1533524565645483,1.5393881871727262,0.45290283419353333,0.08548807969030525,1.5363820670536303,2.872834707199218,0.5287958115183246,382,22,0,170,17,1.6546047576398346,1.5919887789974048,0.3847706680579509,1.606998370336683,356,21,1.6420715051704058,1.5387109577141844,0.41966141369064464,1.604129822709256,31,36,40,0.4950965466804163,0.5085697399527187,0.18181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,0,0,2928,0,10,2.0799565989461586,2.0931041543450624,1.4802241116606456,1.9683912687371987,0.5531542360916564,-0.12074760847679333,1.8550831839934148,3.889242910313269,0.39267015706806285,382,22,0,170,17,2.0840866241452334,2.0211885780389363,0.48695429274718194,2.100858164943869,356,21,2.0784147735794223,1.9747874487857493,0.5221990137665244,2.0922618233004995,1,6,10,0.24651424955844073,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,1,1,2931,1,11,2.0051569264588562,2.0070600247344275,1.4187824084939662,1.8895200906921765,0.523703132999779,-0.04399200059961639,1.792336667431418,3.7448022417245768,0.3900523560209424,382,22,0,170,17,2.01921556810375,1.9538919961795111,0.4597929486553191,2.0208514222459657,356,21,2.021100739012833,1.916977662859453,0.4962712338502683,2.0223352318465753,2,7,11,0.25585979218320415,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,2,2,2934,2,12,1.8859818337783039,1.8669189081151316,1.3271816869896993,1.7470430525609262,0.5130461619158437,-0.020922004414978934,1.6694132851080474,3.4274697541162027,0.4083769633507853,382,22,0,170,17,1.8928139278938239,1.7960250049791302,0.4541222023022456,1.8677423714993937,356,21,1.8956787403412547,1.7675834722664594,0.4860751691655181,1.8752462988577914,3,8,12,0.3360898098247389,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,3,3,2937,3,13,1.9328370914401263,1.909993407669125,1.3360854618775413,1.7813355243957167,0.5322314989198911,-0.04946019414505742,1.6500677585509718,3.5560882310415423,0.4005235602094241,382,22,0,170,17,1.9504326521024549,1.8393845584160005,0.47358929316758314,1.9198352048304335,356,21,1.9452260826383463,1.8048541414150736,0.5051223345949505,1.9207046524402391,4,9,13,0.3360898098247389,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,5,5,2943,5,15,1.7432595440974292,1.7135874706427587,1.235394779370548,1.6027829730980967,0.47977768210434046,0.0374461275722735,1.4550811225946436,3.358784938519293,0.4476439790575916,382,22,0,170,17,1.76020200218991,1.6642669223265685,0.4170313467232658,1.7208062331254852,356,21,1.7464244402798001,1.6194604824267833,0.45085668478827534,1.7151887016043184,6,11,15,0.34445211647357116,0.2818035426731079,0.6363636363636364,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,8,8,2952,8,18,1.7022804154281042,1.6725633790563919,1.174311334454507,1.5813405594887697,0.5091583589118817,-0.0006487490357685033,1.5057910443293197,3.010906025654195,0.5235602094240838,382,22,0,170,17,1.7360977136261038,1.6669223220843083,0.44812345378349905,1.6956511196040056,356,21,1.7020384177109373,1.595844989005626,0.48000800192882453,1.6709178080699612,9,14,18,0.3953146426307245,0.4201680672268907,0.4090909090909091,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,12,12,2964,12,22,1.629902600279681,1.6021601749803247,1.1243352371907216,1.5062308240377171,0.45663139511851747,0.0702091218373947,1.4792131585420496,2.9125439135951425,0.5497382198952879,382,22,0,170,17,1.6595230767607982,1.5863561376339343,0.3850023590947636,1.621878733639213,356,21,1.6295911162604284,1.5189376234217997,0.4265641854254927,1.60054245566202,13,18,22,0.43863285919487116,0.45555555555555555,0.3181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,16,16,2976,16,26,1.6856006045772116,1.653597387168778,1.1731777202031093,1.5662775332700989,0.45021211982357734,0.07733609619442638,1.5459452407736567,2.9194704257847164,0.5209424083769634,382,22,0,170,17,1.7223800699071181,1.6533007339178551,0.3724596731227166,1.6788006435356215,356,21,1.6857476207518627,1.5803058797937832,0.41903325396250307,1.652213439839473,17,22,26,0.44149666205867405,0.45555555555555555,0.3181818181818182,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,20,20,2988,20,30,1.604987344279963,1.5772989654483516,1.1648070207802816,1.4818936587222928,0.4585833415141511,0.06851543262325055,1.333025127873423,2.8838728662496904,0.48429319371727747,382,22,0,170,17,1.565852071712086,1.4934123887991473,0.38538738241045584,1.532322126904582,356,21,1.595878114198605,1.487514158145036,0.4257341823876274,1.567305013997934,21,26,30,0.45340142396343597,0.4696969696969697,0.2727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,25,25,3003,25,35,1.5266952192121945,1.5059806072560362,1.1692553599397544,1.4168318389207593,0.45861243936475093,0.07688043103339859,1.3676392491448446,2.6495513973345175,0.4397905759162304,382,22,0,170,17,1.4873398554235857,1.4270532797350124,0.3872035231101498,1.4628477319384756,356,21,1.5166733454879542,1.420867320940705,0.42738893341223905,1.495449555520752,26,31,35,0.46325731651660257,0.4716577540106952,0.22727272727272727,0.24651424955844073
104729,0,maxmin,maxmin,3,primary,1,30,30,3018,30,40,1.6394534712059983,1.6128654933454856,1.1616836596773448,1.5333442226931866,0.45736127947730976,0.10553311945593313,1.4169198603495001,2.923876396477894,0.4790575916230366,382,22,0,170,17,1.6490873368559433,1.5911182008195899,0.3921372071026343,1.6141126675276372,356,21,1.637582204240435,1.5452463704355837,0.4277782253228916,1.6098172401468298,31,36,40,0.49315404473791435,0.5085697399527187,0.18181818181818182,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,0,0,2928,0,10,2.0895515461815033,2.100227736131416,1.4822504212484007,1.970153927536085,0.5556488537161646,-0.11934753119791597,1.8550281367771437,3.9177467340509806,0.387434554973822,382,22,0,170,17,2.0908578539563787,2.015954897387249,0.49157864245764826,2.1045972581400965,356,21,2.090203032698843,1.9774873371657395,0.5263241141981491,2.101356589478878,1,6,10,0.24651424955844073,0.24401913875598086,0.7727272727272727,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,1,1,2931,1,11,1.9917084841000148,1.9947532595261437,1.3970006947623574,1.872116600394576,0.5342386024986218,-0.043380549593481144,1.7011622413607137,3.737374746237218,0.41361256544502617,382,22,0,170,17,2.0065501214868062,1.935659077539711,0.47173139990081364,2.0096173816037504,356,21,2.0050063768085065,1.8965064252260593,0.5066566662191886,2.0075629085545237,2,7,11,0.3158702423879359,0.2818035426731079,0.6818181818181818,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,2,2,2934,2,12,1.706042680522498,1.6990228119124515,1.1961977356882354,1.579063275808874,0.5228722967609853,-0.0016858839180129426,1.5670596267266932,3.085858464025826,0.47643979057591623,382,22,0,170,17,1.684500884945504,1.611205040202167,0.4639545695404589,1.6766835135429135,356,21,1.7101014143203455,1.5956619032381765,0.4957089772511933,1.7025539932146843,3,8,12,0.3242757747917705,0.3188405797101449,0.6363636363636364,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,3,3,2937,3,13,1.6753725814450438,1.656894188056178,1.1281938056211605,1.576443224636487,0.512428163366825,0.005600581490616041,1.4695327656471302,3.111908792749521,0.5261780104712042,382,22,0,170,17,1.7040268340510114,1.6660177113236079,0.45398208466538886,1.678428074806246,356,21,1.6785788482162762,1.5956118716492678,0.48426643312877765,1.6590678519626438,4,9,13,0.34032180732811235,0.3188405797101449,0.6363636363636364,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,5,5,2943,5,15,1.4942438039923958,1.4886247001998143,1.0744643915594123,1.3955963203048247,0.4576717573062758,0.08092703979406335,1.454469230723256,2.6438108711176076,0.5575916230366492,382,22,0,170,17,1.5643759445859509,1.5317360074081456,0.3908084761617786,1.5529787431724007,356,21,1.4982252807199141,1.4177702912342551,0.4294953249953385,1.4921490064263754,6,11,15,0.3604375957765407,0.3508771929824561,0.5909090909090909,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,8,8,2952,8,18,1.4770673220096098,1.4743506026308857,1.1479789639078772,1.3895383099404672,0.47056736690746237,0.06387970681034383,1.4617277232346777,2.5008913291320902,0.45549738219895286,382,22,0,170,17,1.4900503593223156,1.4616396747750517,0.41155496293279253,1.4857708967549836,356,21,1.4751380448095286,1.40305435390555,0.4434215747482235,1.472383828184202,9,14,18,0.3760122028166077,0.3717105263157895,0.5454545454545454,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,12,12,2964,12,22,1.434050094535094,1.4340853136713565,1.1517652593654522,1.304434572210207,0.4761179126378829,0.053170742251870906,1.2552444893476573,2.4888509178004803,0.4790575916230366,382,22,0,170,17,1.3796030534640502,1.3065461137447232,0.4128975266950729,1.382851398291628,356,21,1.4210191222298942,1.3059614906284491,0.4463682278526129,1.4216765409586072,13,18,22,0.3912370827422587,0.3875,0.5,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,16,16,2976,16,26,1.3198850894710725,1.3241269729369667,1.1381723886478097,1.198120619767771,0.48513626027625667,0.04979883245772476,1.3545939984987005,2.110491005701113,0.45549738219895286,382,22,0,170,17,1.3142074585675254,1.2475133014169852,0.4306690368016861,1.32003093310595,356,21,1.313172711460898,1.2088041100105016,0.4585319816781589,1.317936226425653,17,22,26,0.41119201343248357,0.4,0.45454545454545453,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,20,20,2988,20,30,1.134586642631947,1.147621227393958,1.050123998526041,1.0228164726879536,0.4643759795273214,0.08457977271427652,1.1401679142804793,1.8337309805722548,0.5078534031413613,382,22,0,170,17,1.1585814972818165,1.103743758089029,0.41072647847948374,1.1740383214061918,356,21,1.114970526106863,1.021790318179394,0.43532083925159604,1.1295599061682597,21,26,30,0.41543058792514154,0.4,0.45454545454545453,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,25,25,3003,25,35,1.144345661789835,1.1638653082728014,1.0660272681651661,1.0397515044817394,0.4447328912999149,0.08327237223778916,1.1643427687494583,1.8598277025073122,0.4895287958115183,382,22,0,170,17,1.1558038099128507,1.1145261788955754,0.3816215366000712,1.1803905201776888,356,21,1.1253556241683027,1.0441694847190586,0.4127853239812938,1.1467090651324356,26,31,35,0.44248184500500964,0.43529411764705883,0.4090909090909091,0.24651424955844073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,30,30,3018,30,40,1.2424379961856375,1.2592557158481423,1.1300107690126713,1.1236067803716103,0.45272239248729346,0.07678204905165564,1.3275718969411052,2.00550380666316,0.43717277486910994,382,22,0,170,17,1.2352965141505226,1.1771616200583326,0.39309649706065214,1.2574807091275944,356,21,1.229448764542378,1.1300825720669831,0.42289612648253727,1.2476858628384908,31,36,40,0.4593270224809411,0.4711431742508324,0.3181818181818182,0.24651424955844073
