split_seed,fold,arm,policy,budget_per_ligand,family,replicate,step,extractant,n_rows_revealed,n_train_rows,nn_to_acquired_before,chemotype
104729,0,random,random,3,primary,0,21,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,3,2991,0.6666666666666666,tan049
104729,0,random,random,3,primary,0,22,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3,2994,0.14,tan012
104729,0,random,random,3,primary,0,23,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,3,2997,0.21568627450980393,tan018
104729,0,random,random,3,primary,0,24,CCCCN(C)C(=O)CC(=O)N(C)CCCC,3,3000,0.8260869565217391,tan053
104729,0,random,random,3,primary,0,25,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,3,3003,0.65625,tan069
104729,0,random,random,3,primary,0,26,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,3,3006,0.9722222222222222,tan054
104729,0,random,random,3,primary,0,27,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,3,3009,0.6590909090909091,tan080
104729,0,random,random,3,primary,0,28,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,3,3012,0.75,tan055
104729,0,random,random,3,primary,0,29,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,3,3015,0.6904761904761905,tan055
104729,0,random,random,3,primary,0,30,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,3,3018,0.6764705882352942,tan052
104729,0,random,random,3,primary,1,1,O=C(c1ccccc1)c1ccc2ccccc2n1,3,2931,0.09523809523809523,tan088
104729,0,random,random,3,primary,1,2,CCN(CC)C(=O)COCC(=O)N(CC)CC,3,2934,0.6521739130434783,tan061
104729,0,random,random,3,primary,1,3,CCCCN(C)C(=O)CC(=O)N(C)CCCC,3,2937,0.5517241379310345,tan053
104729,0,random,random,3,primary,1,4,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,3,2940,0.4594594594594595,tan067
104729,0,random,random,3,primary,1,5,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,3,2943,0.22448979591836735,tan081
104729,0,random,random,3,primary,1,6,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,3,2946,0.8260869565217391,tan053
104729,0,random,random,3,primary,1,7,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,3,2949,0.5,tan081
104729,0,random,random,3,primary,1,8,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,3,2952,0.15555555555555556,tan096
104729,0,random,random,3,primary,1,9,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,3,2955,0.5714285714285714,tan055
104729,0,random,random,3,primary,1,10,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,3,2958,0.6153846153846154,tan070
104729,0,random,random,3,primary,1,11,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,3,2961,0.3783783783783784,tan085
104729,0,random,random,3,primary,1,12,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,3,2964,0.46153846153846156,tan046
104729,0,random,random,3,primary,1,13,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,3,2967,1.0,tan053
104729,0,random,random,3,primary,1,14,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,3,2970,0.26666666666666666,tan072
104729,0,random,random,3,primary,1,15,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,3,2973,0.6666666666666666,tan049
104729,0,random,random,3,primary,1,16,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,3,2976,0.5428571428571428,tan051
104729,0,random,random,3,primary,1,17,CCCCCCOP(=O)(O)OCCCCCC,3,2979,0.34285714285714286,tan089
104729,0,random,random,3,primary,1,18,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,3,2982,0.8064516129032258,tan067
104729,0,random,random,3,primary,1,19,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,3,2985,0.6764705882352942,tan059
104729,0,random,random,3,primary,1,20,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,3,2988,0.5,tan065
104729,0,random,random,3,primary,1,21,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,3,2991,1.0,tan055
104729,0,random,random,3,primary,1,22,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,3,2994,0.6666666666666666,tan054
104729,0,random,random,3,primary,1,23,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,3,2997,0.7619047619047619,tan054
104729,0,random,random,3,primary,1,24,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,3,3000,0.26,tan016
104729,0,random,random,3,primary,1,25,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3,3003,0.10204081632653061,tan004
104729,0,random,random,3,primary,1,26,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,3,3006,0.3793103448275862,tan029
104729,0,random,random,3,primary,1,27,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,3,3009,0.6666666666666666,tan055
104729,0,random,random,3,primary,1,28,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,3,3012,0.5263157894736842,tan084
104729,0,random,random,3,primary,1,29,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,3,3015,0.9722222222222222,tan054
104729,0,random,random,3,primary,1,30,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,3,3018,0.45714285714285713,tan074
104729,0,maxmin,maxmin,3,primary,0,1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3,2931,0.0,tan004
104729,0,maxmin,maxmin,3,primary,0,2,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,3,2934,0.020833333333333332,tan022
104729,0,maxmin,maxmin,3,primary,0,3,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3,2937,0.05,tan098
104729,0,maxmin,maxmin,3,primary,0,4,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,3,2940,0.08888888888888889,tan096
104729,0,maxmin,maxmin,3,primary,0,5,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3,2943,0.10416666666666667,tan012
104729,0,maxmin,maxmin,3,primary,0,6,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,3,2946,0.14893617021276595,tan081
104729,0,maxmin,maxmin,3,primary,0,7,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,2949,0.15789473684210525,tan037
104729,0,maxmin,maxmin,3,primary,0,8,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,3,2952,0.16129032258064516,tan006
104729,0,maxmin,maxmin,3,primary,0,9,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,3,2955,0.16666666666666666,tan001
104729,0,maxmin,maxmin,3,primary,0,10,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,3,2958,0.18181818181818182,tan093
104729,0,maxmin,maxmin,3,primary,0,11,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,3,2961,0.1875,tan027
104729,0,maxmin,maxmin,3,primary,0,12,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,3,2964,0.21739130434782608,tan073
104729,0,maxmin,maxmin,3,primary,0,13,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,3,2967,0.22388059701492538,tan007
104729,0,maxmin,maxmin,3,primary,0,14,O=C(c1ccccc1)c1ccc2ccccc2n1,3,2970,0.23076923076923078,tan088
104729,0,maxmin,maxmin,3,primary,0,15,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,3,2973,0.25,tan072
104729,0,maxmin,maxmin,3,primary,0,16,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,3,2976,0.2608695652173913,tan095
104729,0,maxmin,maxmin,3,primary,0,17,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,3,2979,0.27586206896551724,tan031
104729,0,maxmin,maxmin,3,primary,0,18,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3,2982,0.2765957446808511,tan042
104729,0,maxmin,maxmin,3,primary,0,19,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,3,2985,0.29411764705882354,tan091
104729,0,maxmin,maxmin,3,primary,0,20,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,3,2988,0.30434782608695654,tan015
104729,0,maxmin,maxmin,3,primary,0,21,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,3,2991,0.3055555555555556,tan009
104729,0,maxmin,maxmin,3,primary,0,22,CCCCCCOP(=O)(O)OCCCCCC,3,2994,0.34285714285714286,tan089
104729,0,maxmin,maxmin,3,primary,0,23,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,3,2997,0.3448275862068966,tan005
104729,0,maxmin,maxmin,3,primary,0,24,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,3,3000,0.3469387755102041,tan079
104729,0,maxmin,maxmin,3,primary,0,25,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,3,3003,0.34782608695652173,tan018
104729,0,maxmin,maxmin,3,primary,0,26,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,3,3006,0.3584905660377358,tan080
104729,0,maxmin,maxmin,3,primary,0,27,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,3,3009,0.3684210526315789,tan086
104729,0,maxmin,maxmin,3,primary,0,28,C1COCCOCCOCCOCCOCCO1,3,3012,0.375,tan003
104729,0,maxmin,maxmin,3,primary,0,29,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,3,3015,0.3953488372093023,tan016
104729,0,maxmin,maxmin,3,primary,0,30,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,3,3018,0.4,tan029
104729,0,maxmin,maxmin,3,primary,1,1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3,2931,0.0,tan004
104729,0,maxmin,maxmin,3,primary,1,2,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,3,2934,0.020833333333333332,tan018
104729,0,maxmin,maxmin,3,primary,1,3,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3,2937,0.046875,tan098
104729,0,maxmin,maxmin,3,primary,1,4,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,3,2940,0.08108108108108109,tan096
104729,0,maxmin,maxmin,3,primary,1,5,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,3,2943,0.10256410256410256,tan009
104729,0,maxmin,maxmin,3,primary,1,6,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,3,2946,0.14893617021276595,tan081
104729,0,maxmin,maxmin,3,primary,1,7,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,2949,0.16071428571428573,tan037
104729,0,maxmin,maxmin,3,primary,1,8,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,3,2952,0.16129032258064516,tan006
104729,0,maxmin,maxmin,3,primary,1,9,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,3,2955,0.16666666666666666,tan001
104729,0,maxmin,maxmin,3,primary,1,10,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,3,2958,0.18181818181818182,tan093
104729,0,maxmin,maxmin,3,primary,1,11,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,3,2961,0.1875,tan027
104729,0,maxmin,maxmin,3,primary,1,12,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,3,2964,0.20967741935483872,tan016
104729,0,maxmin,maxmin,3,primary,1,13,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,3,2967,0.21739130434782608,tan073
104729,0,maxmin,maxmin,3,primary,1,14,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,3,2970,0.22388059701492538,tan007
104729,0,maxmin,maxmin,3,primary,1,15,O=C(c1ccccc1)c1ccc2ccccc2n1,3,2973,0.23076923076923078,tan088
104729,0,maxmin,maxmin,3,primary,1,16,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,3,2976,0.25,tan072
104729,0,maxmin,maxmin,3,primary,1,17,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,3,2979,0.27586206896551724,tan031
104729,0,maxmin,maxmin,3,primary,1,18,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3,2982,0.2765957446808511,tan042
104729,0,maxmin,maxmin,3,primary,1,19,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,3,2985,0.2765957446808511,tan095
104729,0,maxmin,maxmin,3,primary,1,20,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,3,2988,0.29411764705882354,tan091
104729,0,maxmin,maxmin,3,primary,1,21,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,3,2991,0.30434782608695654,tan015
104729,0,maxmin,maxmin,3,primary,1,22,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3,2994,0.3055555555555556,tan012
104729,0,maxmin,maxmin,3,primary,1,23,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,3,2997,0.3269230769230769,tan017
104729,0,maxmin,maxmin,3,primary,1,24,CCCCCCOP(=O)(O)OCCCCCC,3,3000,0.34285714285714286,tan089
104729,0,maxmin,maxmin,3,primary,1,25,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,3,3003,0.3448275862068966,tan005
104729,0,maxmin,maxmin,3,primary,1,26,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,3,3006,0.3469387755102041,tan079
104729,0,maxmin,maxmin,3,primary,1,27,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,3,3009,0.3584905660377358,tan080
104729,0,maxmin,maxmin,3,primary,1,28,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,3,3012,0.3684210526315789,tan086
104729,0,maxmin,maxmin,3,primary,1,29,C1COCCOCCOCCOCCOCCO1,3,3015,0.375,tan003
104729,0,maxmin,maxmin,3,primary,1,30,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,3,3018,0.4,tan029
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,1,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,3,2931,0.01818181818181818,tan017
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,2,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,2934,0.08333333333333333,tan037
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,3,O=C(c1ccccc1)c1ccc2ccccc2n1,3,2937,0.12727272727272726,tan088
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,4,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,3,2940,0.15384615384615385,tan011
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,5,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,3,2943,0.1875,tan027
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,6,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,3,2946,0.14285714285714285,tan006
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,7,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,3,2949,0.2127659574468085,tan081
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,8,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3,2952,0.15789473684210525,tan098
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,9,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,3,2955,0.2222222222222222,tan031
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,10,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,3,2958,0.20754716981132076,tan007
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,11,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3,2961,0.24074074074074073,tan042
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,12,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,3,2964,0.2765957446808511,tan073
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,13,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,3,2967,0.3684210526315789,tan076
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,14,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,3,2970,0.22857142857142856,tan015
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,15,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,3,2973,0.20454545454545456,tan095
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,16,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,3,2976,0.46153846153846156,tan051
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,17,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,3,2979,0.37777777777777777,tan066
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,18,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,3,2982,0.5,tan069
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,19,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,3,2985,0.5,tan084
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,20,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,3,2988,0.46153846153846156,tan046
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,21,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,3,2991,0.3269230769230769,tan018
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,22,C1COCCOCCOCCOCCOCCO1,3,2994,0.04,tan003
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,23,CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,3,2997,0.4444444444444444,tan044
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,24,CCCCN(C)C(=O)CC(=O)N(C)CCCC,3,3000,0.5517241379310345,tan053
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,25,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,3,3003,0.6176470588235294,tan068
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,26,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,3,3006,0.3958333333333333,tan085
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,27,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,3,3009,0.22388059701492538,tan093
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,28,CCCCCCOP(=O)(O)OCCCCCC,3,3012,0.34285714285714286,tan089
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,29,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,3,3015,0.475,tan086
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,0,30,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,3,3018,0.25,tan072
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,1,1,CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,3,2931,0.017857142857142856,tan017
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,1,2,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,2934,0.08333333333333333,tan037
104729,0,diversity_x_uncertainty,diversity_x_uncertainty,3,primary,1,3,O=C(c1ccccc1)c1ccc2ccccc2n1,3,2937,0.125,tan088
