arm,split_seed,extractant,chemotype,mae_all
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,sc020,0.2583580299336171
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,sc009,0.46289725244456953
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,sc021,0.3859771780374401
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.30400047204490793
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.30890768834171306
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.1581468879261635
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.108234742264761
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,0.6339350699362358
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.2926245126469957
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc028,0.6822067608336243
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,sc029,0.5431209220454717
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.1664969509894564
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.892395298668774
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,sc031,0.5881007273654809
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,0.4744573431688469
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.5229771904504372
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,sc009,0.16790899634721185
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,sc009,0.16980592389802907
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,sc009,0.616894055466166
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,sc033,0.30348824502102123
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,sc009,0.5050048205036708
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,sc009,0.42141004380598907
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,sc009,0.45423571091719106
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.3963566014549158
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,sc036,0.35189480461873285
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,sc032,1.4077982623437162
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,sc009,0.7248483723985256
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.47380905288477687
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.3342425597350139
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.5460194611584692
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.21297801638517003
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.1418659737031953
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,sc028,0.4803020968397517
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,sc029,0.36654937131006454
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.27840686986837127
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],sc055,0.42204374654352633
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,sc031,0.21534370984893136
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,sc057,0.5980259033646245
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,sc009,0.5317804285614932
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,sc036,0.43335820486286136
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.14278487137614132
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,sc030,0.8655823652899459
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCOP(=O)(O)OCCCCCC,sc058,0.6670811628039832
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,sc059,0.33232440067722857
B1_MEAN_CURVE|no_model_linear,104729,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,sc060,0.6947503067132129
B1_MEAN_CURVE|no_model_linear,104729,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,0.4999452540365823
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(C)C(=O)CC(=O)N(C)CCCC,sc031,0.25855111024128147
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,sc062,0.06399381890847025
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,sc036,0.8380523926128868
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,sc036,0.07311278203794037
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,0.3346557835419511
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,sc029,0.6587216846256037
B1_MEAN_CURVE|no_model_linear,104729,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,sc063,5.376855660374452
B1_MEAN_CURVE|no_model_linear,104729,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,sc009,0.16861177651219617
B1_MEAN_CURVE|no_model_linear,104729,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,sc061,0.8133284801610036
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,sc068,0.6056073626992158
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,sc068,0.1362851569337562
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,sc069,0.20373526888393004
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,sc069,0.33894896700439164
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,sc068,0.1550695898263128
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,sc068,0.5731310185065404
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,sc068,0.48768929337898387
B1_MEAN_CURVE|no_model_linear,104729,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,sc070,0.3088198864855444
B1_MEAN_CURVE|no_model_linear,104729,CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,0.1788092998870357
B1_MEAN_CURVE|no_model_linear,104729,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,sc068,0.3810802036276938
B1_MEAN_CURVE|no_model_linear,104729,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,sc075,0.32249451067913626
B1_MEAN_CURVE|no_model_linear,104729,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,0.17133346332295904
B1_MEAN_CURVE|no_model_linear,104729,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,sc077,0.34153420491323344
B1_MEAN_CURVE|no_model_linear,104729,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,sc078,0.051397345892205654
B1_MEAN_CURVE|no_model_linear,104729,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,sc083,0.09403757953769855
B1_MEAN_CURVE|no_model_linear,104729,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,sc084,0.5911387995783214
B1_MEAN_CURVE|no_model_linear,104729,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,sc085,0.6278253825135782
B1_MEAN_CURVE|no_model_linear,104729,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,sc086,0.2190602862524464
B1_MEAN_CURVE|no_model_linear,104729,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,sc092,0.531495639808872
B1_MEAN_CURVE|no_model_linear,104729,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,sc096,0.3075670804198749
B1_MEAN_CURVE|no_model_linear,104729,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,sc097,0.6999969629793736
B1_MEAN_CURVE|no_model_linear,130363,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,0.32064813456057045
B1_MEAN_CURVE|no_model_linear,130363,C1COCCOCCOCCOCCOCCO1,sc001,0.1299305859077219
B1_MEAN_CURVE|no_model_linear,130363,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,0.35660132578017933
B1_MEAN_CURVE|no_model_linear,130363,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.21722179628433097
B1_MEAN_CURVE|no_model_linear,130363,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,0.15716613097571286
B1_MEAN_CURVE|no_model_linear,130363,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,sc012,1.1671378470534104
B1_MEAN_CURVE|no_model_linear,130363,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,sc015,0.708899990231134
B1_MEAN_CURVE|no_model_linear,130363,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,sc009,0.5741884667984143
B1_MEAN_CURVE|no_model_linear,130363,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc009,0.15919578235336163
B1_MEAN_CURVE|no_model_linear,130363,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc017,0.14999206062482487
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,0.5097345076078109
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,sc009,0.32476546440674925
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,sc019,0.2665207219840411
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,sc020,0.31532029202431966
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,sc009,0.49140561591092513
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,sc021,0.410601215766249
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.2235448902461461
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,0.20088286385716544
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.19415569971510852
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.1203740900002761
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,0.46818072369453745
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,0.4653356534715721
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc028,0.43985281920402214
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,sc029,0.5995865044971116
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.27931679751964733
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,sc030,0.2755067753939152
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,sc031,0.6503973765967574
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,0.3992181983214715
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.5746770816924676
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,sc009,0.14172793422833954
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,sc009,0.39036586982453036
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,sc009,0.7299562438381202
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,sc033,0.5026230231477677
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,sc009,0.8000840797282222
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,sc009,0.40330805707309486
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,sc009,0.5450597877566592
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.24775871518144182
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,sc036,0.6648125453709958
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,sc032,2.615136378772744
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,sc009,1.7623691851976884
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.4692052196606428
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,0.345334007424714
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.9589260395984449
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.6119465791285582
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,0.398965920145532
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,sc028,0.4303821581128703
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,sc029,0.33468751660943896
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,0.23614775270077687
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],sc055,0.4737655907912527
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,sc031,0.5584659470819577
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,sc057,0.9538306462901583
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,sc009,0.6410908017116074
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,sc036,0.34925798636295824
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,0.13728620950928727
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,sc030,0.8655823652899459
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCOP(=O)(O)OCCCCCC,sc058,0.8589606829700024
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,sc059,0.17172736484853
B1_MEAN_CURVE|no_model_linear,130363,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,sc060,0.5317247699601925
B1_MEAN_CURVE|no_model_linear,130363,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,0.47351900569739547
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(C)C(=O)CC(=O)N(C)CCCC,sc031,0.24270215738507167
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,sc062,0.05127343843168562
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,sc036,0.3096948377325831
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,sc036,0.0870069768521165
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,0.30660481089876385
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,sc029,0.20471151591468367
B1_MEAN_CURVE|no_model_linear,130363,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,sc063,4.846982329345766
B1_MEAN_CURVE|no_model_linear,130363,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,sc009,0.15022362813945841
B1_MEAN_CURVE|no_model_linear,130363,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,sc061,0.6699421967895268
B1_MEAN_CURVE|no_model_linear,130363,CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,sc068,0.4902091892945468
