grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
pair_type,Sm-Eu,106,0.1568877044561051,0.21534083330460863,0.7358490566037735,-0.11148382423223069,0.1520621543059657,0.21080451783726195,0.6886792452830188,-0.06514858901709908,0.15281932033124446,0.2117385228038755,0.7358490566037735,-0.07460813966547342,0.15261429676726204,0.20639349342028646,0.7169811320754716,-0.021039096689019487,0.1547666785949344,0.21093403234536015,0.7547169811320755,-0.0664578073834694,-0.0019473582636899411
pair_type,Gd-Tb,98,0.1232334471879809,0.16993738676970702,0.8979591836734694,-0.05788443128043497,0.12014695274642719,0.1686449193941356,0.8979591836734694,-0.041854037055014226,0.12252235473454594,0.1698635531017225,0.8979591836734694,-0.056965380782528996,0.13712955504221958,0.17809739040039452,0.9387755102040817,-0.16191796472898035,0.13460451134331744,0.17650756259197745,0.9387755102040817,-0.14126629166380522,-0.012082156608771502
pair_type,Dy-Ho,96,0.10816005107163028,0.17430850287955374,0.7604166666666666,-0.18863750845395355,0.11800249593311447,0.17941574675628816,0.71875,-0.2593121664369178,0.11549414203209445,0.17765557210689578,0.75,-0.2347241771864952,0.10283887651057433,0.16696027950823641,0.8229166666666666,-0.09053249592971047,0.10124560376191495,0.16659715926660199,0.7708333333333334,-0.08579407787671856,0.014248538270179495
pair_type,Ho-Er,96,0.10494241800489469,0.14773471164391,0.6666666666666666,-0.310729967794954,0.10196894071304792,0.14535135995055656,0.6666666666666666,-0.2687800181504427,0.10268704294937037,0.14619709313498686,0.6666666666666666,-0.2835878762615107,0.07431254547419126,0.12896156600042752,0.75,0.0012225516359413158,0.07336671283277872,0.12764607748002463,0.6979166666666666,0.021494933689314544,0.029320330116591645
pair_type,La-Ce,96,0.26471154648499545,0.3491136515768342,0.8229166666666666,-0.6094423602773125,0.23954877008934403,0.3197322451080517,0.8229166666666666,-0.3499405373958888,0.24672105234784159,0.3272481518821412,0.8229166666666666,-0.4141522526493382,0.1963386081222405,0.28674259587689505,0.8229166666666666,-0.08574087905140981,0.19856810403117006,0.28446398523781413,0.8229166666666666,-0.06855368074810131,0.04815294831667152
pair_type,Er-Tm,89,0.07632619075285772,0.09912837801975778,0.48314606741573035,-0.08104180930576099,0.07404250622093157,0.09780107754256599,0.48314606741573035,-0.052285945294053615,0.07455728622811797,0.09792057755361476,0.48314606741573035,-0.05485902545008381,0.06942119232018575,0.09534419785620012,0.5617977528089888,-8.066052496302767e-05,0.06876321027334309,0.0955712876455663,0.5617977528089888,-0.004850296716537583,0.00579407595477488
pair_type,Tb-Dy,88,0.14879971353918153,0.18406074396956612,0.7840909090909091,-0.48120066127319383,0.15097587282259783,0.18538096585156477,0.5909090909090909,-0.5025254336075382,0.15241163998004528,0.18708168814626025,0.5909090909090909,-0.5302208366373191,0.13915124912174856,0.16757577894732026,0.6818181818181818,-0.22776159607588675,0.13631419017450158,0.167036506802997,0.7045454545454546,-0.2198722424777526,0.0160974498055437
pair_type,Tm-Yb,87,0.05389000313068957,0.07325308630324079,0.5402298850574713,-0.10407661861105622,0.054396206946878724,0.07397555444770838,0.4827586206896552,-0.12596221389191675,0.05370547802375331,0.07281694413325995,0.4942528735632184,-0.0909686148201112,0.06922589208647989,0.0885699160831947,0.5287356321839081,-0.6140605576838081,0.06875775140095339,0.0880413077538445,0.5287356321839081,-0.594851783077353,-0.015052273377200075
pair_type,Eu-Gd,83,0.1024747927466879,0.16141402782710504,0.7469879518072289,-0.06064577191285081,0.10410120041903283,0.16333752784945335,0.7469879518072289,-0.08607488723729051,0.10294797291381366,0.16307842574985779,0.7469879518072289,-0.08263194192415879,0.10040997196983084,0.16546844819767229,0.8072289156626506,-0.11459785652296639,0.10048402370188542,0.16274926518352104,0.7831325301204819,-0.07826594317365543,0.002463949211928246
pair_type,Yb-Lu,82,0.10030393863697308,0.13038655748467226,0.573170731707317,-0.067271322742668,0.09024235145436739,0.12340289827497564,0.573170731707317,0.04399553281554647,0.09279213444948098,0.12473270904624559,0.573170731707317,0.02328038015470746,0.0759017811294893,0.1201072377721062,0.5853658536585366,0.09437675660870026,0.0734138905192851,0.1151344840439764,0.5853658536585366,0.16781469952019612,0.019378243930195882
pair_type,Ce-Pr,81,0.1571053263316082,0.21733809197626333,0.8148148148148148,-0.04949591344824111,0.1486204594492989,0.21053080631001775,0.8271604938271605,0.015217416323809352,0.15219694859489247,0.2127881679357771,0.8148148148148148,-0.006013949078503167,0.17942570143940204,0.23357681442199035,0.8271604938271605,-0.21218390705189205,0.17218723582068568,0.22638289738964437,0.8148148148148148,-0.1386658078790246,-0.019990287225793213
pair_type,Pr-Nd,81,0.14128980250130455,0.21021000768442524,0.7901234567901234,-0.001794315956258341,0.13350832590262685,0.20404599518996477,0.7901234567901234,0.05609575845452153,0.13762928522020765,0.20701352505488863,0.7901234567901234,0.028440890036853794,0.1533203412348019,0.21676460816627624,0.7901234567901234,-0.06524262746349985,0.14415096551205622,0.2118721030190375,0.8024691358024691,-0.017698985979684334,-0.006521680291848575
