grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.1301052611275638,0.18375831334193019,0.7961783439490446,-0.2840708099165419,0.12261796228850338,0.1707451059155845,0.7515923566878981,-0.10864246648943876,0.12430225710562738,0.17370505245822387,0.7537154989384289,-0.14741330895299454,0.11052080187764743,0.15473533301650366,0.8110403397027601,0.08951253842106455,0.11052080187764743,0.15473533301650366,0.8110403397027601,0.08951253842106455,0.013781455227979952
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14588037294369752,0.22465008522956895,0.8421052631578947,0.028737485381130523,0.14754801850702634,0.22577883255204143,0.8526315789473684,0.018952809366256207,0.14588037294369752,0.22465008522956895,0.8421052631578947,0.028737485381130523,0.14681166445870628,0.22435401914266836,0.8315789473684211,0.03129584992086776,0.14464888123529474,0.223065128732284,0.8315789473684211,0.04239408733679917,0.001231491708402782
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08565911057401479,0.1072046348651119,0.4393939393939394,0.05141548251392192,0.08230610535537634,0.10524901949147339,0.4393939393939394,0.08570777793236362,0.08230610535537634,0.10524901949147339,0.4393939393939394,0.08570777793236362,0.07973989116229611,0.09652058480232592,0.45454545454545453,0.23106647346889686,0.08361392502296461,0.1032402236607486,0.45454545454545453,0.12027530878357329,-0.0013078196675882642
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.1392194492490938,0.1734073041846077,0.2631578947368421,-1.433327038694555,0.1379782797960012,0.17265402466926436,0.2807017543859649,-1.4122322617706908,0.1392194492490938,0.1734073041846077,0.2631578947368421,-1.433327038694555,0.09856153397532755,0.13285365578593378,0.7192982456140351,-0.4282779374194221,0.10540085852556019,0.14103235794792846,0.45614035087719296,-0.6095454423038453,0.033818590723533604
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11653200407047799,0.1734640189374773,0.65,-0.9547460430599475,0.114220973832443,0.1646379249578478,0.525,-0.760886247931049,0.11445211860404507,0.16661133207418724,0.6,-0.8033524221459094,0.07542758903650493,0.1408878449382592,0.725,-0.2894918048951234,0.07542758903650493,0.1408878449382592,0.725,-0.2894918048951234,0.03902452956754014
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.0742783101347246,0.11169943090389227,0.6410256410256411,0.1871821465962744,0.07334660728553805,0.11341629669880206,0.5897435897435898,0.16200343522365135,0.0742783101347246,0.11169943090389227,0.6410256410256411,0.1871821465962744,0.0808326311952702,0.11246815633963268,0.6410256410256411,0.1759558792059982,0.07837432294808376,0.11059232006700864,0.6410256410256411,0.20321481321421453,-0.004096012813359154
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.09851458456432588,0.11904320764356557,0.8333333333333334,0.27161102906582824,0.08428291034115558,0.11026183698852281,0.8333333333333334,0.3751085716438076,0.09851458456432588,0.11904320764356557,0.8333333333333334,0.27161102906582824,0.14431700233912698,0.16222255007180317,0.6666666666666666,-0.352622378284863,0.12620807588742078,0.1457307546678629,0.8333333333333334,-0.09158245838850054,-0.0276934913230949
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.09011664007339239,0.1331381499442628,0.6923076923076923,-1.8798205865721278,0.08746074133357756,0.1299037747822031,0.7307692307692307,-1.7415990351449402,0.09011664007339239,0.1331381499442628,0.6923076923076923,-1.8798205865721278,0.08742503817149053,0.11865957930299195,0.6538461538461539,-1.2875258204001625,0.08601677590506014,0.11482956137397161,0.6538461538461539,-1.1422384410540611,0.004099864168332246
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.12942817129964654,0.17632944627873362,0.52,-0.3113638287463938,0.13587727654660126,0.1851479779991862,0.52,-0.44581078460751744,0.13587727654660126,0.1851479779991862,0.52,-0.44581078460751744,0.13758460881193305,0.18609938853847727,0.52,-0.46070799161434595,0.1312797051419644,0.17797706657743634,0.52,-0.3359850608580057,0.0045975714046368465
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.254052872599504,0.3182190330439025,0.8636363636363636,-0.48531439614709027,0.24318921752696276,0.3086364927771253,0.7272727272727273,-0.3972066283873519,0.254052872599504,0.3182190330439025,0.8636363636363636,-0.48531439614709027,0.2677956610444907,0.3378887801232094,0.7272727272727273,-0.6746098012149913,0.2623189237177868,0.3314137002943723,0.7272727272727273,-0.6110425183190986,-0.008266051118282824
