split_seed,fold,n_rows,max_abs_delta,mean_abs_delta,n_rows_moved,within_tolerance,pooled_mae_first,pooled_mae_second,arm
104729,0,382,1.5543122344752192e-15,1.0613601329981658e-16,187,True,1.1335894370476878,1.1335894370476876,GEN10_SET_MEAN
104729,0,382,4.440892098500626e-16,1.0606335472490656e-16,221,True,1.1485641604767947,1.1485641604767949,GEN10_SET_ATTENTION
