model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd,n_seeds
GEN10_SET_MEAN,1.0058966114184502,0.82117153046591,0.5394303104277004,1.1303166814648231,0.031008316991963727,5
GEN10_SET_ATTENTION,1.0087015025044903,0.82117153046591,0.5395128078542207,1.1268981789943986,0.031145681325609145,5
