ablation,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.08281703638186787,0.027454139452433916,True
A0,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.09844087991052497,0.060857141762662006,False
A0,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.031248270092354764,0.04968763263683515,False
A1,0,0,3,104729,0.35,2,0.3782290064146846,5743,0.4941675950396811,0.7425037746155486,0.02821412532903933,0.46558108600369214,0.44848329210877375,True
A1,0,1,3,104729,0.7,2,0.3976026631814311,5743,0.5357752122544008,0.818130489176813,-0.1798272048916425,0.37658505850325,0.3120303733727385,False
A1,0,2,3,104729,1.0,4,0.40875372608645477,5743,0.5691686791328345,0.8890265674434059,-0.393165559018134,0.2931856567188951,0.2713701482304967,False
A2,0,0,3,104729,0.35,2,0.34436802986276477,5743,0.37069734056324855,0.5422727075325051,0.48166713694099095,0.6991801422158314,0.718104649115887,True
A2,0,1,3,104729,0.7,2,0.35145154545141877,5743,0.38699557071230534,0.5647327821867244,0.43784089614277,0.6701683248502894,0.7000429984448063,False
A2,0,2,3,104729,1.0,4,0.3669976704362089,5743,0.40381598593167767,0.5872411078437602,0.39213638413434493,0.6416442525096786,0.6883277518441144,False
A3,0,0,3,104729,0.35,2,0.36081215778538916,5743,0.49149893640731684,0.7452748841875586,0.020946956097553593,0.45416476296317076,0.4204254571689603,True
A3,0,1,3,104729,0.7,2,0.36678218520229344,5743,0.5164027165779206,0.8008188102089648,-0.13042507325681418,0.3833184918114791,0.33639558164395383,False
A3,0,2,3,104729,1.0,4,0.37309996446438487,5743,0.5357487668377061,0.8360178408718894,-0.23198194040895692,0.3438380809297333,0.3068925638782277,False
A4,0,0,3,104729,0.35,2,0.34630964901089023,5743,0.3600380801491802,0.5282204148680912,0.5081829115135202,0.7153805017917853,0.7299551427655566,True
A4,0,1,3,104729,0.7,2,0.35056802803228954,5743,0.384013275949071,0.5637822151677838,0.43973177335227864,0.6715455274093893,0.7164475244440918,False
A4,0,2,3,104729,1.0,4,0.36702880723992826,5743,0.4087655488403067,0.5985368800078367,0.368526570515175,0.6256800741904067,0.6982469516794823,False
A5,0,0,3,104729,0.35,2,0.3454018472036014,5743,0.36278306258297294,0.5319204761816038,0.5012686507015099,0.7104894313015031,0.7253477101306078,True
A5,0,1,3,104729,0.7,2,0.3505528588169786,5743,0.37933446802522186,0.5545463375521723,0.4579380372407895,0.6828456936831291,0.7170542480161954,False
A5,0,2,3,104729,1.0,4,0.36263410645233146,5743,0.39333054065663337,0.5763392628759024,0.4144962728885061,0.6558882527376904,0.7060215709857288,False
A6,0,0,3,104729,0.35,2,0.34609028802222247,5743,0.36383339193929876,0.5331721386572786,0.4989187589524451,0.7090087578010884,0.7304691187613913,True
A6,0,1,3,104729,0.7,2,0.3474550170043378,5743,0.37371730650007556,0.5491407512253974,0.46845431431490236,0.6899426543719905,0.7221797871523691,False
A6,0,2,3,104729,1.0,4,0.3636189828973776,5743,0.3987211142503415,0.5856302833895277,0.3954665959525905,0.6430160450925797,0.7044223764156625,False
A2+D1,0,0,3,104729,0.35,2,0.34511748367396095,5743,0.36276153420179413,0.5294006495756323,0.5059826630597775,0.7140815694570324,0.7289466769695037,True
A2+D1,0,1,3,104729,0.7,2,0.3503946000125264,5743,0.3892547479346632,0.5658759534112281,0.4355626697894186,0.6683271610237186,0.709092456385837,False
A2+D1,0,2,3,104729,1.0,4,0.3660369204236416,5743,0.4066777026558167,0.591208569619189,0.38389505908529165,0.6364433375459652,0.6967335238797342,False
A2+D2,0,0,3,104729,0.35,2,0.34290957556427104,5743,0.37301920912619124,0.5438776115514512,0.4785944929131466,0.6964398986823144,0.7200149157518676,True
A2+D2,0,1,3,104729,0.7,2,0.3535225197719706,5743,0.39071482108862454,0.5694838301057409,0.4283423165733091,0.6632313420408047,0.7115519109361096,False
A2+D2,0,2,3,104729,1.0,4,0.3684020497450586,5743,0.41088657385406085,0.5979319930506954,0.36980227145453004,0.6269872241538255,0.6929449297858032,False
A2+D3,0,0,3,104729,0.35,2,0.346009380448658,5743,0.3658572969795358,0.5366641062367944,0.4923336834213208,0.7059737908724759,0.7137342765593687,True
A2+D3,0,1,3,104729,0.7,2,0.34859448206512766,5743,0.3689658344013143,0.5458058641377055,0.474890778102504,0.6965614887034061,0.7105025824702477,False
A2+D3,0,2,3,104729,1.0,4,0.36752619718588697,5743,0.3975967793192121,0.5821715974481244,0.40258616243054723,0.649627351033527,0.6944720691943082,False
A2+D4,0,0,3,104729,0.35,2,0.3455676827484301,5743,0.37607624875696416,0.5467362635590176,0.4730990138232726,0.6932840740968728,0.7190436841636748,True
A2+D4,0,1,3,104729,0.7,2,0.3546841393108863,5743,0.38849995635943696,0.5647315116484359,0.4378434256359558,0.6692008544807554,0.7101350496727928,False
A2+D4,0,2,3,104729,1.0,4,0.372507828922648,5743,0.4176634252411221,0.6055058351244736,0.35373607199196466,0.6169926925369525,0.684217891406896,False
A2+D5,0,0,3,104729,0.35,2,0.34544898376198035,5743,0.37162193972101604,0.5422376035619941,0.48173424322291747,0.6986156487921561,0.7222633001053531,True
A2+D5,0,1,3,104729,0.7,2,0.3488929089446399,5743,0.387684109120843,0.5659774416844132,0.43536019111379676,0.6687301326245783,0.7100790312480504,False
A2+D5,0,2,3,104729,1.0,4,0.36405559586817465,5743,0.4124224305033757,0.598849071298692,0.36786765733869853,0.6260498156398857,0.6894887875279513,False
A5_SHUFFLED_s1009,0,0,3,104729,0.35,2,0.3483425452796013,5743,0.3668134820132939,0.5331527079352304,0.4989552807141735,0.7086769165162626,0.7230559034968935,True
A5_SHUFFLED_s1009,0,1,3,104729,0.7,2,0.3537867575804187,5743,0.38888088958477607,0.5630524580172999,0.44118125196472846,0.6705786831613533,0.7080304293987292,False
A5_SHUFFLED_s1009,0,2,3,104729,1.0,4,0.3683113495982557,5743,0.4052618259605523,0.5884034212767603,0.38972774058255044,0.639743553218257,0.6897306159644894,False
A5_SHUFFLED_s2017,0,0,3,104729,0.35,2,0.3498712835910551,5743,0.36932057583854966,0.5368553896774889,0.49197172343635154,0.7046056272161406,0.7200217349222645,True
A5_SHUFFLED_s2017,0,1,3,104729,0.7,2,0.3562440421199811,5743,0.38177847808917237,0.5560420542577608,0.45501000587537643,0.6811953761840479,0.7083919993522607,False
A5_SHUFFLED_s2017,0,2,3,104729,1.0,4,0.3671935426780314,5743,0.4035764973088466,0.5856419633898217,0.3954424816915961,0.643239530853238,0.6901131651451394,False
A5_SHUFFLED_s3019,0,0,3,104729,0.35,2,0.3511137877747392,5743,0.36575078047167386,0.5335259013870345,0.4982535978812068,0.7087285748366966,0.7282883706356286,True
A5_SHUFFLED_s3019,0,1,3,104729,0.7,2,0.3548386137257626,5743,0.38316402423180723,0.5575509741743752,0.4520481362028632,0.678766561225328,0.7144807563488813,False
A5_SHUFFLED_s3019,0,2,3,104729,1.0,4,0.3686902221645183,5743,0.40251566336188327,0.5850491650505014,0.39666575234249923,0.6435627941799791,0.698403097191365,False
A0,1,0,3,114736,0.35,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.03243907223360445,0.05122063418726874,True
A0,1,1,3,114736,0.7,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,0.1088908155773402,0.030211337602028463,False
A0,1,2,3,114736,1.0,4,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,-0.0197288400142132,0.019202667045495767,False
A1,1,0,3,114736,0.35,2,0.391634758307088,5783,0.5562832039798178,0.8126788209556055,-0.13575902691109643,0.3763517797615718,0.22412981172449423,True
A1,1,1,3,114736,0.7,2,0.39227180157976077,5783,0.5652951450236072,0.8251122674550591,-0.17077759204805432,0.3708791448503264,0.22216964831540822,False
A1,1,2,3,114736,1.0,4,0.39176126305174463,5783,0.5669071055769439,0.8237624440616366,-0.1669501121239565,0.3776495119128571,0.22371228537949978,False
A2,1,0,3,114736,0.35,2,0.34307989599042066,5783,0.4596866015059705,0.6784081410905898,0.20853736718464,0.535570021673159,0.5068200062033743,True
A2,1,1,3,114736,0.7,2,0.3492805489154523,5783,0.4553315991183218,0.6788155097387205,0.20758657121007673,0.5344867794326664,0.5166425343435548,False
A2,1,2,3,114736,1.0,4,0.356944955136552,5783,0.4601138820747598,0.6857565306108483,0.19129855726893097,0.5230191647131377,0.5069296830929026,False
A3,1,0,3,114736,0.35,2,0.4256046785551492,5783,0.5865776183357903,0.8720600812887253,-0.30779938142360463,0.2736646554896569,0.15052016191878154,False
A3,1,1,3,114736,0.7,2,0.416200787277129,5783,0.5866071012513675,0.8877618105286684,-0.3553180773468918,0.2632500938665226,0.1754236201045083,False
A3,1,2,3,114736,1.0,4,0.4103973462942367,5783,0.5842392149953318,0.8818247857827565,-0.3372509547004712,0.2821416657788537,0.1799735782413999,True
A4,1,0,3,114736,0.35,2,0.35674614654726094,5783,0.4509028170577383,0.6589763603782459,0.2532280716280375,0.5562324563227361,0.5416834604767605,True
A4,1,1,3,114736,0.7,2,0.35924563971065443,5783,0.4533785060343068,0.6721358628955041,0.22310477790416605,0.5391062780635215,0.5324092194517694,False
A4,1,2,3,114736,1.0,4,0.36534403182712744,5783,0.4611200849614747,0.6837953557974336,0.19591750567442046,0.521526011471041,0.5067202965498014,False
A5,1,0,3,114736,0.35,2,0.35996388839207255,5783,0.4679037718468494,0.6869262888086779,0.188537250807976,0.5178260319260991,0.4792599274217975,True
A5,1,1,3,114736,0.7,2,0.3620174194494163,5783,0.46611624259590084,0.6909419063178833,0.17902226098028817,0.5133345370633449,0.4753631602313061,False
A5,1,2,3,114736,1.0,4,0.3677837644141073,5783,0.4592698611204318,0.6791860577469552,0.20672121867963733,0.5285530667248017,0.5078254350659877,False
A6,1,0,3,114736,0.35,2,0.36267247066453523,5783,0.456784073136413,0.6709146537662181,0.22592530777869646,0.5369172449005338,0.5169503230411194,True
A6,1,1,3,114736,0.7,2,0.36769771009127855,5783,0.4596225955412281,0.6794219247353305,0.20617014503984155,0.5264313265556488,0.5050327109700511,False
A6,1,2,3,114736,1.0,4,0.3730671387679429,5783,0.4609698097767562,0.6817409456170398,0.20074185472127992,0.5226935348083042,0.5016578380413348,False
A2+D1,1,0,3,114736,0.35,2,0.3501714960882505,5783,0.45646727946652804,0.6696312514285894,0.2288839525845352,0.5421121370983119,0.5295431537852258,True
A2+D1,1,1,3,114736,0.7,2,0.3528205562377331,5783,0.4629952246602482,0.6901607084452749,0.1808776514135334,0.5152580891731583,0.501211279802518,False
A2+D1,1,2,3,114736,1.0,4,0.36146805040924895,5783,0.4600001061840049,0.686432457630509,0.18970355226191415,0.5196911079146196,0.5084031499714219,False
A2+D2,1,0,3,114736,0.35,2,0.3492417026943488,5783,0.45632772407454875,0.6722916549728747,0.22274458838215194,0.5386085280393582,0.5229318344628302,True
A2+D2,1,1,3,114736,0.7,2,0.35532257923302896,5783,0.45502158335708476,0.677212640233697,0.21132436368340235,0.5339195777988764,0.525445199629857,False
