arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds,macro_curve_spearman
M_PHYSICS_radius+radius_sq,0.49792999555684175,0.007321158742346639,0.5424761748830363,0.18845974223300307,0.6571930224937601,0.7440131833137927,0.45133693414764553,0.4911850928941966,0.16562173944823633,0.7332395555216441,0.8521814361636386,90,83,88,86,5,0.4620516417798714
X_RESP3D_GATED,0.5010585855090672,0.0065758976129258314,0.5467497335345728,0.18859279496911893,0.6630292685645138,0.7381542216689085,0.44342096181206203,0.49282230194346105,0.1661202526928657,0.735325448168808,0.8494376467680138,90,83,88,86,5,0.45890366123231363
X_RESP3D_SHUFFLED,0.5027653955705471,0.005886365777338273,0.5438409860648765,0.18857773669009464,0.6658838852311968,0.7331263491436515,0.43834861576774314,0.5003230355170224,0.16643301702558433,0.7501004174633732,0.8417748115189717,90,83,88,86,5,0.4410577368341652
X_RESP3D_ADD,0.5036039421058666,0.005512739490163205,0.5490843940097865,0.18872710978717427,0.6672046979844228,0.7440145156312498,0.44615175831195203,0.4889537196198498,0.16576365721859082,0.7281081875268797,0.8557903843777036,90,83,88,86,5,0.4639036537430852
X_RESP3D_RESIDUAL,0.5539003180409925,0.014975379626825677,0.6191294438946622,0.2043914941204628,0.7441733168198504,0.715088764916406,0.3824549539108716,0.5071188910487334,0.17444687961286545,0.7489978019436457,0.8059325176121617,90,83,88,86,5,0.40947560808400796
