outer_fold,ablation,n_rows,mae,rmse,r2,pearson,spearman
0,A0,956,0.365735794644132,0.6284481542772673,-0.33978385641881403,-0.2527854000108833,-0.3117547993827496
0,A1,956,0.3624300546470875,0.4984310211444761,0.15723603400650343,0.7762167469394375,0.5934053197419606
0,A2,956,0.35047476665052607,0.4910987655156076,0.1818489063832608,0.6703193569756093,0.5013453449736739
0,A3,956,0.38675171286352045,0.5076396062617171,0.12580800054176022,0.7329480011535544,0.4909186711466687
0,A4,956,0.35172106084941535,0.48693118437634464,0.1956760364636384,0.6703226166993449,0.5063902119679695
0,A5,956,0.36841642529171753,0.49235864472536645,0.17764570404766689,0.6609467868208893,0.4716295513099486
0,A6,956,0.352201904492037,0.47960580967816907,0.21969444102210745,0.6963727120844103,0.4866499694869682
0,A2+D1,956,0.34760254057283513,0.48518449684249776,0.20143612289097523,0.690498914047046,0.4913258481974656
0,A2+D2,956,0.3609198924013332,0.4981346100197496,0.15823809979493586,0.6631738713912443,0.48742348527374696
0,A2+D3,956,0.35462731227613437,0.4937950448225885,0.17284045545575888,0.6649756582564875,0.4906460902536251
0,A2+D4,956,0.3668623530508921,0.5060809953171608,0.13116784052996167,0.6534284711294169,0.48178611803070887
0,A2+D5,956,0.3675871269707587,0.5095771098649308,0.11912222429996167,0.6487406563033082,0.47904036133352984
0,A5_SHUFFLED_s1009,956,0.3610462376144254,0.49268744098572037,0.17654700373200694,0.6793035968345319,0.4693389537972635
0,A5_SHUFFLED_s2017,956,0.3593541293011226,0.49016882126858335,0.1849444732951928,0.6716954456668661,0.4844684296524318
0,A5_SHUFFLED_s3019,956,0.36933892680700586,0.5000253644379702,0.1518358722549591,0.6547301616504229,0.4786033168526672
1,A0,916,0.5546192948166079,0.7903652702442084,-0.7285068567573969,0.12552736794662106,0.1592880956003199
1,A1,916,0.25351634584117483,0.38284791652652206,0.5944279801503082,0.8012204696712482,0.6722815433523978
1,A2,916,0.2610941553904866,0.3623313636613449,0.6367318964370765,0.8155114939949814,0.707202147045609
1,A3,916,0.2661112787507942,0.40107539317733826,0.5548899035459605,0.7706199019208841,0.6567211775284356
1,A4,916,0.27569571996102005,0.37023992470892286,0.6207008166935536,0.80123592948351,0.6782299593858099
1,A5,916,0.2673972912773473,0.36305252233410545,0.6352844111961686,0.8083594399704969,0.6899573823683358
1,A6,916,0.27615980527232487,0.3753146119958986,0.6102318429114348,0.7943782539266458,0.6867100288068774
1,A2+D1,916,0.25853737270073046,0.3615453032649334,0.638306371925005,0.8143054247109137,0.6962180531706256
1,A2+D2,916,0.26201293040099016,0.3619064871891871,0.6375833467524558,0.8150406271806998,0.70270417921716
1,A2+D3,916,0.26555030738809293,0.36404026158665476,0.6332971838399245,0.8143253372111968,0.7023755472872734
1,A2+D4,916,0.26271966986771067,0.3664480234793107,0.6284303983805997,0.8109091182131059,0.6953099956161427
1,A2+D5,916,0.26033334438365086,0.35990190929855426,0.6415870352047824,0.8147339965292154,0.7020713041836957
1,A5_SHUFFLED_s1009,916,0.2716953037417796,0.3681933081057324,0.6248826155196723,0.8045210789150393,0.6754355330947039
1,A5_SHUFFLED_s2017,916,0.2699549648528245,0.36296528653052623,0.6354596609632812,0.8108856671880731,0.685408907981226
1,A5_SHUFFLED_s3019,916,0.267314172037606,0.36169058869410553,0.6380156234530054,0.8130401471133286,0.6948696743016162
2,A0,915,0.8397039320349065,1.1751442950407036,-0.6575404960831759,0.018210821825873084,0.09589896254914239
2,A1,915,0.4001964831726708,0.5905438426172609,0.5814127017716368,0.7780244181716798,0.7846126151682674
