check,subset,model,target,n,rho,p,fisher_lo,fisher_hi
no_sc009,S8_const19,CYCLEHAT,abs_a,18,0.07120743034055728,0.7788829476841139,-0.4092686224320242,0.5207648745480394
no_sc009,S8_const19,CYCLEHAT,b,18,-0.40763673890608876,0.09312305169960107,-0.7346861899887963,0.07315587825858068
no_sc009,S8_const19,SPECIES_CONST,a,18,0.19091847265221878,0.4479306707266413,-0.3029552511372629,0.6039555031767911
no_sc009,S8_const19,SPECIES_CONST,abs_a,18,0.052631578947368425,0.8356904320597222,-0.42467362128252,0.5070425477835183
no_sc009,S8_const19,SPECIES_CONST,b,18,-0.16202270381836945,0.5206651056985048,-0.5846665249869633,0.32979417235632286
no_sc009,S8_const19,_n_sc009_dropped,,1,,,,
n_metals_stratum,n_metals<=med,NAIVE,a,62,0.39200725239857975,0.001627107947089192,,
n_metals_stratum,n_metals<=med,ELEM,a,62,0.31338923723905215,0.013129495597396356,,
n_metals_stratum,n_metals<=med,SPECIES,a,62,-0.08367958500163683,0.5178778229378215,,
n_metals_stratum,n_metals<=med,CYCLEHAT,a,62,0.2906247639193171,0.0219336391080249,,
n_metals_stratum,n_metals>med,NAIVE,a,0,,,,
n_metals_stratum,n_metals>med,ELEM,a,0,,,,
n_metals_stratum,n_metals>med,SPECIES,a,0,,,,
n_metals_stratum,n_metals>med,CYCLEHAT,a,0,,,,
perm_null,seed20260909,NAIVE__S14,a,39,0.6016511867905057,0.0575,0.6089502035632066,
perm_null,seed20260909,NAIVE__S3,abs_a,39,0.4238866396761134,0.363,0.6,
perm_null,seed20260909,NAIVE__S14,b,39,0.7502579979360166,0.008,0.613291019325502,
perm_null,seed777001,NAIVE__S14,a,39,0.6016511867905057,0.06,0.6132292269134374,
perm_null,seed777001,NAIVE__S3,abs_a,39,0.4238866396761134,0.347,0.6120318896789485,
perm_null,seed777001,NAIVE__S14,b,39,0.7502579979360166,0.0055,0.6088470043888,
perm_null,seed424243,NAIVE__S14,a,39,0.6016511867905057,0.053,0.6043956043956044,
perm_null,seed424243,NAIVE__S3,abs_a,39,0.4238866396761134,0.3375,0.6120318896789485,
perm_null,seed424243,NAIVE__S14,b,39,0.7502579979360166,0.004,0.6087912087912088,
deattenuated_SPECIES,S8_all62,SPECIES/(1-rho^2),a,62,-0.1660748910881116,0.1970359973517451,,
composition_descriptor,S8_all62,dCN_dr,a,62,0.09915268020703906,0.4432405239812011,,
composition_descriptor,S8_all62,dCN_dr,abs_a,62,-0.1594365911609424,0.21579317142431118,,
composition_descriptor,S8_all62,dCN_dr,b,62,0.27147854566241125,0.03281141208655499,,
composition_descriptor,S8_all62,CN_range,a,62,0.1506067363456596,0.24263591840514742,,
composition_descriptor,S8_all62,CN_range,abs_a,62,-0.29955845361059763,0.01801444146217322,,
composition_descriptor,S8_all62,CN_range,b,62,0.1506067363456596,0.24263591840514742,,
composition_descriptor,S8_all62,n_comp_changes,a,62,0.1270594845620844,0.3250649972376066,,
composition_descriptor,S8_all62,n_comp_changes,abs_a,62,-0.3604986169711683,0.003998698405205094,,
composition_descriptor,S8_all62,n_comp_changes,b,62,0.17754396399292344,0.16742416097924553,,
composition_descriptor,S8_all62,r_of_first_CN_drop,a,0,,,,
composition_descriptor,S8_all62,r_of_first_CN_drop,abs_a,0,,,,
composition_descriptor,S8_all62,r_of_first_CN_drop,b,0,,,,
composition_descriptor,S8_all62,mean_CN,a,62,-0.22103960869538034,0.08426228718797159,,
composition_descriptor,S8_all62,mean_CN,abs_a,62,0.052927432930215325,0.6828653073315077,,
composition_descriptor,S8_all62,mean_CN,b,62,0.14637152786192442,0.2562905984549703,,
naive_partial_given_composition,S8_all62,dCN_dr,a,62,0.401632851572631,,,
naive_partial_given_composition,S8_all62,CN_range,a,62,0.4835002005915306,,,
naive_partial_given_composition,S8_all62,mean_CN,a,62,0.422786701283263,,,
