check,subset,model,target,n,rho,p,fisher_lo,fisher_hi
matched_subset,S8_all62,NAIVE,a,62,0.39200725239857975,0.001627107947089192,0.1576773924972945,0.5845423592192031
matched_subset,S8_all62,NAIVE,abs_a,62,-0.34355720077560375,0.006259420019470485,-0.5464359204394155,-0.10259241914745255
matched_subset,S8_all62,NAIVE,b,62,0.48769862254790874,5.8070933113608426e-05,0.2709332326931602,0.6573891905900677
matched_subset,S8_all62,ELEM,a,62,0.31338923723905215,0.013129495597396356,0.06902385366552484,0.5222764267963056
matched_subset,S8_all62,ELEM,abs_a,62,-0.43199617234519405,0.00045480770138694386,-0.6153669530737524,-0.2042682955817783
matched_subset,S8_all62,ELEM,b,62,0.23895142403867947,0.0614269306552851,-0.011503325517009687,0.46119440646623006
matched_subset,S8_all62,SPECIES,a,62,-0.08367958500163683,0.5178778229378215,-0.3266212406115423,0.16963405417295188
matched_subset,S8_all62,SPECIES,abs_a,62,0.0301427815970386,0.8160975680117113,-0.2212914599748687,0.2778193633290285
matched_subset,S8_all62,SPECIES,b,62,-0.06625368285865378,0.6089113843790471,-0.3108774655846311,0.18660242864249038
matched_subset,S8_all62,CYCLEHAT,a,62,0.2906247639193171,0.0219336391080249,0.044054419783093685,0.5038211792380314
matched_subset,S8_all62,CYCLEHAT,abs_a,62,-0.3852081287300748,0.001990401456708168,-0.5792455306491036,-0.14985819375762444
matched_subset,S8_all62,CYCLEHAT,b,62,0.1573619400166201,0.22190428470606247,-0.09618678910330433,0.3917334477878488
matched_subset,S8_all62,SPECIES_CONST,a,19,0.16666666666666666,0.49526609078386524,-0.31109282832473195,0.5771823554345881
matched_subset,S8_all62,SPECIES_CONST,abs_a,19,0.02280701754385965,0.9261610601906637,-0.43591801293288956,0.4721254809402187
matched_subset,S8_all62,SPECIES_CONST,b,19,-0.12105263157894736,0.6215490254755144,-0.5452806281113292,0.3525404682609436
matched_subset,S8_const19,NAIVE,a,19,-0.02631578947368421,0.9148378965354743,-0.4748492615502456,0.43306992805599837
matched_subset,S8_const19,NAIVE,abs_a,19,0.10350877192982455,0.6732515278554063,-0.3680019979200273,0.5326745530833233
matched_subset,S8_const19,NAIVE,b,19,0.07543859649122807,0.7588868686262759,-0.3922097211261027,0.5121007946959409
matched_subset,S8_const19,ELEM,a,19,0.2789473684210526,0.24747875892631568,-0.2006893568562905,0.6507112267017999
matched_subset,S8_const19,ELEM,abs_a,19,-0.419298245614035,0.07393698475441432,-0.7337629893126457,0.04312396322393011
matched_subset,S8_const19,ELEM,b,19,-0.031578947368421054,0.8978832031610189,-0.4789188841476618,0.42878053163952756
matched_subset,S8_const19,SPECIES,a,19,0.1649122807017544,0.49988058994796,-0.3127212973213746,0.57597810600567
matched_subset,S8_const19,SPECIES,abs_a,19,0.028070175438596492,0.9091820663410366,-0.4316424373728234,0.4762079371408372
matched_subset,S8_const19,SPECIES,b,19,-0.1087719298245614,0.6575797528910041,-0.5364764774920614,0.3633907571019931
matched_subset,S8_const19,CYCLEHAT,a,19,0.04912280701754386,0.8417115685641903,-0.41433104828213696,0.49234683357352593
matched_subset,S8_const19,CYCLEHAT,abs_a,19,-0.014035087719298246,0.9545239437308349,-0.4652782868386674,0.442998253706507
matched_subset,S8_const19,CYCLEHAT,b,19,-0.30526315789473685,0.2037727747147616,-0.6669917906817305,0.17292240055171623
matched_subset,S8_const19,SPECIES_CONST,a,19,0.16666666666666666,0.49526609078386524,-0.31109282832473195,0.5771823554345881
matched_subset,S8_const19,SPECIES_CONST,abs_a,19,0.02280701754385965,0.9261610601906637,-0.43591801293288956,0.4721254809402187
matched_subset,S8_const19,SPECIES_CONST,b,19,-0.12105263157894736,0.6215490254755144,-0.5452806281113292,0.3525404682609436
matched_subset,S8_varying43,NAIVE,a,43,0.18755662941709453,0.22844544385510496,-0.11951996843112325,0.46188199301636684
matched_subset,S8_varying43,NAIVE,abs_a,43,-0.35955904560555724,0.017879051116793186,-0.5955848890928368,-0.06638409264710994
matched_subset,S8_varying43,NAIVE,b,43,0.44488070069465413,0.0027978857180275094,0.16682791682732742,0.657386435150203
matched_subset,S8_varying43,ELEM,a,43,0.4477499244941105,0.002606347585494775,0.17030904342934475,0.6594161939126613
matched_subset,S8_varying43,ELEM,abs_a,43,-0.4858048927816369,0.000958388708429709,-0.6860484427011828,-0.2171442235737437
matched_subset,S8_varying43,ELEM,b,43,0.3501963153125943,0.02132624016671128,0.055712228367925026,0.5886286218851924
matched_subset,S8_varying43,SPECIES,a,43,-0.08773784355179705,0.5758459070363362,-0.3781177265779423,0.21836013948831334
matched_subset,S8_varying43,SPECIES,abs_a,43,0.0010570824524312897,0.9946322803585627,-0.2993818286255778,0.30130528244575155
matched_subset,S8_varying43,SPECIES,b,43,0.04741769858048928,0.7626931767727065,-0.25658027976732123,0.3428784171588786
matched_subset,S8_varying43,CYCLEHAT,a,43,0.4761401389308366,0.0012492071056488046,0.2051312265832777,0.6793351545414493
matched_subset,S8_varying43,CYCLEHAT,abs_a,43,-0.4981878586529749,0.0006746455555749561,-0.6946002987756192,-0.23265573163180048
matched_subset,S8_varying43,CYCLEHAT,b,43,0.2562669888251284,0.0971627515235983,-0.0477522798798006,0.5168312685512785
matched_subset,S8_varying43,SPECIES_CONST,a,0,,,,
matched_subset,S8_varying43,SPECIES_CONST,abs_a,0,,,,
matched_subset,S8_varying43,SPECIES_CONST,b,0,,,,
no_sc009,S8_all62,NAIVE,a,43,0.21926910299003324,0.15773404735756888,-0.08679044031249894,0.48750760045696667
no_sc009,S8_all62,NAIVE,abs_a,43,-0.18514044095439447,0.23460437232069967,-0.45991060697109776,0.12198658069773985
no_sc009,S8_all62,NAIVE,b,43,0.43823618242222895,0.0032896424850144853,0.15879288698799104,0.6526740722205877
no_sc009,S8_all62,ELEM,a,43,0.03095741467834491,0.8437754120364725,-0.2719146733276486,0.32824925681499617
no_sc009,S8_all62,ELEM,abs_a,43,-0.23859861069163396,0.12335541971794213,-0.5029035821719969,0.06651157814750837
no_sc009,S8_all62,ELEM,b,43,0.11839323467230443,0.4495624278492865,-0.1886590948086155,0.40435863572562086
no_sc009,S8_all62,SPECIES,a,43,0.000453035336756267,0.9976995350852984,-0.299931636148502,0.3007559734321747
no_sc009,S8_all62,SPECIES,abs_a,43,-0.10676532769556026,0.4956003059807433,-0.39446030195604154,0.1999915235128877
no_sc009,S8_all62,SPECIES,b,43,0.0187254605859257,0.9051302868825218,-0.2832112019301593,0.3172848867834254
no_sc009,S8_all62,CYCLEHAT,a,43,-0.025823014195107217,0.8694395804995634,-0.32365666396221177,0.2766666131086976
no_sc009,S8_all62,CYCLEHAT,abs_a,43,-0.1573542736333434,0.3135835589766667,-0.43704329777652096,0.1500825469505499
no_sc009,S8_all62,CYCLEHAT,b,43,-0.008758683177287828,0.9555464537776955,-0.3082915471508509,0.2923542496731754
no_sc009,S8_all62,SPECIES_CONST,a,18,0.19091847265221878,0.4479306707266413,-0.3029552511372629,0.6039555031767911
no_sc009,S8_all62,SPECIES_CONST,abs_a,18,0.052631578947368425,0.8356904320597222,-0.42467362128252,0.5070425477835183
no_sc009,S8_all62,SPECIES_CONST,b,18,-0.16202270381836945,0.5206651056985048,-0.5846665249869633,0.32979417235632286
no_sc009,S8_all62,_n_sc009_dropped,,19,,,,
no_sc009,S8_const19,NAIVE,a,18,-0.04643962848297213,0.8548139516870751,-0.5024166692905009,0.42974792720828353
no_sc009,S8_const19,NAIVE,abs_a,18,0.052631578947368425,0.8356904320597222,-0.42467362128252,0.5070425477835183
no_sc009,S8_const19,NAIVE,b,18,0.14344685242518057,0.5701354475609234,-0.34663792442236463,0.5720088940941936
no_sc009,S8_const19,ELEM,a,18,0.33952528379772956,0.16807083488832178,-0.1513332595652201,0.6960599718630884
no_sc009,S8_const19,ELEM,abs_a,18,-0.37048503611971106,0.13016560662863327,-0.7138769696083095,0.1165433518551171
no_sc009,S8_const19,ELEM,b,18,-0.07533539731682146,0.766392281347839,-0.523783055834637,0.4058076801513711
no_sc009,S8_const19,SPECIES,a,18,0.1991744066047472,0.42815803191920493,-0.2951403457169891,0.6093791816461687
no_sc009,S8_const19,SPECIES,abs_a,18,0.07120743034055728,0.7788829476841139,-0.4092686224320242,0.5207648745480394
no_sc009,S8_const19,SPECIES,b,18,-0.1496388028895769,0.5534228921214378,-0.5762509055529776,0.3410582402573122
no_sc009,S8_const19,CYCLEHAT,a,18,0.08565531475748193,0.7354104124232368,-0.39709453071004375,0.5312795698920053
