descriptor,set,n,rho,p,partial_rho_n_metals,ci_lo,ci_hi,n_boot,loco_min,loco_max,n_chemotypes
frac_at_max_nligs,S8,62,0.3167911069156819,0.01212007396841072,0.30768296566118164,-0.12133215777509128,0.6186128234370991,2000,0.21266754897422377,0.4111710944869757,29
frac_at_max_nligs,S14,39,0.6951331990232184,9.07662223749547e-07,0.7020414227771932,,,0,0.6340493175965002,0.7492073587131288,18
frac_at_max_nligs,S8_no_sc009,43,0.21266754897422377,0.17094231632588047,0.20375158672386853,-0.23023990299990862,0.5682378180588843,1996,0.12490378601697359,0.33561560511862654,28
frac_at_max_nligs,S14_no_sc009,25,0.654937021355872,0.00038121378769469624,0.6698097663881972,,,0,0.581735039444522,0.7561957127112433,17
nligs_range,S8,62,-0.49953320242673555,3.576021475067841e-05,-0.5068562211129355,,,0,-0.5592496463668964,-0.42935954177374697,29
nligs_range,S14,39,-0.6379167649804026,1.2517006028957494e-05,-0.6608287076771415,,,0,-0.6852499321907808,-0.5531337789229193,18
nligs_range,S8_no_sc009,43,-0.42935954177374697,0.0040639445660624616,-0.4274787221729442,,,0,-0.5131406956886068,-0.3670088729452094,28
nligs_range,S14_no_sc009,25,-0.6340751391209736,0.0006650538619298287,-0.6698863763314904,,,0,-0.7431505414602934,-0.546073072087568,17
