feature_set,split_seed,fold,n_blocks,n_candidates,n_ligands,skipped_ligands,identity_exact_share,identity_max_gap,identity_mean_gap,identity_spearman_median,blend_alpha,blend_anchor,blend_selection
geometry+prediction,155921,2,992,10896,124,8,0.5846774193548387,0.7997546105918591,0.01640992203366631,0.9500325662179766,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6510402472696317, ""dist_medoid_l1@0.25"": 0.6484470145051797, ""dist_medoid_l1@0.5"": 0.6432668819515102, ""dist_medoid_l1@0.75"": 0.6408708543422638, ""dist_medoid_l1@1.0"": 0.639902761955942, ""dist_centre_l2@0.0"": 0.6510402472696317, ""dist_centre_l2@0.25"": 0.6455309621558862, ""dist_centre_l2@0.5"": 0.6526233491255927, ""dist_centre_l2@0.75"": 0.6457661734659598, ""dist_centre_l2@1.0"": 0.628052881084786}"
geometry+prediction,155921,3,1008,10496,126,7,0.5912698412698413,0.7997546105918591,0.015897111759644124,0.9433409470726795,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6098401775757873, ""dist_medoid_l1@0.25"": 0.6212855502631487, ""dist_medoid_l1@0.5"": 0.6020186922548719, ""dist_medoid_l1@0.75"": 0.5943524123971087, ""dist_medoid_l1@1.0"": 0.5931321270508162, ""dist_centre_l2@0.0"": 0.6098401775757873, ""dist_centre_l2@0.25"": 0.6192215277532935, ""dist_centre_l2@0.5"": 0.6013163580452866, ""dist_centre_l2@0.75"": 0.6003258673957335, ""dist_centre_l2@1.0"": 0.580743558004542}"
geometry+prediction,155921,4,880,10360,110,7,0.575,0.43165558262815706,0.01616671643112782,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6199090559204731, ""dist_medoid_l1@0.25"": 0.5960075730702792, ""dist_medoid_l1@0.5"": 0.5924824170904721, ""dist_medoid_l1@0.75"": 0.5853765297701292, ""dist_medoid_l1@1.0"": 0.5824189220759309, ""dist_centre_l2@0.0"": 0.6199090559204731, ""dist_centre_l2@0.25"": 0.592426815067458, ""dist_centre_l2@0.5"": 0.6005984382905311, ""dist_centre_l2@0.75"": 0.5908085606526957, ""dist_centre_l2@1.0"": 0.5781816064355683}"
geometry+prediction,196613,0,664,5264,83,5,0.6355421686746988,0.8660139907035929,0.020217526353787107,0.9486832980505139,0.0,dist_medoid_l1,"{""dist_medoid_l1@0.0"": 0.6236115861875247, ""dist_medoid_l1@0.25"": 0.6319928957518862, ""dist_medoid_l1@0.5"": 0.6504170362178207, ""dist_medoid_l1@0.75"": 0.6607647163372586, ""dist_medoid_l1@1.0"": 0.667955819941715, ""dist_centre_l2@0.0"": 0.6236115861875247, ""dist_centre_l2@0.25"": 0.6310751776935496, ""dist_centre_l2@0.5"": 0.6430068258340605, ""dist_centre_l2@0.75"": 0.6386218334071726, ""dist_centre_l2@1.0"": 0.6435684373523257}"
geometry+prediction,196613,1,984,10560,123,8,0.6046747967479674,0.8660139907035929,0.015255548887053515,0.9536614741164805,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.650842408379468, ""dist_medoid_l1@0.25"": 0.6504458531582575, ""dist_medoid_l1@0.5"": 0.6515905383262696, ""dist_medoid_l1@0.75"": 0.6303732642371693, ""dist_medoid_l1@1.0"": 0.6223753285665062, ""dist_centre_l2@0.0"": 0.650842408379468, ""dist_centre_l2@0.25"": 0.6475451170067762, ""dist_centre_l2@0.5"": 0.6530198007424317, ""dist_centre_l2@0.75"": 0.6251904539941204, ""dist_centre_l2@1.0"": 0.6112923197347069}"
geometry+prediction,196613,2,1024,10664,128,7,0.6181640625,0.493135078854817,0.0134654747558439,0.955492835432045,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6314827515934178, ""dist_medoid_l1@0.25"": 0.6244576451082993, ""dist_medoid_l1@0.5"": 0.6321949480137311, ""dist_medoid_l1@0.75"": 0.6024175942381826, ""dist_medoid_l1@1.0"": 0.5931449025111999, ""dist_centre_l2@0.0"": 0.6314827515934178, ""dist_centre_l2@0.25"": 0.6286038243365123, ""dist_centre_l2@0.5"": 0.6332722037306352, ""dist_centre_l2@0.75"": 0.6015484276644247, ""dist_centre_l2@1.0"": 0.5821202138352306}"
geometry+prediction,196613,3,992,11216,124,8,0.5897177419354839,0.8660139907035929,0.01426387567852487,0.9519211507718005,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6061103181751096, ""dist_medoid_l1@0.25"": 0.6095623055305841, ""dist_medoid_l1@0.5"": 0.6026272613409793, ""dist_medoid_l1@0.75"": 0.5968934685346061, ""dist_medoid_l1@1.0"": 0.5925909311587226, ""dist_centre_l2@0.0"": 0.6061103181751096, ""dist_centre_l2@0.25"": 0.6167950032304541, ""dist_centre_l2@0.5"": 0.6106045209996425, ""dist_centre_l2@0.75"": 0.5951635317479592, ""dist_centre_l2@1.0"": 0.5777812871252356}"
geometry+prediction,196613,4,912,9720,114,8,0.5932017543859649,0.8660139907035929,0.017494421349886297,0.9468987230933358,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6183551193115456, ""dist_medoid_l1@0.25"": 0.6198262734563853, ""dist_medoid_l1@0.5"": 0.6077438410656829, ""dist_medoid_l1@0.75"": 0.5838327734527742, ""dist_medoid_l1@1.0"": 0.5781041046659251, ""dist_centre_l2@0.0"": 0.6183551193115456, ""dist_centre_l2@0.25"": 0.6129126260605295, ""dist_centre_l2@0.5"": 0.6057485539786699, ""dist_centre_l2@0.75"": 0.5791098685082935, ""dist_centre_l2@1.0"": 0.5776666451004788}"
geometry+prediction,262147,0,992,10560,124,9,0.6038306451612904,0.8003389383963402,0.01696086345250589,0.9487764031487682,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6928154611016929, ""dist_medoid_l1@0.25"": 0.6889783422821009, ""dist_medoid_l1@0.5"": 0.6816320517446427, ""dist_medoid_l1@0.75"": 0.6851642018989578, ""dist_medoid_l1@1.0"": 0.6794763168977922, ""dist_centre_l2@0.0"": 0.6928154611016929, ""dist_centre_l2@0.25"": 0.6854585264720123, ""dist_centre_l2@0.5"": 0.6796274943938413, ""dist_centre_l2@0.75"": 0.6738376923202964, ""dist_centre_l2@1.0"": 0.6655079758071748}"
geometry+prediction,262147,1,648,4792,81,7,0.6265432098765432,0.8003389383963402,0.012828230643954119,0.9442508710801395,0.5,dist_medoid_l1,"{""dist_medoid_l1@0.0"": 0.47758353701433215, ""dist_medoid_l1@0.25"": 0.4658112693584564, ""dist_medoid_l1@0.5"": 0.4634687955426089, ""dist_medoid_l1@0.75"": 0.46995860961557634, ""dist_medoid_l1@1.0"": 0.47115614399454214, ""dist_centre_l2@0.0"": 0.47758353701433215, ""dist_centre_l2@0.25"": 0.47407848336534997, ""dist_centre_l2@0.5"": 0.4686423178370261, ""dist_centre_l2@0.75"": 0.46479915080252504, ""dist_centre_l2@1.0"": 0.4663937012896126}"
geometry+prediction,262147,2,968,10792,121,7,0.5960743801652892,0.5275964375033505,0.015315947525712942,0.9485418554236058,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7243089200644812, ""dist_medoid_l1@0.25"": 0.7294947875997598, ""dist_medoid_l1@0.5"": 0.7011424411419067, ""dist_medoid_l1@0.75"": 0.6943282615661487, ""dist_medoid_l1@1.0"": 0.6884042165664082, ""dist_centre_l2@0.0"": 0.7243089200644812, ""dist_centre_l2@0.25"": 0.7202996394460339, ""dist_centre_l2@0.5"": 0.7003229267380278, ""dist_centre_l2@0.75"": 0.6873197395194909, ""dist_centre_l2@1.0"": 0.6761823170985446}"
geometry+prediction,262147,3,1024,11096,128,5,0.591796875,0.8003389383963402,0.0161053623253233,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6853867088751265, ""dist_medoid_l1@0.25"": 0.6894097348989616, ""dist_medoid_l1@0.5"": 0.6675889207134218, ""dist_medoid_l1@0.75"": 0.6627959837713417, ""dist_medoid_l1@1.0"": 0.6514181223545633, ""dist_centre_l2@0.0"": 0.6853867088751265, ""dist_centre_l2@0.25"": 0.6837938738941187, ""dist_centre_l2@0.5"": 0.6569466507093096, ""dist_centre_l2@0.75"": 0.6523214656884602, ""dist_centre_l2@1.0"": 0.6408355051982414}"
geometry+prediction,262147,4,944,10184,118,8,0.597457627118644,0.8003389383963402,0.016682274533839976,0.9433261993721886,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6688891206265613, ""dist_medoid_l1@0.25"": 0.6587138487412197, ""dist_medoid_l1@0.5"": 0.6536889221022216, ""dist_medoid_l1@0.75"": 0.6475945601410482, ""dist_medoid_l1@1.0"": 0.6480363903917997, ""dist_centre_l2@0.0"": 0.6688891206265613, ""dist_centre_l2@0.25"": 0.6589428034567626, ""dist_centre_l2@0.5"": 0.6607763999161861, ""dist_centre_l2@0.75"": 0.6489353221190316, ""dist_centre_l2@1.0"": 0.6329433012922773}"
