extractant,series,anion,n_geometry_metals,n_ligs_varies,n_NO3_varies,n_H2O_varies,composition_varies,model,slope,quad,rms,n_computed_metals,a,b,abs_a,n_metals,n_cells,chemotype,S8,S14,S3
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,NAIVE,921.9134125305252,-436.0101809168259,144.80159074601787,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,ELEM,0.3302223697908432,-0.26163329096056487,0.14833194327838892,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES,0.2413027875129135,-0.2043414711543728,0.13703624167817277,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_CONST,0.2848820228683391,-0.28194936647500984,0.24243953130072596,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_NFILLCOL,1.9943133333889698,-0.935653499974247,0.45432310812359544,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,NAIVE,946.1696302459702,-538.9153776121711,111.1914923241304,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,ELEM,0.04662335364694029,-0.005933227711968449,0.18710566493563535,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES,-0.0494515542287661,0.0213487721883764,0.15139645745802283,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES_CONST,0.01737663084364592,-0.09242819443353895,0.2599862968717826,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES_NFILLCOL,1.7696306305064604,-0.8472690504794804,0.4580800282827032,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,water,14,1,0,1,1,NAIVE,-480.3619543674249,121.44220096051947,257.8439901038994,14,-0.39938883955557464,-0.1699606779354635,0.39938883955557464,14.0,1,sc007,True,True,True
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,water,14,1,0,1,1,ELEM,-1.2374453223947928,0.37089420354556357,0.8668202734844661,14,-0.39938883955557464,-0.1699606779354635,0.39938883955557464,14.0,1,sc007,True,True,True
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,water,14,1,0,1,1,SPECIES,-0.01846426838357758,0.10478559217189534,0.5297186521733356,14,-0.39938883955557464,-0.1699606779354635,0.39938883955557464,14.0,1,sc007,True,True,True
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,water,14,1,0,1,1,SPECIES_CONST,,,,0,-0.39938883955557464,-0.1699606779354635,0.39938883955557464,14.0,1,sc007,False,False,False
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C||water,water,14,1,0,1,1,SPECIES_NFILLCOL,-0.09320537680494084,0.2836377940746747,0.6883289651333416,14,-0.39938883955557464,-0.1699606779354635,0.39938883955557464,14.0,1,sc007,True,True,True
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,nitrate,4,0,0,0,0,NAIVE,-380.1439062609713,154.36323545714689,29.00321526577708,4,0.049124075720208875,-0.15507499511061024,0.049124075720208875,6.0,1,sc008,False,False,True
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,nitrate,4,0,0,0,0,ELEM,-1.5894078535711684,0.7043830360856532,0.17912976541391862,4,0.049124075720208875,-0.15507499511061024,0.049124075720208875,6.0,1,sc008,False,False,True
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,nitrate,4,0,0,0,0,SPECIES,-1.4622422737746246,0.6446296396312247,0.14556000870975266,4,0.049124075720208875,-0.15507499511061024,0.049124075720208875,6.0,1,sc008,False,False,True
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,nitrate,4,0,0,0,0,SPECIES_CONST,-1.789150443033018,0.7450350715969898,0.05937007082743186,4,0.049124075720208875,-0.15507499511061024,0.049124075720208875,6.0,1,sc008,False,False,True
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,nitrate,4,0,0,0,0,SPECIES_NFILLCOL,-2.1903911442755053,1.095996713745883,0.095812700253817,4,0.049124075720208875,-0.15507499511061024,0.049124075720208875,6.0,1,sc008,False,False,True
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,nitrate,8,1,1,0,1,NAIVE,-11.57344252213735,2.2097837752524807,38.300096513159666,8,-0.2693053833143338,-0.05096963941908241,0.2693053833143338,8.0,1,sc010,True,False,True
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,nitrate,8,1,1,0,1,ELEM,2.2210319655571964,-0.795473324902314,1.1319327479063985,8,-0.2693053833143338,-0.05096963941908241,0.2693053833143338,8.0,1,sc010,True,False,True
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,nitrate,8,1,1,0,1,SPECIES,-0.017517420857748975,0.09736145969742042,0.5539947910399384,8,-0.2693053833143338,-0.05096963941908241,0.2693053833143338,8.0,1,sc010,True,False,True
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,nitrate,8,1,1,0,1,SPECIES_CONST,,,,0,-0.2693053833143338,-0.05096963941908241,0.2693053833143338,8.0,1,sc010,False,False,False
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C||nitrate,nitrate,8,1,1,0,1,SPECIES_NFILLCOL,-0.17469087846241832,0.32744498447225334,0.4802402687834042,8,-0.2693053833143338,-0.05096963941908241,0.2693053833143338,8.0,1,sc010,True,False,True
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21||nitrate,nitrate,14,0,0,0,0,NAIVE,931.3323257726748,-299.6458101999459,412.9037185183194,13,-0.16376265295219228,-0.30430381692878367,0.16376265295219228,14.0,1,sc012,True,False,True
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21||nitrate,nitrate,14,0,0,0,0,ELEM,-1.537020809387992,0.4790468400905392,0.8679987402957193,13,-0.16376265295219228,-0.30430381692878367,0.16376265295219228,14.0,1,sc012,True,False,True
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21||nitrate,nitrate,14,0,0,0,0,SPECIES,0.17548285431443744,-0.057759978697289605,0.23041373257043965,13,-0.16376265295219228,-0.30430381692878367,0.16376265295219228,14.0,1,sc012,True,False,True
