grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,556,0.12293349639637866,0.1726411001928468,0.7913669064748201,-0.04671783311078226,0.1149133187304086,0.16259820350627088,0.8003597122302158,0.07151964508630981,0.00802017766597006
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,187,0.14983029463225525,0.2234439359792543,0.839572192513369,-0.0395839613414688,0.1468046504796424,0.21774528328199969,0.8449197860962567,0.012766378617382945,0.003025644152612861
extractant,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,158,0.20831934138748165,0.31067370333142663,0.7025316455696202,0.014717981017563275,0.2134902007445011,0.31165333086341745,0.7025316455696202,0.008494530826914204,-0.005170859357019442
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08287595798134056,0.10229401692635132,0.45454545454545453,0.1363269382293274,0.08302033287925165,0.09952824988245752,0.45454545454545453,0.18239856901481655,-0.0001443748979110815
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.10858692083645999,0.13612212278343105,0.7368421052631579,-0.49941943219123486,0.10437822842447153,0.1331654353154379,0.7368421052631579,-0.43498953812767205,0.004208692411988457
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,52,0.11911605513240414,0.1650172176500371,0.6153846153846154,-0.4063812637175106,0.12699410617444576,0.17025491102220588,0.5576923076923077,-0.4970759981541668,-0.007878051042041617
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,50,0.10689120176163802,0.1861916472801225,0.74,0.15562920085945176,0.10410319234362232,0.1843975365711939,0.74,0.17182322548550966,0.0027880094180156995
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,50,0.08713215137399338,0.13908413533110836,0.78,-0.5515345613089784,0.08224506612342158,0.13451342658068335,0.78,-0.4512343066002007,0.004887085250571799
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.0973724682027562,0.12986972889418966,0.6410256410256411,-0.09877098159996933,0.08542341868423775,0.119166832820779,0.6410256410256411,0.07487139986392288,0.011949049518518454
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.09873879042111491,0.12083059630006111,1.0,0.24957385308217717,0.10515357092968526,0.12583109148481206,1.0,0.18617683479990943,-0.006414780508570347
