context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.35,2.0,0.16406343886891517,0.11215704732493703,0.14888018407389558,True,
outer_0:baseline,1.0,0.7,2.0,0.16491120699501563,0.08479862014829931,0.15161391230076254,False,
outer_0:baseline,2.0,1.0,4.0,0.1695215248558555,0.07670280630692572,0.15446734513524588,False,
outer_0:delta3d_unshrunk,0.0,0.35,2.0,0.16075036947188145,0.12631931658806006,0.14759554528279106,True,
outer_0:delta3d_unshrunk,1.0,0.7,2.0,0.1651405334918816,0.11411949396570997,0.14900648212883383,False,
outer_0:delta3d_unshrunk,2.0,1.0,4.0,0.16592355358203933,0.11677214431635285,0.14869100646522707,False,
outer_0:delta3d_weight,,,,0.16434859203095123,0.10477381333461,0.14952586895546688,False,0.0
outer_0:delta3d_weight,,,,0.16120434795014102,0.12747847942996582,0.14719317364061638,False,0.25
outer_0:delta3d_weight,,,,0.1596316718790887,0.13819677873923764,0.14617741909639956,False,0.5
outer_0:delta3d_weight,,,,0.15917987851792462,0.13692871126242534,0.14614993009271718,True,0.75
outer_0:delta3d_weight,,,,0.16027190025300378,0.12367427699952915,0.14727477013541235,False,1.0
outer_1:baseline,0.0,0.35,2.0,0.16811768960837423,0.021099251928310414,0.14821782801443006,True,
outer_1:baseline,1.0,0.7,2.0,0.1695637614062605,-0.025395080958298566,0.15431111387113566,False,
outer_1:baseline,2.0,1.0,4.0,0.17777013186733923,-0.07350695667948992,0.15639439495722998,False,
outer_1:delta3d_unshrunk,0.0,0.35,2.0,0.1679152375291105,0.02627448473440941,0.1490276305224849,True,
outer_1:delta3d_unshrunk,1.0,0.7,2.0,0.17159783674655887,-0.028525657799225,0.1550506897093673,False,
outer_1:delta3d_unshrunk,2.0,1.0,4.0,0.17823068153306176,-0.0724509030530125,0.15904954867299875,False,
outer_1:delta3d_weight,,,,0.16787952402415998,0.03667450254680138,0.1469107416480318,False,0.0
outer_1:delta3d_weight,,,,0.16519491756992433,0.056430912048303195,0.14482660689383886,False,0.25
outer_1:delta3d_weight,,,,0.16428955279568241,0.06529287613952606,0.14403105336071353,True,0.5
outer_1:delta3d_weight,,,,0.16462033095986822,0.06326039482046986,0.1443164941677762,False,0.75
outer_1:delta3d_weight,,,,0.16633822162627734,0.05033346809113459,0.14603288271758336,False,1.0
outer_2:baseline,0.0,0.35,2.0,0.15620929497850392,0.07551041765209798,0.13686265111441048,True,
outer_2:baseline,1.0,0.7,2.0,0.16174889464577655,-0.025193881040618926,0.1446402584861344,False,
outer_2:baseline,2.0,1.0,4.0,0.1705407466806203,-0.03629651012505075,0.1460491328199046,False,
outer_2:delta3d_unshrunk,0.0,0.35,2.0,0.15634407029054181,0.10624636807129595,0.13232203500539394,True,
outer_2:delta3d_unshrunk,1.0,0.7,2.0,0.16041243967504887,0.06900518584819082,0.1364713293198232,False,
outer_2:delta3d_unshrunk,2.0,1.0,4.0,0.1621742423878573,0.05578528604179456,0.13748308337825516,False,
outer_2:delta3d_weight,,,,0.15653964988242067,0.07477361393614157,0.13677520708990043,False,0.0
outer_2:delta3d_weight,,,,0.15410220312107098,0.10123741217800653,0.13382537283793247,False,0.25
outer_2:delta3d_weight,,,,0.15337324402659347,0.1131320077855954,0.132350827786792,True,0.5
outer_2:delta3d_weight,,,,0.15457447657360787,0.1104574007589082,0.13221933235106195,False,0.75
outer_2:delta3d_weight,,,,0.15692246476234184,0.09321359109794514,0.13364214824790044,False,1.0
outer_3:baseline,0.0,0.35,2.0,0.15853272601173768,0.026698380222347384,0.14777571993032546,True,
outer_3:baseline,1.0,0.7,2.0,0.16260540071997565,-0.0030545183024381917,0.14978202684462708,False,
outer_3:baseline,2.0,1.0,4.0,0.1672442011480972,-0.08953699098241286,0.15893676532496473,False,
outer_3:delta3d_unshrunk,0.0,0.35,2.0,0.15888073846159328,0.08121003100409419,0.14365883486366168,True,
outer_3:delta3d_unshrunk,1.0,0.7,2.0,0.1634731275218951,0.046841308892673905,0.14798489460524977,False,
outer_3:delta3d_unshrunk,2.0,1.0,4.0,0.1612808548854452,0.02969341631857325,0.14920049489000559,False,
outer_3:delta3d_weight,,,,0.15859621881510938,0.030678898202314397,0.14656053545838998,False,0.0
outer_3:delta3d_weight,,,,0.15701120748749858,0.06774381869498014,0.14302053124810366,False,0.25
outer_3:delta3d_weight,,,,0.15680754613009126,0.0860985086193451,0.14133621282761585,True,0.5
outer_3:delta3d_weight,,,,0.15839393030494742,0.08574296797540903,0.14225563636537045,False,0.75
outer_3:delta3d_weight,,,,0.161199309759665,0.06667719676317219,0.14537692898211343,False,1.0
outer_4:baseline,0.0,0.35,2.0,0.1605226449319351,0.04069212668892608,0.14583226219570014,True,
outer_4:baseline,1.0,0.7,2.0,0.1683286866997217,-0.00923372277285206,0.15059413139988848,False,
outer_4:baseline,2.0,1.0,4.0,0.16584153105358393,-0.14885175531406025,0.1574358418463005,False,
outer_4:delta3d_unshrunk,0.0,0.35,2.0,0.1678635547062975,0.04704004716613153,0.14383756856172666,False,
outer_4:delta3d_unshrunk,1.0,0.7,2.0,0.16856082212008314,0.03608983777854058,0.14388038503220002,False,
outer_4:delta3d_unshrunk,2.0,1.0,4.0,0.16775328197735073,0.012115878551431813,0.14553909523142258,True,
outer_4:delta3d_weight,,,,0.16063051677453807,0.05190224994452586,0.1444666194475488,False,0.0
outer_4:delta3d_weight,,,,0.15975414608337823,0.059402749741554906,0.1428226566012259,True,0.25
outer_4:delta3d_weight,,,,0.16078352878422744,0.05483544096215309,0.14239392701418366,False,0.5
outer_4:delta3d_weight,,,,0.16306346106494138,0.038200323606320974,0.14328046825164198,False,0.75
outer_4:delta3d_weight,,,,0.1672849462895772,0.009497397674058106,0.14573041184574928,False,1.0
full_data_deployment_model:baseline,0.0,0.35,2.0,0.15977115388896657,0.12668735097906336,0.13494193208088406,False,
full_data_deployment_model:baseline,1.0,0.7,2.0,0.164214412283886,0.09835095964408669,0.13741867037235647,False,
full_data_deployment_model:baseline,2.0,1.0,4.0,0.1593692741972273,0.09946654477173389,0.13635990073946003,True,
full_data_deployment_model:delta3d,0.0,0.35,2.0,0.16491927454045496,0.14194168496524506,0.13477408203483873,True,
full_data_deployment_model:delta3d,1.0,0.7,2.0,0.1686365082352608,0.10960746230990548,0.13720628854293243,False,
full_data_deployment_model:delta3d,2.0,1.0,4.0,0.17222590178635563,0.10942219037937784,0.1382249156435874,False,
full_data_deployment_model:delta3d_weight,,,,0.15999214980973747,0.0944035747018942,0.1372425564485058,False,0.0
full_data_deployment_model:delta3d_weight,,,,0.15835696482513767,0.12951190088586495,0.13427100251701293,True,0.25
full_data_deployment_model:delta3d_weight,,,,0.15930269737737152,0.14768234435388905,0.13306100380632546,False,0.5
full_data_deployment_model:delta3d_weight,,,,0.1616495413405133,0.14891490510596672,0.13349762243022284,False,0.75
full_data_deployment_model:delta3d_weight,,,,0.1661309430775876,0.13320958314209763,0.1356819877608658,False,1.0
