comparison,dropped_chemotype,delta,n_units
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,(none),0.0243764097103397,90
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc000,0.021616289775955998,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc001,0.020505845000207513,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc007,0.02611897266102244,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc008,0.026477882251657228,88
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc009,-0.008746117494706596,67
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc010,0.024269611915029403,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc012,0.022219387766061104,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc015,0.02429874429090527,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc016,0.0282725434070825,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc017,0.024670272705730755,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc018,0.02494426382240861,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc019,0.019061916740358266,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc020,0.025614004749482635,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc021,0.024102124039587194,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc027,0.0352159333758271,84
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc028,0.024261045901547484,88
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc029,0.03705800540518747,87
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc030,0.022949575852649652,87
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc031,0.01946244556739986,87
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc032,0.024443289950564537,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc033,0.026247121440521316,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc036,0.02032639290641272,86
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc055,0.027228577925437973,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc057,0.025608807112931446,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc058,0.02599746487757027,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc059,0.025704237786779577,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc060,0.023622722382247486,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc061,0.020094068796797388,88
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc062,0.029933497727414084,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc063,0.01898869480459069,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc068,0.032233480225043055,84
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc069,0.02711411363826869,88
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc070,0.024299722027174734,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc071,0.024643764233912735,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc075,0.025350945333836427,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc076,0.024432184933763926,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc077,0.02519240746658419,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc078,0.023907066696939074,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc083,0.027055708990745813,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc084,0.02396413651651524,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc085,0.025411381164163766,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc086,0.02583699842218498,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc092,0.02374590179232142,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc096,0.02169477308110481,89
X_V2_DIRECT@cond_vs_C_DIRECT_ROW,sc097,0.024361941235296575,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,(none),0.037571400402878916,90
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc000,0.03532891511547402,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc001,0.03596546360996648,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc007,0.03889967688244411,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc008,0.03804074172131155,88
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc009,0.028216259903556324,67
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc010,0.03755874286495524,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc012,0.03736876574311804,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc015,0.03799009968110751,89
