design,arm,n_pair_tasks,n_distinct_pairs,median_n_units,spearman,spearman_sd,top1,top1_sd,regret,regret_sd,top1_up,top1_up_sd,top1_down,top1_down_sd
B,FLAT,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
B,G13_FULL,455,91,58.0,0.5029693522260447,0.03723665361428553,0.001098901098901099,0.0024572175576920764,1.3374883615643725,0.18479611505895538,0.002197802197802198,0.004914435115384153,0.0,0.0
B,G14,455,91,58.0,0.3475534443369682,0.07942085065367925,0.007874736374736374,0.0038524711563872704,1.5504896489668696,0.11439460138885513,0.009038897610326183,0.005719330958950777,0.006710575139146568,0.003007550907843637
B,G14_TIED,455,91,58.0,0.510152316122198,0.038696107431924344,0.030379181466263096,0.006711479189928852,1.3705612379314582,0.0405347256021232,0.03804520948012502,0.013531694716264744,0.022713153452401165,0.0010917051255012133
B,HEAVIER_ALWAYS,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
B,MEAN_CURVE,455,91,58.0,-0.24939356412552463,0.17993478162362184,0.005055286254066351,0.0017232726490786518,2.077117555171296,0.10999989455391054,0.007201155917397428,0.002970527210583966,0.002909416590735272,0.002028257629065007
B,O_BOTH,455,91,58.0,0.884080831647973,1.2412670766236366e-16,0.5274725274725275,0.0,0.202840911063111,0.0,0.6153846153846154,0.0,0.4395604395604396,6.206335383118183e-17
B,_RANDOM,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BR,FLAT,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BR,G13_FULL,455,91,58.0,0.4695317487312137,0.06985205532370238,0.013186813186813187,0.014327917374071755,1.3892562982679937,0.2461269599113774,0.013186813186813187,0.01965774046153661,0.013186813186813187,0.02948661069230492
BR,G14,455,91,58.0,0.40021766981401286,0.0889907781204406,0.018696083830699217,0.02104245390042363,1.4648590566972206,0.1393705109862152,0.02213849642421071,0.016791117561233367,0.01525367123718772,0.02665629965573281
BR,G14_TIED,455,91,58.0,0.49950955926916885,0.04604247507551726,0.030114644117789975,0.006753304348179076,1.3783365757778996,0.044299457573722445,0.03757693294428387,0.013393420493447671,0.022652355291296066,0.0009805780733505927
BR,HEAVIER_ALWAYS,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BR,MEAN_CURVE,455,91,58.0,-0.2723233408671562,0.10176878547724048,0.004439704607408504,0.0016972472783655754,2.065471158865066,0.06949566962461609,0.005525992180081293,0.004279964171710571,0.0033534170347357165,0.0017259627903969687
BR,O_BOTH,455,91,58.0,0.884080831647973,1.2412670766236366e-16,0.5274725274725275,0.0,0.202840911063111,0.0,0.6153846153846154,0.0,0.4395604395604396,6.206335383118183e-17
BR,_RANDOM,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BQ,FLAT,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BQ,G13_FULL,455,91,58.0,0.5003999974363029,0.040870252730528515,0.005494505494505494,0.012286087788460381,1.353271053895646,0.2066132534136769,0.010989010989010988,0.024572175576920763,0.0,0.0
BQ,G14,455,91,58.0,0.360131074360628,0.07144059136252941,0.0062017751055018135,0.0040043278343694245,1.5551311067766567,0.12958601061423636,0.007735042735042735,0.004859051362270136,0.004668507475960893,0.00344479076635192
BQ,G14_TIED,455,91,58.0,0.5050824658891044,0.05172268735520886,0.030546905294297454,0.006535196266553797,1.3726202473787532,0.046393644747463166,0.038448917504184096,0.01311095679381669,0.022644893084410818,0.00130107399265652
