design,arm,n_pair_tasks,n_distinct_pairs,median_n_units,spearman,spearman_sd,top1,top1_sd,regret,regret_sd,top1_up,top1_up_sd,top1_down,top1_down_sd
BQ,HEAVIER_ALWAYS,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BQ,MEAN_CURVE,455,91,58.0,-0.2667533598630102,0.0999992432028532,0.006366661715527459,0.002215999381535833,2.064815727973306,0.09510244299057032,0.009135706152118957,0.004561036291732037,0.0035976172789359607,0.0017874721350577129
BQ,O_BOTH,455,91,58.0,0.884080831647973,1.2412670766236366e-16,0.5274725274725275,0.0,0.202840911063111,0.0,0.6153846153846154,0.0,0.4395604395604396,6.206335383118183e-17
BQ,_RANDOM,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
A,FLAT,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
A,G13_FULL,455,91,58.0,0.5834838328172518,0.043248337524561774,0.03186813186813187,0.059736166702975324,1.3315135681210821,0.27912864937526444,0.006593406593406593,0.014743305346152459,0.05714285714285715,0.12172530994327904
A,G14,455,91,58.0,0.3804566614767976,0.022286289021416147,0.018138485446177754,0.008286730453086207,1.4894135540443751,0.09745027667386465,0.007106227106227106,0.006540282526202386,0.029170743786128404,0.014985460333058627
A,G14_TIED,455,91,58.0,0.5156473990456694,0.059157718630662,0.03548906965429266,0.0013148233290870865,1.3517835695475395,0.03011323570610191,0.04839276690981291,0.0032551324802946127,0.022585372398772414,0.0006893957340677818
A,HEAVIER_ALWAYS,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
A,MEAN_CURVE,455,91,58.0,-0.05597069060505625,0.03539412602641653,0.012051996968771373,0.005496580911987227,1.869276558066413,0.04356429341457508,0.011239627283583329,0.00831666202150831,0.012864366653959413,0.007550630755534613
A,O_BOTH,455,91,58.0,0.884080831647973,1.2412670766236366e-16,0.5274725274725275,0.0,0.202840911063111,0.0,0.6153846153846154,0.0,0.4395604395604396,6.206335383118183e-17
A,_RANDOM,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BP,FLAT,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BP,G13_FULL,455,91,58.0,0.30444385907918836,0.06811988323358026,0.09670329670329672,0.07619355798219264,1.2315652976674403,0.3444344980480507,0.035164835164835165,0.030493267968157378,0.15824175824175823,0.14213681454509908
BP,G14,455,91,58.0,0.35132197303745605,0.03174959841496592,0.02263478584907156,0.020884661296764476,1.4754805356749967,0.0583722465165942,0.029005835434406862,0.020485024685559305,0.016263736263736263,0.026549047615680596
BP,G14_TIED,455,91,58.0,0.5152137981029841,0.015496446484026054,0.035168024961416924,0.002826189243669248,1.3553014046154943,0.020294300669228105,0.047343072683746566,0.006814282501920897,0.022992977239087282,0.0011800372596861679
BP,HEAVIER_ALWAYS,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
BP,MEAN_CURVE,455,91,58.0,-0.37419976477664285,0.08722960458489196,0.006287594249794061,0.002813347001511402,2.1746969152968143,0.07998813466511956,0.009600281843362783,0.005642166604011514,0.0029749066562253373,0.0033318205452916856
BP,O_BOTH,455,91,58.0,0.884080831647973,1.2412670766236366e-16,0.5274725274725275,0.0,0.202840911063111,0.0,0.6153846153846154,0.0,0.4395604395604396,6.206335383118183e-17
BP,_RANDOM,455,91,58.0,0.0,0.0,0.01707631775900001,0.0,1.7832561353232588,0.0,0.0169664276491099,0.0,0.017186207868890118,0.0
