design,dropped_chemotype,arm,n_extractants_dropped,n_extractants_left,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_regret
B,sc071,G14,1,89,0.8066056196536179,0.5088792937391358,0.3598870306400427,0.3494175424227678,1.5504896489668696
B,sc071,G13_FULL,1,89,0.7688399760173633,0.49021069714850907,0.3016676028121811,0.5043568789976867,1.3374883615643725
B,sc071,O_BOTH,1,89,0.9718555710279752,0.7690723591035927,0.35835849224403443,0.8836704543234359,0.202840911063111
B,sc071,HEAVIER_ALWAYS,1,89,0.6261526489274297,0.26346233441448147,0.4136219703990788,0.0,1.7832561353232588
B,sc071,G14_TIED,1,89,0.8080951390084854,0.513360834650731,0.29121233184486195,0.5132558040060244,1.3692154859886565
B,sc075,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7697433242204645
B,sc075,MEAN_CURVE,1,89,0.5810584708899549,0.25984417139730376,0.13235857181640315,-0.2578635958101242,2.0786067822299783
B,sc075,G14,1,89,0.8088337836464877,0.5067014984043878,0.3628990788328138,0.3348764628893659,1.5325833639254176
B,sc075,G13_FULL,1,89,0.7718702790476663,0.4887751009321386,0.3046796510049522,0.5002828752836084,1.323975550461578
B,sc075,O_BOTH,1,89,0.9747967474985636,0.7702333680333245,0.3613705404368055,0.8875278106555079,0.18932809996031671
B,sc075,HEAVIER_ALWAYS,1,89,0.6342631658614761,0.2696303866074424,0.4166340185918499,0.0,1.7697433242204645
B,sc075,G14_TIED,1,89,0.8103233030013554,0.5109739457125719,0.29422438003763307,0.5033879256811421,1.356082079134536
B,sc076,FLAT,1,89,0.5,0.0,0.03908648912019537,0.0,1.7832561353232588
B,sc076,MEAN_CURVE,1,89,0.5801353073661722,0.2574609769339146,0.12907270106065288,-0.25190587867182207,2.077052507491663
B,sc076,G14,1,89,0.807007158259491,0.505532638089049,0.3541367568174797,0.34806876806484477,1.551436871318745
B,sc076,G13_FULL,1,89,0.7700678585579392,0.4860396128197683,0.2981079094934517,0.5048283310170006,1.3374883615643725
B,sc076,O_BOTH,1,89,0.9718555710279752,0.7693615647098379,0.35260821842147144,0.8840909001352559,0.202840911063111
B,sc076,HEAVIER_ALWAYS,1,89,0.6265541875333027,0.2586438223736119,0.40787169657651584,0.0,1.7832561353232588
B,sc076,G14_TIED,1,89,0.8084966776143583,0.5098160730160292,0.28546205802229896,0.5102951720757584,1.3698931940219823
B,sc077,FLAT,1,89,0.5,0.0,0.03956653116650248,0.0,1.7832561353232588
B,sc077,MEAN_CURVE,1,89,0.5782991126011849,0.2615378474330923,0.13235857181640315,-0.2514575257459969,2.0966098033143243
B,sc077,G14,1,89,0.8075681864985377,0.5120504024463106,0.3592846210014885,0.35640083970735936,1.5501312066533284
B,sc077,G13_FULL,1,89,0.7703729528444578,0.48748399715797064,0.3032338678724221,0.4995756605195494,1.3374883615643725
B,sc077,O_BOTH,1,89,0.9722120772668343,0.7680814278356896,0.360165721159697,0.8852355522739611,0.202840911063111
B,sc077,HEAVIER_ALWAYS,1,89,0.6271152157723495,0.262538498753891,0.41301956076052465,0.0,1.7832561353232588
B,sc077,G14_TIED,1,89,0.8090577058534052,0.5163577639784203,0.29060992220630777,0.5145694387239319,1.363994598697766
B,sc078,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc078,MEAN_CURVE,1,89,0.5785303068521226,0.2637154335583225,0.13235857181640315,-0.25225993927456497,2.0799520081514076
B,sc078,G14,1,89,0.8081496698831565,0.5147929042870819,0.3628990788328138,0.35624439649318146,1.5348406472270697
B,sc078,G13_FULL,1,89,0.7706117451475348,0.49608549675874275,0.3046796510049522,0.5071768386170437,1.3374883615643725
B,sc078,O_BOTH,1,89,0.9721828318299754,0.7718323013172239,0.3613705404368055,0.8848679174579089,0.202840911063111
B,sc078,HEAVIER_ALWAYS,1,89,0.6297949895142496,0.2665433009726055,0.4166340185918499,0.0,1.7832561353232588
B,sc078,G14_TIED,1,89,0.8096218692455256,0.5192500412235035,0.29422438003763307,0.5153275362340731,1.3632838683717357
B,sc083,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
B,sc083,MEAN_CURVE,1,89,0.5785303068521226,0.2646034627410271,0.13235857181640315,-0.25548224488809057,2.084804216126159
B,sc083,G14,1,89,0.8081496698831565,0.5167434681188922,0.3628990788328138,0.3579033325191918,1.5299893875858785
B,sc083,G13_FULL,1,89,0.7706117451475348,0.4969247473562959,0.3046796510049522,0.5118256520840769,1.3374883615643725
B,sc083,O_BOTH,1,89,0.9721828318299754,0.7707773509891217,0.3613705404368055,0.8847814583216639,0.202840911063111
B,sc083,HEAVIER_ALWAYS,1,89,0.6297949895142496,0.2678289762944794,0.4166340185918499,0.0,1.7832561353232588
B,sc083,G14_TIED,1,89,0.8096218692455256,0.5212067200151422,0.29422438003763307,0.5176144646176988,1.3624836058576009
B,sc084,FLAT,1,89,0.5,0.0,0.039295115834846184,0.0,1.7831271183122694
B,sc084,MEAN_CURVE,1,89,0.5758071339915593,0.250276352784867,0.13235857181640315,-0.24900328059219543,2.076406225154641
B,sc084,G14,1,89,0.8124808424700174,0.510584975205048,0.3628990788328138,0.3505369814666139,1.5450879508928252
B,sc084,G13_FULL,1,89,0.7699130597963293,0.4824130015999016,0.3046796510049522,0.5039258786985629,1.3392996763874596
B,sc084,O_BOTH,1,89,0.9724438063220928,0.7651218628031634,0.3613705404368055,0.8845300253669002,0.20271189405212198
B,sc084,HEAVIER_ALWAYS,1,89,0.6277925776261819,0.25910245094989043,0.4166340185918499,0.0,1.7831271183122694
B,sc084,G14_TIED,1,89,0.8139703618248848,0.5130221042051769,0.29422438003763307,0.5129169153501267,1.368303940629637
B,sc085,FLAT,1,89,0.5,0.0,0.039295115834846184,0.0,1.7832561353232588
B,sc085,MEAN_CURVE,1,89,0.574630663403324,0.24933465495908108,0.13235857181640315,-0.2504008848179411,2.0803856073117255
B,sc085,G14,1,89,0.8122455483523702,0.5089693171706113,0.3628990788328138,0.3490751340621915,1.549936403534503
B,sc085,G13_FULL,1,89,0.7683836480316234,0.4815979186078348,0.3046796510049522,0.5034697165078894,1.3394260374474158
B,sc085,O_BOTH,1,89,0.9718555710279752,0.7651482408935215,0.3613705404368055,0.8845354332690917,0.202840911063111
B,sc085,HEAVIER_ALWAYS,1,89,0.6266161070379467,0.25765165598019224,0.4166340185918499,0.0,1.7832561353232588
B,sc085,G14_TIED,1,89,0.8142056559425317,0.5138398250062794,0.29422438003763307,0.5130988523526983,1.3682414168337078
B,sc086,FLAT,1,89,0.5,0.0,0.039460612988295146,0.0,1.7832561353232588
B,sc086,MEAN_CURVE,1,89,0.5825130163445005,0.2669454905043391,0.13235857181640315,-0.24428890340776302,2.081007668681525
B,sc086,G14,1,89,0.8064808424700173,0.5075836413511084,0.3628990788328138,0.3340956017599207,1.5485460303970981
B,sc086,G13_FULL,1,89,0.7694424715610352,0.4866115326830884,0.3046796510049522,0.4971134549036318,1.3724646890421295
B,sc086,O_BOTH,1,89,0.9724438063220928,0.767508228440399,0.3613705404368055,0.884128338494555,0.202840911063111
B,sc086,HEAVIER_ALWAYS,1,89,0.6366161070379467,0.27240129603981117,0.4166340185918499,0.0,1.7832561353232588
B,sc086,G14_TIED,1,89,0.8079703618248848,0.5115662889934922,0.29422438003763307,0.5023516844372128,1.3669942168542306
B,sc092,FLAT,1,89,0.5,0.0,0.03925248690483951,0.0,1.7832561353232588
B,sc092,MEAN_CURVE,1,89,0.5782777222268534,0.25619384114375654,0.13078287453287454,-0.24929384963114862,2.0772758570316956
B,sc092,G14,1,89,0.8058926071758995,0.5062372365904857,0.35857885170385173,0.34707962871880355,1.5504896489668696
B,sc092,G13_FULL,1,89,0.7679130597963294,0.4859044880731533,0.30105251230251234,0.5027171638275882,1.3381259983503029
B,sc092,O_BOTH,1,89,0.9718555710279752,0.766666955960425,0.3570685101935102,0.8840797235413135,0.202840911063111
B,sc092,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.26145225561349816,0.41167408979908976,0.0,1.7832561353232588
B,sc092,G14_TIED,1,89,0.8073821265307671,0.5105037200183571,0.29072170884670884,0.5099238078059398,1.3704083130900753
B,sc096,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
B,sc096,MEAN_CURVE,1,89,0.5853365457562651,0.27024802031781414,0.12512965615375254,-0.2500223503526585,2.077854129571346
B,sc096,G14,1,89,0.806228741629681,0.5036471777396228,0.3556701631701632,0.34604297961103103,1.5508706277524738
B,sc096,G13_FULL,1,89,0.7706021354265815,0.48555211425293193,0.2998603738965185,0.5021935316647257,1.3374883615643725
B,sc096,O_BOTH,1,89,0.9718555710279752,0.7654621401687834,0.3613705404368055,0.8838139967210829,0.202840911063111
B,sc096,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.27519008855809307,0.40458582582076563,0.0,1.7832561353232588
B,sc096,G14_TIED,1,89,0.8073821265307671,0.5082571419827987,0.29422438003763307,0.5088818881325767,1.3711412109710603
B,sc097,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
B,sc097,MEAN_CURVE,1,89,0.5825914477170494,0.2578055230560398,0.12512965615375254,-0.2484708237520878,2.0768398387070155
B,sc097,G14,1,89,0.8090298620778604,0.5091966483493342,0.3556701631701632,0.34645059005688805,1.550898733329538
B,sc097,G13_FULL,1,89,0.7714424715610353,0.49335058084657935,0.3022700124507353,0.5024264614025113,1.336918243934702
B,sc097,O_BOTH,1,89,0.9738163553417006,0.7717418042797729,0.3493223476657212,0.8841679198731717,0.202840911063111
B,sc097,HEAVIER_ALWAYS,1,89,0.6352435580183388,0.26686588264352573,0.40458582582076563,0.0,1.7832561353232588
B,sc097,G14_TIED,1,89,0.8093429108444926,0.5133684964917435,0.29422438003763307,0.5092927692435931,1.370700102143243
BR,sc009,FLAT,23,67,0.5,0.0,0.03648806794298597,0.0,1.7143052752203238
BR,sc009,MEAN_CURVE,23,67,0.5155377035062194,0.15318828590676353,0.1418223852650082,-0.21581643452842006,1.9285797753041016
BR,sc009,G14,23,67,0.7739775093454123,0.41674517704597414,0.2400114639458902,0.40047862601838224,1.4374627200606305
BR,sc009,G13_FULL,23,67,0.7096109111906517,0.3768514172520755,0.20859260957621611,0.3950007214268001,1.4214049131600728
BR,sc009,O_BOTH,23,67,0.966749520531447,0.7440772186022958,0.2784578126791242,0.8744560492860209,0.16894410037217747
BR,sc009,HEAVIER_ALWAYS,23,67,0.5347831075404783,0.10120543170655624,0.30632666513814055,0.0,1.7143052752203238
BR,sc009,G14_TIED,23,67,0.7733662718802661,0.42416291636311804,0.1391135503840422,0.45725964423438226,1.3930340249150805
BR,sc068,FLAT,6,84,0.5,0.0,0.04090221308952473,0.0,1.7685843736492592
BR,sc068,MEAN_CURVE,6,84,0.5962231979319286,0.2907183282869575,0.13158241898748227,-0.28576725376302636,2.0936634255011777
BR,sc068,G14,6,84,0.7996129569751241,0.505630142999489,0.3357605825960256,0.34329794813975506,1.4590031860941233
BR,sc068,G13_FULL,6,84,0.7827914480426644,0.49624321944921057,0.3055184829235463,0.4395750699380764,1.3745845365939946
BR,sc068,O_BOTH,6,84,0.9703516462580399,0.7581186349385189,0.35435132729436525,0.8722032518252177,0.1998760526593543
BR,sc068,HEAVIER_ALWAYS,6,84,0.6566451808849137,0.3019599141816301,0.4124129562420702,0.0,1.7685843736492592
BR,sc068,G14_TIED,6,84,0.7993063237012134,0.5141508753506909,0.3076028296597917,0.4594870649088178,1.3833111088843932
BR,sc027,FLAT,6,84,0.5,0.0,0.041086128942508675,0.0,1.7832561353232588
BR,sc027,MEAN_CURVE,6,84,0.5394799832267131,0.20330385394617215,0.13326937307706538,-0.2896452141494056,2.074549298839049
BR,sc027,G14,6,84,0.7962473898180289,0.4792988717282446,0.35288571827033366,0.44049303732324524,1.4715960080819315
BR,sc027,G13_FULL,6,84,0.7521212888360616,0.4472471864738474,0.32123025834564295,0.4649234059123536,1.3829115581408211
BR,sc027,O_BOTH,6,84,0.9700965442172237,0.7570049497224647,0.37171480584942124,0.877808266169103,0.202840911063111
BR,sc027,HEAVIER_ALWAYS,6,84,0.6032796137278184,0.2309487651345156,0.4305208146554301,0.0,1.7832561353232588
BR,sc027,G14_TIED,6,84,0.7957825286960167,0.485328079763886,0.29872594286055826,0.5150134806720927,1.353698185396051
BR,sc036,FLAT,4,86,0.5,0.0,0.038923444583414825,0.0,1.7824064448618242
BR,sc036,MEAN_CURVE,4,86,0.5853117318216088,0.2871535860114293,0.13493763875013876,-0.27592852986352534,2.071301206590955
BR,sc036,G14,4,86,0.8101739041275321,0.5182265756906322,0.3565635753135753,0.3927855221705952,1.4644176426539401
BR,sc036,G13_FULL,4,86,0.7639292973290782,0.48785670226559275,0.31919950188700197,0.46729349218972605,1.3884066078065591
BR,sc036,O_BOTH,4,86,0.9789441734279608,0.783944400194848,0.3749219357031857,0.8883547954870965,0.20199122060167624
BR,sc036,HEAVIER_ALWAYS,4,86,0.644791882422682,0.29302520394360354,0.4322577942890443,0.0,1.7824064448618242
BR,sc036,G14_TIED,4,86,0.8097258452147493,0.5257354486105239,0.30375779428904426,0.49500077814462407,1.37788972904017
BR,sc031,FLAT,3,87,0.5,0.0,0.039532357859158096,0.0,1.7824208307107359
BR,sc031,MEAN_CURVE,3,87,0.5906717432960781,0.2647701137310545,0.12676842804891586,-0.26299254795309446,2.0604128931263253
BR,sc031,G14,3,87,0.8028374153151396,0.5013161205202351,0.33567178079373206,0.3913331980408509,1.4740764698663278
BR,sc031,G13_FULL,3,87,0.753620920966485,0.47091895434463116,0.3016580506214653,0.46500275451052564,1.3884209936554708
BR,sc031,O_BOTH,3,87,0.9716076846155686,0.7738741702235775,0.3535823762957909,0.8844101183901278,0.20200560645058804
BR,sc031,HEAVIER_ALWAYS,3,87,0.6521283712350745,0.2798170594633633,0.4095197993063847,0.0,1.7824208307107359
BR,sc031,G14_TIED,3,87,0.8023893564023569,0.5075831653892015,0.2841539456478481,0.4930153581904865,1.3806336833255404
BR,sc029,FLAT,3,87,0.5,0.0,0.03944194348882767,0.0,1.7782169625249893
BR,sc029,MEAN_CURVE,3,87,0.5824405576840649,0.27071349430497704,0.13821001358038396,-0.2764347425320787,2.073693231894145
BR,sc029,G14,3,87,0.816424434198125,0.5178989808303109,0.350926987964025,0.4000695151460417,1.4588187869482643
BR,sc029,G13_FULL,3,87,0.7666571653227922,0.4819685124349662,0.3152587672958044,0.4667432936572856,1.3833737361213725
BR,sc029,O_BOTH,3,87,0.9756998295929937,0.7792788636167893,0.37029326983030686,0.8930797758455974,0.1978017382648414
BR,sc029,HEAVIER_ALWAYS,3,87,0.6426631812827185,0.2809703637335549,0.4269212783101672,0.0,1.7782169625249893
BR,sc029,G14_TIED,3,87,0.816389456180351,0.5246337953581581,0.3000076980632536,0.5096718884997684,1.3534568551449835
BR,sc030,FLAT,3,87,0.5,0.0,0.03973709891755769,0.0,1.7825468238067752
BR,sc030,MEAN_CURVE,3,87,0.5844253792183887,0.25683432248667365,0.13652452560989145,-0.258854718561793,2.063085536413123
BR,sc030,G14,3,87,0.8024071227161723,0.4973442281496153,0.34786690274495147,0.37756279530543857,1.4701130459644172
BR,sc030,G13_FULL,3,87,0.7640087259326033,0.46888457159975,0.3114141481824409,0.45548184337585323,1.3967082423191883
BR,sc030,O_BOTH,3,87,0.9711773920166011,0.7680364661356083,0.36577749824701045,0.8829155382340057,0.20213159954662746
BR,sc030,HEAVIER_ALWAYS,3,87,0.6525586638340418,0.2804086661254115,0.42171492125760424,0.0,1.7825468238067752
BR,sc030,G14_TIED,3,87,0.8019590638033895,0.5033307016987738,0.29634906759906765,0.47972726140091587,1.3854105928184322
BR,sc028,FLAT,2,88,0.5,0.0,0.03991950458776824,0.0,1.777802543858638
BR,sc028,MEAN_CURVE,2,88,0.5773926506797656,0.25400454436487035,0.13652452560989145,-0.2651797779103651,2.0596075117290598
BR,sc028,G14,2,88,0.8255203828343654,0.5180269952451237,0.34786690274495147,0.41686619028540717,1.4533560084142787
BR,sc028,G13_FULL,2,88,0.77060994676624,0.4765869664468621,0.3114141481824409,0.47387153609903204,1.383802706803373
BR,sc028,O_BOTH,2,88,0.972583443472186,0.7666550753197436,0.36577749824701045,0.8845640543105381,0.1904000012630493
BR,sc028,HEAVIER_ALWAYS,2,88,0.6417415484627362,0.2764794490720329,0.42171492125760424,0.0,1.777802543858638
BR,sc028,G14_TIED,2,88,0.8250776579562584,0.5240070551972543,0.29634906759906765,0.5384381938254197,1.349466641779158
BR,sc061,FLAT,2,88,0.5,0.0,0.03990795617682958,0.0,1.7515001279472515
BR,sc061,MEAN_CURVE,2,88,0.5663492246754578,0.24078446957427957,0.13652452560989145,-0.282671794035609,2.0310842178970763
BR,sc061,G14,2,88,0.8063680192985215,0.4940629954545175,0.3460376344522686,0.39905757515911466,1.4661905052585982
BR,sc061,G13_FULL,2,88,0.7590707562431751,0.46353441983187194,0.308975123792197,0.4642397403635837,1.3805857432043223
BR,sc061,O_BOTH,2,88,0.9730990446917227,0.7626473543256365,0.3650153031250592,0.8846665612138844,0.1951951051934282
BR,sc061,HEAVIER_ALWAYS,2,88,0.6226182209315381,0.24715854703742415,0.420952726135653,0.0,1.7515001279472515
BR,sc061,G14_TIED,2,88,0.8059543304250605,0.5001550000917044,0.29558687247711635,0.49813018340907816,1.3623643369013159
BR,sc008,FLAT,2,88,0.5,0.0,0.038427500656739916,0.0,1.7832561353232588
BR,sc008,MEAN_CURVE,2,88,0.562381433426907,0.23780008984490192,0.12432940365867196,-0.2733116932691342,2.07081434999846
BR,sc008,G14,2,88,0.8223784664933607,0.5127765015743541,0.33811080518397596,0.3923976306504736,1.4571176921744997
BR,sc008,G13_FULL,2,88,0.7561288351726663,0.4592838460819655,0.29678000184097747,0.4636451091679608,1.3892562982679937
BR,sc008,O_BOTH,2,88,0.9715205183021178,0.7626879022599419,0.3413872543445714,0.8831206741504773,0.202840911063111
BR,sc008,HEAVIER_ALWAYS,2,88,0.6252322851829563,0.25878144722722546,0.4095197993063847,0.0,1.7832561353232588
BR,sc008,G14_TIED,2,88,0.8206432246084514,0.516685897988913,0.29634906759906765,0.49454327925213315,1.3738470026559244
BR,sc069,FLAT,2,88,0.5,0.0,0.03994183997595728,0.0,1.782826681608973
BR,sc069,MEAN_CURVE,2,88,0.5653488272810004,0.25337053460547276,0.13652452560989145,-0.2771579240246447,2.0809546313321494
BR,sc069,G14,2,88,0.8279718386384571,0.5224849022413981,0.34054982957421986,0.4043432276480431,1.4475917497817379
BR,sc069,G13_FULL,2,88,0.7799383589821901,0.4906559595286901,0.2992190262312214,0.48332535165049545,1.3532965440857745
BR,sc069,O_BOTH,2,88,0.9715205183021178,0.7756182616542618,0.36577749824701045,0.8873752060073097,0.2024114573488253
BR,sc069,HEAVIER_ALWAYS,2,88,0.6209805845026841,0.25940087621345115,0.4095197993063847,0.0,1.782826681608973
BR,sc069,G14_TIED,2,88,0.8281262178057303,0.5285574037098962,0.29634906759906765,0.5172076655391835,1.3529713237173637
BR,sc007,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
BR,sc007,MEAN_CURVE,1,89,0.5664734645822689,0.24291035319863727,0.13487965180736264,-0.2722013472589939,2.063479944903913
BR,sc007,G14,1,89,0.8070563668875567,0.4968495262046651,0.3436757352420003,0.4038968985319372,1.4645689506818542
BR,sc007,G13_FULL,1,89,0.7589979077000467,0.4643173931182452,0.3076621704934958,0.4710625346765297,1.3892562982679937
BR,sc007,O_BOTH,1,89,0.9718555710279752,0.7639604813596338,0.3613705404368055,0.8834331003681113,0.202840911063111
BR,sc007,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25399623504763347,0.4166340185918499,0.0,1.7832561353232588
BR,sc007,G14_TIED,1,89,0.8066188505374277,0.502863072806595,0.29277859690510294,0.49944060311059246,1.3776530502110664
BR,sc000,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
BR,sc000,MEAN_CURVE,1,89,0.5772777863109603,0.2641644334993388,0.12765073614471206,-0.27290759898829475,2.0663037627502434
BR,sc000,G14,1,89,0.8070563668875567,0.5002807274462382,0.33644681957934974,0.39893427544436266,1.4665132449020877
BR,sc000,G13_FULL,1,89,0.7637037900529878,0.4735529733229192,0.3004332548308452,0.4688846029414905,1.3887991267592024
BR,sc000,O_BOTH,1,89,0.9718555710279752,0.7645859079672501,0.3493223476657212,0.8838555430793941,0.202840911063111
BR,sc000,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.27519008855809307,0.40458582582076563,0.0,1.7832561353232588
BR,sc000,G14_TIED,1,89,0.8066188505374277,0.5063436502002159,0.29277859690510294,0.49830149944364965,1.3787463770660107
BR,sc020,FLAT,1,89,0.5,0.0,0.03915168496852375,0.0,1.7832561353232588
BR,sc020,MEAN_CURVE,1,89,0.5655130804286073,0.2417130696021918,0.13487965180736264,-0.27240788781840847,2.065335740194967
BR,sc020,G14,1,89,0.8185809767314941,0.5179430651085759,0.3436757352420003,0.40580073792140026,1.458573103069219
BR,sc020,G13_FULL,1,89,0.7589979077000467,0.4644777112356088,0.3076621704934958,0.4693276553587486,1.3892562982679937
BR,sc020,O_BOTH,1,89,0.9718555710279752,0.7651074747538771,0.3613705404368055,0.8837759065429973,0.202840911063111
BR,sc020,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25311738214803725,0.4166340185918499,0.0,1.7832561353232588
BR,sc020,G14_TIED,1,89,0.8179033643429496,0.5229399053506879,0.29277859690510294,0.505927497065086,1.3741002688845416
BR,sc019,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7832561353232588
BR,sc019,MEAN_CURVE,1,89,0.5681696269181709,0.24479285693551503,0.13487965180736264,-0.2730010232268952,2.0623332901923868
BR,sc019,G14,1,89,0.8117622492404978,0.5053476179505305,0.33162754247091597,0.40656692796535154,1.4648590566972206
BR,sc019,G13_FULL,1,89,0.75907380902832,0.4648253782359736,0.30043325483084515,0.4687641047875739,1.3892562982679937
BR,sc019,O_BOTH,1,89,0.9718555710279752,0.7641325983992209,0.3493223476657212,0.883313486640527,0.202840911063111
BR,sc019,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.2530740451112676,0.40458582582076563,0.0,1.7832561353232588
BR,sc019,G14_TIED,1,89,0.8113247328903688,0.5112429276296139,0.28554968124245234,0.510335379024425,1.368344297472224
BR,sc018,FLAT,1,89,0.5,0.0,0.03864416036461361,0.0,1.7832561353232588
BR,sc018,MEAN_CURVE,1,89,0.570019867758924,0.24988212945799865,0.13395286774804846,-0.2728227214236131,2.0653405783185015
BR,sc018,G14,1,89,0.8075088555753392,0.4999854002834411,0.3334811105895443,0.3999838514301966,1.4669693461387083
BR,sc018,G13_FULL,1,89,0.7616585411842097,0.47038836684505964,0.3009893252664337,0.4697915439233634,1.3892562982679937
BR,sc018,O_BOTH,1,89,0.9722175619782016,0.7660836070553106,0.35117591578434953,0.8837788359513503,0.202840911063111
BR,sc018,HEAVIER_ALWAYS,1,89,0.6258921251374943,0.2554448739333604,0.40643939393939393,0.0,1.7832561353232588
BR,sc018,G14_TIED,1,89,0.8070713392252105,0.5064366295100626,0.282583972252647,0.4991546405691226,1.3787795893895907
BR,sc017,FLAT,1,89,0.5,0.0,0.03811898273100224,0.0,1.7832561353232588
BR,sc017,MEAN_CURVE,1,89,0.5655130804286073,0.24375812469297714,0.12283145903627832,-0.27239446886852736,2.0657202361516167
BR,sc017,G14,1,89,0.8152916610052037,0.5075099427384657,0.34126609668778346,0.40001724355438234,1.4645229628209857
BR,sc017,G13_FULL,1,89,0.7589979077000467,0.4655854881166201,0.2956139777224115,0.4692841216142993,1.3892562982679937
BR,sc017,O_BOTH,1,89,0.9718555710279752,0.7655229692736273,0.3493223476657212,0.884234751960418,0.202840911063111
BR,sc017,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.2571219010217991,0.40458582582076563,0.0,1.7832561353232588
BR,sc017,G14_TIED,1,89,0.8183835564197806,0.5150243884765173,0.29277859690510294,0.49977594029335864,1.3777512790526134
BR,sc016,FLAT,1,89,0.5,0.0,0.03925248690483951,0.0,1.7790819968632579
BR,sc016,MEAN_CURVE,1,89,0.5772777863109603,0.2501826779778821,0.1332739416667988,-0.27212774323007743,2.060712640688293
BR,sc016,G14,1,89,0.816468131593439,0.5025068226822679,0.3395843574415003,0.4004742884466543,1.4596821883277162
BR,sc016,G13_FULL,1,89,0.7707626135823997,0.4704984105091903,0.30399952560666843,0.46971507380005956,1.3850821598079932
BR,sc016,O_BOTH,1,89,0.9718555710279752,0.766666955960425,0.3570685101935102,0.8840628369225747,0.20317855871463436
BR,sc016,HEAVIER_ALWAYS,1,89,0.6372043423320644,0.26145225561349816,0.41167408979908976,0.0,1.7790819968632579
BR,sc016,G14_TIED,1,89,0.8160306152433099,0.5086130078998525,0.28929313741813745,0.4997501362926249,1.3740260682757672
BR,sc015,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7750936732359441
BR,sc015,MEAN_CURVE,1,89,0.5677334615387979,0.24307713595316233,0.13487965180736264,-0.2710883504095092,2.045167941306789
BR,sc015,G14,1,89,0.8073877670532565,0.4970932531429965,0.3436757352420003,0.40527204096827363,1.4569741657388537
BR,sc015,G13_FULL,1,89,0.7594950079485969,0.4648970265108696,0.3076621704934958,0.4658460436669182,1.381093836180679
BR,sc015,O_BOTH,1,89,0.9721869711936753,0.7643770544844312,0.3613705404368055,0.8855413745301888,0.19467844897579625
BR,sc015,HEAVIER_ALWAYS,1,89,0.6257710366154114,0.2542355132104816,0.4166340185918499,0.0,1.7750936732359441
BR,sc015,G14_TIED,1,89,0.8069502507031278,0.5032723544626028,0.29277859690510294,0.4986304554120882,1.38217294000561
BR,sc012,FLAT,1,89,0.5,0.0,0.03959301071105431,0.0,1.7828061127738084
BR,sc012,MEAN_CURVE,1,89,0.5661547916585539,0.2425749722634031,0.12765073614471206,-0.2726961175411281,2.066138454657119
BR,sc012,G14,1,89,0.80990841679843,0.4995896681434047,0.3436757352420003,0.41226497003362306,1.4626625813269294
BR,sc012,G13_FULL,1,89,0.7616717044914905,0.46710427611856115,0.3076621704934958,0.48430313174101514,1.1345988858966298
BR,sc012,O_BOTH,1,89,0.972390330386264,0.7649816362293889,0.3613705404368055,0.8832883149641159,0.20239088851366044
BR,sc012,HEAVIER_ALWAYS,1,89,0.6282916863605849,0.25776972548852384,0.4166340185918499,0.0,1.7828061127738084
BR,sc012,G14_TIED,1,89,0.809470900448301,0.5055380684646871,0.29277859690510294,0.5058191533005998,1.3738248363420873
BR,sc010,FLAT,1,89,0.5,0.0,0.039295115834846184,0.0,1.7832561353232588
BR,sc010,MEAN_CURVE,1,89,0.5668576182437334,0.2456185017502496,0.13487965180736264,-0.27302342395866436,2.0651744245662345
BR,sc010,G14,1,89,0.8070563668875567,0.4976524624831167,0.34126609668778346,0.4006952409057547,1.464023847191092
BR,sc010,G13_FULL,1,89,0.7591659749269375,0.4662554986054195,0.3076621704934958,0.4696786748337015,1.3892562982679937
BR,sc010,O_BOTH,1,89,0.9718555710279752,0.764871270944761,0.3613705404368055,0.8842216363195767,0.202840911063111
BR,sc010,HEAVIER_ALWAYS,1,89,0.6254396364497113,0.25412358639478994,0.4166340185918499,0.0,1.7832561353232588
BR,sc010,G14_TIED,1,89,0.8066188505374277,0.503800562488869,0.29277859690510294,0.4997468457020016,1.377600638571678
BR,sc001,FLAT,1,89,0.5,0.0,0.038520589156705046,0.0,1.7832561353232588
BR,sc001,MEAN_CURVE,1,89,0.5772777863109603,0.2641644334993388,0.12765073614471203,-0.2727009491493061,2.066053889255965
BR,sc001,G14,1,89,0.808064770248901,0.5010401286875672,0.34126609668778346,0.3992837534949688,1.4648590566972206
