design,arm,confidence,coverage,mae,mae_sd,sign_acc,sign_acc_sd,n_pairs
B,FLAT,|prediction|,0.05,0.5398723435320135,0.03813321132335485,0.5,0.0,3540
B,FLAT,|prediction|,0.1,0.5583407189169142,0.031934827904139776,0.5,0.0,7075
B,FLAT,|prediction|,0.25,0.5724015852832594,0.009846809407537118,0.5,0.0,17690
B,FLAT,|prediction|,0.5,0.5839270973778594,0.00918621315799927,0.5,0.0,35375
B,FLAT,|prediction|,0.75,0.5864362779311252,0.009421862754780052,0.5,0.0,53060
B,FLAT,|prediction|,1.0,0.5885062528901843,0.0,0.5,0.0,70750
B,MEAN_CURVE,|prediction|,0.05,0.9835955534033509,0.13749836497713436,0.5679946439393432,0.1407791161219492,3540
B,MEAN_CURVE,|prediction|,0.1,1.0049047790359107,0.03885442233040696,0.6426456841546703,0.0401143314015367,7075
B,MEAN_CURVE,|prediction|,0.25,0.89983502632128,0.004740493786270929,0.6462481187380482,0.0064662374329418895,17690
B,MEAN_CURVE,|prediction|,0.5,0.7579425028142471,0.0073725074938802634,0.6167295733656272,0.021024690593313848,35375
B,MEAN_CURVE,|prediction|,0.75,0.6562624232644669,0.012040420412357119,0.5908124995228331,0.026548533783859744,53060
B,MEAN_CURVE,|prediction|,1.0,0.5968578598032309,0.010543859036935223,0.5785303068521225,0.023467343561302843,70750
B,G14,|prediction|,0.05,1.075237616211988,0.044260773840865464,0.9028530241569577,0.013654731595458575,3540
B,G14,|prediction|,0.1,0.9656941836683746,0.03339939965897392,0.8756335615231305,0.011585479102077797,7075
B,G14,|prediction|,0.25,0.790216974898265,0.027519727327327256,0.8741534108985476,0.015354907851200188,17690
B,G14,|prediction|,0.5,0.6565723677981454,0.014000010269568597,0.8342677380482193,0.01463655057752504,35375
B,G14,|prediction|,0.75,0.5634280502531617,0.011762827067757262,0.821711014330728,0.017697633970198676,53060
B,G14,|prediction|,1.0,0.4932079570494346,0.010659810361846229,0.8081496698831565,0.015940736593477837,70750
B,G13_FULL,|prediction|,0.05,0.9842954199562695,0.07831718726288472,0.9966812267744036,0.0011937189385323639,3540
B,G13_FULL,|prediction|,0.1,0.9707409714167952,0.051929965614927825,0.9941511137214176,0.0015213745013688813,7075
B,G13_FULL,|prediction|,0.25,0.78991150000616,0.058198400203555094,0.8558131710240346,0.022668775218861393,17690
B,G13_FULL,|prediction|,0.5,0.6424046278652351,0.03348565828863494,0.8183288579639034,0.025961862695655178,35375
B,G13_FULL,|prediction|,0.75,0.5386121294033888,0.012530243717853187,0.7892859113982877,0.01573538654708893,53060
B,G13_FULL,|prediction|,1.0,0.4822949212489055,0.004224080221379625,0.7706117451475348,0.010212568299329336,70750
B,O_BOTH,|prediction|,0.05,0.21843525139405165,0.0,1.0,0.0,3540
B,O_BOTH,|prediction|,0.1,0.22432254869257875,0.0,1.0,0.0,7075
B,O_BOTH,|prediction|,0.25,0.2061061885856707,0.0,1.0,0.0,17690
B,O_BOTH,|prediction|,0.5,0.2046536768871312,0.0,0.9963391673435827,0.0,35375
B,O_BOTH,|prediction|,0.75,0.19221148321496928,0.0,0.9911680048408064,0.0,53060
B,O_BOTH,|prediction|,1.0,0.18111057110671816,0.0,0.9721828318299754,0.0,70750
B,HEAVIER_ALWAYS,|prediction|,0.05,2.2759972636560093,0.017173594135558506,0.6430284489974215,0.012530208066599678,3540
B,HEAVIER_ALWAYS,|prediction|,0.1,2.0867994984105778,0.007275167026649894,0.6501597639899995,0.004973289809942395,7075
B,HEAVIER_ALWAYS,|prediction|,0.25,1.752063386920097,0.014569635286411085,0.6550523466511775,0.004821136112712287,17690
B,HEAVIER_ALWAYS,|prediction|,0.5,1.4045582304761075,0.0010799998497987154,0.6349547856331956,0.0002398094678000164,35375
B,HEAVIER_ALWAYS,|prediction|,0.75,1.1823954395518348,0.0,0.6220452958446688,0.0,53060
B,HEAVIER_ALWAYS,|prediction|,1.0,1.008308603012117,0.0,0.6297949895142496,0.0,70750
B,G14_TIED,|prediction|,0.05,1.0924421374717912,0.03281459232694955,0.8877796653321515,0.014523182950401305,3540
B,G14_TIED,|prediction|,0.1,0.9738703572263303,0.018341651379616297,0.874084575135597,0.01141334918835402,7075
B,G14_TIED,|prediction|,0.25,0.7624090972412578,0.019350544283509616,0.8854137281203209,0.011874767557792485,17690
B,G14_TIED,|prediction|,0.5,0.6291624492397829,0.013433912518810444,0.8525587563228489,0.015781521350083216,35375
B,G14_TIED,|prediction|,0.75,0.5573958449961833,0.009243542368854257,0.8200630577267078,0.015143999274810718,53060
B,G14_TIED,|prediction|,1.0,0.48636106501958115,0.007129549271486221,0.8096218692455256,0.014279380267730887,70750
B,G14,gen14 |p-0.5|,0.05,0.27326621298201303,0.04830217413954138,0.7745937227799644,0.02017652068285999,3540
B,G14,gen14 |p-0.5|,0.1,0.3706653123222532,0.044070801507182324,0.7812848602838509,0.04071092643578035,7075
B,G14,gen14 |p-0.5|,0.25,0.45161538605718493,0.01892831764568265,0.733229223845014,0.06215372956237764,17690
B,G14,gen14 |p-0.5|,0.5,0.47757662465275386,0.028608499060972792,0.8075845046741253,0.01595895612854205,35375
B,G14,gen14 |p-0.5|,0.75,0.47936126343175756,0.02708066598072854,0.8087810157478573,0.015400907102557586,53060
B,G14,gen14 |p-0.5|,1.0,0.4932079570494346,0.010659810361846229,0.8081496698831565,0.015940736593477837,70750
BR,FLAT,|prediction|,0.05,0.5398723435320135,0.03813321132335485,0.5,0.0,3540
BR,FLAT,|prediction|,0.1,0.5583407189169142,0.031934827904139776,0.5,0.0,7075
BR,FLAT,|prediction|,0.25,0.5724015852832594,0.009846809407537118,0.5,0.0,17690
BR,FLAT,|prediction|,0.5,0.5839270973778594,0.00918621315799927,0.5,0.0,35375
BR,FLAT,|prediction|,0.75,0.5864362779311252,0.009421862754780052,0.5,0.0,53060
BR,FLAT,|prediction|,1.0,0.5885062528901843,0.0,0.5,0.0,70750
BR,MEAN_CURVE,|prediction|,0.05,1.0327751452431149,0.0939442352762445,0.6238447308247316,0.07333318181317026,3540
BR,MEAN_CURVE,|prediction|,0.1,1.0075677870712838,0.027124335398006374,0.6272348651899582,0.033043995080085355,7075
BR,MEAN_CURVE,|prediction|,0.25,0.8913820357673142,0.01588797667312034,0.644780698957043,0.004307925048448341,17690
BR,MEAN_CURVE,|prediction|,0.5,0.7571246224230267,0.006108221475729012,0.6142388137005783,0.017656304505494415,35375
BR,MEAN_CURVE,|prediction|,0.75,0.6583130951666213,0.00967304794475057,0.5873424338613683,0.017526363198335417,53060
BR,MEAN_CURVE,|prediction|,1.0,0.5968603448718661,0.006574362056207381,0.5705652539119956,0.02424319482338398,70750
BR,G14,|prediction|,0.05,1.0804236568929175,0.0633403268800695,0.8809484865795802,0.020302350811662876,3540
BR,G14,|prediction|,0.1,0.9678072614196136,0.03561868015380959,0.8754825227904339,0.018937986847283282,7075
BR,G14,|prediction|,0.25,0.7879743779088384,0.030107979098411574,0.8736996896563388,0.025850466405196323,17690
BR,G14,|prediction|,0.5,0.6516070325764869,0.02732945171168752,0.8352881977327122,0.02335839002273442,35375
BR,G14,|prediction|,0.75,0.5616641807278211,0.015700250112101632,0.8229942939363182,0.027480673190985346,53060
BR,G14,|prediction|,1.0,0.4905920517292001,0.014039710819326395,0.8092998975051431,0.022692512841105888,70750
BR,G13_FULL,|prediction|,0.05,1.0139854140622337,0.07932309662192155,0.9616296453965687,0.05468013279780785,3540
BR,G13_FULL,|prediction|,0.1,0.9259479151717651,0.07489222597498936,0.9233276383109761,0.06585860201734153,7075
BR,G13_FULL,|prediction|,0.25,0.7655927900956724,0.0552267195789589,0.8445939298620301,0.02862413713447616,17690
BR,G13_FULL,|prediction|,0.5,0.6094735894888033,0.028897200662295182,0.8130438530859294,0.02130488502849517,35375
BR,G13_FULL,|prediction|,0.75,0.5396951845020407,0.022598824595366423,0.7793247762504887,0.03442945582040263,53060
BR,G13_FULL,|prediction|,1.0,0.48456207068775603,0.015220490629898767,0.7618002576105114,0.028202333127943412,70750
BR,O_BOTH,|prediction|,0.05,0.21843525139405165,0.0,1.0,0.0,3540
BR,O_BOTH,|prediction|,0.1,0.22432254869257875,0.0,1.0,0.0,7075
BR,O_BOTH,|prediction|,0.25,0.2061061885856707,0.0,1.0,0.0,17690
BR,O_BOTH,|prediction|,0.5,0.2046536768871312,0.0,0.9963391673435827,0.0,35375
BR,O_BOTH,|prediction|,0.75,0.19221148321496928,0.0,0.9911680048408064,0.0,53060
BR,O_BOTH,|prediction|,1.0,0.18111057110671816,0.0,0.9721828318299754,0.0,70750
BR,HEAVIER_ALWAYS,|prediction|,0.05,2.2759972636560093,0.017173594135558506,0.6430284489974215,0.012530208066599678,3540
BR,HEAVIER_ALWAYS,|prediction|,0.1,2.0867994984105778,0.007275167026649894,0.6501597639899995,0.004973289809942395,7075
