design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
A,G13_vs_G14,mae_all,G14,G13_FULL,0.15789998592329318,0.10016960092996992,0.21751107425328725,0.10154424686118489,0.21934623775911896,0.0,0.029862777369363505,0.0836157766342178,0.15789998592329318,91,63,4,5,0.14947385375853042,0.16585507507951744,True,0.02,True,True
A,G13_vs_G14TIED,mae_all,G14_TIED,G13_FULL,0.0202700014264576,-0.02740282679589994,0.06852975663692087,-0.028023241108233978,0.06738110177161513,0.407,0.024545593563592632,0.06872766197805937,0.0202700014264576,91,54,1,5,0.014114326794103856,0.027122768957585402,True,0.02,False,False
B,G13_vs_G14,mae_all,G14,G13_FULL,0.21300128740249713,0.16075176611522904,0.26256533316984415,0.15878948251707242,0.2610990241177035,0.0,0.026021229618172513,0.07285944293088303,0.21300128740249713,91,83,4,5,0.20679611955378444,0.2238152506598323,True,0.02,True,True
B,G13_vs_G14TIED,mae_all,G14_TIED,G13_FULL,0.033072876367085904,-0.0022326384933613096,0.06467103213529367,-0.00875383996803159,0.06158028125671797,0.066,0.017356413014643912,0.048597956441002954,0.033072876367085904,91,66,3,5,0.029266813824097317,0.04292402817399974,True,0.02,False,False
BP,G13_vs_G14,mae_all,G14,G13_FULL,0.2439152380075565,0.15978172121304354,0.33448418053454987,0.16317641759247176,0.3379516197834174,0.0,0.044578213399028864,0.12481899751728082,0.2439152380075565,91,60,3,5,0.22768489966446148,0.2514349599659233,True,0.02,True,False
BP,G13_vs_G14TIED,mae_all,G14_TIED,G13_FULL,0.12373610694805412,0.05963749436172534,0.19232384973095723,0.06227017081344366,0.19523174792231268,0.0002,0.03407987410729246,0.09542364750041889,0.12373610694805412,91,56,3,5,0.11029359806924507,0.130653468683499,True,0.02,True,False
BQ,G13_vs_G14,mae_all,G14,G13_FULL,0.20186005288101055,0.1535963847006484,0.24963201181262254,0.15346460389219319,0.24953926640868002,0.0,0.024229066226332408,0.06784138543373074,0.20186005288101055,91,78,4,5,0.19605022157004634,0.21037448613541826,True,0.02,True,True
BQ,G13_vs_G14TIED,mae_all,G14_TIED,G13_FULL,0.019349193483107454,-0.01419037810817346,0.0505097426806013,-0.017337962045722573,0.047848477743914895,0.2526,0.016451802803320783,0.04606504784929819,0.019349193483107454,91,66,2,5,0.01556588633925357,0.0260377500933881,True,0.02,False,False
BR,G13_vs_G14,mae_all,G14,G13_FULL,0.075602758429227,0.01991477177565625,0.13087575695119164,0.019927658870490014,0.13088535248846547,0.008,0.028043318555031047,0.07852129195408693,0.075602758429227,91,54,4,5,0.06724471708268566,0.08454839288171463,True,0.02,True,True
BR,G13_vs_G14TIED,mae_all,G14_TIED,G13_FULL,-0.01091972249009444,-0.05465839178469825,0.0326981824272271,-0.05679419728701717,0.031053007286705018,0.6306,0.02242342583436368,0.0627855923362183,-0.01091972249009444,91,54,2,5,-0.017505803448927684,-0.002385669610443881,True,0.02,False,False
