run_id,layer,path,created_utc,validated_ok,has_success_marker,dataset_file_sha256,feature_registry_sha256,n_folds,leaderboard_file,leaderboard_rows,bootstrap_file,bootstrap_rows,problems
gen6_diversity_causal_20260819T102822Z,gen6_diversity,runs/gen6_expA_5seed,2026-08-19T10:31:16.076625+00:00,True,True,fefbefc6fe993aa9,0769624bbbc9345e,50,arm_metrics.csv,40,contrast_summary.csv,90,
