rank,arm,feature_set,macro_mae_mean,macro_mae_sd,macro_mae_min,macro_mae_max,n_rows,n_runs
1,EXPANDED_ROWMATCHED,MC_donors,1.01152862294711,0.03863837757541281,0.956780725503551,1.0534002389594863,5,1
2,EXPANDED,MC_donors,1.0149728608725483,0.03894378350710099,0.9628479553725372,1.0626387066652443,5,1
3,EXPANDED,MC_lig2d_ext_massaction,1.0467618606788842,0.014632909646669433,1.0268334488527662,1.0679925244552133,5,1
4,EXPANDED_ROWMATCHED,MC_lig2d_ext_massaction,1.0486290198965835,0.020312577584855183,1.0293692495133542,1.0818957925182346,5,1
5,BASE,MC_donors,1.1870431567204105,0.023415647751348665,1.1593221885434468,1.214472632275374,5,1
6,BASE,MC_lig2d_ext_massaction,1.2100453970090608,0.013118795152087675,1.192179823299822,1.2270759265389295,5,1
7,EXPANDED_SHUFFLED,MC_lig2d_ext_massaction,1.2193384470564352,0.03524453942811538,1.174216163075739,1.2698058328632276,5,1
8,EXPANDED_SHUFFLED,MC_donors,1.2517285034428345,0.01632228165885813,1.2287673902956644,1.2685681817729275,5,1
