run_id,run_path,source_file,feature_set,endpoint,comparison,reference,candidate,statistic,pooled_point_delta,pooled_ci95_low,pooled_ci95_high,pooled_p_worse_one_sided,pooled_units_improved,pooled_units_total,pooled_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question,mean_point_delta,min_point_delta,max_point_delta,seeds_positive,n_seeds
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.1632835363301766,0.042981727945696,0.3299873957799821,0.0027994401119776,79,131,79,5000,0.2897697239024315,55,0.2137404580152671,0.0756823691762726,0.0126115134948699,0.3139555591654832,0.0340460067640338,0.0124824216890894,0.2952877746227881,-0.0662233587487447,-0.1105834245284864,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.1632835363301766,0.1495569284082107,0.18303503974067,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.1773022612053011,0.0579938601818796,0.3454622342786091,0.0005998800239952,80,131,79,5000,0.2962774410220157,51,0.2137404580152671,0.074901124383706,0.0281855772753,0.3264189451353022,0.020405035026927,0.0285354171516112,0.3105256747182404,-0.0637114342892237,-0.1018626866393896,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.1773022612053011,0.1483845355129506,0.2024150127784051,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.0242935623289612,0.0008057147564978,0.0554591120705881,0.020995800839832,71,131,79,5000,0.046610218230111,46,0.2137404580152671,0.0147181858674115,-0.0050080948634006,0.0535952195213232,0.1028453222916548,-0.0053581783693719,0.0493045729664982,-0.0677307130042591,-0.1051225854586193,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.0242935623289612,0.0183584694968854,0.0275003577796779,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.1614163771124771,0.0407233817186327,0.3296647686034617,0.0031993601279744,71,131,79,5000,0.2895581723011812,54,0.2137404580152671,0.0761645970576345,0.0097843123130618,0.3130484419118924,0.0372456252084111,0.0102565822027973,0.2931327786124207,-0.0692382211676684,-0.1105541823812203,True,row-budget-matched depth control: help at BASE's row count?,0.1614163771124771,0.1356536603451895,0.1826780815407684,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.1756138916651217,0.0558915257791302,0.3467201300085162,0.000999800039992,74,131,79,5000,0.297260738443807,53,0.2137404580152671,0.0754194516569662,0.0254652974024655,0.325762485927778,0.0224773835811995,0.0281795202682915,0.3104278044773895,-0.0617021848853391,-0.1015142448471966,True,row-budget-matched depth control: help at BASE's row count?,0.1756138916651217,0.1345106430332362,0.2043188684595988,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.021536405642728,-0.0037654126149767,0.0545909839543621,0.0541891621675664,73,131,79,5000,0.0446531564707588,48,0.2137404580152671,0.0159051046153303,-0.0101282252598456,0.0532010365453018,0.1796285842416996,-0.0111709518401819,0.0481851092354595,-0.0692382211676684,-0.1100757812319404,True,row-budget-matched depth control: help at BASE's row count?,0.021536405642728,0.0180524566463805,0.024081329034513,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.1725765863775509,0.0552837210444188,0.3419025506916831,0.0005998800239952,85,131,79,5000,0.3052700650702815,55,0.2137404580152671,0.0739674938240266,0.0253186181106407,0.3198345546444611,0.0222188734975605,0.0277025134182479,0.3089713976273766,-0.0617021848853391,-0.0940592017899035,True,A4 information null: is the gain information or just rows/regularisation?,0.1725765863775509,0.1264323620029257,0.2257649460649679,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,offset_mae,0.188524236327886,0.0699722098725907,0.361506579141438,0.0001999600079984,86,131,79,5000,0.3190183603150849,54,0.2137404580152671,0.0746700186228706,0.0398676486244295,0.3371808240313425,0.0136068634002909,0.0425684850045129,0.3250445410501179,-0.0697407586881796,-0.0896848677878561,True,A4 information null: is the gain information or just rows/regularisation?,0.188524236327886,0.1296279144250543,0.240843414657992,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,shape_mae,0.0324469641513369,0.0185866856487894,0.0516067518318888,0.0001999600079984,85,131,79,5000,0.0401542857559189,54,0.2137404580152671,0.0082465820216024,0.0160292805059145,0.0488646477967592,0.0001796285905729,0.0177262344938464,0.0504165686442095,0.0065172796505839,-0.0334379751998593,True,A4 information null: is the gain information or just rows/regularisation?,0.0324469641513369,0.0250145837364984,0.0432757017254925,5,5
gen6_diversity_causal_20260819T102822Z,runs/gen6_expA_5seed,contrast_summary.csv,MC_lig2d_ext_massaction,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,mae,-0.0092930500473743,-0.0519098972202108,0.0372674676777848,0.6696660667866426,63,131,79,5000,-0.0155003411678499,33,0.2137404580152671,0.0220852264379209,-0.0532613583653517,0.0346752582706031,0.6750719090755742,-0.0492716837021706,0.0407866024188939,0.0501535834647336,0.0091719860954091,True,how much of the apparent gain survives destroying the new labels?,-0.0092930500473743,-0.0427299063242978,0.0319269375024803,2,5
