model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd
REC_ecfp_plus_recovered,0.970076855852695,0.809667054256444,0.502397788024845,1.1545683957298272,0.023935050095628036
GEN9_A0_ROW_ONLY,0.9823136704382759,0.8264037969203804,0.5009519575884026,1.1729143322420448,0.026889524149596937
GEN9_A1_ROW_ADJACENT,0.993637786913299,0.8291235658725365,0.5192199477228131,1.1741382663650024,0.02158253828817542
GEN9_A3_ROW_RANDOM_PAIR,0.9986412722296288,0.834393952808838,0.5391767513341034,1.1932804754185498,0.014364199299236402
GEN9_A4_ROW_MULTISCALE,1.0037905103916842,0.8457511867495136,0.5315629616760161,1.1813298665469163,0.030143010030718773
GEN9_A2_ROW_ENDPOINT,1.0763458329146183,0.8985994539388722,0.5781674320938022,1.2451850357125942,0.06674781995717272
