grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
pair_type,Sm-Eu,106,0.16537982340422014,0.21755790650259077,0.6698113207547169,-0.134488532037629,0.16132992605226726,0.2169814607785709,0.7358490566037735,-0.1284845702747861,0.1651068724213099,0.21927933063345417,0.6981132075471698,-0.15251281124644822,0.16273656271583867,0.20930799456967145,0.7358490566037735,-0.05007906766808978,0.16193650126240602,0.21044255494985867,0.7169811320754716,-0.061493892595446686,0.16093811048456189,0.20955652417425677,0.7452830188679245,-0.05257424875865002,0.16189450135887284,0.21193244591133942,0.7169811320754716,-0.07657742494969844,0.0031703711589038674,4.199990353317973e-05
pair_type,Gd-Tb,98,0.11944296406089247,0.16757702195192553,0.8979591836734694,-0.02870130562003692,0.12194939103044568,0.16976315504854564,0.8979591836734694,-0.05571630875735267,0.11927388436808901,0.16745826098477357,0.8979591836734694,-0.027243751713473596,0.1266321964688419,0.1697738850175677,0.9387755102040817,-0.05584976717800583,0.1254176161386135,0.1724214272021253,0.8877551020408163,-0.0890374781382115,0.13018079605213678,0.1725198883001462,0.9387755102040817,-0.09028162097822534,0.12519436617862578,0.17211557034644717,0.8877551020408163,-0.08517723696239288,-0.006143731770524477,0.00022324995998770913
pair_type,Dy-Ho,96,0.10926387707517626,0.17714446730987238,0.7291666666666666,-0.22762993677967813,0.10498270902798208,0.1733833818474078,0.78125,-0.17605389428335028,0.10861825409309596,0.17636589032959984,0.7291666666666666,-0.21686240934404344,0.10195717945308824,0.16559023105301926,0.7916666666666666,-0.07270846892937533,0.1041268798642107,0.1701593120900527,0.8125,-0.1327230219983504,0.09886844130061896,0.16450269766288367,0.7916666666666666,-0.05866445971186729,0.10304762019803655,0.17081866128025844,0.8125,-0.14151839146165823,0.004491374228885264,0.0010792596661741427
pair_type,Ho-Er,96,0.11256304378816617,0.15580512876341523,0.6666666666666666,-0.4578459361038849,0.11190468544678212,0.15531792118871077,0.6770833333333334,-0.44874273052329494,0.11250260230198916,0.1556489754431995,0.6770833333333334,-0.4549251926472615,0.08197958816784932,0.13397221079151522,0.6875,-0.07789778517559376,0.09611700836619773,0.14367367063450234,0.6770833333333334,-0.23965976634689645,0.08423230701713112,0.13509988427620231,0.6979166666666666,-0.0961199579663985,0.0967593684048,0.1441476631586038,0.6770833333333334,-0.24785275974161003,0.016385593935791434,-0.0006423600386022688
pair_type,La-Ce,95,0.2077173171370095,0.2734789615060026,0.8210526315789474,-0.3820222143358025,0.2070028669568479,0.2717877762451855,0.8210526315789474,-0.3649823014388731,0.20708099229674592,0.27218626837432064,0.8210526315789474,-0.3689878786320271,0.19394981722768356,0.2582424876439352,0.8315789473684211,-0.2323173781378054,0.20069932847215852,0.26518779596940595,0.8315789473684211,-0.2994939064332136,0.19023180821171962,0.25368629884377764,0.8315789473684211,-0.18921726173241815,0.198062201578356,0.26224633148056187,0.8315789473684211,-0.27082579943930063,0.006381663824587408,0.0026371268938025216
pair_type,Er-Tm,89,0.07421044187195222,0.09817919349921822,0.5168539325842697,-0.06043831468098171,0.07406553249405283,0.0976498825939636,0.5056179775280899,-0.04903491077891031,0.07428718386006121,0.09808542937803154,0.5168539325842697,-0.058413780087499756,0.06966910482406995,0.09718007830803894,0.5168539325842697,-0.03896514873014034,0.07327807443666233,0.09808835757425986,0.5168539325842697,-0.05847697580413569,0.06980110047779169,0.09764384102807173,0.5056179775280899,-0.04890510790954128,0.07305797444117601,0.09804690123658617,0.5280898876404494,-0.05758244954009295,0.0010091094233988795,0.00022009999548631975
pair_type,Tb-Dy,88,0.14783311475161434,0.18654200542432997,0.6818181818181818,-0.5214049808997308,0.1427817475083797,0.17943116965659625,0.7954545454545454,-0.40762615361681087,0.14698867757775794,0.1850543155048541,0.6818181818181818,-0.4972350517784123,0.13712487185742192,0.1731057549223645,0.7727272727272727,-0.3101305194595203,0.14109605850370002,0.17864231029132027,0.7840909090909091,-0.3952762578019804,0.13598348754195105,0.17248182171122098,0.75,-0.30070320972513587,0.14037711762453584,0.17905092963543257,0.7840909090909091,-0.40166655719558864,0.005892619074057914,0.0007189408791641871
pair_type,Tm-Yb,86,0.05581672206793778,0.07641932718257952,0.5116279069767442,-0.23059773262920324,0.05429156499014824,0.07343212405220738,0.5,-0.13627086776341102,0.05580675596490693,0.0763572862768018,0.5,-0.22860042620061094,0.06394926049969354,0.08037440620828303,0.5116279069767442,-0.3612730482617499,0.058731274642386144,0.07767277921742907,0.5,-0.2712980506543521,0.06462545804735062,0.07902434796982209,0.5232558139534884,-0.3159261990043647,0.058186982105469465,0.07632752286395501,0.5,-0.22764281713214007,-0.0029245186774792126,0.0005442925369166796
pair_type,Eu-Gd,83,0.10144573591867322,0.15895172707525404,0.7469879518072289,-0.028533206660936283,0.10170690454976347,0.1588263179937647,0.7349397590361446,-0.02691087108617518,0.10217119162048863,0.15907721807908828,0.7469879518072289,-0.030157883755473458,0.10052132730697949,0.1518771347413403,0.7469879518072289,0.06098483500380958,0.09758893758936524,0.15201329562035826,0.7469879518072289,0.0593003886422423,0.09592408799297002,0.14452330184282358,0.7469879518072289,0.14971686384220007,0.09668626105644959,0.15007293084699674,0.7469879518072289,0.0831621293018936,0.0045822540311233895,0.0009026765329156472
pair_type,Yb-Lu,82,0.09776906669357548,0.12957307784590527,0.573170731707317,-0.05399548889951977,0.0905400579076972,0.12256470100088475,0.573170731707317,0.056938485052285936,0.09793957839913697,0.12956819646016163,0.573170731707317,-0.05391607638997176,0.09156345379381729,0.13342444157065936,0.5487804878048781,-0.117583521744961,0.09445325741266547,0.13019490461241404,0.5487804878048781,-0.06413610252591129,0.08833204960618098,0.13214147379474062,0.5365853658536586,-0.09619418665421753,0.0920383788943294,0.12793906295696136,0.573170731707317,-0.0275797404131215,0.003486320986471503,0.002414878518336064
