grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12228887375125103,0.1675544473798949,0.7770700636942676,-0.0675959094710159,0.11930009565838072,0.1652970234462649,0.7983014861995754,-0.03902272880705704,0.12228887375125103,0.1675544473798949,0.7770700636942676,-0.0675959094710159,0.11257618884526413,0.15708776145857753,0.8110403397027601,0.061617967829060705,0.11575387290440448,0.160887248579399,0.8067940552016986,0.015675645126201454,0.11176356333408617,0.1565082686933561,0.8110403397027601,0.06852853282764226,0.11537898009200344,0.1605314389459405,0.8067940552016986,0.020024589044688068,0.00653500084684655,0.000374892812401037
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14698662163105955,0.22449501504151467,0.8526315789473684,0.030077897766880635,0.14576348253442858,0.22474154854569575,0.8526315789473684,0.027946450965966374,0.14576348253442858,0.22474154854569575,0.8526315789473684,0.027946450965966374,0.14929463065482043,0.22255166675789975,0.8315789473684211,0.04679753957300081,0.14698780270196185,0.22357435467780323,0.8526315789473684,0.038016940779557196,0.14971066893960894,0.22159948349590758,0.8421052631578947,0.05493660962473601,0.1467531177599477,0.22317451825008583,0.8526315789473684,0.041454651088313366,-0.001224320167533266,0.00023468494201414614
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07985269626296056,0.09922017692751973,0.4393939393939394,0.18745223089758745,0.0789048205101771,0.09889846845462304,0.4393939393939394,0.192712848781319,0.07985269626296056,0.09922017692751973,0.4393939393939394,0.18745223089758745,0.08773774988218487,0.10532617250430855,0.4393939393939394,0.08436683899006114,0.08511273188745772,0.10226033169798565,0.4393939393939394,0.13689565642133483,0.08572097351020493,0.1038481253351347,0.4393939393939394,0.10988477369420613,0.08188526467300283,0.09967504415383603,0.45454545454545453,0.17998502884549572,-0.0052600356244971586,0.003227467214454882
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.13667786929415784,0.17065419443599936,0.2631578947368421,-1.3566747177237324,0.13340779829251043,0.16862223527567213,0.3333333333333333,-1.3008875423317634,0.13667786929415784,0.17065419443599936,0.2631578947368421,-1.3566747177237324,0.10782559965619083,0.14125303093621955,0.40350877192982454,-0.614586286615934,0.13667786929415784,0.17065419443599936,0.2631578947368421,-1.3566747177237324,0.10429430491425051,0.13818469230014568,0.43859649122807015,-0.5452031336660343,0.13667786929415784,0.17065419443599936,0.2631578947368421,-1.3566747177237324,0.0,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11918833431560957,0.16784746895602215,0.625,-0.8302108586183958,0.1161693230855517,0.16643178232641895,0.725,-0.7994677283432912,0.11918833431560957,0.16784746895602215,0.625,-0.8302108586183958,0.08310127465198576,0.14434293177647714,0.725,-0.35351345830731407,0.10034397355525448,0.15409925771836447,0.725,-0.542668557179314,0.08852342229015364,0.14718472694672827,0.725,-0.40733350508040544,0.1035091748192611,0.15613519105335028,0.725,-0.5837007860235623,0.01884436076035509,-0.0031652012640066146
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06813669054118836,0.11532135631823409,0.6666666666666666,0.13361525552631026,0.069375689158224,0.11257825650684992,0.6666666666666666,0.1743417013440257,0.06815508112874769,0.11454759669421456,0.6666666666666666,0.14520243396285126,0.0801574480506694,0.1135169408615083,0.6153846153846154,0.16051552059505436,0.07659940467825149,0.11163555701499436,0.6410256410256411,0.18811147976417686,0.07715220121191428,0.11089838748624956,0.6410256410256411,0.19879845872860913,0.071445837679965,0.11042752135719955,0.6666666666666666,0.2055876965351573,-0.008444323549503807,0.0051535669982864935
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.11732594573195199,0.14090956307848476,0.8333333333333334,-0.020551808697724105,0.11761667035592144,0.139816863090139,0.8333333333333334,-0.004785197596033797,0.11732594573195199,0.14090956307848476,0.8333333333333334,-0.020551808697724105,0.09913470601966798,0.12031162574373175,0.8,0.2560062094537018,0.11732594573195199,0.14090956307848476,0.8333333333333334,-0.020551808697724105,0.10397747038559103,0.1252983434503214,0.7666666666666667,0.1930534321528493,0.11732594573195199,0.14090956307848476,0.8333333333333334,-0.020551808697724105,0.0,0.0
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.057570793190569895,0.07808831906882387,0.6538461538461539,0.009321940172388077,0.06282098782680681,0.08365408161592032,0.6538461538461539,-0.1369324648013448,0.05871426149753072,0.07936545637175443,0.6538461538461539,-0.02334820505707902,0.06133914889080646,0.078913088693431,0.6538461538461539,-0.01171567956767694,0.05965692268912925,0.07780258385787266,0.6538461538461539,0.016558712843647294,0.0646131319571473,0.08234064257477437,0.6538461538461539,-0.10151115611657202,0.05979635944328976,0.0780559793730325,0.6538461538461539,0.010142334138282028,-0.0009426611915985261,-0.00013943675416051154
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.14026845211517525,0.1927700941790018,0.52,-0.5673025205887583,0.14369657891884915,0.19471369547778128,0.52,-0.5990664507235541,0.14026845211517525,0.1927700941790018,0.52,-0.5673025205887583,0.12182576834780852,0.16511601401096504,0.52,-0.14987837059214626,0.12642233317464002,0.1715516167089904,0.52,-0.2412610948117666,0.11134995948038766,0.15371012398960243,0.52,0.003497348233830855,0.1256993603303474,0.17186472871597352,0.52,-0.24579627134846693,0.013846118940535224,0.0007229728442926242
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.2443310407400933,0.30514469034526187,0.7272727272727273,-0.36577048072898455,0.23669572805309624,0.29932384745387275,0.8181818181818182,-0.3141614544157254,0.24239255364181347,0.3036403615251865,0.8181818181818182,-0.35233748604214354,0.2336736533629673,0.2996449003464634,0.8181818181818182,-0.31698208906773706,0.23632811389840536,0.30057570739468487,0.8181818181818182,-0.32517685686884534,0.24032656356924734,0.30384475527715404,0.8181818181818182,-0.35415873512102714,0.24230902953698327,0.3037135235491258,0.8181818181818182,-0.3529892549096101,0.006064439743408118,-0.005980915638577916
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.3065979054494456,0.36667886536567673,0.25,-2.68049361347071,0.3019203646822821,0.3606106129272513,0.25,-2.5596829541239488,0.3054285202576547,0.36512487883752986,0.25,-2.6493638237193804,0.28778047827122166,0.34117520631163634,0.15,-2.186318877116987,0.29248483506577766,0.3467554249086799,0.15,-2.291401322442814,0.28448148885810937,0.33833799783745533,0.15,-2.1335444582852663,0.29553969715377754,0.35178880063272383,0.25,-2.387648403651198,0.012943685191877052,-0.0030548620879998767
