comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
BP_direct_lean_vs_cond,mae_all,BP_cond_only:C_DIRECT_ROW,BP_lean:C_DIRECT_ROW,0.05522904577360728,0.007652303914929151,0.11952849081632903,0.006393554424958093,0.11756340901146085,0.0254,0.028619900720164224,0.08013572201645983,0.08285490285145972,90,59,5,5,0.039927119179885506,0.07048246000105794,True,0.02,True,True
BP_direct_lean_vs_cond,mae_far,BP_cond_only:C_DIRECT_ROW,BP_lean:C_DIRECT_ROW,0.07778511581881237,0.0032762618678112984,0.16698590327565865,-0.002984335795214019,0.1600489627421185,0.0408,0.04103397957681489,0.11489514281508169,0.12082219154272324,88,61,5,5,0.05861810112562301,0.10288635524825096,True,0.02,False,False
BP_direct_lean_vs_cond,mae_adjacent,BP_cond_only:C_DIRECT_ROW,BP_lean:C_DIRECT_ROW,0.008488942040512768,0.0005840389796828242,0.01788317061681842,0.00048783365170232163,0.017753244446843387,0.035,0.004318961625114594,0.012093092550320863,0.007553324157463616,83,52,5,5,0.006359886204242094,0.010385147282028898,True,0.02,True,False
BP_direct_lean_vs_cond,sign_acc_strong,BP_cond_only:C_DIRECT_ROW,BP_lean:C_DIRECT_ROW,0.03756795665385739,-0.003729062496208284,0.0920355498806507,0.005039917027035751,0.1156851544635118,0.0762,0.024465762257027367,0.06850413431967663,0.02463632856907911,86,39,5,5,0.016898393839946756,0.04609789979257813,True,0.02,False,False
BP_direct_lean_vs_cond,pair_spearman,BP_cond_only:C_DIRECT_ROW,BP_lean:C_DIRECT_ROW,0.07770739250910304,0.02005752156314097,0.15834792153769867,0.026615018326021426,0.16976554890943704,0.0084,0.03504250920307733,0.09811902576861653,0.07425859317837007,84,52,5,5,0.05399855031515372,0.09190727447278213,True,0.02,True,True
