statistic,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
abs_residual,STRUCTURED vs ONEHOT,0.0038396676887924616,-0.025729599628136517,0.026138582134246104,-0.02493535901645716,0.026861405846923165,0.006710229317935832,152,81,2,3
abs_residual,SHARED_RBF vs ONEHOT,0.006898226213217451,-0.027465174963750883,0.031231834576840648,-0.021896862784871175,0.03553488720069531,0.004870145990586349,152,81,3,3
abs_residual,LIGAND_RBF vs ONEHOT,0.002021779414580383,-0.041647466737481854,0.03442884984710416,-0.04002315919853288,0.03586277399633702,-0.007302321695138483,152,85,2,3
shape_residual,STRUCTURED vs ONEHOT,0.002983040734799575,-0.007811864024474517,0.014922945960362397,-0.00820910946998086,0.014512832219960713,0.004933674628629531,152,85,3,3
shape_residual,SHARED_RBF vs ONEHOT,0.0032623122082307303,-0.008659791079121142,0.01496036339573861,-0.008814853708838872,0.014846958698314226,0.003991762263211591,152,87,3,3
shape_residual,LIGAND_RBF vs ONEHOT,0.009768801893739224,-0.004562436976543342,0.023976116292467303,-0.0049188578071612,0.023576837513839488,0.010508138167558792,152,86,2,3
