design,arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
BQ,C_TAN_KRR_a0.1,0.48352048809350767,0.008286507203493918,0.5340319796373665,0.18253345063212043,0.6410875435344636,0.8198416444781943,0.5314992962603335,0.49027655026753436,0.1609970069769889,0.7406811730459986,0.8970708194289951,90,83,88,86,5
BQ,C_TAN_KRR_a1,0.4847975619742263,0.008878962796341167,0.5363783487975817,0.18288755996961603,0.6426741494231136,0.8191207553422123,0.5272399595441601,0.49064872041828816,0.1610600739539687,0.740903001971646,0.9014954888147324,90,83,88,86,5
BQ,C_TAN_GP,0.48537325999834274,0.009155545452261599,0.537141611841048,0.1832617604403796,0.643223296745526,0.8156768216879566,0.522634085684842,0.49112847336621845,0.16120827018108402,0.7416364614634002,0.9026572735137808,90,83,88,86,5
BQ,C_RBF_KRR_a1,0.48577026931093864,0.010042412984493198,0.5329666774790738,0.1845485155369681,0.6417249390245099,0.8244647149804015,0.5386549726386517,0.49185649339101567,0.1617312917653711,0.7415534975825357,0.9014954888147324,90,83,88,86,5
BQ,C_TAN_KRR_a10,0.48721798166053276,0.00964198917948298,0.5392637180152151,0.185395779687484,0.6446006155314825,0.810666004923813,0.5134809329694787,0.49311709604293535,0.16199527325738536,0.7450470498529271,0.9058707205537017,90,83,88,86,5
BQ,G14,0.49054320488997477,0.009134233360714113,0.5432255566743154,0.18901203506946682,0.6462779108490173,0.8101769497198481,0.5078459215681232,0.4970622073752167,0.16352458119011853,0.750815562743633,0.9065628476084538,90,83,88,86,5
BQ,C_KNN_TAN_k10,0.4908310744887344,0.008410173358011528,0.544352620912633,0.18534536156856068,0.6493635595073214,0.817235841540209,0.5262958921563149,0.4928789115067902,0.16265746746184323,0.7435907526154084,0.896255098257323,90,83,88,86,5
BQ,C_KNN_TAN_k5,0.4921860037654643,0.008525717724515304,0.544979893108616,0.18343335952045745,0.6515401253138858,0.8221745398641719,0.543616851096179,0.49158828604638566,0.16191402597163715,0.7428410167857425,0.8903472994685453,90,83,88,86,5
BQ,C_KNN_TAN_k3,0.49348100075306567,0.008476460176813699,0.5466761248097857,0.18312144068580194,0.653158856116469,0.8196383977219686,0.5405629417325206,0.49307901093441703,0.16188540713824862,0.7449390733323024,0.8864417253738722,90,83,88,86,5
BQ,J_RBF_KRR_a0.1,0.5076088280084543,0.009745324473090625,0.5457238494745866,0.18780762711468962,0.668919279778328,0.6998783243145693,0.39665912360571937,0.5608587674491203,0.17267634647011268,0.8576210576734344,0.7996044988258559,90,83,88,86,5
BQ,J_RBF_GP,0.5132609155176178,0.008897051313818105,0.5505864898485341,0.18748749052401087,0.6779209548656973,0.6935033372994133,0.3823543774400527,0.5600030959907066,0.17185805542717156,0.8565011089535537,0.7782721542454579,90,83,88,86,5
BQ,J_TAN_KRR_a0.1,0.5163592023644021,0.007763512920289387,0.5613975450615971,0.18599136391014248,0.6932359156077614,0.7119075594808832,0.4139099945975254,0.5114727645393076,0.16372817438854137,0.773991646306764,0.825015449264615,90,83,88,86,5
