grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
pair_type,Sm-Eu,106,0.15670843932210782,0.21428245690719155,0.7358490566037735,-0.1005850330674598,0.15704995258130705,0.2153381698385764,0.7358490566037735,-0.11145632939014449,0.15700593778065008,0.21527156930748448,0.7358490566037735,-0.11076892562197727,0.1481470075890378,0.20437365192245158,0.7358490566037735,-0.0011523675561362356,0.15235792559325717,0.2099096048465804,0.7075471698113207,-0.056124190380076655,0.004648012187392914
pair_type,Gd-Tb,98,0.12373212077455482,0.17213293851692257,0.8979591836734694,-0.08539625833462328,0.12336625393485216,0.17077970045607477,0.8877551020408163,-0.0683974666693572,0.12256023158664935,0.17043009915492163,0.8979591836734694,-0.0640277337782107,0.13335451326909978,0.17603660696019777,0.8775510204081632,-0.1351841870495918,0.13470554424817552,0.17793085009000906,0.8367346938775511,-0.15974594296653666,-0.012145312661526173
pair_type,Dy-Ho,96,0.11329831808454044,0.1763598026986199,0.7395833333333334,-0.21677840578258656,0.120564934378684,0.18045133621260487,0.5625,-0.2738916462448746,0.12069328052310856,0.18064958601211048,0.5625,-0.276692262720994,0.10735938087813605,0.16903472494678123,0.7708333333333334,-0.11780010896288018,0.10681624290492953,0.17018807894678323,0.7708333333333334,-0.13310604699842177,0.01387703761817903
pair_type,Ho-Er,96,0.11167852183225191,0.1526603616165068,0.6666666666666666,-0.39958959432972985,0.10978439982356407,0.15119321025164495,0.6666666666666666,-0.37281718852236456,0.11007658469346153,0.1514303510751651,0.6666666666666666,-0.37712698927719623,0.07331777909422248,0.12900928645692886,0.7291666666666666,0.0004832471188929155,0.07264482173115638,0.12803674246827504,0.7083333333333334,0.01549627475462445,0.037431762962305146
pair_type,La-Ce,96,0.2513640982491892,0.3320706425418444,0.8229166666666666,-0.45613865038608625,0.2479191342491002,0.3273470707743764,0.8229166666666666,-0.4150073072343501,0.2479880002286705,0.32790937803413267,0.8229166666666666,-0.41987279919059195,0.19545630191881122,0.2865148177584315,0.8229166666666666,-0.08401661630301449,0.20088267083202185,0.2876898043675393,0.8229166666666666,-0.09292587081640935,0.04710532939664866
pair_type,Er-Tm,89,0.07553088187485153,0.09864516480778474,0.4943820224719101,-0.07052816006312002,0.07514999817514675,0.09772986048242378,0.48314606741573035,-0.0507539902672276,0.07534825964776175,0.09781167081020867,0.48314606741573035,-0.05251391313722342,0.07138507203912016,0.09618183000750968,0.5617977528089888,-0.01772996644362279,0.07253773544310073,0.09642068511286227,0.5280898876404494,-0.022791043771516195,0.002810524204661019
pair_type,Tb-Dy,88,0.1547977837372964,0.18941902574748565,0.6022727272727273,-0.5686958518999616,0.15549458330237265,0.18944730406748067,0.5113636363636364,-0.5691642673017707,0.15525933212761356,0.18952372904072162,0.5113636363636364,-0.5704305563828198,0.14089775017122708,0.16964968406697126,0.6818181818181818,-0.25833901296396133,0.14124349831140376,0.1712182579027794,0.6931818181818182,-0.2817156845824307,0.0140158338162098
pair_type,Tm-Yb,87,0.053950998131966944,0.07339499872308698,0.5402298850574713,-0.10835859393569702,0.052454722301579326,0.07233216467460699,0.5632183908045977,-0.0764907025196071,0.05261381725685424,0.07249837661217338,0.5632183908045977,-0.08144371844663034,0.07200804871607415,0.09251624677133115,0.5172413793103449,-0.7610973770059566,0.07164529765673283,0.09194735845730555,0.5287356321839081,-0.7395057651932473,-0.019031480399878592
pair_type,Eu-Gd,83,0.10229569160135069,0.16259492106794382,0.7469879518072289,-0.0762217546652495,0.10236655026662025,0.1617198344166662,0.7469879518072289,-0.06466846710527618,0.1027647482665716,0.1621638740209163,0.7469879518072289,-0.07052308594192214,0.09480238642713787,0.15704387902058192,0.8072289156626506,-0.003991054585075204,0.09585232237828481,0.15738541495989897,0.7831325301204819,-0.008362723128482408,0.006912425888286791
pair_type,Yb-Lu,82,0.09427227306671541,0.12507304943163644,0.5853658536585366,0.017943036902348886,0.10003533860427373,0.12960509764724282,0.5853658536585366,-0.054516475151913824,0.10033241876375594,0.12968175404697468,0.5853658536585366,-0.055764255423325526,0.07856535830723407,0.12149439584829617,0.5609756097560976,0.07333727556840341,0.07613970272461755,0.11670440748933457,0.5853658536585366,0.14496534326242227,0.02419271603913839
pair_type,Ce-Pr,81,0.16244165410148656,0.22263301622535245,0.8271604938271605,-0.1012557577766604,0.15917628397068442,0.21897769525425118,0.8148148148148148,-0.06539048248627721,0.15913950918566666,0.21897229983178532,0.8148148148148148,-0.06533798251890177,0.1831719702219838,0.2346449351466128,0.8271604938271605,-0.22329561906048978,0.17737879821623245,0.22965916689745017,0.8148148148148148,-0.17186240550963516,-0.018239289030565792
pair_type,Pr-Nd,81,0.13288702292303908,0.20368210862068636,0.7901234567901234,0.05945939034207026,0.13563460422875004,0.20772006723360342,0.7901234567901234,0.0217976630198492,0.13579347680834108,0.20764206796516074,0.7901234567901234,0.02253215865591518,0.15476169935372727,0.21574432131463142,0.7654320987654321,-0.0552382710539705,0.147047779280635,0.21120282179390887,0.7654320987654321,-0.01127953753691835,-0.01125430247229392
