context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.35,2.0,0.17066186545812867,-0.07206956135992026,0.13798787698555498,True,
outer_0:baseline,1.0,0.7,2.0,0.17936178982992115,-0.22717601375972563,0.14845386866863736,False,
outer_0:baseline,2.0,1.0,4.0,0.1845722694422423,-0.32033323444495476,0.15468580894723039,False,
outer_0:2d_second_unshrunk,0.0,0.35,2.0,0.1712137727208998,-0.08611877167726001,0.13876395552526838,True,
outer_0:2d_second_unshrunk,1.0,0.7,2.0,0.17846169476278717,-0.20923708034090271,0.1452266604069682,False,
outer_0:2d_second_unshrunk,2.0,1.0,4.0,0.18488656309039866,-0.32451270401804355,0.15331431499351764,False,
outer_0:delta3d_unshrunk,0.0,0.35,2.0,0.15826453573837113,0.10955490871524431,0.12793707822886738,True,
outer_0:delta3d_unshrunk,1.0,0.7,2.0,0.1621782365354018,0.07262336109565626,0.13079313159655576,False,
outer_0:delta3d_unshrunk,2.0,1.0,4.0,0.16355523021953441,0.035048575774800694,0.13461862139208366,False,
outer_0:2d_ensemble_weight,,,,0.17045054210980676,-0.08721550379195842,0.13874442798610379,False,0.0
outer_0:2d_ensemble_weight,,,,0.17027035537222457,-0.08137404829470452,0.1384631024790245,False,0.25
outer_0:2d_ensemble_weight,,,,0.17014638026861076,-0.07619567666033045,0.13824792481506695,False,0.5
outer_0:2d_ensemble_weight,,,,0.17005880189546874,-0.07168038888883621,0.13807555518206518,False,0.75
outer_0:2d_ensemble_weight,,,,0.1700043138809691,-0.06782818498022158,0.13793818812020328,True,1.0
outer_0:delta3d_weight,,,,0.17045054210980676,-0.08721550379195842,0.13874442798610379,False,0.0
outer_0:delta3d_weight,,,,0.1650403316298286,-0.01914053680977612,0.13452299280690488,False,0.25
outer_0:delta3d_weight,,,,0.16121067238047854,0.035580467101565594,0.13135513523040665,False,0.5
outer_0:delta3d_weight,,,,0.158564838320688,0.07694750794206684,0.1291924453849286,False,0.75
outer_0:delta3d_weight,,,,0.15699863533042369,0.10496058571172795,0.12803308556824672,True,1.0
outer_1:baseline,0.0,0.35,2.0,0.1606967727480511,0.025187853420317596,0.11850826558406458,True,
