grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.1270866875986436,0.17714136916158119,0.7643312101910829,-0.19325970651773083,0.12905365020372822,0.1771130333424274,0.7282377919320594,-0.19287798555557445,0.12905365020372822,0.1771130333424274,0.7282377919320594,-0.19287798555557445,0.11029517606282856,0.15351317180896928,0.8110403397027601,0.10383852219786172,0.11029517606282856,0.15351317180896928,0.8110403397027601,0.10383852219786172,0.018758474140899664
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14587240107348975,0.2244233529402225,0.8526315789473684,0.030697025653982246,0.14658210847256378,0.22507198001792972,0.8526315789473684,0.025085981140887226,0.14658210847256378,0.22507198001792972,0.8526315789473684,0.025085981140887226,0.1477409456710675,0.22420566719450172,0.8315789473684211,0.03257651906386705,0.14612329074474012,0.222884284748996,0.8315789473684211,0.043946163802280336,0.0004588177278236627
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08642778038198273,0.10873735698243264,0.4393939393939394,0.024097448882728356,0.08334794567270201,0.1056777577678249,0.4393939393939394,0.07824375641406822,0.08334794567270201,0.1056777577678249,0.4393939393939394,0.07824375641406822,0.08097060532777753,0.0974087318475986,0.5,0.21685047884842878,0.08444377398073014,0.1043190049755018,0.4393939393939394,0.1017943553983538,-0.001095828308028124
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.1440052698606532,0.1788551033333959,0.2807017543859649,-1.588620473196734,0.13773761491379083,0.1720593846110313,0.2631578947368421,-1.3956448720467267,0.1393045286505064,0.17369462661677415,0.2631578947368421,-1.4413973868781187,0.10354519581852219,0.13759104294745952,0.5263157894736842,-0.5319550897738312,0.11315037677362853,0.14682766389317775,0.3508771929824561,-0.7445422288587724,0.026154151876877876
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.1219848992205077,0.17425412411964222,0.625,-0.9725938063004609,0.12571974685513557,0.17286355718797636,0.525,-0.9412363975032507,0.12571974685513557,0.17286355718797636,0.525,-0.9412363975032507,0.07393239201099111,0.14113395896090125,0.725,-0.2940009122908882,0.07393239201099111,0.14113395896090125,0.725,-0.2940009122908882,0.051787354844144456
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.07725537303710536,0.11445721721694503,0.6410256410256411,0.14655079362092105,0.0760124392502685,0.11355570254118229,0.6410256410256411,0.15994211923687074,0.076559800452124,0.11396270695210782,0.6410256410256411,0.15390948530785775,0.07954231441106552,0.11247574746432606,0.6410256410256411,0.17584463646877135,0.07954231441106552,0.11247574746432606,0.6410256410256411,0.17584463646877135,-0.0029825139589415156
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.09724392653411318,0.12069636971158347,0.8333333333333334,0.2512401726653737,0.09984021900608304,0.12105772473615643,0.8333333333333334,0.24675001018850806,0.09773680569161595,0.12028956333569897,0.8333333333333334,0.2562790474188744,0.15517712440517809,0.1778839268017312,0.5,-0.626400638450368,0.15517712440517809,0.1778839268017312,0.5,-0.626400638450368,-0.05744031871356213
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.09258171835062765,0.13711861413888263,0.6538461538461539,-2.0545921174877635,0.09255490190387065,0.13981543451573766,0.7307692307692307,-2.1759278656284198,0.0925616060155599,0.13907330432533851,0.7307692307692307,-2.1423021547802668,0.07491392730426608,0.10385939395732847,0.6538461538461539,-0.7524755376439936,0.07677766262165758,0.10692709191607085,0.6538461538461539,-0.8575303030460135,0.015783943393902322
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13585104613090954,0.18337175018938467,0.52,-0.4182029133858056,0.13007877858913905,0.17962501654899418,0.52,-0.36084027883629477,0.13007877858913905,0.17962501654899418,0.52,-0.36084027883629477,0.1359427868507521,0.17980655728889564,0.52,-0.3635923764809399,0.1357277303057286,0.18145276954333084,0.52,-0.3886753148782889,-0.005648951716589551
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.2585152924390999,0.32252493500743745,0.8181818181818182,-0.5257826765904032,0.2599191153315959,0.32391778657124926,0.5454545454545454,-0.5389895791326953,0.2595681596084719,0.32355348867527417,0.5454545454545454,-0.5355298407811853,0.2480831233086791,0.3208915827475902,0.7272727272727273,-0.5103678674959404,0.24990802791987743,0.3203402543794193,0.7272727272727273,-0.5051823571728411,0.009660131688594475
