comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,exploratory,mae_all,C_DIRECT_ROW,V2_BAG_MIX3,0.02618095643095947,-0.015582825224719942,0.0688423887042602,-0.011447035398863747,0.07583997331673961,0.2192,0.021528977198721842,0.06028113615642115,-0.009521326482192378,90,50,5,5,0.014549603353560593,0.03120461567540782,True,0.02,False,False
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,exploratory,mae_all,B1_MEAN_CURVE,V2_BAG_MIX3,0.08121610253301192,0.03352976267275909,0.11714384922485954,0.03321495034577185,0.11676742989317582,0.0008,0.02085466987165683,0.05839307564063912,0.05648745267561772,90,71,5,5,0.0731401121023658,0.08915188291712144,True,0.02,True,True
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,exploratory,mae_all,B1_MEAN_CURVE,V2_BAG_MIX5,0.09352063436474908,0.046058477896374656,0.12808908838827765,0.04680285310480094,0.1284132866063094,0.0,0.02051046318974347,0.057429296931281716,0.06973964498970325,90,72,5,5,0.08391400872585969,0.10118582293042203,True,0.02,True,True
X_V2_DIRECT@cond_vs_B1_MEAN_CURVE,exploratory,mae_all,B1_MEAN_CURVE,V2_DIRECT@cond,0.013888357226135042,-0.04991900119175492,0.05953395004042223,-0.0372256964730405,0.07100926281683488,0.7352,0.028994068774647535,0.0811833925690131,-0.014182499220845012,90,48,3,5,-0.017071800533416982,0.0204480183077465,False,0.02,False,False
X_V2_BAG4@lean_vs_B1_MEAN_CURVE,exploratory,mae_all,B1_MEAN_CURVE,V2_BAG4@lean,0.10216778047037753,0.053878125943516805,0.14280296889681995,0.05395999737300708,0.14285863760902098,0.0004,0.022627498680920684,0.06335699630657791,0.07693923835168795,90,72,5,5,0.09271244284088064,0.11083695393444566,True,0.02,True,True
X_V2_BAG_MIX3_vs_V2_DIRECT@cond,exploratory,mae_all,V2_DIRECT@cond,V2_BAG_MIX3,0.06732774530687691,0.028675842354403916,0.12252504487286464,0.022432607505159106,0.11446950594778704,0.0,0.02463262445577735,0.06897134847617657,0.07066995189646272,90,55,5,5,0.0554827147699734,0.09021191263578283,True,0.02,True,True
X_S4_BAG_MIX3C_vs_V2_BAG_MIX3,exploratory,mae_all,V2_BAG_MIX3,S4_BAG_MIX3C,-0.013411871182686354,-0.02626236304315769,0.004215424873436477,-0.027937215242428003,0.002018637873559086,0.136,0.0078112794041143825,0.02187158233152027,-0.015999873168306557,90,41,0,5,-0.016090714791910717,-0.006868663541891023,True,0.02,False,False
X_S4_CENTRED_ROW@lean_vs_C_DIRECT_ROW,exploratory,mae_all,C_DIRECT_ROW,S4_CENTRED_ROW@lean,0.026638040688935296,-0.0199464040447603,0.06735751277858944,-0.016337065501285976,0.06999529749453966,0.2388,0.021802196915978376,0.06104615136473945,-0.014718019952656394,90,55,4,5,0.017584547535908324,0.031500675872823555,True,0.02,False,False
X_S2_CENTRED_ROW_vs_C_DIRECT_ROW,exploratory,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW,-0.004272874264237295,-0.040274262490207796,0.04160225026298926,-0.04064662373868442,0.04112544928196148,0.838,0.021057543779344406,0.058961122582164335,-0.024720048043003474,90,44,2,5,-0.015092770077152566,0.008595682843500084,False,0.02,False,False
X_S2_CENTRED_ROW_basic_vs_C_DIRECT_ROW,exploratory,mae_all,C_DIRECT_ROW,S2_CENTRED_ROW_basic,0.008114092076557378,-0.02502499672185439,0.050942544458085846,-0.025821166953811533,0.04933537965828548,0.6628,0.01951121043274067,0.054631389211673875,-0.011223278293532764,90,42,3,5,-0.0016365497036911467,0.021697117016953697,False,0.02,False,False
X_S3_EXT_LEVEL_vs_C_DIRECT_ROW,exploratory,mae_all,C_DIRECT_ROW,S3_EXT_LEVEL,-0.0012126681322021833,-0.04584625206574777,0.0588586570263319,-0.05344815945928705,0.04913181232808903,0.9944,0.02773250882529355,0.07765102471082194,-0.011111631883784183,90,44,2,5,-0.01164679131620725,0.026097562390701615,False,0.02,False,False
X_S4_CENTRED_ROW@lean_vs_B1_MEAN_CURVE,exploratory,mae_all,B1_MEAN_CURVE,S4_CENTRED_ROW@lean,0.08167318679098774,0.022242088835804148,0.1275117339451195,0.023467308065930316,0.1286010978337971,0.0076,0.026461185418352785,0.0740913191713878,0.0512907592051537,90,63,5,5,0.07058976607729822,0.090564128650796,True,0.02,True,True
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,exploratory,mae_far,C_DIRECT_ROW,V2_BAG_MIX3,0.050576254840212435,-0.018229600688263282,0.11812965411515987,-0.008845495262901702,0.1315789788530556,0.13,0.03417026785915915,0.09567675000564561,-0.006489759598146631,88,50,5,5,0.032163198755238646,0.05769308927830053,True,0.02,False,
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,exploratory,mae_far,B1_MEAN_CURVE,V2_BAG_MIX3,0.13207779046316068,0.06082362457096742,0.1916140054117664,0.059935945242893064,0.19029731142930356,0.0012,0.032478738989031156,0.09094046916928723,0.09582345595459471,88,68,5,5,0.1213517500415444,0.14496295731133835,True,0.02,True,
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,exploratory,mae_far,B1_MEAN_CURVE,V2_BAG_MIX5,0.1500469683819575,0.078933680744794,0.2058391304772913,0.07891109911286,0.20570369295719484,0.0,0.03199030802509325,0.0895728624702611,0.11424550099667487,88,69,5,5,0.13711364325454994,0.1622063317515149,True,0.02,True,
X_V2_DIRECT@cond_vs_B1_MEAN_CURVE,exploratory,mae_far,B1_MEAN_CURVE,V2_DIRECT@cond,0.030070554901893542,-0.06007566280528763,0.09466933158409138,-0.0420740698665169,0.11326238871828039,0.5512,0.040960002250824384,0.11468800630230827,-0.008588343651197311,88,48,4,5,-0.012671023605433736,0.03940184031323003,False,0.02,False,
X_V2_BAG4@lean_vs_B1_MEAN_CURVE,exploratory,mae_far,B1_MEAN_CURVE,V2_BAG4@lean,0.16411313095559046,0.08712742249504404,0.22841492171450709,0.08251830673458885,0.22675705935953838,0.0,0.03571073424692413,0.09999005589138756,0.12426411293147012,88,68,5,5,0.15267610155435798,0.1778948938106317,True,0.02,True,
X_V2_BAG_MIX3_vs_V2_DIRECT@cond,exploratory,mae_far,V2_DIRECT@cond,V2_BAG_MIX3,0.10200723556126716,0.044216434512472494,0.18441865244445957,0.033533497547333334,0.17077342395526082,0.0,0.03619574313940441,0.10134808079033233,0.10441179960579204,88,53,5,5,0.0873022169891765,0.13511445894820248,True,0.02,True,
