comparison,dropped_chemotype,delta,n_units
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,(none),0.02618095643095947,90
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc000,0.029489989327219326,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc001,0.029047359657460026,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc007,0.026597532561818356,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc008,0.025560383660158156,88
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc009,0.027417387837770577,67
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc010,0.026398070223993268,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc012,0.02572973275260641,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc015,0.026790096846537867,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc016,0.028148215237030816,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc017,0.026763803636755363,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc018,0.027096956612594307,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc019,0.026286558074540483,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc020,0.028191272299673942,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc021,0.02834019738692246,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc027,0.018151279462061947,84
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc028,0.029198725389797165,88
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc029,0.023773314507049562,87
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc030,0.014549603353560593,87
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc031,0.021192833605340432,87
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc032,0.027249732395640106,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc033,0.027013378496413373,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc036,0.024389684741383325,86
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc055,0.026840033846826466,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc057,0.029108319109659657,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc058,0.026168323967965954,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc059,0.025181400879435496,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc060,0.024997765115412886,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc061,0.01921180229088579,88
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc062,0.02704238541050764,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc063,0.023638226847847624,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc068,0.02901504019975485,84
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc069,0.02841108540673254,88
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc070,0.02570585177515332,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc071,0.02631846418430871,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc075,0.025266498379212722,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc076,0.02647673233684865,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc077,0.026575938655375178,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc078,0.03001043337038524,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc083,0.02840343090193538,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc084,0.025550053102768165,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc085,0.02465678045801981,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc086,0.027025694184479084,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc092,0.024676677377468238,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc096,0.03120461567540782,89
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,sc097,0.028780857010574895,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,(none),0.08121610253301192,90
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc000,0.0854576491367421,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc001,0.08515202994639866,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc007,0.08016924725308103,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc008,0.08222378456673197,88
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc009,0.0731401121023658,67
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc010,0.08091367169485247,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc012,0.0836387470767088,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc015,0.07797018061682656,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc016,0.08284657355555582,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc017,0.0819654692802437,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc018,0.08097299235535209,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc019,0.0807087793090647,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc020,0.08117073610115902,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc021,0.08150255215062524,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc027,0.08915188291712144,84
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc028,0.0830338994949102,88
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc029,0.07771052353560526,87
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc030,0.07544575325357436,87
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc031,0.0754873632604814,87
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc032,0.08309766854303491,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc033,0.07876659094972455,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc036,0.08097811550896845,86
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc055,0.08132877601175242,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc057,0.08075706237862916,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc058,0.08162831666420553,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc059,0.0790179124103362,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc060,0.0802238295213434,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc061,0.07501527836238726,88
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc062,0.07987974853016128,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc063,0.08145818165800443,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc068,0.07593073307771989,84
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc069,0.086974823160595,88
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc070,0.08222904516078579,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc071,0.08216845212698876,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc075,0.08093198840028812,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc076,0.08134296908155193,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc077,0.08155944606660383,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc078,0.08507928847032942,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc083,0.08477044949462988,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc084,0.08118936178791065,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc085,0.08047781138279009,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc086,0.08016209441449429,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc092,0.0808994842010369,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc096,0.08542974144350454,89
X_V2_BAG_MIX3_vs_B1_MEAN_CURVE,sc097,0.08259965874397257,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,(none),0.09352063436474908,90
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc000,0.09739025876467186,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc001,0.09639130030289421,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc007,0.09207410625454084,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc008,0.09465311700695501,88
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc009,0.08391400872585969,67
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc010,0.09308249647000251,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc012,0.09644576905014454,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc015,0.08964505256518447,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc016,0.09481827771519372,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc017,0.09433467188140354,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc018,0.09304692400500154,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc019,0.0932758547232836,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc020,0.09328590989637488,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc021,0.09390371159333342,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc027,0.10118582293042203,84
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc028,0.09560815720170344,88
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc029,0.09002220222543932,87
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc030,0.0896986363480228,87
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc031,0.08833626899098823,87
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc032,0.09533113819960089,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc033,0.09112144530073711,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc036,0.09351595976340456,86
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc055,0.09357583672508772,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc057,0.09256447053265963,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc058,0.0937634217369006,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc059,0.09148149926532292,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc060,0.09291642039477081,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc061,0.0876608553659556,88
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc062,0.091726275359977,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc063,0.09488833490013772,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc068,0.08721128906990919,84
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc069,0.10016462382346634,88
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc070,0.09491248931315997,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc071,0.09465790890259465,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc075,0.09343424362447246,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc076,0.09365574382813946,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc077,0.09396042839350693,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc078,0.09679821545118841,89
X_V2_BAG_MIX5_vs_B1_MEAN_CURVE,sc083,0.09677903943165152,89
