arm,macro_mae,sign_acc,cell_spearman,cell_top1,cross_spearman,cross_top1,cross_regret,calib_slope,rep,design
G14_PERM,0.693541498470097,0.4327504247854709,-0.003985887689414091,0.29352229120086265,0.01675620143754642,0.010947162806933471,1.7899389602403837,-0.026061588379879423,0,B
G13_PERM,0.5994653360333952,0.5867301090895112,0.21901268105731003,0.26870867228010087,0.13873700999269398,0.002197802197802198,1.6871617526145126,0.4273118489460015,0,B
FLAT_PERM,0.5885062528901843,0.5,0.0,0.03925248690483951,0.0,0.01707631775900001,1.7832561353232588,,0,B
MEAN_CURVE_PERM,0.5968578598032309,0.5785303068521226,0.25619384114375654,0.13078287453287454,-0.24939356412552463,0.005055286254066351,2.077117555171296,0.5116916056338635,0,B
O_BOTH_PERM,0.18111057110671816,0.9721828318299754,0.766666955960425,0.3570685101935102,0.884080831647973,0.5274725274725275,0.202840911063111,1.0905575675573076,0,B
G14_PERM,0.6820481291930119,0.4695259648325799,0.03373687206484889,0.3367797810654954,-0.03897725305250868,0.014237367187677746,1.8187219588228345,0.011431837820264043,1,B
G13_PERM,0.5651166963717116,0.6299382878290041,0.2656247172324,0.252593844647416,0.2377686705872351,0.03296703296703297,1.5256009490453386,0.7408716155339711,1,B
G14_PERM,0.6820481291930119,0.4695259648325799,0.03373687206484889,0.3367797810654954,-0.03897725305250868,0.014237367187677746,1.8187219588228345,0.011431837820264043,1,B
G13_PERM,0.5651166963717116,0.6299382878290041,0.2656247172324,0.252593844647416,0.2377686705872351,0.03296703296703297,1.5256009490453386,0.740871615533971,1,B
G14_PERM,0.6770488737656064,0.4845108724690208,0.06193432089967086,0.34269247947819376,0.024112366499596787,0.007253936539650825,1.8219156278467055,0.06114766767419928,2,B
G13_PERM,0.5650670306300786,0.655149149643254,0.30216523711240106,0.30776451722880294,0.18725408386199924,0.007692307692307693,1.510781520798704,0.7079339142118567,2,B
G14_PERM,0.6770488737656064,0.4845108724690208,0.06193432089967086,0.34269247947819376,0.024112366499596787,0.007253936539650825,1.8219156278467055,0.06114766767419928,2,B
G13_PERM,0.5650670306300786,0.655149149643254,0.30216523711240106,0.30776451722880294,0.18725408386199924,0.007692307692307693,1.510781520798704,0.7079339142118573,2,B
G14_PERM,0.6917585876918169,0.42881732424102503,-0.0030336606872026885,0.30013935469292613,0.039345451197501394,0.008815383587095747,1.7455932588562597,0.01090542988152721,3,B
G13_PERM,0.5781800371293795,0.6135876472653623,0.26514315485521817,0.2396470229505944,0.18894587321048215,0.002197802197802198,1.5906196708054536,0.6654589797832563,3,B
G14_PERM,0.6917585876918169,0.42881732424102503,-0.0030336606872026885,0.30013935469292613,0.039345451197501394,0.008815383587095747,1.7455932588562597,0.01090542988152721,3,B
G13_PERM,0.5781800371293795,0.6135876472653623,0.26514315485521817,0.2396470229505944,0.18894587321048215,0.002197802197802198,1.5906196708054536,0.6654589797832563,3,B
G14_PERM,0.6910850161265555,0.4405531065997141,-0.011799268772115772,0.3176101081458224,0.0930477989838068,0.008055357341071627,1.8206042813831176,0.05487619249244132,4,B
G13_PERM,0.5990156151888675,0.5728442044465524,0.17992335916674265,0.22511859172573462,0.06456304153415941,0.015384615384615385,1.6920693518906866,0.3870943675618053,4,B
G14_PERM,0.6910850161265555,0.4405531065997141,-0.011799268772115772,0.3176101081458224,0.0930477989838068,0.008055357341071627,1.8206042813831176,0.05487619249244132,4,B
G13_PERM,0.5990156151888675,0.5728442044465524,0.17992335916674265,0.22511859172573462,0.06456304153415941,0.015384615384615385,1.6920693518906866,0.38709436756180543,4,B
G14_PERM,0.740959189459905,0.3475649165195708,-0.14617312221980455,0.2912294220329935,-0.08211128213626037,0.011708150372746645,1.7225530288439477,-0.41078242175112334,5,B
