model,axis_label,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
GEN10_LEVEL_SHAPE,acid,2105,1950,68,1.6557758087863772,0.42075784888966045,1.421093302858246,1.20811624879672,0.27196918875690185,0.19948258187076914,0.27015949008190676,0.8156769596199525,1.9269282814614344,0.611658712575746,0.33148071896669573,0.33891014198887004,0.10909590736501494,0.5516096093564855,0.31021358007366884,0.5481824696485763,0.48830398882590587,0.5692440344291074,0.7712938430963132,1.2044888466621562,5.0,5.0,1.0,0.9243963312972889,0.917337219586492
GEN10_LEVEL_SHAPE,contact_time,40,0,8,0.00014296899524398737,-4.851103221259621e-05,0.0037927543666210367,0.0009134663191841716,4.9486742682696786e-15,0.1793831312498837,0.4343835630358774,0.525,0.06287846248431395,0.03864237703337891,,0.4050185854399241,,,,0.07899514111254947,0.03071131958078443,0.019087428362998794,0.5104166666666666,2.108351582873791,3.0,5.0,0.6,0.5978354544155375,0.1646628381999693
GEN10_LEVEL_SHAPE,extractant,775,775,25,2.573675226299942,1.0359252528696976,1.5260931276564307,1.4879657601285305,0.3803342738505154,0.3429267830543163,0.3847367820628938,0.9548387096774194,2.073913043478258,0.9782297366626075,0.43036424263326345,0.43036424263326345,0.2776044462427008,0.6672393881164567,0.41755788881304756,0.4765235708993525,0.4498067247360266,0.8569927517163026,0.9127087715152231,1.1308923360032035,5.0,5.0,1.0,0.955119923147442,0.9940258395786431
GEN10_LEVEL_SHAPE,metal_concentration,45,30,4,-1.1226193871745382,0.012714685172227111,0.8587763589848699,1.1257956637326507,-0.0028293441164477674,0.14898116395169067,-0.03909943631397091,0.35555555555555557,0.72923076923077,0.015189925355277356,0.018174057615235432,0.01655321669372221,0.007719570071901088,0.052049060295991434,0.02038497167207753,0.2720301212797434,0.23488678840623067,-0.2214068450355036,0.4099775297324317,0.49886804531930545,5.0,8.0,0.6666666666666666,0.4498454357268731,0.7515429813530872
GEN10_LEVEL_SHAPE,metal_series,1605,1210,84,0.08443469855079262,0.07712891303314066,0.0961366596219189,0.0728395165545912,0.558547932878043,0.12605580525244237,0.18149662319028345,0.7800623052959501,1.0261096605744122,0.867849538611531,0.6000972742331192,0.6795933744229359,0.33778028618453915,0.897389941629859,0.5799534124888748,0.3029700559308986,0.2549475115322147,0.494363091054544,0.7270251267275264,1.097664465197282,8.0,8.0,1.0,0.9023394208458223,0.8742223263723046
GEN10_LEVEL_SHAPE,temperature,160,160,5,-0.04032650561688559,0.0010949023537611088,0.039231142003838634,0.04305195352293255,-0.028726800666058455,0.11001771983990874,0.12420859614312671,0.41875,1.1765941508309075,0.23565568779142407,0.1938718376023641,0.1938718376023641,0.09390857340686823,0.42299150594673324,0.2089863196583971,0.41755337000127835,0.3990378926515499,0.09516411101324178,0.5617708333333333,1.3293629477168563,4.0,4.0,1.0,0.3134268389150976,0.9893613987029377
GEN10_RESIDUAL_SHAPE,acid,2105,1950,68,1.6557758087863772,0.5847819709644437,1.3910637693980787,1.1300658204951117,0.3303747124800672,0.21983453425905952,0.27615765509857804,0.8370546318289787,1.9269282814614344,0.7577740451907143,0.3863349769189665,0.401818173567128,0.21786883878368124,0.6532876723159321,0.37185839688199007,0.5406195015293651,0.4822442319998636,0.6157280129028823,0.7919133917982603,1.2190591045524974,5.0,5.0,1.0,0.9461085245237474,0.917337219586492
GEN10_RESIDUAL_SHAPE,contact_time,40,0,8,0.00014296899524398737,-1.8641155874709646e-18,0.0034102960172258585,0.0006715408515096455,2.8809745545109267e-14,0.1628307719415292,0.398914611017087,0.675,0.06287846248431395,0.06194076580173591,,0.3630439514061294,,,,0.06740208093106678,0.036737934329620664,0.16768034541063254,0.545625,1.8884775948290504,3.0,5.0,0.6,0.6075098012017577,0.1646628381999693
GEN10_RESIDUAL_SHAPE,extractant,775,775,25,2.573675226299942,0.7365060538548659,1.7710489235202644,1.7046193132570688,0.27950336060123104,0.30793138801674474,0.3525945089952201,0.96,2.073913043478258,0.6157113140627237,0.3120798945869496,0.3120798945869496,0.19354968725677313,0.48494860930206873,0.30255573312393874,0.5228461161285265,0.46813700515101964,0.8693166865857183,0.9154756390562844,1.1089048705665,5.0,5.0,1.0,0.9347999990191208,0.9940258395786431
GEN10_RESIDUAL_SHAPE,metal_concentration,45,30,4,-1.1226193871745382,6.048686921312288e-16,0.847561885564881,1.1195293690207997,0.0005917123893469454,0.09584323849449138,0.005301618483250294,0.5555555555555556,0.72923076923077,0.006240692287574019,0.008034236454030418,0.011044509819555267,0.004890438699622064,0.021271160017192453,0.009029082206804494,0.2699468911045014,0.22939421116086336,0.039143698296165375,0.5237087966499732,0.5376520493264706,4.0,8.0,0.5833333333333334,0.3677986845692335,0.7515429813530872
GEN10_RESIDUAL_SHAPE,metal_series,1605,1210,84,0.08443469855079262,0.0730126783110126,0.09102749575798814,0.0761841926189171,0.5361984163191386,0.33369753974643335,0.3149035001273944,0.795638629283489,1.0261096605744122,0.8674027918395,0.6401532240331016,0.7429919002521296,0.38382911770935335,1.0029080094269325,0.6350802022247649,0.2940553934211548,0.24888811353968646,0.5281190391521344,0.7426723029821966,1.0820270356657444,8.0,8.0,1.0,0.8711700382313542,0.8742223263723046
GEN10_RESIDUAL_SHAPE,temperature,160,160,5,-0.04032650561688559,0.0006698615304313253,0.03941902847331854,0.04320346568366229,-0.01672304436887014,-0.02038896519986437,-0.029912654245206092,0.39375,1.1765941508309075,0.15151781518225566,0.14120290227861965,0.14120290227861965,0.08182160955048198,0.23404641431275372,0.15105965049426306,0.402776150834134,0.4008768734611804,-0.017923895489698128,0.5194791666666666,1.2312022805278489,4.0,4.0,1.0,0.3503895679131716,0.9893613987029377
GEN10_RESIDUAL_SHAPE_INSAMPLE,acid,2105,1950,68,1.6557758087863772,0.4494650036457028,1.5067103410900178,1.2404253073267986,0.2228850652157977,0.1893418839354593,0.22121120677388242,0.836104513064133,1.9269282814614344,0.5636497703529877,0.2629954369345753,0.2775921718989067,0.16032781341130653,0.4672913970883257,0.2580478869811027,0.5723359482312542,0.5126384456309642,0.619715520839312,0.7971726806099626,1.239903187867944,5.0,5.0,1.0,0.9418853584039093,0.917337219586492
