design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
B,AOPT_vs_RANDOM_noDGA,mae_all,RANDOM,AOPT,0.024143446490948555,0.007394711754512778,0.04115585054805986,0.008107394129919825,0.04210312198139419,0.0038,0.008660612941407998,0.024249716235942395,0.022147595116533945,67,43,5,5,0.019908053312343816,0.027307986519680017,True,0.02,True,True
B,AOPT_vs_MAXMIN_noDGA,mae_all,MAXMIN,AOPT,0.024720151342686594,-0.00011143064223404591,0.05217238649372724,0.0027790106305708964,0.05750003871298988,0.0518,0.013475316351749755,0.03773088578489931,0.025821445759641626,67,36,5,5,0.014553815824948952,0.029450005123723852,True,0.02,False,False
B,UNCERT_vs_RANDOM_noDGA,mae_all,RANDOM,UNCERT,-0.0057240902191007985,-0.03855202171132173,0.026537014902134375,-0.03527928091911,0.0299898746671935,0.699,0.01660459844762168,0.046492875653340704,-0.006548778297280133,67,23,2,5,-0.017119587651431418,0.0014787123588540123,False,0.02,False,False
B,UNCERT_vs_MAXMIN_noDGA,mae_all,MAXMIN,UNCERT,-0.0051473853673627565,-0.04510566350566032,0.029523839411214947,-0.0449782875414872,0.029587733639468965,0.7746,0.019092847913210503,0.05345997415698941,-0.0028749276541724504,67,27,2,5,-0.014977569047387578,0.005189845707834621,False,0.02,False,False
BR,AOPT_vs_RANDOM_noDGA,mae_all,RANDOM,AOPT,0.025530078165832956,0.012498816516686443,0.03886810086578771,0.013461058446637407,0.04017315450636375,0.0002,0.006787856630487455,0.019005998565364873,0.02390935489278556,67,52,5,5,0.02178429200614352,0.027497910977608224,True,0.02,True,True
BR,AOPT_vs_MAXMIN_noDGA,mae_all,MAXMIN,AOPT,0.032215913684529744,0.009784282474943848,0.05489274288876008,0.011878727789193329,0.05785772597177794,0.0032,0.011622682937364454,0.03254351222462047,0.033667990441689916,67,42,5,5,0.024087275471045496,0.036188396429841695,True,0.02,True,True
BR,UNCERT_vs_RANDOM_noDGA,mae_all,RANDOM,UNCERT,0.0006682979490086695,-0.025607087724143215,0.027910044874876087,-0.022653245380492997,0.0314603312538042,0.9964,0.013712762159097665,0.03839573404547346,0.0005544241145684762,67,25,3,5,-0.008813098790278756,0.00420805847706864,False,0.02,False,False
BR,UNCERT_vs_MAXMIN_noDGA,mae_all,MAXMIN,UNCERT,0.0073541334677054565,-0.0275536512044401,0.03992521070308597,-0.02519108977991125,0.04230484460391784,0.6872,0.017239246734991425,0.048269890857975985,0.010313059663472835,67,28,3,5,-0.0024024331580509146,0.012911172354300962,False,0.02,False,False
BQ,AOPT_vs_RANDOM_noDGA,mae_all,RANDOM,AOPT,0.024127471262072226,0.007832445467224,0.03995846811137861,0.008786400307010665,0.04101029977270446,0.0038,0.00822312267987505,0.02302474350365014,0.02080537945860782,67,46,5,5,0.019984024941316996,0.026646405198493456,True,0.02,True,True
BQ,AOPT_vs_MAXMIN_noDGA,mae_all,MAXMIN,AOPT,0.027154573958983325,0.005127084600458325,0.04909702963127809,0.007978313121982814,0.05284218828935828,0.0136,0.011256917387280874,0.03151936868438644,0.02611230041227197,67,41,5,5,0.019057550076186765,0.03006707350641321,True,0.02,True,True
BQ,UNCERT_vs_RANDOM_noDGA,mae_all,RANDOM,UNCERT,-0.0041080375241427675,-0.03651214532163859,0.028259588039956447,-0.03480264707180985,0.029914321102515185,0.788,0.016498091447273797,0.04619465605236663,7.740135476436528e-05,67,27,3,5,-0.01373181324804401,0.0036701817640026778,False,0.02,False,False
BQ,UNCERT_vs_MAXMIN_noDGA,mae_all,MAXMIN,UNCERT,-0.0010809348272316699,-0.04212388355428124,0.03368855176408943,-0.044382315597773093,0.03233759958358702,0.9532,0.019321331165497124,0.05409972726339194,0.005384322308428512,67,31,2,5,-0.009835525225845422,0.010532059433709932,False,0.02,False,False
A,AOPT_vs_RANDOM_noDGA,mae_all,RANDOM,AOPT,0.03449633694914064,0.0169347663427385,0.052485848310681434,0.017912536093524254,0.05331093257474483,0.0002,0.00904710849849773,0.025331903795793646,0.03496581174382697,67,50,5,5,0.030839780957375648,0.03701950326109946,True,0.02,True,True
A,AOPT_vs_MAXMIN_noDGA,mae_all,MAXMIN,AOPT,0.035985215565100946,0.013521015855866889,0.05775988959086421,0.014140172491547347,0.05847669436259863,0.0008,0.011412501897573443,0.03195500531320564,0.039570870633222906,67,43,5,5,0.03152492583896623,0.03965491839576833,True,0.02,True,True
A,UNCERT_vs_RANDOM_noDGA,mae_all,RANDOM,UNCERT,-0.019153189415194907,-0.040822877909512445,0.0011482358490960153,-0.0385129701149435,0.003627922182903837,0.0664,0.010813804094940966,0.030278651465834704,-0.023474796660416485,67,24,0,5,-0.026517583790510064,-0.016132632786023577,True,0.02,False,False
A,UNCERT_vs_MAXMIN_noDGA,mae_all,MAXMIN,UNCERT,-0.017664310799234594,-0.045154418013871406,0.007056551138984704,-0.043855453094087664,0.008250274218425313,0.1608,0.0133174139497766,0.037288759059374475,-0.018869737771020554,67,23,0,5,-0.022611236182569907,-0.013338275510582023,True,0.02,False,False
BP,AOPT_vs_RANDOM_noDGA,mae_all,RANDOM,AOPT,0.038014627979416245,0.023577251174524142,0.05111659549376932,0.02304212662824285,0.05081640215893711,0.0,0.007034085978600776,0.01969544074008217,0.03827944987034226,67,54,5,5,0.03609923019188088,0.04042577601509867,True,0.02,True,True
BP,AOPT_vs_MAXMIN_noDGA,mae_all,MAXMIN,AOPT,0.03236157987655435,0.010320861047501087,0.05633786001465094,0.011660349010495097,0.05787846956856147,0.0028,0.011815281071030793,0.03308278699888622,0.04000135795530421,67,48,5,5,0.0244169881571348,0.03844801740767718,True,0.02,True,True
BP,UNCERT_vs_RANDOM_noDGA,mae_all,RANDOM,UNCERT,0.00783901003676222,-0.025239263209128327,0.03899399668060827,-0.021831154571240585,0.04214971031127462,0.6574,0.016307670438028086,0.04566147722647864,0.005828183779393695,67,40,4,5,-0.003973501231337636,0.015508865606322414,False,0.02,False,False
BP,UNCERT_vs_MAXMIN_noDGA,mae_all,MAXMIN,UNCERT,0.00218596193390032,-0.03044361089946941,0.030394857756952293,-0.03307209377161456,0.02877276666656091,0.877,0.01571534085046771,0.04400295438130959,0.0075500918643556505,67,33,3,5,-0.0029681748824567796,0.011759853873998622,False,0.02,False,False
