entry,macro_mae_extractant,macro_mae_adjacent,macro_mae_far,macro_mae_chemotype,pooled_mae,pooled_mae_adjacent,pooled_mae_far,n_extractants,n_chemotypes,n_cells,n_pairs,n_pairs_adjacent,n_pairs_far
L1_CORPUS_MEAN_permetal_w,0.4502509391187414,0.17437167885719806,0.6895385123339902,0.5020080362660873,0.5643046028622261,0.17255683092896706,0.8931085679842965,24.0,15.0,450.0,9840.0,1705.0,4451.0
L1_CORPUS_MEAN_permetal,0.46306587828380413,0.16552866436647623,0.6942224551886288,0.5347406337124743,0.5012593304820221,0.15705029282507973,0.7882462706631841,24.0,15.0,450.0,9840.0,1705.0,4451.0
L1_CORPUS_MEAN_aligned,0.49438658625762893,0.1655996591141241,0.7459064579077125,0.5749546681599973,0.46710356239052425,0.1533868258021117,0.7288709245464495,24.0,15.0,450.0,9840.0,1705.0,4451.0
L1_CORPUS_MEAN_aligned_w,0.4498937605145195,0.1782688836102385,0.6854728681052339,0.5055500847200897,0.5541536463915202,0.1762939980709291,0.8725304008155453,24.0,15.0,450.0,9840.0,1705.0,4451.0
L2_CHEMOTYPE_MEAN,0.33063163324477013,0.1455733486077499,0.5038606984006262,0.28077658878270645,0.35464622007747193,0.13673115854910978,0.5251522204110215,24.0,15.0,450.0,9840.0,1705.0,4451.0
L3_EXTRACTANT_MEAN,0.2502487208241961,0.1308971552736767,0.3387123596002044,0.2841839558032468,0.2894963681091276,0.12222024203165388,0.4237918620343013,24.0,15.0,450.0,9840.0,1705.0,4451.0
L3b_EXTRACTANT_MEAN_permetal,0.2768410836952126,0.14867341236727588,0.39173349495573556,0.2885939227681022,0.359360745880699,0.14227070963566862,0.5415932816124239,24.0,15.0,450.0,9840.0,1705.0,4451.0
L4_EXTRACTANT+PUBLICATION,0.2337521528217685,0.12416482510767542,0.3132290331490206,0.2819511955835831,0.27291929798564823,0.10870037337737541,0.4097793303896207,23.0,14.0,419.0,9079.0,1576.0,4092.0
L5_EXTRACTANT+NEAREST_ACID,0.20616428499117814,0.09333063298858507,0.25281160757475696,0.19132081232959072,0.2249398497506306,0.10612143521808576,0.317894083083231,21.0,12.0,325.0,7872.0,1321.0,3606.0
L5b_EXT+PUB+SAME_ACID_CONC,0.1774064299132855,0.08998273912579749,0.2719010007288108,0.15607229496216032,0.180979521798996,0.09603598595734678,0.26012034421087077,16.0,7.0,200.0,4455.0,784.0,1952.0
L6_OWN_QUADRATIC_RADIUS,0.09307638579444046,0.10122044001062133,0.09862299827199068,0.0952300293329558,0.13221927232285619,0.1026522916338572,0.1435083070308525,24.0,15.0,317.0,9707.0,1660.0,4436.0
L7_ORACLE_AMPLITUDE_CORPUS_RANK1,0.1386117239325613,0.11543984413276787,0.15210549921000377,0.15775762913966013,0.17983483405003964,0.11275957781728116,0.21519492889947525,24.0,15.0,450.0,9840.0,1705.0,4451.0
L7a_ORACLE_AMPLITUDE_CORPUS_MEANSHAPE,0.19100832732713346,0.14506156571305556,0.2278364395042265,0.20218585094759658,0.2757102801440613,0.16794152393927106,0.33668550158823934,24.0,15.0,450.0,9840.0,1705.0,4451.0
L7b_ORACLE_AMPLITUDE_EXTRACTANT_SHAPE,0.1286312209905272,0.12184096426767614,0.16514387786860277,0.1429026309909808,0.17264805335462866,0.10949179151974422,0.21133394472888584,24.0,15.0,444.0,9763.0,1692.0,4416.0
L3i_EXTRACTANT_MEAN_INSAMPLE,0.17638534059303115,0.09821328396788924,0.24460346490345652,0.18005834306267596,0.25824146747821725,0.10888376501064168,0.37768171923802824,24.0,15.0,450.0,9840.0,1705.0,4451.0
ARM_X_ENS_DIRECT+LOWRANK_K2,0.4095348526428525,0.1598815304818427,0.6065346991571913,0.42023144495596687,0.5022616793133239,0.15813294772316372,0.7801711691767264,24.0,15.0,450.0,9840.0,1705.0,4451.0
ARM_C_DIRECT_ROW,0.4279982725437195,0.1636397074204293,0.6370381359212395,0.45719074862852027,0.5463503794148699,0.16540756930393266,0.8627256150818085,24.0,15.0,450.0,9840.0,1705.0,4451.0
ARM_M_SELECTED,0.4324023292416168,0.1676247990214597,0.6454306039494122,0.42494140294433713,0.5081163326026543,0.1639036937617165,0.7830982026966586,24.0,15.0,450.0,9840.0,1705.0,4451.0
ARM_B1_MEAN_CURVE,0.46937517737045437,0.18024115549672354,0.7206472656323187,0.5230044368726233,0.585648298778629,0.17857093352290362,0.9290355637341365,24.0,15.0,450.0,9840.0,1705.0,4451.0
