best_achieved_macro_mae,implied_pair_noise_sd_upper_bound,implied_point_noise_sd_upper_bound,median_repsd_point,mean_repsd_point,empirical_mae_sd_ratio,between_ext_share
0.18979101412797317,0.2378677611420346,0.1681979069291946,0.30225454191465717,0.4280932576634718,0.5162463500627487,0.679127399553231
