regime,split_seed,arm,n_rows,n_groups,macro_mae,pooled_mae,pooled_r2,within_ligand_r2,within_ligand_r2_shape,pooled_rmse,prediction_dispersion_ratio,median_abs_error,frac_within_0_5_log,frac_within_1_log,delta_macro_vs_baseline
unseen_chemotype,104729,MC_all2d_massaction,4881,74,1.0467118712437509,1.0969292085033642,0.2949110860216092,-0.33098804241999646,0.2224401728192421,1.379124442096713,0.5470039207420369,0.9229404923375477,0.2946117598852694,0.5308338455234584,-0.029052329360698792
unseen_chemotype,104729,MC_everything_massaction,4881,74,1.0617961957118842,1.1589870925346575,0.2266753794456634,-0.45979578243425356,0.1875401621642191,1.4443166935354481,0.5749632319101029,0.9728341092031354,0.26879737758656014,0.510960868674452,-0.04413665382883214
unseen_chemotype,104729,MC_ecfp_SHUF,4881,74,1.1926964649117573,1.2694299256254273,0.06802907111303935,-0.7592705510465845,0.0568829663766951,1.5855600512956944,0.49556067670013776,1.0816380725915415,0.2569145666871543,0.4695759065765212,-0.17503692302870522
unseen_chemotype,104729,MC_lig2d_ext_SHUF,4881,74,1.195230223806743,1.2920613902221958,0.03779733607065061,-0.8163386413899567,0.045945779431528,1.611071406421509,0.4683114890394209,1.1016849941481521,0.2546609301372669,0.45769309567711536,-0.17757068192369085
unseen_chemotype,104729,MC_cond_SHUF,4881,74,1.460256835310399,1.4602491859711928,-0.1710369812165773,-1.2105527236791058,-0.16227791436371986,1.7773248677703,0.3919110019687189,1.308937391633904,0.2104077033394796,0.3927473878303626,-0.442597293427347
unseen_chemotype,104729,MC_massaction_SHUF,4881,74,1.1898941442437523,1.2765899922697415,0.054207264482344586,-0.7853618127093087,0.03154865346959368,1.5972742828159952,0.49139893460577505,1.0934992506074863,0.2704363859864782,0.46527350952673635,-0.1722346023607002
unseen_chemotype,104729,NULL_metal_mean,4881,74,1.3937769872620958,1.3881988952211013,-0.10047301773340589,-1.0773499605099475,-0.004752674028453141,1.722944196841034,0.23044575024185276,1.1972576799786299,0.23540258143822987,0.4382298709280885,-0.3761174453790437
unseen_chemotype,104729,NULL_global_mean,4881,74,1.3807197144759864,1.3944839438098315,-0.10107235425623462,-1.0784813210085398,0.0,1.723413305492262,0.12800268141823443,1.2130656298627875,0.23560745748821962,0.4349518541282524,-0.3630601725929343
unseen_chemotype,104729,NULL_extractant_mean,4881,74,1.3807197144759864,1.3944839438098315,-0.10107235425623462,-1.0784813210085398,0.0,1.723413305492262,0.12800268141823443,1.2130656298627875,0.23560745748821962,0.4349518541282524,-0.3630601725929343
unseen_chemotype,104729,NULL_nearest_condition,4881,74,1.3807197144759864,1.3944839438098315,-0.10107235425623462,-1.0784813210085398,0.0,1.723413305492262,0.12800268141823443,1.2130656298627875,0.23560745748821962,0.4349518541282524,-0.3630601725929343
unseen_chemotype,130363,A_metal,4881,74,1.4173015959382318,1.5091586274755406,-0.25885821086530836,-1.3763318250317953,0.02055760628987824,1.8427648546858943,0.24037230336107196,1.3288795244660851,0.20651505838967424,0.39213275968039335,-0.42341100105231333
unseen_chemotype,130363,A_cond,4881,74,1.1725688219380805,1.3809172137475538,-0.12213431672892594,-1.1182397396211323,-0.021383419128670367,1.7398184591711197,0.4719551196585269,1.1816537791254234,0.2507682851874616,0.4445810284777709,-0.17867822705216208
unseen_chemotype,130363,MC,4881,74,1.1328614682471203,1.3578593568209478,-0.07405074126574207,-1.027472940272109,0.06703553583180555,1.7021346470793206,0.500808287357109,1.1576421975255644,0.25138291333743085,0.45011268182749437,-0.13897087336120184
unseen_chemotype,130363,MC_ecfp,4881,74,0.9938905948859185,1.0392694973734051,0.3888870317147627,-0.15359075604522898,0.206144114405575,1.28393270700642,0.5850571963059726,0.9320714898090638,0.2956361401352182,0.5269412005736529,0.0
unseen_chemotype,130363,MC_lig2d_ext,4881,74,0.9609077023909054,1.0839036398975763,0.32307980333643815,-0.2778142863545374,0.18124531772561625,1.3512952441707768,0.606478860176289,0.901043598310113,0.28313870108584305,0.54619954927269,0.03298289249501307
unseen_chemotype,130363,MC_all2d,4881,74,0.9956996030684049,1.0759793894884628,0.34985390356486623,-0.22727313254526837,0.21196601085334732,1.3243018690049158,0.5951105100485417,0.9311510227646693,0.27535341118623236,0.5312435976234379,-0.0018090081824864157
unseen_chemotype,130363,MC_everything,4881,74,1.0115869389929717,1.0889378232510416,0.3219513755147092,-0.27994440626945805,0.2161181019782984,1.3524210816090494,0.6186985257033707,0.9347158364071719,0.2913337430854333,0.5287850850235607,-0.01769634410705323
unseen_chemotype,130363,MC_massaction,4881,74,1.0931061006681113,1.2839575877821707,0.02732250886580334,-0.8361118493920539,0.1494140609834005,1.6198169727482723,0.5523589802546458,1.1021709934754198,0.273099774636345,0.4673222700266339,-0.09921550578219285
unseen_chemotype,130363,MC_ecfp_massaction,4881,74,0.9904877974681757,1.0320704771475429,0.38899990360764447,-0.1533776891017946,0.20578364656426051,1.2838141310517692,0.605820072854758,0.9167735805351145,0.3021921737348904,0.5394386396230281,0.0034027974177427422
unseen_chemotype,130363,MC_lig2d_ext_massaction,4881,74,0.9674081537612753,1.07847115821762,0.31573893006176323,-0.2916715664163996,0.17760575191839756,1.3586025593308813,0.6500577411141402,0.8796538747576207,0.29153861913542306,0.5548043433722598,0.026482441124643152
unseen_chemotype,130363,MC_all2d_massaction,4881,74,0.992568429541138,1.085930053434629,0.3220565869612696,-0.27974579986036363,0.19377646197263687,1.3523161513036368,0.6328081826235445,0.9358807487611541,0.2858020897357099,0.5271460766236427,0.0013221653447804682
unseen_chemotype,130363,MC_everything_massaction,4881,74,1.0002203823021427,1.0913711172724307,0.3170478884860244,-0.2892006610083335,0.20955883294687316,1.3573024666949387,0.6275815271362957,0.9292171273106584,0.28744109813562796,0.5312435976234379,-0.006329787416224253
unseen_chemotype,130363,MC_ecfp_SHUF,4881,74,1.2070664854859199,1.4631838267317485,-0.23865367156454154,-1.3381919540470277,0.02361400939464997,1.8279169477071515,0.48329169668781385,1.236400577847198,0.22843679573857817,0.4177422659291129,-0.21317589060000142
unseen_chemotype,130363,MC_lig2d_ext_SHUF,4881,74,1.189108777278894,1.4420381736049992,-0.18947784186042949,-1.2453633192257163,0.029985679014990718,1.7912643822606196,0.46097094254816245,1.2396438255696975,0.22556853103872157,0.41712763777914363,-0.1952181823929755
unseen_chemotype,130363,MC_cond_SHUF,4881,74,1.6052001604251243,1.616273206721857,-0.4407582459297772,-1.719702379846682,-0.06504159214030758,1.9714105177536223,0.4225536169826178,1.446422077902577,0.18643720549067813,0.36181110428190943,-0.6113095655392058
unseen_chemotype,130363,MC_massaction_SHUF,4881,74,1.1356720122718051,1.3689412812220756,-0.07040572932042988,-1.0205922941330074,0.11508241494671423,1.6992439205398921,0.46198597906006084,1.163302279477834,0.2399098545380045,0.44499078057775043,-0.14178141738588668
unseen_chemotype,130363,NULL_metal_mean,4881,74,1.573879701609248,1.731839287572586,-0.602552862190862,-2.0251201722728376,0.049163967988644086,2.079158961193744,0.41435117363543184,1.5774403764361236,0.17127637779143617,0.32636754763368164,-0.5799891067233296
unseen_chemotype,130363,NULL_global_mean,4881,74,1.555526516249704,1.7166782816081525,-0.5985283178327181,-2.017523087265992,0.0,2.0765465894673594,0.32000536325453294,1.5476056821644255,0.17373489039131326,0.33988936693300553,-0.5616359213637856
unseen_chemotype,130363,NULL_extractant_mean,4881,74,1.555526516249704,1.7166782816081525,-0.5985283178327181,-2.017523087265992,0.0,2.0765465894673594,0.32000536325453294,1.5476056821644255,0.17373489039131326,0.33988936693300553,-0.5616359213637856
unseen_chemotype,130363,NULL_nearest_condition,4881,74,1.555526516249704,1.7166782816081525,-0.5985283178327181,-2.017523087265992,0.0,2.0765465894673594,0.32000536325453294,1.5476056821644255,0.17373489039131326,0.33988936693300553,-0.5616359213637856
unseen_chemotype,155921,A_metal,4881,74,1.3304675065687692,1.409144244143393,-0.12093321736404583,-1.1159724384897136,-0.0018360831824939527,1.7388870847797009,0.18190878184825324,1.224488598504825,0.2292562999385372,0.4275763163286212,-0.2842075939478652
unseen_chemotype,155921,A_cond,4881,74,1.1581324309060903,1.2930240209410742,0.03808296503169306,-0.8157994629626981,0.016520307396307277,1.6108322661527998,0.5058983335727003,1.1349286251177522,0.25978283138701086,0.45482483097725873,-0.1118725182851863
unseen_chemotype,155921,MC,4881,74,1.1060915309089716,1.2487735870846226,0.09562035378634115,-0.7071868115562199,0.06862477628420482,1.5619132248546335,0.5188264197441104,1.0760302815665415,0.2735095267363245,0.47121491497643925,-0.0598316182880676
unseen_chemotype,155921,MC_ecfp,4881,74,1.046259912620904,1.0678007520594017,0.36171645585559487,-0.20488033223522728,0.21795147748836563,1.3121646579880186,0.5002173758503942,0.9680595202789958,0.29194837123540257,0.5144437615242778,0.0
unseen_chemotype,155921,MC_lig2d_ext,4881,74,1.01949033444698,1.1023634546492365,0.2966079462699134,-0.3277848993051695,0.17736536457867957,1.377463948605633,0.5011459662788325,0.9231593817035177,0.2927678754353616,0.5314484736734276,0.026769578173924113
unseen_chemotype,155921,MC_all2d,4881,74,1.0676804520888759,1.145263465920722,0.2518080212598147,-0.4123531903499231,0.21021142032030782,1.4206530768097068,0.4615160770647881,0.9658941798918789,0.2745339069862733,0.5138291333743086,-0.021420539467971844
unseen_chemotype,155921,MC_everything,4881,74,1.0733288180717842,1.1914077817986197,0.19426278577375422,-0.5209806539389148,0.1911698563276958,1.474274058303481,0.5377893565366476,1.0190380290812353,0.2657242368367138,0.4919073960254046,-0.027068905450880143
unseen_chemotype,155921,MC_massaction,4881,74,1.090258491255434,1.212327556213048,0.14247560635027046,-0.6187387028839706,0.13894792228267705,1.520914337133969,0.5580612188238843,1.0518749963186347,0.28703134603564845,0.4804343372259783,-0.04399857863453005
unseen_chemotype,155921,MC_ecfp_massaction,4881,74,1.0461417841696368,1.0900812525586634,0.3240703540648284,-0.27594443540558555,0.22054354823575628,1.3503061936692073,0.5213545278227394,0.9521187802097324,0.2894898586355255,0.521819299323909,0.00011812845126724092
unseen_chemotype,155921,MC_lig2d_ext_massaction,4881,74,1.0109221037022686,1.0805099175155457,0.312601024308125,-0.2975949541672689,0.1934795725982601,1.3617141570885296,0.5395677850025096,0.898298399709893,0.30362630608481866,0.5410776480229461,0.03533780891863536
unseen_chemotype,155921,MC_all2d_massaction,4881,74,1.0599173437376725,1.1632371935382664,0.22145852524971443,-0.46964357668573053,0.2127772059712072,1.449180191119363,0.5061760352379189,0.986944124368534,0.281499692685925,0.5046097111247695,-0.013657431116768537
unseen_chemotype,155921,MC_everything_massaction,4881,74,1.0834019165929052,1.2157658025392288,0.15953529832958369,-0.5865353231659198,0.19858856830305638,1.505709711495213,0.5240183838457554,1.0334906544554094,0.25978283138701086,0.4869903708256505,-0.03714200397200118
unseen_chemotype,155921,MC_ecfp_SHUF,4881,74,1.153427869753848,1.2751592081511274,0.05917162859763114,-0.7759906410107167,0.076282885178526,1.593076807280345,0.4790151907594865,1.086202470709948,0.2632657242368367,0.46937103052653145,-0.10716795713294403
unseen_chemotype,155921,MC_lig2d_ext_SHUF,4881,74,1.1957227078695696,1.2828099486908662,0.04251780198713029,-0.8074278734500169,0.05756597809941488,1.60711467347846,0.4666121872844108,1.0958454861820117,0.2644949805367752,0.4648637574267568,-0.14946279524866557
unseen_chemotype,155921,MC_cond_SHUF,4881,74,1.441390899002992,1.4801941713122109,-0.23534850687246034,-1.331952833567077,-0.215581237138889,1.8254765552318957,0.38523843957354,1.2797321083128768,0.20794919073960255,0.40811309157959436,-0.395130986382088
unseen_chemotype,155921,MC_massaction_SHUF,4881,74,1.1369696502087314,1.2574376989216813,0.08577161191069849,-0.7257781656528228,0.08467075120462653,1.5703948545841504,0.4715163956967783,1.0673275306013696,0.2661339889366933,0.4742880557262856,-0.09070973758782741
unseen_chemotype,155921,NULL_metal_mean,4881,74,1.3682719559045111,1.3863639134189634,-0.10459131068197891,-1.0851240136273126,-0.008321889761479628,1.7261650676715563,0.23164123567284448,1.1952831327426803,0.24339274738783037,0.4388444990780578,-0.3220120432836071
unseen_chemotype,155921,NULL_global_mean,4881,74,1.3638106445442244,1.3935126732688532,-0.1039527590229734,-1.0839186271778103,0.0,1.7256660573579758,0.12876889841671785,1.2130810152212128,0.23683671378815815,0.43720549067813974,-0.3175507319233204
unseen_chemotype,155921,NULL_extractant_mean,4881,74,1.3638106445442244,1.3935126732688532,-0.1039527590229734,-1.0839186271778103,0.0,1.7256660573579758,0.12876889841671785,1.2130810152212128,0.23683671378815815,0.43720549067813974,-0.3175507319233204
unseen_chemotype,155921,NULL_nearest_condition,4881,74,1.3638106445442244,1.3935126732688532,-0.1039527590229734,-1.0839186271778103,0.0,1.7256660573579758,0.12876889841671785,1.2130810152212128,0.23683671378815815,0.43720549067813974,-0.3175507319233204
unseen_chemotype,196613,A_metal,4881,74,1.3698477629031025,1.4577255447897886,-0.18897436427643322,-1.2444129105174802,0.018486675342108683,1.7908852424035961,0.2165989094863262,1.276721766669167,0.21573448063921327,0.4130301167793485,-0.25161322176872836
unseen_chemotype,196613,A_cond,4881,74,1.1602385344913382,1.313548218620278,-0.008400835539670526,-0.9035463860814141,0.03646583956454452,1.6492941203375353,0.496347344048786,1.1194613826389592,0.2603974595369801,0.463839377176808,-0.04200399335696403
unseen_chemotype,196613,MC,4881,74,1.1086041112944647,1.2804804952387516,0.04123766023991282,-0.8098443819560652,0.129707797672157,1.6081886607504947,0.5040139101433648,1.0791405376326952,0.273919278836304,0.4683466502765827,0.009630429839909471
unseen_chemotype,196613,MC_ecfp,4881,74,1.1182345411343741,1.2134820623573386,0.18477785425890247,-0.5388852475003265,0.23491935264119101,1.482926058276791,0.46273120612996194,1.0814926916830594,0.24728539233763572,0.4650686334767466,0.0
unseen_chemotype,196613,MC_lig2d_ext,4881,74,1.0850748187589725,1.1989456853595075,0.19145693644413564,-0.5262772226872203,0.15287398673469277,1.4768387877276974,0.5584391961498582,1.0245282267424245,0.2530219217373489,0.486580618725671,0.03315972237540166
unseen_chemotype,196613,MC_all2d,4881,74,1.134344887637308,1.2100104676139611,0.18596539942587076,-0.5366435324687429,0.1794680732439854,1.4818455653807412,0.5502382850652655,1.0700638976410015,0.2493341528375333,0.472239295226388,-0.016110346502933748
unseen_chemotype,196613,MC_everything,4881,74,1.1037708954738121,1.2239465460434868,0.16061784686813374,-0.5844918090337525,0.1753595331103074,1.504739695111118,0.5683610862316865,1.077166552672877,0.2493341528375333,0.46896127842655194,0.014463645660562019
unseen_chemotype,196613,MC_massaction,4881,74,1.1300658842085276,1.2396776319971674,0.10003107487729568,-0.6988607452770244,0.17839118830460388,1.5580997910231598,0.5514926405308226,1.0441218537258496,0.2788363040360582,0.4859659905757017,-0.011831343074153455
unseen_chemotype,196613,MC_ecfp_massaction,4881,74,1.1147448984936978,1.2275453239449312,0.1541303743090432,-0.5967381346112697,0.22828118293627342,1.51054346861846,0.4866898273187104,1.085661319439308,0.2544560540872772,0.46937103052653145,0.003489642640676305
unseen_chemotype,196613,MC_lig2d_ext_massaction,4881,74,1.0781979760457836,1.1868414655053148,0.19799464840322323,-0.5139360607857606,0.13101133611492388,1.4708559627381677,0.6136789192911123,0.9952430047261808,0.2546609301372669,0.5017414464249129,0.04003656508859055
unseen_chemotype,196613,MC_all2d_massaction,4881,74,1.128793374744162,1.212212875582883,0.16969029511345746,-0.5673658552843646,0.17235677276584038,1.4965856248001874,0.5964615475455366,1.0496530154935257,0.2519975414874001,0.478180700676091,-0.010558833609787932
unseen_chemotype,196613,MC_everything_massaction,4881,74,1.1134692018738712,1.2289219251256691,0.15423898663657365,-0.596533108399204,0.18088886514590852,1.5104464862325877,0.585968687628267,1.0589216494718816,0.24728539233763572,0.47203441917639827,0.004765339260502932
unseen_chemotype,196613,MC_ecfp_SHUF,4881,74,1.1150220136957665,1.2794180642159214,0.04194286804417535,-0.8085131694858554,0.09675408514642547,1.6075971086164527,0.4674408107626159,1.0599228138883332,0.26265109608686743,0.47695144437615244,0.0032125274386076708
unseen_chemotype,196613,MC_lig2d_ext_SHUF,4881,74,1.1105555808639251,1.294797963901923,0.021566013998421285,-0.8469783169861995,0.09626058976088092,1.6246030980792778,0.44162679346113154,1.0913526280141614,0.27064126203646793,0.47264904732636753,0.007678960270449009
unseen_chemotype,196613,MC_cond_SHUF,4881,74,1.5444106382966933,1.5437035622045907,-0.3530315160912898,-1.5541016646733121,-0.09466615619073471,1.910449088460407,0.4228089474551815,1.3604467750831595,0.2122515877893874,0.39479614833026017,-0.4261760971623192
unseen_chemotype,196613,MC_massaction_SHUF,4881,74,1.108130764162356,1.2585689871839996,0.08117567238708245,-0.734453866586912,0.1365980236050527,1.5743371910183375,0.4665754638892535,1.0760274032812027,0.2761729153861914,0.47551731202622416,0.010103776972018252
unseen_chemotype,196613,NULL_metal_mean,4881,74,1.5019198904338473,1.6641448903234153,-0.500979113267475,-1.833380602183749,0.05336350673558943,2.012189306919212,0.38930219879295563,1.4888668240211602,0.1796762958410162,0.34562589633271873,-0.3836853492994732
unseen_chemotype,196613,NULL_global_mean,4881,74,1.4800418608312018,1.6503982586178407,-0.5045264039223789,-1.840076780993348,0.0,2.0145656251513597,0.29839293675008866,1.477039663333091,0.19422249539028888,0.3632452366318377,-0.36180731969682767
unseen_chemotype,196613,NULL_extractant_mean,4881,74,1.4800418608312018,1.6503982586178407,-0.5045264039223789,-1.840076780993348,0.0,2.0145656251513597,0.29839293675008866,1.477039663333091,0.19422249539028888,0.3632452366318377,-0.36180731969682767
unseen_chemotype,196613,NULL_nearest_condition,4881,74,1.4800418608312018,1.6503982586178407,-0.5045264039223789,-1.840076780993348,0.0,2.0145656251513597,0.29839293675008866,1.477039663333091,0.19422249539028888,0.3632452366318377,-0.36180731969682767
unseen_chemotype,262147,A_metal,4881,74,1.375179279310668,1.4653266592960077,-0.20183679324459058,-1.268693166260686,0.007159901048533701,1.8005461613443214,0.2308334374193058,1.2756275557896943,0.21307109198934646,0.41139110837943044,-0.28513881430998333
unseen_chemotype,262147,A_cond,4881,74,1.2369496965256805,1.3551911990393868,-0.07725687551558336,-1.0335251221520565,-0.0055987033564857125,1.7046732634781168,0.5155546848387526,1.160898107962305,0.2544560540872772,0.4445810284777709,-0.1469092315249958
unseen_chemotype,262147,MC,4881,74,1.2053594685274547,1.3390508893496724,-0.04498627934274535,-0.9726082976547588,0.06885126156325372,1.6789463026241365,0.5457611214288973,1.138918694261711,0.25322679778733864,0.4494980536775251,-0.11531900352676994
unseen_chemotype,262147,MC_ecfp,4881,74,1.0900404650006847,1.141202204827923,0.2760808583481129,-0.36653364152473245,0.2320389269570724,1.3974186737380736,0.48996941690743523,1.020915673547497,0.25793894693710306,0.48903913132554805,0.0
unseen_chemotype,262147,MC_lig2d_ext,4881,74,1.0682870982780013,1.153129307278927,0.2373258108956059,-0.43969108836595083,0.17434444169353736,1.434336455803105,0.5686777930124517,0.9579729627552456,0.26429010448678547,0.519360786724032,0.021753366722683465
unseen_chemotype,262147,MC_all2d,4881,74,1.116412954523439,1.1597301463522993,0.24746404677733191,-0.4205532598420658,0.18433371651252262,1.4247712371501977,0.5365364097180522,1.0105014776706986,0.24953902888752305,0.4960049170251998,-0.026372489522754172
unseen_chemotype,262147,MC_everything,4881,74,1.1181327534067933,1.2064991799991553,0.18648528689807464,-0.5356621470077192,0.16930375131449937,1.481372295578814,0.5689068871661028,1.0542823438407227,0.24441712763777915,0.47777094857611146,-0.028092288406108556
unseen_chemotype,262147,MC_massaction,4881,74,1.1835042122188184,1.279697971485146,0.04555386657771099,-0.8016967300637496,0.13659062373180086,1.6045646636537094,0.5808560702616731,1.1065175345067426,0.2603974595369801,0.4648637574267568,-0.09346374721813366
unseen_chemotype,262147,MC_ecfp_massaction,4881,74,1.0778940153366738,1.12413312629935,0.2884918503621836,-0.3431055580053193,0.21232692469450742,1.3853880963934087,0.5452856305392916,1.0085149421207835,0.2726900225363655,0.49702929727514855,0.012146449664010905
unseen_chemotype,262147,MC_lig2d_ext_massaction,4881,74,1.0759318673112368,1.1910095926523656,0.1841594602817117,-0.5400525825311688,0.15811979612299765,1.483488395001809,0.6145202014592486,0.9954056462040266,0.24667076418766645,0.5017414464249129,0.014108597689447944
unseen_chemotype,262147,MC_all2d_massaction,4881,74,1.0938025120801853,1.1633873980248295,0.23548899281663038,-0.44315842823011464,0.1651831931554799,1.4360626390030202,0.5958265868501642,1.0002418545336904,0.24851464863757428,0.49969268592501537,-0.0037620470795005634
unseen_chemotype,262147,MC_everything_massaction,4881,74,1.1073394289424336,1.2154716869537658,0.1739880752373626,-0.5592529863390965,0.14807591919052487,1.492707348588479,0.5947047030670314,1.059808870178723,0.23745134193812742,0.4771563204261422,-0.0172989639417489
unseen_chemotype,262147,MC_ecfp_SHUF,4881,74,1.2575550052273594,1.356017490193789,-0.07407672223791839,-1.0275219842474312,0.058821175395168845,1.7021552340235748,0.5047320962851405,1.1447996018207434,0.247900020487605,0.44703954107764804,-0.16751454022667467
unseen_chemotype,262147,MC_lig2d_ext_SHUF,4881,74,1.2567498302308284,1.3592498223890654,-0.07918584622004565,-1.0371664174425064,0.07573672526013231,1.70619880216763,0.48119643982387844,1.1397187413181695,0.24400737553779964,0.4535955746773202,-0.16670936523014368
unseen_chemotype,262147,MC_cond_SHUF,4881,74,1.5243484329763535,1.6119796279676295,-0.4360232450723047,-1.7107641744697393,-0.12484130035331376,1.968168366396844,0.4166854823472879,1.4158438767378934,0.1927883630403606,0.3708256504814587,-0.43430796797566873
unseen_chemotype,262147,MC_massaction_SHUF,4881,74,1.217992317178944,1.3354574319817742,-0.03199953633637964,-0.9480933757650862,0.0910881616926198,1.668480992127619,0.48928161281437615,1.1377312198405907,0.25179266543741036,0.45236631837738167,-0.12795185217825922
unseen_chemotype,262147,NULL_metal_mean,4881,74,1.5133783181952187,1.6803167161256702,-0.5325292322110622,-1.892937390297042,0.047575176805706554,2.0332271296253337,0.40265529097594116,1.4917968796238736,0.18070067609096496,0.34562589633271873,-0.423337853194534
unseen_chemotype,262147,NULL_global_mean,4881,74,1.4906641379581747,1.6673673430158058,-0.535146917470471,-1.8978787639451316,0.0,2.0349628478621153,0.3069815001423854,1.4813026355048968,0.1927883630403606,0.36078672403196066,-0.4006236729574899
unseen_chemotype,262147,NULL_extractant_mean,4881,74,1.4906641379581747,1.6673673430158058,-0.535146917470471,-1.8978787639451316,0.0,2.0349628478621153,0.3069815001423854,1.4813026355048968,0.1927883630403606,0.36078672403196066,-0.4006236729574899
unseen_chemotype,262147,NULL_nearest_condition,4881,74,1.4906641379581747,1.6673673430158058,-0.535146917470471,-1.8978787639451316,0.0,2.0349628478621153,0.3069815001423854,1.4813026355048968,0.1927883630403606,0.36078672403196066,-0.4006236729574899
unseen_conditions,104729,A_metal,4881,74,1.3303332122063296,1.355064221561723,-0.033109651157481323,-0.9501889264443086,0.03682230594698255,1.669378137707355,0.19772551794782992,1.2021474282545093,0.23499282933825036,0.43228846547838556,-0.5836618186606871
unseen_conditions,104729,A_cond,4881,74,1.0325885815214626,0.7938263766768034,0.5708973293539166,0.1899879401338499,0.44023197243637135,1.0758757557940553,0.8088438780390528,0.6007505691124138,0.4445810284777709,0.694939561565253,-0.2859171879758201
unseen_conditions,104729,MC,4881,74,1.0194212389842867,0.700628358555522,0.6344068699976533,0.3098741523555769,0.5589404093892809,0.9930715161538429,0.8028606636185286,0.4791922020357178,0.5166973980741651,0.7652120467117394,-0.2727498454386442
unseen_conditions,104729,MC_ecfp,4881,74,0.7466713935456425,0.5798764469765955,0.7475173759517584,0.5233915228777343,0.6446357693027231,0.8252722838434884,0.8542781205738371,0.41345417972924053,0.5752919483712354,0.8205285802089736,0.0
unseen_conditions,104729,MC_lig2d_ext,4881,74,0.7453955604105448,0.5809839177695795,0.7505887307085906,0.5291892830953893,0.6345061240616702,0.8202373638458158,0.8457311761775871,0.41215878340417045,0.5687359147715632,0.8215529604589223,0.0012758331350977148
unseen_conditions,104729,MC_all2d,4881,74,0.7441370788415541,0.593558515101505,0.7357432618077668,0.5011656662161712,0.6123133584687912,0.8442956415222151,0.8472661977118844,0.41616425561356984,0.564638393771768,0.8162261831591887,0.0025343147040883807
unseen_conditions,104729,MC_everything,4881,74,0.7512277061196978,0.5863938878221439,0.738239206528051,0.5058772316817166,0.6049374463324267,0.8402989319588662,0.8717684252943487,0.40494445749091,0.5752919483712354,0.8272894898586355,-0.00455631257405531
unseen_conditions,104729,MC_massaction,4881,74,0.9565130153756322,0.6036492622794005,0.6871692340893104,0.40947304591860634,0.6556557135386416,0.9186207292040129,0.8417881728292945,0.35787283796456637,0.602540463019873,0.8045482483097726,-0.20984162182998967
unseen_conditions,104729,MC_ecfp_massaction,4881,74,0.7048188096635879,0.49227105389864384,0.7868073281102879,0.5975587030354685,0.7192835300285529,0.7583464334203732,0.8885423256470697,0.30272211261501725,0.6586765007170662,0.8656013112067199,0.041852583882054595
