regime,arm,macro_mae,macro_mae_sd,pooled_mae,pooled_r2,within_lig_r2,within_lig_r2_shape,dispersion,within_0_5,within_1_0,n_rows,n_groups
unseen_chemotype,MC_lig2d_ext_massaction,1.0327740934361878,0.046577885937516356,1.1280216971304085,0.2583059926563528,-0.4000870462405516,0.16712083306756087,0.5980871352223496,0.27834460151608276,0.5290719114935464,4881,74
unseen_chemotype,MC_lig2d_ext,1.0363168033392753,0.04873787902687455,1.1257312868296947,0.2728206025745594,-0.37268798796785857,0.177021251198578,0.5526575185241066,0.27584511370620773,0.5242778119237862,4881,74
unseen_chemotype,MC_ecfp_massaction,1.0515629565869067,0.04736721879939254,1.1004263091964521,0.30722329206774834,-0.3077464360093124,0.2180352433514022,0.5498259458164668,0.28477770948576114,0.5164105716041795,4881,74
unseen_chemotype,MC_ecfp,1.0532170111049868,0.05102843439229508,1.0976753473731085,0.32094586180920703,-0.28184250265415567,0.22448404645773165,0.5220135877380645,0.27805777504609713,0.5073960254046301,4881,74
unseen_chemotype,MC_all2d_massaction,1.0643587062693818,0.05124388871455034,1.1443393458167943,0.24872109723253621,-0.41818034049611397,0.1933067613368813,0.5756552545998402,0.27248514648637573,0.5080926039745954,4881,74
unseen_chemotype,MC_all2d,1.069275084240377,0.057540710126584925,1.1348090490882152,0.2732153388891493,-0.3719428488737498,0.20197497748691742,0.5311771883145782,0.2666256914566687,0.5080516287645974,4881,74
unseen_chemotype,MC_everything,1.0714503227693837,0.04258163737022994,1.1661863323018506,0.22869150306340935,-0.4559899696153858,0.19181969205844865,0.5728766014948615,0.2650276582667486,0.4970702724851465,4881,74
unseen_chemotype,MC_everything_massaction,1.0732454250846473,0.045681641182804884,1.1821035248851506,0.20629712562704156,-0.4982635722693615,0.1849304695501164,0.5814473067174906,0.26015160827699246,0.4956771153452162,4881,74
unseen_chemotype,MC_massaction,1.1302851624496943,0.040008314613166014,1.2501792938408245,0.08598452107274208,-0.7253762595340572,0.14911724012773897,0.5538535954719946,0.2767465683261626,0.4740831796762959,4881,74
unseen_chemotype,MC,1.145941776848719,0.043690545406420166,1.3008304640464599,0.015127165875534088,-0.8591328547879156,0.07687763440166125,0.5156840791969655,0.26301987297684903,0.4594140544970293,4881,74
unseen_chemotype,MC_massaction_SHUF,1.1577317776131177,0.04484336676884401,1.2993990783158544,0.023749856624663203,-0.8428559029694274,0.09179760098372139,0.4761516772132488,0.26088916205695556,0.4624871952468756,4881,74
unseen_chemotype,MC_ecfp_SHUF,1.1851535678149303,0.054092499936421276,1.3286417029836026,-0.028717365209522817,-0.9418976599675231,0.06247102429829308,0.4860080942390389,0.2518336406474083,0.45613603769719324,4881,74
unseen_chemotype,MC_lig2d_ext_SHUF,1.189473424009992,0.0520251575219003,1.33419145976181,-0.03335650720485459,-0.9506549136988791,0.06109895031338937,0.4637435704314008,0.2518746158574062,0.4531858225773407,4881,74
unseen_chemotype,A_cond,1.1913009956881064,0.03838000857986844,1.3314282875359194,-0.03126700407284304,-0.9467105832347759,0.0055555058284564975,0.4960673230740496,0.25584921122720755,0.45150583896742463,4881,74
unseen_chemotype,A_metal,1.369864397856341,0.03165662667829178,1.4515740523044651,-0.1797853704875798,-1.2270669551175772,0.008002457308638133,0.21186202886128477,0.2183978692890801,0.4133579184593321,4881,74
unseen_chemotype,NULL_global_mean,1.4541525748118582,0.08036490950379446,1.5644881000640969,-0.3686453505009552,-1.5835757160781643,0.0,0.23643027599639188,0.2066379840196681,0.3872157344806392,4881,74
unseen_chemotype,NULL_extractant_mean,1.4541525748118582,0.08036490950379446,1.5644881000640969,-0.3686453505009552,-1.5835757160781643,0.0,0.23643027599639188,0.2066379840196681,0.3872157344806392,4881,74
unseen_chemotype,NULL_nearest_condition,1.4541525748118582,0.08036490950379446,1.5644881000640969,-0.3686453505009552,-1.5835757160781643,0.0,0.23643027599639188,0.2066379840196681,0.3872157344806392,4881,74
unseen_chemotype,NULL_metal_mean,1.4702453706809842,0.08638546158593745,1.5701727405323473,-0.3682251072169568,-1.5827824277781777,0.02740561754800146,0.3336791298638052,0.2020897357098955,0.3789387420610531,4881,74
unseen_chemotype,MC_cond_SHUF,1.5151213932023124,0.06615037402222887,1.5424799508354963,-0.32723969903648187,-1.5054147552471833,-0.132481640037393,0.40783949766546923,0.20196681007990164,0.38565867650071706,4881,74
unseen_conditions,MC_lig2d_ext_massaction,0.7295232135269825,0.02296076738963851,0.4972513509527493,0.777540302258924,0.5800654474297786,0.7245595305112877,0.8879269030487335,0.6645359557467732,0.8592911288670354,4881,74
unseen_conditions,MC_all2d_massaction,0.7336795290513456,0.026597476608088286,0.5081277792027186,0.767549532162206,0.5612059883322463,0.7083133927708157,0.8891331504995208,0.6599467322270026,0.8529399713173531,4881,74
unseen_conditions,MC_ecfp_massaction,0.7372541535571968,0.019102795241264424,0.5009206923186621,0.7761888133243324,0.5775142576780427,0.7262430291579266,0.8899295559848109,0.6566687154271665,0.8585125998770744,4881,74
unseen_conditions,MC_everything_massaction,0.7390132825478217,0.01976866675552572,0.5193450102529296,0.7656380639656233,0.5575977323198766,0.6893467782120528,0.8894968203425151,0.6498258553575087,0.8499487809875026,4881,74
unseen_conditions,MC_everything,0.7639071413725892,0.018925265189168008,0.5943699072510461,0.7286653344144807,0.48780474599913665,0.6124926764153521,0.8768267620101116,0.5767260807211636,0.8169227617291538,4881,74
unseen_conditions,MC_lig2d_ext,0.7875095554129823,0.0286359383795196,0.5922805527398992,0.7348829492535716,0.4995416643354485,0.6419891335195812,0.8529502645981276,0.5723827084613808,0.8208563818889572,4881,74
unseen_conditions,MC_all2d,0.7936398729840988,0.030560571238584255,0.605416026712029,0.722381708149172,0.4759432186706579,0.6222966232229968,0.8528685617005489,0.5674247080516288,0.8103257529194836,4881,74
unseen_conditions,MC_ecfp,0.7991648332975119,0.031008353441407475,0.5914085804931581,0.7351899946504614,0.500121270316536,0.6505736035268408,0.8561067853835166,0.5736119647613194,0.8180290923990985,4881,74
unseen_conditions,NULL_nearest_condition,0.8681593489729282,0.01059435477880156,0.7241623454747851,0.5823831794746108,0.21166964419215656,0.3683576825379378,0.9739641096174816,0.5009219422249539,0.7636959639418153,4881,74
unseen_conditions,MC_massaction,0.9666429449272437,0.021041805674811016,0.6034359756119432,0.6882284565799753,0.4114725277447814,0.6665074100298501,0.8399664483787099,0.6006146281499692,0.8057365293997132,4881,74
unseen_conditions,MC,1.0251852784324929,0.021527714054197695,0.705623359229459,0.632588706965382,0.3064420274034644,0.5646998338230386,0.8015973398962559,0.5131325548043433,0.7605818479819708,4881,74
unseen_conditions,A_cond,1.0383347520059343,0.013223257087779272,0.7946071771084716,0.5693856921448442,0.18713444036968518,0.44948717551613726,0.8031659817944463,0.4440073755377997,0.6959639418152018,4881,74
unseen_conditions,MC_massaction_SHUF,1.0438385996728616,0.023431249932474037,0.7706765306660618,0.6002327781384477,0.24536412145958802,0.4922121037345356,0.7491976902249691,0.44708051628764595,0.7224749026838763,4881,74
unseen_conditions,NULL_extractant_mean,1.0513065941148585,0.021290958018946534,1.0623906485745322,0.3628640169498537,-0.20271409466699386,-0.08479457649166297,0.6709859369655067,0.27650071706617496,0.5362835484531858,4881,74
unseen_conditions,MC_ecfp_SHUF,1.0531019568370021,0.021975551179564866,0.7590368098961624,0.5987403921824123,0.24254696205915022,0.49743814668591657,0.7670296236828296,0.46162671583691867,0.7346035648432698,4881,74
