regime,comparison,reference,candidate,point_delta_mae,ci95_low,ci95_high,p_worse_one_sided,groups_improved,groups_total,bootstrap_unit,bootstrap_resample_unit,bootstrap_blocks,bootstrap_replicates
unseen_chemotype,MC_ecfp_vs_MC_ecfp_SHUF,MC_ecfp,MC_ecfp_SHUF,-0.1319365567099436,-0.22782511905964667,0.015014703182347348,0.9588082383523295,28,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_MC_lig2d_ext_SHUF,MC_ecfp,MC_lig2d_ext_SHUF,-0.13625641290500518,-0.22863223654884018,0.006106679926433481,0.968006398720256,28,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_MC_cond_SHUF,MC_ecfp,MC_cond_SHUF,-0.4619043820973258,-0.6129485089087093,-0.2942277970694242,1.0,14,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_MC_massaction_SHUF,MC_ecfp,MC_massaction_SHUF,-0.10451476650813112,-0.1854085152236704,0.021429880311246263,0.9456108778244351,27,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_NULL_metal_mean,MC_ecfp,NULL_metal_mean,-0.41702835957599754,-0.5766405690129901,-0.18501322331776635,0.9998000399920016,16,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_NULL_global_mean,MC_ecfp,NULL_global_mean,-0.4009355637068715,-0.5750535815499958,-0.166071427029516,0.9994001199760048,17,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_NULL_extractant_mean,MC_ecfp,NULL_extractant_mean,-0.4009355637068715,-0.5750535815499958,-0.166071427029516,0.9994001199760048,17,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_ecfp_vs_NULL_nearest_condition,MC_ecfp,NULL_nearest_condition,-0.4009355637068715,-0.5750535815499958,-0.166071427029516,0.9994001199760048,17,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_A_metal,MC,A_metal,-0.22392262100762192,-0.36481235449404126,-0.07513593428444017,0.998000399920016,24,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_A_cond,MC,A_cond,-0.04535921883938736,-0.10028870434737086,0.03397782105270298,0.8240351929614077,34,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_ecfp,MC,MC_ecfp,0.09272476574373241,-0.05663602852651466,0.1844345558994684,0.11077784443111378,47,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_lig2d_ext,MC,MC_lig2d_ext,0.1096249735094438,0.005737389476938346,0.22470555151787555,0.021395720855828835,44,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_all2d,MC,MC_all2d,0.07666669260834195,-0.03364377869333812,0.16888733533829978,0.06758648270345931,41,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_everything,MC,MC_everything,0.0744914540793355,-0.041457661526189925,0.18051664880223356,0.08778244351129774,40,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_massaction,MC,MC_massaction,0.015656614399024656,-0.02270015917032422,0.05527566150028155,0.1921615676864627,37,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_ecfp_massaction,MC,MC_ecfp_massaction,0.0943788202618124,-0.04479917280591613,0.18529923594774414,0.08998200359928014,49,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_lig2d_ext_massaction,MC,MC_lig2d_ext_massaction,0.11316768341253124,0.00017096598223773096,0.23728924121144895,0.02519496100779844,49,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_all2d_massaction,MC,MC_all2d_massaction,0.08158307057933738,-0.03281864593416648,0.18978551917903597,0.0625874825034993,44,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_everything_massaction,MC,MC_everything_massaction,0.0726963517640717,-0.042666338493630315,0.18752903278629535,0.08758248350329934,43,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_ecfp_SHUF,MC,MC_ecfp_SHUF,-0.03921179096621115,-0.07479384555271608,0.007551665685466338,0.9510097980403919,33,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_lig2d_ext_SHUF,MC,MC_lig2d_ext_SHUF,-0.04353164716127277,-0.08940743875599778,0.011571443656796144,0.946010797840432,30,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_cond_SHUF,MC,MC_cond_SHUF,-0.3691796163535935,-0.5522295323360197,-0.24406045600176565,1.0,17,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_MC_massaction_SHUF,MC,MC_massaction_SHUF,-0.01179000076439869,-0.056484127476641305,0.015125392191436689,0.7764447110577885,38,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_NULL_metal_mean,MC,NULL_metal_mean,-0.3243035938322651,-0.48667843766705776,-0.16432187547621413,1.0,18,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_NULL_global_mean,MC,NULL_global_mean,-0.3082107979631391,-0.48711728750504535,-0.1440482967831102,0.9998000399920016,23,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_NULL_extractant_mean,MC,NULL_extractant_mean,-0.3082107979631391,-0.48711728750504535,-0.1440482967831102,0.9998000399920016,23,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_vs_NULL_nearest_condition,MC,NULL_nearest_condition,-0.3082107979631391,-0.48711728750504535,-0.1440482967831102,0.9998000399920016,23,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_A_metal,MC_all2d,A_metal,-0.3005893136159639,-0.43189583978418283,-0.13434006309807192,0.999000199960008,18,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_A_cond,MC_all2d,A_cond,-0.12202591144772933,-0.2169309241024402,0.026573371660961322,0.9500099980003999,29,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC,MC_all2d,MC,-0.07666669260834195,-0.16888733533829983,0.033643778693338046,0.9326134773045391,33,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_ecfp,MC_all2d,MC_ecfp,0.016058073135390455,-0.07756984136296388,0.07736972427782003,0.39112177564487105,36,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_lig2d_ext,MC_all2d,MC_lig2d_ext,0.032958280901101825,0.0008659159618698422,0.08314933513360215,0.020795840831833633,40,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_everything,MC_all2d,MC_everything,-0.0021752385290064787,-0.03629711475131207,0.04601652260642382,0.5718856228754249,30,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_massaction,MC_all2d,MC_massaction,-0.0610100782093173,-0.13545255604614556,0.034486991356918684,0.9134173165366927,33,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_ecfp_massaction,MC_all2d,MC_ecfp_massaction,0.01771212765347041,-0.05847764157061841,0.06582121535623289,0.33373325334933013,41,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_lig2d_ext_massaction,MC_all2d,MC_lig2d_ext_massaction,0.03650099080418927,-0.0041586929397860435,0.10030361775605647,0.04479104179164167,44,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_all2d_massaction,MC_all2d,MC_all2d_massaction,0.004916377970995414,-0.018235292508874505,0.03974073677968056,0.36212757448510297,41,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_everything_massaction,MC_all2d,MC_everything_massaction,-0.00397034084427025,-0.04064357490243276,0.056776173961147626,0.5728854229154169,32,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_ecfp_SHUF,MC_all2d,MC_ecfp_SHUF,-0.11587848357455309,-0.19353575869748202,-0.011561696939172852,0.9828034393121375,26,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_lig2d_ext_SHUF,MC_all2d,MC_lig2d_ext_SHUF,-0.12019833976961473,-0.19555527477615675,-0.018873858088174676,0.9870025994801039,30,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_cond_SHUF,MC_all2d,MC_cond_SHUF,-0.4458463089619354,-0.6238525814060843,-0.3100255984224386,1.0,9,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_MC_massaction_SHUF,MC_all2d,MC_massaction_SHUF,-0.08845669337274063,-0.1765765462826809,0.0026741823661233437,0.9728054389122176,30,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_NULL_metal_mean,MC_all2d,NULL_metal_mean,-0.4009702864406071,-0.562865253848953,-0.21372549128598495,1.0,15,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_NULL_global_mean,MC_all2d,NULL_global_mean,-0.3848774905714811,-0.5643290090662366,-0.1923833612175571,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_NULL_extractant_mean,MC_all2d,NULL_extractant_mean,-0.3848774905714811,-0.5643290090662366,-0.1923833612175571,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_all2d_vs_NULL_nearest_condition,MC_all2d,NULL_nearest_condition,-0.3848774905714811,-0.5643290090662366,-0.1923833612175571,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_A_cond,A_metal,A_cond,0.17856340216823458,0.05270129081216729,0.3506502777987896,0.003199360127974405,47,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC,A_metal,MC,0.22392262100762192,0.07513593428444013,0.3648123544940412,0.0021995600879824036,50,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_ecfp,A_metal,MC_ecfp,0.31664738675135434,0.10184837709475705,0.4575429560502605,0.002599480103979204,54,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_lig2d_ext,A_metal,MC_lig2d_ext,0.33354759451706567,0.18426452848594874,0.47761222616398386,0.0001999600079984003,60,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_all2d,A_metal,MC_all2d,0.3005893136159639,0.1343400630980718,0.4318958397841827,0.0011997600479904018,56,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_everything,A_metal,MC_everything,0.29841407508695744,0.13233770324316416,0.4327550651776144,0.0011997600479904018,60,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_massaction,A_metal,MC_massaction,0.2395792354066466,0.08879192213440269,0.38359522555843617,0.0021995600879824036,46,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_ecfp_massaction,A_metal,MC_ecfp_massaction,0.31830144126943427,0.10595501199634516,0.46317616496511965,0.0023995200959808036,54,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_lig2d_ext_massaction,A_metal,MC_lig2d_ext_massaction,0.33709030442015314,0.17734542486913135,0.4902564487667199,0.0001999600079984003,58,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_all2d_massaction,A_metal,MC_all2d_massaction,0.30550569158695934,0.13368453058549112,0.45223931275154633,0.0015996800639872025,56,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_everything_massaction,A_metal,MC_everything_massaction,0.2966189727716936,0.13313951732058152,0.4428062262538102,0.0013997200559888023,61,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_ecfp_SHUF,A_metal,MC_ecfp_SHUF,0.18471083004141078,0.06050593501683172,0.318125162520703,0.002999400119976005,47,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_lig2d_ext_SHUF,A_metal,MC_lig2d_ext_SHUF,0.18039097384634914,0.05983868099292955,0.30545479908568685,0.002599480103979204,47,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_cond_SHUF,A_metal,MC_cond_SHUF,-0.14525699534597147,-0.2444542631322629,-0.07452367256242522,1.0,15,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_MC_massaction_SHUF,A_metal,MC_massaction_SHUF,0.21213262024322324,0.06641160733862189,0.33577317746709995,0.002599480103979204,48,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_NULL_metal_mean,A_metal,NULL_metal_mean,-0.10038097282464319,-0.166943204488111,-0.0381070843083881,0.9982003599280144,21,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_NULL_global_mean,A_metal,NULL_global_mean,-0.08428817695551717,-0.1684477554271919,-0.01815435034192348,0.9924015196960608,26,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_NULL_extractant_mean,A_metal,NULL_extractant_mean,-0.08428817695551717,-0.1684477554271919,-0.01815435034192348,0.9924015196960608,26,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,A_metal_vs_NULL_nearest_condition,A_metal,NULL_nearest_condition,-0.08428817695551717,-0.1684477554271919,-0.01815435034192348,0.9924015196960608,26,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_A_metal,MC_lig2d_ext,A_metal,-0.33354759451706567,-0.4776122261639841,-0.184264528485949,1.0,14,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_A_cond,MC_lig2d_ext,A_cond,-0.15498419234883115,-0.24522463205962647,-0.025949125893517878,0.9868026394721056,22,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC,MC_lig2d_ext,MC,-0.1096249735094438,-0.22470555151787566,-0.005737389476938418,0.9788042391521695,30,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_ecfp,MC_lig2d_ext,MC_ecfp,-0.016900207765711373,-0.15141859542977573,0.07365260578798818,0.6412717456508699,34,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_all2d,MC_lig2d_ext,MC_all2d,-0.032958280901101825,-0.08314933513360218,-0.0008659159618698611,0.9794041191761648,34,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_everything,MC_lig2d_ext,MC_everything,-0.035133519430108305,-0.08979279944132418,-0.00030439540661038637,0.976004799040192,24,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_massaction,MC_lig2d_ext,MC_massaction,-0.09396835911041915,-0.1857905631950802,-0.007566848712127186,0.9818036392721455,31,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_ecfp_massaction,MC_lig2d_ext,MC_ecfp_massaction,-0.015246153247631422,-0.13151484033866864,0.05951730657789714,0.6538692261547691,34,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_lig2d_ext_massaction,MC_lig2d_ext,MC_lig2d_ext_massaction,0.003542709903087435,-0.017220875256846548,0.026625334232700398,0.3607278544291142,38,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_all2d_massaction,MC_lig2d_ext,MC_all2d_massaction,-0.028041902930106413,-0.06811420417477934,-0.004039511602161352,0.99000199960008,31,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_everything_massaction,MC_lig2d_ext,MC_everything_massaction,-0.03692862174537208,-0.08099714508088036,5.30587881663786e-05,0.9744051189762047,23,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_ecfp_SHUF,MC_lig2d_ext,MC_ecfp_SHUF,-0.14883676447565497,-0.24558287763162703,-0.05040013861423325,0.9956008798240352,23,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_lig2d_ext_SHUF,MC_lig2d_ext,MC_lig2d_ext_SHUF,-0.15315662067071656,-0.24843517220115466,-0.059189796540530144,0.997000599880024,24,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_cond_SHUF,MC_lig2d_ext,MC_cond_SHUF,-0.4788045898630371,-0.6742001197342303,-0.34272701463364164,1.0,10,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_MC_massaction_SHUF,MC_lig2d_ext,MC_massaction_SHUF,-0.1214149742738425,-0.24046106337267584,-0.029213859947431788,0.9924015196960608,26,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_NULL_metal_mean,MC_lig2d_ext,NULL_metal_mean,-0.4339285673417089,-0.6090017078423318,-0.26222058383642616,1.0,10,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_NULL_global_mean,MC_lig2d_ext,NULL_global_mean,-0.4178357714725829,-0.6103912480097234,-0.23780684268331972,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_NULL_extractant_mean,MC_lig2d_ext,NULL_extractant_mean,-0.4178357714725829,-0.6103912480097234,-0.23780684268331972,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_chemotype,MC_lig2d_ext_vs_NULL_nearest_condition,MC_lig2d_ext,NULL_nearest_condition,-0.4178357714725829,-0.6103912480097234,-0.23780684268331972,1.0,19,74,ecfp_cluster,tanimoto_cluster,40,5000
unseen_conditions,MC_ecfp_vs_A_metal,MC_ecfp,A_metal,-0.5214408877005535,-0.6933481909902918,-0.3512210516548581,1.0,18,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_A_cond,MC_ecfp,A_cond,-0.23916991870842252,-0.3573583870015046,-0.11634888612996355,1.0,24,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC,MC_ecfp,MC,-0.22602044513498082,-0.3436526017186906,-0.10494453950844827,1.0,23,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_lig2d_ext,MC_ecfp,MC_lig2d_ext,0.011655277884529667,-0.08954909795843627,0.11817313066085067,0.41931613677264545,28,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_all2d,MC_ecfp,MC_all2d,0.005524960313413088,-0.07792885670685447,0.09111435970782153,0.4549090181963607,28,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_everything,MC_ecfp,MC_everything,0.0352576919249227,-0.0420691476928307,0.1185375182658706,0.20215956808638272,37,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_massaction,MC_ecfp,MC_massaction,-0.16747811162973186,-0.2801217789224687,-0.049381709666192417,0.998000399920016,33,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_ecfp_massaction,MC_ecfp,MC_ecfp_massaction,0.061910679740315167,0.031611990053601456,0.09235829183414108,0.0001999600079984003,53,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_lig2d_ext_massaction,MC_ecfp,MC_lig2d_ext_massaction,0.06964161977052956,-0.030638268336074234,0.17269539474050988,0.08478304339132174,48,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_all2d_massaction,MC_ecfp,MC_all2d_massaction,0.06548530424616633,-0.02007694227615032,0.1516722633507722,0.0655868826234753,46,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_everything_massaction,MC_ecfp,MC_everything_massaction,0.06015155074969019,-0.01891657135428817,0.14319577300354938,0.07078584283143372,46,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_ecfp_SHUF,MC_ecfp,MC_ecfp_SHUF,-0.25393712353949033,-0.36242151332921296,-0.14314682173699575,1.0,17,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_lig2d_ext_SHUF,MC_ecfp,MC_lig2d_ext_SHUF,-0.26570227362052484,-0.3731763959263421,-0.15698039226280483,1.0,13,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_cond_SHUF,MC_ecfp,MC_cond_SHUF,-0.638709291924859,-0.8131335538717103,-0.46981879936109283,1.0,15,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_MC_massaction_SHUF,MC_ecfp,MC_massaction_SHUF,-0.24467376637534988,-0.34958789329655465,-0.13619882627124655,1.0,17,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_NULL_metal_mean,MC_ecfp,NULL_metal_mean,-0.5205904140015514,-0.7098138593726123,-0.34126236457638826,1.0,15,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_NULL_global_mean,MC_ecfp,NULL_global_mean,-0.5418048666053555,-0.735192041826069,-0.3607257975526687,1.0,19,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_NULL_extractant_mean,MC_ecfp,NULL_extractant_mean,-0.25214176081734657,-0.3828087180569125,-0.11752717723506931,0.9996000799840032,20,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_ecfp_vs_NULL_nearest_condition,MC_ecfp,NULL_nearest_condition,-0.06899451567541627,-0.2021578399065633,0.059674962344315824,0.8538292341531694,35,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_A_metal,MC,A_metal,-0.29542044256557265,-0.4744078259096923,-0.11924129947044908,1.0,28,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_A_cond,MC,A_cond,-0.013149473573441647,-0.04258681355170165,0.01732433854167656,0.8032393521295741,34,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_ecfp,MC,MC_ecfp,0.22602044513498082,0.10494453950844825,0.3436526017186906,0.0001999600079984003,51,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_lig2d_ext,MC,MC_lig2d_ext,0.23767572301951048,0.1283683587317317,0.35050660696678565,0.0001999600079984003,48,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_all2d,MC,MC_all2d,0.23154540544839397,0.12249419075247582,0.3421597715229728,0.0001999600079984003,47,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_everything,MC,MC_everything,0.26127813705990355,0.14887294513293078,0.3751886063751613,0.0001999600079984003,48,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_massaction,MC,MC_massaction,0.05854233350524898,0.019777825333939902,0.09907921275910031,0.0015996800639872025,53,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_ecfp_massaction,MC,MC_ecfp_massaction,0.287931124875296,0.16515234813490476,0.40723726247256853,0.0001999600079984003,56,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_lig2d_ext_massaction,MC,MC_lig2d_ext_massaction,0.29566206490551034,0.18403228605137545,0.40913502903924387,0.0001999600079984003,58,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_all2d_massaction,MC,MC_all2d_massaction,0.2915057493811472,0.17963567349992052,0.4031944968202722,0.0001999600079984003,55,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_everything_massaction,MC,MC_everything_massaction,0.286171995884671,0.17450500665999538,0.3950523518925471,0.0001999600079984003,53,74,ecfp_cluster,ecfp_cluster,74,5000
unseen_conditions,MC_vs_MC_ecfp_SHUF,MC,MC_ecfp_SHUF,-0.027916678404509503,-0.06585338987177525,0.009335601758434321,0.9280143971205759,31,74,ecfp_cluster,ecfp_cluster,74,5000
