grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
pair_type,Sm-Eu,106,0.16416680560208827,0.21276525998774357,0.7075471698113207,-0.08505513072890158,0.15885663242749865,0.20826108782041855,0.7169811320754716,-0.039600867204801604,0.16421733901885954,0.2125564943524161,0.7169811320754716,-0.0829268594899859,0.163240432381402,0.20732986210053905,0.7264150943396226,-0.030324639258893615,0.16214547385837674,0.20780736929892882,0.7169811320754716,-0.03507604344095183,0.16357445282324962,0.21104473798202622,0.7452830188679245,-0.06757753065448502,0.1625039671670961,0.20787680602946726,0.7264150943396226,-0.03576787938746451,0.0020718651604828,-0.00035849330871934315
pair_type,Gd-Tb,98,0.1206557176948444,0.16630359225722072,0.8979591836734694,-0.013126360279496208,0.11860794975295713,0.16417700706099358,0.8979591836734694,0.012618415305434838,0.12047924272277957,0.16619528252581067,0.8979591836734694,-0.011807137890060382,0.12762535789687995,0.16966054434185046,0.9387755102040817,-0.05444047174841127,0.1214901103024547,0.1664535804173964,0.8979591836734694,-0.014954648908158896,0.1314532120154431,0.17451825981071145,0.9387755102040817,-0.1156863052221131,0.12244522992477207,0.1669110094954894,0.8979591836734694,-0.020540683107833635,-0.001010867579675126,-0.0009551196223173686
pair_type,Dy-Ho,96,0.10410842601279884,0.17419072243514905,0.7083333333333334,-0.18703172384581546,0.10615476234526784,0.1750695612276108,0.7083333333333334,-0.19903972459055885,0.10411202493992426,0.17409134658323744,0.6979166666666666,-0.18567770638269665,0.10558576526479195,0.17166249060260352,0.8020833333333334,-0.15282425067973504,0.10388501808375435,0.17195969258708965,0.7395833333333334,-0.15681951192762478,0.10215406598709988,0.16688310283994265,0.78125,-0.0895245410699741,0.10339119329264418,0.17062551973431106,0.71875,-0.13893846275969657,0.00022700685616991456,0.0004938247911101673
pair_type,Ho-Er,96,0.10507160456020583,0.14945320252275604,0.6979166666666666,-0.3414008668484454,0.10688443473684002,0.15066167673173197,0.6979166666666666,-0.3631816276311619,0.10516100299889715,0.1495909708047406,0.6979166666666666,-0.34387505497771476,0.08363934332605281,0.13571356483615613,0.6979166666666666,-0.1061006516246552,0.09941874242483707,0.14527907875868917,0.6979166666666666,-0.26751843890993054,0.08416401097400321,0.13487547998889685,0.7083333333333334,-0.09248161682662603,0.09856784168117083,0.14459783342798557,0.6979166666666666,-0.25565896848295244,0.005742260574060076,0.0008509007436662414
pair_type,La-Ce,95,0.21087436775184382,0.27107813411685616,0.8210526315789474,-0.3578636268602926,0.2022493007464583,0.2612788067763286,0.8210526315789474,-0.26146599482931765,0.21086665918490508,0.2713283214644691,0.8210526315789474,-0.36037122172857394,0.19564051962707835,0.25704284723777,0.8315789473684211,-0.220894749767786,0.20843665566273617,0.2667102084486489,0.8315789473684211,-0.31445722340714655,0.19335135960614608,0.25779940138938645,0.8315789473684211,-0.22809224485324187,0.20701916022519054,0.26687196623809695,0.8315789473684211,-0.31605212428009666,0.0024300035221689054,0.0014174954375456295
pair_type,Er-Tm,89,0.07252099187356466,0.09685054086926324,0.5842696629213483,-0.03193083843421274,0.07279673280497365,0.09625292363153319,0.5730337078651685,-0.01923505014117799,0.07271066478112308,0.09689176989258946,0.5842696629213483,-0.032809605986388934,0.06886206884521742,0.09668457822296134,0.4606741573033708,-0.028397244623738827,0.07194677499077388,0.09614520151175197,0.5056179775280899,-0.016954958948669052,0.06944077207904199,0.09861389461934811,0.4943820224719101,-0.06984955992032416,0.07216314384532442,0.09693774131319499,0.5056179775280899,-0.033789895406369785,0.0007638897903491926,-0.000216368854550536
pair_type,Tb-Dy,88,0.14142805622626128,0.17957696707037094,0.7045454545454546,-0.40991462593310946,0.14962368130496545,0.1872416537128062,0.6818181818181818,-0.5328388084665754,0.14210007921580067,0.1803888887897539,0.7045454545454546,-0.42269274758611797,0.13680122769783298,0.17301339008860872,0.7727272727272727,-0.30873278772316426,0.14143593319300174,0.17839721032466405,0.6931818181818182,-0.3914502038135277,0.13248450463998027,0.16695369370609212,0.7272727272727273,-0.21866296963020715,0.13830579160702527,0.17507853155939412,0.7386363636363636,-0.34016213079155677,0.0006641460227989338,0.0031301415859764647
pair_type,Tm-Yb,86,0.053710254848301595,0.07374729578725098,0.5348837209302325,-0.14604558133993062,0.0529718847684191,0.07363350952840157,0.5232558139534884,-0.14251179380089196,0.05356269339237561,0.07369042912803851,0.5348837209302325,-0.1442788275685103,0.06242552772897496,0.07926760503177895,0.5116279069767442,-0.32404017998980317,0.05392467107613677,0.07348463565919433,0.4883720930232558,-0.13789655254949595,0.06420862960856165,0.07831594044566104,0.5,-0.292438915048173,0.05369204901854012,0.07290286077025195,0.5116279069767442,-0.11995051192806394,-0.00036197768376115824,0.00023262205759665144
pair_type,Eu-Gd,83,0.09707519510226309,0.1535723942580515,0.8072289156626506,0.0399051815736462,0.10084305892810923,0.15660678879507053,0.7469879518072289,0.0015898567995824564,0.0971937876906241,0.15300976605421882,0.8072289156626506,0.04692710670497602,0.1008250917313135,0.15376037439204343,0.7469879518072289,0.03755333688303497,0.09744130858080943,0.1532384043461975,0.7590361445783133,0.04407667732697884,0.10539438712355888,0.15677849043045328,0.7590361445783133,-0.0006006310043937813,0.09598369388837477,0.15119264833641125,0.7710843373493976,0.06942974995949491,-0.0002475208901853293,0.0014576146924346611
pair_type,Yb-Lu,82,0.08945084671636588,0.12314025860980092,0.573170731707317,0.048060550794829626,0.09186294034980381,0.1252563201303212,0.573170731707317,0.015062893954929879,0.0894423780169334,0.12307581017431737,0.573170731707317,0.0490567311521084,0.0885844341967932,0.13154944643970187,0.524390243902439,-0.08639373361566483,0.09021222268489497,0.12577409058113423,0.5487804878048781,0.006903220097780105,0.08628338516566264,0.13151218855080443,0.5365853658536586,-0.08577843638499538,0.09013837201808765,0.1260784372266412,0.5487804878048781,0.0020912376383026565,-0.0007698446679615667,7.3850666807318e-05
