grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.11883862192216835,0.16616421061784337,0.7983014861995754,-0.04995324241364374,0.11987584528621595,0.16502639967393115,0.7983014861995754,-0.035623344262037726,0.11883862192216835,0.16616421061784337,0.7983014861995754,-0.04995324241364374,0.11423341945932536,0.15878679884545208,0.802547770700637,0.04120939819931302,0.11639322236844615,0.16335609855440808,0.8004246284501062,-0.014765483868250273,0.11125489965304466,0.1556989949638376,0.8110403397027601,0.07813654240167678,0.11529149460075366,0.16212156478631096,0.8004246284501062,0.0005143680262477135,0.002445399553722194,0.0011017277676924897
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.1471093612506787,0.21956668082162295,0.7263157894736842,0.07219581799753205,0.1498370449326909,0.22139740930990476,0.7052631578947368,0.05665941005049391,0.1471093612506787,0.21956668082162295,0.7263157894736842,0.07219581799753205,0.14539355356028327,0.218064266578284,0.8421052631578947,0.08484962395377704,0.1471093612506787,0.21956668082162295,0.7263157894736842,0.07219581799753205,0.1578252444790964,0.23270768218087504,0.8210526315789474,-0.0421851804231721,0.14624736993188645,0.2203661886213281,0.7894736842105263,0.06542669245764254,0.0,0.000861991318792249
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07067251619900838,0.09316501961817543,0.5606060606060606,0.2836015005500936,0.07035905772532691,0.09267867671139939,0.5454545454545454,0.2910615091635901,0.07067251619900838,0.09316501961817543,0.5606060606060606,0.2836015005500936,0.0800895554674677,0.10138281324620432,0.45454545454545453,0.15164507703339014,0.07463137968071311,0.09573990594465674,0.45454545454545453,0.2434547637315111,0.07956653989229723,0.09953566389132275,0.4393939393939394,0.18227675576003832,0.0744268770420725,0.09463667426236545,0.45454545454545453,0.2607899756231836,-0.003958863481704725,0.00020450263864060791
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.1411158739720375,0.17123125884283594,0.2631578947368421,-1.3726397800807262,0.1337906349138823,0.1642278880162096,0.2631578947368421,-1.1825264936339783,0.1411158739720375,0.17123125884283594,0.2631578947368421,-1.3726397800807262,0.11266879417902537,0.14076410292426253,0.3684210526315789,-0.603428292630749,0.13400410402378446,0.1630994813368387,0.2631578947368421,-1.152637335897181,0.10991727895193647,0.13620787866054002,0.40350877192982454,-0.5013092724229311,0.13331622521701222,0.1618429897957309,0.2807017543859649,-1.1195979659626922,0.007111769948253049,0.0006878788067722352
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11780956813836452,0.16507134998370573,0.65,-0.7701698535415664,0.11728564794467031,0.1660018333157515,0.65,-0.790182482192356,0.11780956813836452,0.16507134998370573,0.65,-0.7701698535415664,0.08643134639607541,0.14726252440349197,0.725,-0.4088216473021993,0.10932386293766745,0.1594544288711897,0.725,-0.6517514887970888,0.08581092819702815,0.14312025107569595,0.725,-0.3306802561739166,0.10938646054022731,0.15868213372758888,0.725,-0.6357901828434982,0.008485705200697066,-6.259760255986069e-05
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06624233854565824,0.1128148527061614,0.6923076923076923,0.1708676221703087,0.0680575923957465,0.11270153989296539,0.6923076923076923,0.17253236997578514,0.0680575923957465,0.11270153989296539,0.6923076923076923,0.17253236997578514,0.07862052206159668,0.11258557346502046,0.6153846153846154,0.17423437149637133,0.0750397891866132,0.11025291162984563,0.6153846153846154,0.20809798467937168,0.07693115182742447,0.11109323440833423,0.6153846153846154,0.19598058552361552,0.07373958281943464,0.10915860718134042,0.6410256410256411,0.2237398629505042,-0.0069821967908667015,0.0013002063671785635
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.10864207338734017,0.12736108582690409,1.0,0.16626578179627782,0.10694983360778158,0.12335496055663814,0.8,0.2178908663841458,0.10864207338734017,0.12736108582690409,1.0,0.16626578179627782,0.10585463336934939,0.12486174400401805,0.8,0.19866721127253073,0.10774271419487433,0.12601520247656695,0.8666666666666667,0.1837935858957449,0.10316504076685336,0.12172733071523233,0.7666666666666667,0.23839406863723922,0.10727281523221847,0.12549799722776753,0.9,0.19047976223043206,0.0008993591924658373,0.0004698989626558542
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.05833679014175537,0.07639567997340248,0.6538461538461539,0.051804264216931184,0.05968127503655501,0.0766296251695701,0.6538461538461539,0.045988084971145815,0.05968127503655501,0.0766296251695701,0.6538461538461539,0.045988084971145815,0.06304287066338239,0.07847052762072619,0.6538461538461539,-0.00039967464712376,0.06170621947546233,0.0771885258361735,0.6538461538461539,0.03202110177948092,0.06258014008547559,0.07933832871063962,0.6538461538461539,-0.02264874964864405,0.06147924427070055,0.07764943312502545,0.6538461538461539,0.02042661818416669,-0.002024944438907321,0.00022697520476178124
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13193512624635959,0.18060847571712266,0.52,-0.3757824578325111,0.1359915675770832,0.18625758277075544,0.52,-0.4631924037804165,0.13193512624635959,0.18060847571712266,0.52,-0.3757824578325111,0.1275428321536763,0.17360405401817194,0.52,-0.2711395697665149,0.12961706408575321,0.1767316720444603,0.52,-0.3173533663050301,0.13576504889974136,0.17694318667330816,0.52,-0.3205085025032872,0.1338500875730505,0.17825400064136845,0.52,-0.34014590725756055,0.002318062160606371,-0.004233023487297288
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.23497875081232425,0.2980101976949431,0.8181818181818182,-0.3026517824651487,0.23423275047162068,0.29659202260244727,0.8636363636363636,-0.2902831277165041,0.23423275047162068,0.29659202260244727,0.8636363636363636,-0.2902831277165041,0.23031013549107654,0.2966408084534785,0.8181818181818182,-0.290707635004098,0.23147728932138853,0.296684868673933,0.8181818181818182,-0.291091082491439,0.22808765811607284,0.2958296733811667,0.8181818181818182,-0.28365865976992577,0.22981043129013567,0.2959487344285457,0.8181818181818182,-0.2846921226938284,0.002755461150232147,0.0016668580312528547
