hno3_gap,n_pairs,mean_sf_mae,mean_curve_mae,mean_pearson
same [HNO3],217,0.21849630658928057,0.14632017536577185,0.745431853338628
<0.2 dex,254,0.2848047107106501,0.1857454141549288,0.7982378866070534
0.2-0.5 dex,350,0.3603258387737807,0.23824003649464875,0.7433148625367043
0.5-1 dex,250,0.3406913410314651,0.23437888821433508,0.7578735348877149
>1 dex,346,0.3766396328953594,0.24623247440406568,0.5806319064315362
