cell_id,extractant,extractant_name,chemotype,publication_id,n_metals,hno3_M,intercept,amplitude_linear,curvature_quadratic,r2_quad,r2_linear_only,curve_sd
0f09c750ad725e62,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosane,sc000,pub_1927dff570,5,1.0,-0.24031186361248055,0.19163273416357945,0.060832652601625375,0.982673693775667,0.9551535499538775,0.2486993144977434
109e14b8ccc21bad,C1COCCOCCOCCOCCOCCO1,1-4-7-10-13-16-hexaoxacyclooctadecane,sc001,pub_1927dff570,5,1.0,-0.31865997770424104,0.1711787531736182,0.12124871102396227,0.9838735034641355,0.9037879778781744,0.29057838046024087
7ae1cf22d55d9cc1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,DMDdecdDGA,sc007,pub_126bbe7976,14,,0.18341283638895017,-0.41347681814696813,-0.18341283638894884,0.9887831303279441,0.8946563522140436,0.5091355660892727
2d78f120adfe3686,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6-MH-C9-B8D(iB)CMPO,sc008,pub_9428119866,6,3.0,0.08731838596187085,0.3368589257104626,-0.31896104101134987,0.9567295806532814,0.759592353946492,0.184138611261527
b3e96da836b2a8d7,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,TIBDGA,sc010,pub_b9dfc468cd,8,1.5,0.06277691424386057,-0.2915092882205742,-0.04911285106039548,0.9623925255462082,0.9372838394881225,0.30284519432303675
80c823b698d1e2e3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,sc012,pub_401a06b4b7,14,1.0,0.3384679351225557,-0.16555438700881547,-0.33846793512255513,0.7938215831889988,0.40096762192213564,0.45989879253987964
7ad5ac5e8cdc02e6,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,8-11-11-trimethyl-5-[6-(8-11-11-trimethyl-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-trien-5-yl)-2-pyridinyl]-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-triene,sc015,pub_1845fd6492,14,0.1,0.41185102685762753,-1.1619342897926832,-0.411851026857625,0.9675158269547676,0.9032387121029162,1.3834780448575714
d0c6d7ffec5d58c3,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,DMDetHDGA,sc009,pub_126bbe7976,14,,0.2831518156708483,-0.46292617623012966,-0.283151815670847,0.9811585522269901,0.8313409950773523,0.6230147099084412
b0a65fc4ebf31640,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_126bbe7976,14,,0.05438947342669,-0.228886968417165,-0.054389473426689594,0.9244094450975566,0.8935085583353223,0.2635055025637885
5336017ed36fd28f,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_4cba27f5f3,14,,0.058184114912749246,-0.25718998234181645,-0.05818411491274844,0.9378439690984646,0.9091234774902601,0.29239423345049426
5a6a2f3bf13a7d55,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,sc009,pub_b9dfc468cd,8,1.5,0.036435034563890224,-0.3108539750035556,-0.018092380722236734,0.9733111678665651,0.9699318072222886,0.30409969231173506
c61ecb085d8df371,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TEHDGA,sc009,pub_b9dfc468cd,8,1.5,0.036435034563890224,-0.3108539750035556,-0.018092380722236734,0.9733111678665651,0.9699318072222886,0.30409969231173506
51b8bb1801b4ae88,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2-EH-C9-B8D(iB)CMPO,sc017,pub_9428119866,6,3.0,0.03077027969962292,0.3557710959292096,-0.29073209071082673,0.9440540133481315,0.6761008226121445,0.14396437947477358
4f2be71378594542,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,pub_bdb1564c49,6,,-0.18992282865412463,-0.6895709290580362,0.0664447526850157,0.9576540286940165,0.9544729775216941,0.5325708155895184
b35f13943d04ca50,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,pub_bdb1564c49,6,,-0.1293812521852952,-0.45749897739893003,0.04985502697428801,0.9829946794379921,0.9788535244148324,0.35022747542698246
d871da32cd728745,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,pub_bdb1564c49,6,,-0.2455445932475845,-0.7198141775310241,0.15021225460761523,0.980165203575238,0.9660316426659454,0.5711912810754491
ee9ed6c5b9f7b397,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,sc018,pub_bdb1564c49,6,,-0.2339343834955019,-0.7647728259575238,0.11352482949291487,0.9590092772945203,0.9517111066592354,0.6007390369236869
