axis,n_curves,slope_true_median,slope_pred_median,slope_mae,span_ratio_median
acid,2105,1.6557758087863772,0.35523643585793424,1.5666908751005,0.21836566880181502
contact_time,40,0.00014296899524398737,4.0960977073687636e-17,0.001763495257770173,0.04974910506496452
extractant,775,2.573675226299942,0.11642844967037344,2.432927218700885,0.050717658529375556
metal_concentration,45,-1.1226193871745382,-2.6298638788314296e-16,0.8480255286498475,0.011044509819555274
metal_series,1605,0.08443469855079262,0.03950582906310337,0.09389430325002114,0.3789979487057816
temperature,160,-0.04032650561688559,1.6371125018725536e-18,0.03895765035174237,0.0637178525990675
