group,n_rich,flip_rate,flip_rate_weighted,frac_heavy_raw,frac_heavy_shrunk,flip_rate_small_|a|,flip_rate_large_|a|
extractant,289,0.16262975778546712,0.11359848484848484,0.4534469696969696,0.5655303030303029,0.38181818181818183,0.0
chemotype,289,0.1522491349480969,0.047424242424242424,0.4534469696969696,0.49481060606060595,0.35454545454545455,0.0
none,289,0.18685121107266436,0.17856060606060606,0.4534469696969696,0.6214015151515152,0.44545454545454544,0.0
