n_metals,count,median,mean
5.0,21,0.22861110833540763,0.2498766436690007
6.0,72,0.16864122895762218,0.1964240101929685
7.0,8,0.2688164479119283,0.3165298178675279
8.0,57,0.12326804138378393,0.14167582591913677
9.0,11,0.2619216382554274,0.26504590085105834
10.0,4,0.377576438670245,0.41474756986931816
11.0,2,0.34390294572103075,0.34390294572103075
12.0,1,0.16393550490392123,0.16393550490392123
13.0,35,0.18021189784774813,0.20120284232276214
14.0,78,0.13210156523580668,0.1377787307309784
