extractant,series,anion,n_geometry_metals,n_ligs_varies,n_NO3_varies,n_H2O_varies,composition_varies,model,slope,quad,rms,n_computed_metals,a,b,abs_a,n_metals,n_cells,chemotype,S8,S14,S3
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,FIXCYC_ALL,-0.8105217876690577,0.2576447788572339,0.04751087521791101,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTCOMP,-0.26419042931020725,0.004906949374919006,0.035714386420475974,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTNLIGS,-0.2812497736753437,0.009115918629742426,0.038456442153270126,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTNLIGS_GAMMACONST,2.2991544181832304,-1.1424208778818312,0.4849499712097413,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_NODELTA,-126.36954260404033,65.30473662416335,20.411447376831077,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_GLOBALDELTA,-90.41824790255268,48.801743183803545,13.64381257890794,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_LIGDELTA,0.2979936480330545,-0.22708798936204022,0.14691944769218135,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1||nitrate,nitrate,4,0,0,1,1,SPECIES_FIXLIG,0.10434251079412235,-0.12687168545330993,0.12259654144709047,4,0.07601097493086181,0.08206296817636363,0.07601097493086181,5.0,1,sc000,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,FIXCYC_ALL,-1.1261397733458995,0.661766824418304,0.043038532825576355,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTCOMP,-0.5660264851969142,0.3472283666268921,0.1051653309434068,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTNLIGS,-0.5825347606824164,0.3501058682852331,0.10771285621127787,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,FIXCYC_CONSTNLIGS_GAMMACONST,2.0654513532373096,-1.1791681673326802,0.40820709372165914,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES_NODELTA,-129.3583082337496,85.90981319671423,11.550181297781037,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES_GLOBALDELTA,-92.14799747783152,65.38629239592844,5.784333790973099,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1||nitrate,nitrate,4,0,0,1,1,SPECIES_LIGDELTA,0.009459616073882321,-0.004495937249329978,0.16178675429025974,4,0.05620718295732292,0.12910069076729588,0.05620718295732292,5.0,1,sc001,False,False,True
