n,rho_obs,fisher_lo,fisher_hi,ci_width,se_z,power_vs_0.3,power_vs_0.4,power_vs_0.5,power_vs_0.6,power_vs_0.644,p_obs_ne_0.4,p_obs_ne_0.5,p_obs_ne_0.6,p_obs_ne_0.644
19,0.1667,-0.3373684893280156,0.5964771939202422,0.9338456832482578,0.265,0.21507051605753158,0.3591281821820749,0.5449684321220414,0.7439892055132119,0.8229716846697747,0.33520009011773166,0.15047073959451263,0.04762862080975938,0.02433944267069621
11,0.1545,-0.5217794504370615,0.7115301536403438,1.2333096040774052,0.3747665940288702,0.13105305049217528,0.2044017533570398,0.31087662072922334,0.45610764216157224,0.5324095316705738,0.4747020649739335,0.29365188227851613,0.1515839481835355,0.10402874491986358
33,0.1985,-0.17627791976098148,0.5230139977760763,0.6992919175370578,0.1935286369851587,0.3593791168541091,0.5906258377866896,0.8101394636015999,0.9475621372700473,0.9768598529702426,0.2503131972429806,0.07203700359687026,0.011017643960931522,0.003576254964639869
62,-0.0837,-0.34024696012729894,0.1844439023139714,0.5246908624412703,0.1380002456396733,0.6113970505282417,0.8664900311350643,0.9783346531150765,0.9989037371150647,0.999830390935608,0.000235201450244249,4.4662359930391915e-06,1.7943834196287867e-08,7.687217529195323e-10
39,-0.0482,-0.3752311507809135,0.2895022778318453,0.6647334286127589,0.17666666666666667,0.4177304992303989,0.6693311194203203,0.8747873642701726,0.9752065662976893,0.991108424301982,0.00756133510135526,0.0007187588574397719,2.7105187421216925e-05,4.162316258327081e-06
43,0.0005,-0.3167147777765422,0.3176141844458451,0.6343289622223873,0.1676007159889241,0.4550079147482799,0.7149058041337519,0.9061653742125729,0.9852126985404444,0.9953972547952413,0.011578254256807474,0.0010585450444220434,3.584920964860849e-05,5.083604071032255e-06
