arm,k,mae,offset,shape_mae,spearman,sign_accuracy,within_0_5,within_1_0,n_ligands,worst_quartile_mae,hard_mae,n_hard
ZERO_SHOT,0,1.0605303772612387,0.8632441383335447,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.3441222948396665,0.5549797033328041,99,1.411006818294105,1.0900118013386333,8
OFFSET_K1@ORACLE[OFFSET_K1],1,0.5325625770147346,0.20482510222704467,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.6488685870659529,0.8292650974446605,99,0.7864746148280675,0.540830049482791,8
OFFSET_K2@ORACLE[OFFSET_K1],1,0.5325625770147346,0.20482510222704467,0.5434224256528417,0.3936789663683445,0.6702857897305121,0.6488685870659529,0.8292650974446605,99,0.7864746148280675,0.540830049482791,8
OFFSET_K3@ORACLE[OFFSET_K1],1,0.5325625770147346,0.20482510222704467,0.5434224256528417,0.3936789562881831,0.6702857661520571,0.6488685870659529,0.8292650974446605,99,0.7864746148280675,0.540830049482791,8
PHYS_residual_gbm@CENTRAL,1,0.6674482236314763,0.43001840787665047,0.5284443737226181,0.4112746136099476,0.6764671874924773,0.5644677169450649,0.7697357244555768,99,0.966072409001682,0.7631341823002382,8
PHYS_residual_hypernet@CENTRAL,1,0.6678275636916153,0.43157562066950994,0.5283527788626801,0.4188750647412054,0.6791777127671953,0.5633549553671042,0.7700639406330145,99,0.960319190253217,0.7690648872467004,8
PHYS_residual@CENTRAL,1,0.6721111263116919,0.4315703611062306,0.5335294001314356,0.39834656108826266,0.668494318030766,0.5603838144952848,0.7683350827957895,99,0.9530018596881953,0.7701436151990495,8
PHYS_residual_metalcat@CENTRAL,1,0.672437231356421,0.4317150154974283,0.5316078287111419,0.393220625457198,0.6678513674364718,0.5617432543790405,0.771082594098891,99,0.9638156857195264,0.7741868323887159,8
SLOPE_LH_s05_K1@MEDOID,1,0.6732098358053222,0.4672866650178361,0.5254603937923634,0.4318837688503131,0.6875976158577831,0.5677808823784419,0.7738199239613991,99,0.9768542793961218,0.6918382641068627,8
SLOPE_LH_s05_K3@MEDOID,1,0.6732098358053222,0.4672866650178361,0.5254603937923634,0.4318837688503131,0.6875976158577831,0.5677808823784419,0.7738199239613991,99,0.9768542793961218,0.6918382641068627,8
SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,1,0.6751828667813538,0.46859121768790907,0.5272198208331079,0.41831564938230875,0.680176905603631,0.5681720934726102,0.7737533793982815,99,0.98020211233419,0.7495093625171451,8
SLOPE_L_s1_K1@MEDOID,1,0.6751828667813538,0.46859121768790907,0.5272198208331079,0.41831564938230875,0.680176905603631,0.5681720934726102,0.7737533793982815,99,0.98020211233419,0.7495093625171451,8
SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,1,0.6751828667813538,0.46859121768790907,0.5272198208331079,0.4183156571861842,0.680176905603631,0.5681720934726102,0.7737533793982815,99,0.98020211233419,0.7495093625171451,8
SLOPE_L_s1_K3@MEDOID,1,0.6751828667813538,0.46859121768790907,0.5272198208331079,0.4183156571861842,0.680176905603631,0.5681720934726102,0.7737533793982815,99,0.98020211233419,0.7495093625171451,8
SLOPE_L_s05_K1@MEDOID,1,0.6755323025047311,0.4666860599284885,0.5297803396124432,0.4171008724925506,0.6801229839972455,0.5690489484606798,0.771881935082479,99,0.9624553772942023,0.750316482464045,8
SLOPE_L_s05_K3@MEDOID,1,0.6755323025047311,0.4666860599284885,0.5297803396124432,0.4171008803004783,0.6801229839972455,0.5690489484606798,0.771881935082479,99,0.9624553772942023,0.750316482464045,8
MASSACTION_POOLED_K1@CENTRAL,1,0.6878262440920145,0.4682232215901458,0.535774970927005,0.41985501642995005,0.680682107617401,0.5608852376994012,0.7641596764029833,99,1.0322519164175121,0.7369760176332444,8
MASSACTION_K1@CENTRAL,1,0.690629715445925,0.4815214427457276,0.5282950069188886,0.42493394256754285,0.6831317471650034,0.5610995114751539,0.7646340528638768,99,0.9999928637449673,0.7517269488959016,8
OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
OFFSET_K1@MEDOID,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
OFFSET_K2@MEDOID,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
OFFSET_K3@CENTRAL_THEN_SPREAD,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.3936624056265615,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
OFFSET_K3@MEDOID,1,0.6915825683739637,0.47689006998204725,0.5434224256528417,0.3936624056265615,0.6702777730558289,0.5596317258086293,0.7611612484955346,99,0.9611771475355815,0.7576054595910834,8
CURVE_SPLINE_GP@CENTRAL,1,0.6950141006633984,0.48250564059649154,0.5297414980603328,0.42816719193232566,0.6860630347228044,0.5562562696889253,0.7624918755316124,99,0.9921367083048829,0.7529911446196613,8
CURVE_SPLINE_AMP@CENTRAL,1,0.6950413793947255,0.48254554177124426,0.529745673995815,0.42806987876719316,0.6859524104151631,0.556254805774418,0.7624952325565778,99,0.9921519576176638,0.7530498755548299,8
CURVE_SPLINE_K1@CENTRAL,1,0.6950413793947255,0.48254554177124426,0.529745673995815,0.42806987876719316,0.6859524104151631,0.556254805774418,0.7624952325565778,99,0.9921519576176638,0.7530498755548299,8
CURVE_GP@CENTRAL,1,0.6963731902999036,0.4740933038443806,0.5434178612618324,0.39363831442700686,0.6703860398554353,0.5535685450510655,0.7580355610110489,99,1.040956679585019,0.7426194940160562,8
OFFSET_K1@CENTRAL,1,0.6963986244888282,0.474133842922211,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5536093450885935,0.7580338708194334,99,1.0409875855474797,0.742672789491974,8
OFFSET_K2@CENTRAL,1,0.6963986244888282,0.474133842922211,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5536093450885935,0.7580338708194334,99,1.0409875855474797,0.742672789491974,8
OFFSET_K3@CENTRAL,1,0.6963986244888282,0.474133842922211,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5536093450885935,0.7580338708194334,99,1.0409875855474797,0.742672789491974,8
SLOPE_L_s1_K1@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6964928245333908,0.5127582664023975,0.5272198208331079,0.41831564938230875,0.680176905603631,0.5558876542871763,0.7675490284712643,99,1.0012763815091146,0.7584043048699409,8
SLOPE_L_s1_K3@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6964928245333908,0.5127582664023975,0.5272198208331079,0.41831564938230875,0.680176905603631,0.5558876542871763,0.7675490284712643,99,1.0012763815091146,0.7584043048699409,8
SLOPE_LHM_s05_K1@MEDOID,1,0.7028472212210424,0.48262662480183227,0.5498549666926495,0.3313898913596513,0.6376912220132124,0.5318586619259873,0.7623629225184011,99,0.9616386312437517,0.7121416693564019,8
SLOPE_LHM_s05_K3@MEDOID,1,0.7028472212210424,0.48262662480183227,0.5498549666926495,0.3313898913596513,0.6376912220132124,0.5318586619259873,0.7623629225184011,99,0.9616386312437517,0.7121416693564019,8
SLOPE_LH_s1_K1@CENTRAL_THEN_SPREAD,1,0.7032037148299345,0.4906450376850533,0.5458461308427005,0.4335890356439089,0.6879877283021245,0.5554701854217747,0.765108441148494,99,0.9577067236450592,0.7523006853283116,8
SLOPE_LH_s1_K1@MEDOID,1,0.7032037148299345,0.4906450376850533,0.5458461308427005,0.4335890356439089,0.6879877283021245,0.5554701854217747,0.765108441148494,99,0.9577067236450592,0.7523006853283116,8
SLOPE_LH_s1_K3@CENTRAL_THEN_SPREAD,1,0.7032037148299345,0.4906450376850533,0.5458461308427005,0.4335890356439089,0.6879877283021245,0.5554701854217747,0.765108441148494,99,0.9577067236450592,0.7523006853283116,8
SLOPE_LH_s1_K3@MEDOID,1,0.7032037148299345,0.4906450376850533,0.5458461308427005,0.4335890356439089,0.6879877283021245,0.5554701854217747,0.765108441148494,99,0.9577067236450592,0.7523006853283116,8
NEAREST_OBSERVED@ORACLE[OFFSET_K1],1,0.7045211018679696,0.3837400069324932,0.6655962564241901,,0.5,0.5692792092108465,0.7535284299329011,99,1.0239033219505482,0.6228405232613242,8
NO_MODEL@ORACLE[OFFSET_K1],1,0.7045211018679696,0.3837400069324932,0.6655962564241901,,0.5,0.5692792092108465,0.7535284299329011,99,1.0239033219505482,0.6228405232613242,8
OFFSET_K1@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.7083257898732737,0.5179752032636522,0.5434224256528417,0.39366239799936853,0.6702777730558289,0.5489017714776494,0.7577751393197623,99,1.01466105807344,0.762375171251469,8
