arm,k,mae,offset,shape_mae,spearman,sign_accuracy,within_0_5,within_1_0,n_ligands,worst_quartile_mae,hard_mae,n_hard
SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,1,0.6329026202836592,0.4618068091765062,0.45919223533044995,0.45198179045978437,0.69619139215669,0.5918833218990642,0.7923964732275592,143,0.8827907789747964,0.5463004177629418,23
SLOPE_L_s1_K3@MEDOID,1,0.6329026202836592,0.4618068091765062,0.45919223533044995,0.45198179045978437,0.69619139215669,0.5918833218990642,0.7923964732275592,143,0.8827907789747964,0.5463004177629418,23
SLOPE_L_s05_K1@MEDOID,1,0.6351838000210348,0.46186860326799484,0.46154853048288547,0.4504453061899189,0.6958685664054416,0.5906255734875413,0.7899353567665026,143,0.887874019384304,0.5465811551357767,23
SLOPE_L_s05_K3@MEDOID,1,0.6351838000210348,0.46186860326799484,0.46154853048288547,0.45044531232471924,0.6958685664054416,0.5906255734875413,0.7899353567665026,143,0.887874019384304,0.5465811551357767,23
OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
OFFSET_K1@MEDOID,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
OFFSET_K2@MEDOID,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
OFFSET_K3@CENTRAL_THEN_SPREAD,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.4302658344612855,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
OFFSET_K3@MEDOID,1,0.648454039599939,0.4705851575438406,0.47207874317198284,0.4302658344612855,0.6881965607697544,0.5821828808822757,0.7813187042809023,143,0.9341675624124886,0.54911645152779,23
MASSACTION_K1@CENTRAL,1,0.6500482304031302,0.47310046730967065,0.46577085287275893,0.38455434423766865,0.6650500813952812,0.5782068101976396,0.7856557428917749,143,0.9620573994426664,0.5733401982487988,23
CURVE_GP@CENTRAL,1,0.6506688138751268,0.46633243660086593,0.47207323191898615,0.4306782715234394,0.6885769060401918,0.5773345560532239,0.7800871677240439,143,0.986635329742749,0.5415572927675991,23
OFFSET_K1@CENTRAL,1,0.650697594036031,0.46637549351092944,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5773628022330511,0.7800859975913871,143,0.986685159638079,0.5415873463252103,23
OFFSET_K2@CENTRAL,1,0.650697594036031,0.46637549351092944,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5773628022330511,0.7800859975913871,143,0.986685159638079,0.5415873463252103,23
OFFSET_K3@CENTRAL,1,0.650697594036031,0.46637549351092944,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5773628022330511,0.7800859975913871,143,0.986685159638079,0.5415873463252103,23
CURVE_SPLINE_GP@CENTRAL,1,0.6528577052555621,0.47297880416131843,0.4679068412081812,0.4160868639433448,0.6834497385031487,0.5790107508102816,0.7829586333322973,143,0.9310351287155629,0.57980555031929,23
CURVE_SPLINE_AMP@CENTRAL,1,0.6528858966589399,0.4730218037127389,0.4679114824543023,0.41601040359931213,0.6833697983100356,0.5790874374087074,0.7829609574265041,143,0.931076426909865,0.5798435392273504,23
CURVE_SPLINE_K1@CENTRAL,1,0.6528858966589399,0.4730218037127389,0.4679114824543023,0.41601040359931213,0.6833697983100356,0.5790874374087074,0.7829609574265041,143,0.931076426909865,0.5798435392273504,23
SLOPE_L_s1_K1@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6529652011180832,0.4986985793862403,0.45919223533044995,0.45198178432816805,0.69619139215669,0.5808243201009122,0.7846434998973554,143,0.966306002857392,0.5558741293288313,23
SLOPE_L_s1_K3@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6529652011180832,0.4986985793862403,0.45919223533044995,0.45198178432816805,0.69619139215669,0.5808243201009122,0.7846434998973554,143,0.966306002857392,0.5558741293288313,23
MASSACTION_POOLED_K1@CENTRAL,1,0.6556847359107077,0.4684559740411321,0.47365315787207435,0.3920272649199222,0.6700925559801038,0.5796124683684277,0.7831517262432465,143,0.9460313579642712,0.5700575145302225,23
OFFSET_K1@MAX_CONDITION_COVERAGE,1,0.6652062164751298,0.48801247952848376,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5774253016296901,0.7792323960474298,143,0.960106489594701,0.5700486444932794,23
OFFSET_K2@MAX_CONDITION_COVERAGE,1,0.6652062164751298,0.48801247952848376,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5774253016296901,0.7792323960474298,143,0.960106489594701,0.5700486444932794,23
OFFSET_K3@MAX_CONDITION_COVERAGE,1,0.6652062164751298,0.48801247952848376,0.47207874317198284,0.43026582971032723,0.6881965437313088,0.5774253016296901,0.7792323960474298,143,0.960106489594701,0.5700486444932794,23
OFFSET_K1@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6653877763822498,0.5056537682530892,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5730741867805638,0.7750214833985302,143,0.9860623034305039,0.5572553002441455,23
OFFSET_K2@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6653877763822498,0.5056537682530892,0.47207874317198284,0.43026582879254843,0.6881965607697544,0.5730741867805638,0.7750214833985302,143,0.9860623034305039,0.5572553002441455,23
OFFSET_K3@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6653877763822498,0.5056537682530892,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5730741867805638,0.7750214833985302,143,0.9860623034305039,0.5572553002441455,23
MASSACTION_WITH_METAL_K1@CENTRAL,1,0.666678618295577,0.485151859750485,0.47971200679009096,0.3719305721581274,0.6617001331682907,0.5631933097419858,0.7771796309906687,143,0.969047484597716,0.5593473465872915,23
PHYS_residual_gbm@RANDOM,1,0.6676472420883758,0.49285485950751895,0.4615446756074038,0.43126731656465567,0.6938089206792971,0.5561622132812619,0.7749359341911616,143,1.0326952704003345,0.5540563822572144,23
PHYS_residual_hypernet@RANDOM,1,0.6693271835012198,0.49459373447466587,0.46269963883023124,0.43200732459423563,0.6933075800034431,0.5539476729224716,0.7732451928355948,143,1.0278056977247831,0.5645242253296526,23
PHYS_residual@RANDOM,1,0.6706416524985225,0.49559356308672825,0.4648473978519727,0.421226392754288,0.6884577128888976,0.5547683609064558,0.7721098043371586,143,1.0301117672868103,0.560592615340464,23
PHYS_residual_metalcat@RANDOM,1,0.6720711442701458,0.4936326095355571,0.46273218578203584,0.42149800972400486,0.6875394058712799,0.5528988153243853,0.7747800332414685,143,1.0309655502338404,0.5708541855168323,23
OFFSET_K1@MEDIAN_PREDICTION,1,0.6756355242226509,0.5108452013719463,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5706848923982223,0.7729236667191733,143,1.0117262024627363,0.5479713054576826,23
OFFSET_K2@MEDIAN_PREDICTION,1,0.6756355242226509,0.5108452013719463,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5706848923982223,0.7729236667191733,143,1.0117262024627363,0.5479713054576826,23
OFFSET_K3@MEDIAN_PREDICTION,1,0.6756355242226509,0.5108452013719463,0.47207874317198284,0.43026582617896947,0.6881965462247398,0.5706848923982223,0.7729236667191733,143,1.0117262024627363,0.5479713054576826,23
CURVE_SPLINE_W1_K1@CENTRAL,1,0.681005612862217,0.49081387578216856,0.48895916762601405,0.40850681558775237,0.681216509869857,0.5661590608239061,0.7734716551290287,143,0.9518125678409426,0.6063401138218836,23
SLOPE_LH_s05_K1@MEDOID,1,0.693605644179182,0.5052999607564449,0.49986969045992874,0.38838793790428977,0.6702034382527562,0.5564726233093953,0.7708710584690027,143,0.9835929653920639,0.6828120320438906,23
SLOPE_LH_s05_K3@MEDOID,1,0.693605644179182,0.5052999607564449,0.49986969045992874,0.38838793790428977,0.6702034382527562,0.5564726233093953,0.7708710584690027,143,0.9835929653920639,0.6828120320438906,23
CNPRES_shrinkage@RANDOM,1,0.6974699757544929,0.5397926986260947,0.47061534297561297,0.4280126096464378,0.6817553065556803,0.5669276854869377,0.7603684817088393,143,1.0369063110269072,0.5596019009441586,23
OFFSET_K1@MAX_ENSEMBLE_SD,1,0.7072802621720821,0.555585709266986,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5532058723219544,0.7566700290470441,143,1.0250911920019137,0.5749354903378814,23
OFFSET_K3@MAX_ENSEMBLE_SD,1,0.7072802621720821,0.555585709266986,0.47207874317198284,0.43027229472730344,0.6881994658247204,0.5532058723219544,0.7566700290470441,143,1.0250911920019137,0.5749354903378814,23
OFFSET_K2@MAX_ENSEMBLE_SD,1,0.7072802621720822,0.555585709266986,0.47207874317198284,0.4302738067190147,0.6882022717531833,0.5532058723219544,0.7566700290470441,143,1.0250911920019137,0.5749354903378814,23
SLOPE_L_s1_K1@RANDOM,1,0.7075548333407111,0.5727378508427449,0.45919223533044995,0.45198178432816805,0.69619139215669,0.558430586869895,0.7621939449024969,143,1.0919862758627539,0.5484355442010329,23
SLOPE_L_s1_K3@RANDOM,1,0.7075548333407111,0.5727378508427449,0.45919223533044995,0.45198889460983377,0.6961944335192204,0.558430586869895,0.7621939449024969,143,1.0919862758627539,0.5484355442010329,23
OFFSET_K1@MID_ACID,1,0.7087898542877734,0.5579281818080903,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5385055491887668,0.7503933161545506,143,0.9790627742844986,0.5778822826078581,23
OFFSET_K2@MID_ACID,1,0.7087898542877734,0.5579281818080903,0.47207874317198284,0.43028748200222205,0.6882082917395146,0.5385055491887668,0.7503933161545506,143,0.9790627742844987,0.5778822826078581,23
OFFSET_K3@MID_ACID,1,0.7087898542877734,0.5579281818080903,0.47207874317198284,0.4302859539365116,0.6882053952037712,0.5385055491887668,0.7503933161545506,143,0.9790627742844987,0.5778822826078581,23
SLOPE_L_s05_K1@RANDOM,1,0.7092598665461516,0.572529037711825,0.46154853048288547,0.4504453061899189,0.6958685664054416,0.5584933811906194,0.7604683024559928,143,1.097992398916937,0.5479693909211389,23
SLOPE_L_s05_K3@RANDOM,1,0.7092598665461516,0.572529037711825,0.46154853048288547,0.45045241647545403,0.695871607767972,0.5584933811906194,0.7604683024559928,143,1.097992398916937,0.5479693909211389,23
CURVE_SPLINE_GP@RANDOM,1,0.7136611436920516,0.5674575979331401,0.46790672365279906,0.41611275714231316,0.6834568318085986,0.5525195793473563,0.760869894809855,143,1.0432140998834871,0.5925663297198788,23
CURVE_SPLINE_AMP@RANDOM,1,0.7136950326369206,0.5675054476736721,0.4679114824543023,0.41601040359931213,0.6833697983100356,0.5525609768302622,0.7608670597487514,143,1.0432465139497606,0.5925919441988582,23
CURVE_SPLINE_K1@RANDOM,1,0.7136950326369206,0.5675054476736721,0.4679114824543023,0.41601040359931213,0.6833697983100356,0.5525609768302622,0.7608670597487514,143,1.0432465139497606,0.5925919441988582,23
MASSACTION_K1@RANDOM,1,0.7145607673272163,0.5735555398923372,0.46577085287275893,0.38455434423766865,0.6650500813952812,0.5498791077163728,0.7610427816549333,143,1.0548758273046368,0.5961074540754517,23
OFFSET_K1@MIN_ENSEMBLE_SD,1,0.7149934285782807,0.5666213758809552,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5515814568252605,0.7518661395524393,143,1.051741738767578,0.5764545910552621,23
OFFSET_K2@MIN_ENSEMBLE_SD,1,0.7149934285782807,0.5666213758809552,0.47207874317198284,0.43026595673099155,0.6881966740216925,0.5515814568252605,0.7518661395524393,143,1.051741738767578,0.5764545910552621,23
OFFSET_K3@MIN_ENSEMBLE_SD,1,0.7149934285782807,0.5666213758809552,0.47207874317198284,0.4302658232265084,0.6881965607697544,0.5515814568252605,0.7518661395524393,143,1.051741738767578,0.5764545910552621,23
CNPRES_absolute_x@RANDOM,1,0.7157258829770564,0.5705039056581612,0.47314171747866235,0.4273736094214426,0.6812204752668948,0.5581475534510179,0.7536966007567951,143,1.0701542586464106,0.5825578394937996,23
CNPRES_ligand_recovered@RANDOM,1,0.7172491283724788,0.5709349567246207,0.4726498667063886,0.4252422901783058,0.6823042168532216,0.557303454690882,0.754343196662633,143,1.0701542586464106,0.5819126048316319,23
SLOPE_LHM_s05_K1@MEDOID,1,0.7214307168208857,0.5215001999915393,0.5209963599456265,0.3038067696113623,0.6146384772507184,0.5236391358011303,0.7610453488452956,143,0.9671165287556904,0.712901516409184,23
SLOPE_LHM_s05_K3@MEDOID,1,0.7214307168208857,0.5215001999915393,0.5209963599456265,0.3038067696113623,0.6146384772507184,0.5236391358011303,0.7610453488452956,143,0.9671165287556904,0.712901516409184,23
CURVE_GP@RANDOM,1,0.7231530058085051,0.5827933481502537,0.4720729486925922,0.43191850180142466,0.6892364865456799,0.5499825475087181,0.7541553975925929,143,1.1262465436420417,0.5510116430467673,23
OFFSET_K1@RANDOM,1,0.7231899498047505,0.5828443431305679,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.549980575445862,0.7541144437874882,143,1.1263090570551944,0.5510363535110148,23
OFFSET_K2@RANDOM,1,0.7231899498047505,0.5828443431305679,0.47207874317198284,0.43027281191403305,0.6881995108000767,0.549980575445862,0.7541144437874882,143,1.1263090570551944,0.5510363535110149,23
OFFSET_K3@RANDOM,1,0.7231899498047505,0.5828443431305679,0.47207874317198284,0.4302729395923791,0.6881996021322848,0.549980575445862,0.7541144437874882,143,1.1263090570551944,0.5510363535110149,23
CNPRES_conditions_only@RANDOM,1,0.7242205817859357,0.5684610114544303,0.4816734408842473,0.42778671230806115,0.6841316699674317,0.5543811440261428,0.7543791235582177,143,1.091819947225567,0.6193784074278755,23
MASSACTION_WITH_METAL_K1@RANDOM,1,0.731181155881367,0.5864499108576464,0.47971200679009096,0.3719305721581274,0.6617001331682907,0.5387499738264081,0.74826725039634,143,1.0925804539943447,0.5778146689175865,23
SLOPE_L_s1_K3@MAX_PREDICTIVE_VARIANCE,1,0.7312392963814378,0.5901296196353474,0.45919223533044995,0.45200191110302007,0.6962002265907069,0.526824501372586,0.7458185977342429,143,1.001039161097676,0.5913065395837148,23
SLOPE_L_s1_K1@MAX_PREDICTIVE_VARIANCE,1,0.7312392963814379,0.5901296196353475,0.45919223533044995,0.45198178432816805,0.69619139215669,0.526824501372586,0.7458185977342429,143,1.001039161097676,0.5913065395837148,23
MASSACTION_POOLED_K1@RANDOM,1,0.7315637394673646,0.5907144916223257,0.47365315787207435,0.3920272649199222,0.6700925559801038,0.5494102957636536,0.7542311583786879,143,1.1056607008220851,0.5848816190741407,23
OFFSET_K1@MAX_MODEL_DISAGREEMENT,1,0.7395340382653754,0.6127465518640197,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5534261416580813,0.743011426307856,143,1.0681098790512524,0.6325941957861684,23
OFFSET_K2@MAX_MODEL_DISAGREEMENT,1,0.7395340382653754,0.6127465518640197,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5534261416580813,0.743011426307856,143,1.0681098790512524,0.6325941957861684,23
OFFSET_K3@MAX_MODEL_DISAGREEMENT,1,0.7395340382653754,0.6127465518640197,0.47207874317198284,0.4302636565060338,0.6881936812724566,0.5534261416580813,0.743011426307856,143,1.0681098790512524,0.6325941957861684,23
CNPRES_ligand@RANDOM,1,0.7396416689869595,0.5904039106370983,0.4828285399769032,0.417538260025507,0.6781762604096879,0.5485052986009051,0.7466205526775344,143,1.0868233711740753,0.6065070965447897,23
CURVE_SPLINE_W1_K1@RANDOM,1,0.7425556465714125,0.5840627999182992,0.48895916762601405,0.40850681558775237,0.681216509869857,0.5371561986440101,0.752430615693474,143,1.0548758273046368,0.6197233227358623,23
OFFSET_K1@MAX_PREDICTIVE_VARIANCE,1,0.7444429820632231,0.5957668291432144,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5203523996241622,0.7370480239390852,143,1.0411288464419588,0.5906067025576431,23
OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,0.7444429820632231,0.5957668291432144,0.47207874317198284,0.43028748200222205,0.6882082917395146,0.5203523996241622,0.7370480239390852,143,1.0411288464419588,0.5906067025576431,23
OFFSET_K3@MAX_PREDICTIVE_VARIANCE,1,0.7444429820632231,0.5957668291432144,0.47207874317198284,0.4302859611431762,0.6882053952037712,0.5203523996241622,0.7370480239390852,143,1.0411288464419588,0.5906067025576431,23
CNPRES_attentive@RANDOM,1,0.7455195701071654,0.5976272545976317,0.48272480220941427,0.4126716048108247,0.6750183498217919,0.5456216431347438,0.746073643724637,143,1.0864848764570572,0.6105712970605895,23
PHYS_map@CENTRAL,1,0.7525479297288943,0.5126278065796328,0.549205683271392,0.2905862275217466,0.6230021672720862,0.5169472826076624,0.7290707159804358,143,1.086577092701949,0.6324430052185207,23
NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,1,0.7538848498932323,0.5345829927170395,0.5658756496902655,,0.5,0.5386055525156203,0.7331122656278065,143,1.1402535528793107,0.5361331367805976,23
NEAREST_OBSERVED@MEDOID,1,0.7538848498932323,0.5345829927170395,0.5658756496902655,,0.5,0.5386055525156203,0.7331122656278065,143,1.1402535528793107,0.5361331367805976,23
NO_MODEL@CENTRAL_THEN_SPREAD,1,0.7538848498932323,0.5345829927170395,0.5658756496902655,,0.5,0.5386055525156203,0.7331122656278065,143,1.1402535528793107,0.5361331367805976,23
NO_MODEL@MEDOID,1,0.7538848498932323,0.5345829927170395,0.5658756496902655,,0.5,0.5386055525156203,0.7331122656278065,143,1.1402535528793107,0.5361331367805976,23
NEAREST_OBSERVED@CENTRAL,1,0.7575156334349555,0.5313144272098299,0.5658756496902655,,0.5,0.5367285924585666,0.7344374045622812,143,1.15154141987983,0.5192996530852065,23
NO_MODEL@CENTRAL,1,0.7575156334349555,0.5313144272098299,0.5658756496902655,,0.5,0.5367285924585666,0.7344374045622812,143,1.15154141987983,0.5192996530852065,23
PHYS_map_metalcat@CENTRAL,1,0.7628111762477954,0.523663151348512,0.5540999221225322,0.28439593230223137,0.6137892958797005,0.5147699658853492,0.7259678780466172,143,1.094138998024051,0.6530788064816114,23
NEAREST_OBSERVED@MAX_CONDITION_COVERAGE,1,0.7743100962395705,0.5657621699346846,0.5658756496902655,,0.5,0.5375301983508338,0.7338049535637038,143,1.1372661946251292,0.5469259946253221,23
NO_MODEL@MAX_CONDITION_COVERAGE,1,0.7743100962395705,0.5657621699346846,0.5658756496902655,,0.5,0.5375301983508338,0.7338049535637038,143,1.1372661946251292,0.5469259946253221,23
SLOPE_LH_s05_K1@RANDOM,1,0.7748878467872108,0.6181234478001346,0.49986969045992874,0.38838793790428977,0.6702034382527562,0.5227730462582642,0.7392021720397941,143,1.1135783432235937,0.733754325173093,23
SLOPE_LH_s05_K3@RANDOM,1,0.7748878467872108,0.6181234478001346,0.49986969045992874,0.3883950450616847,0.6702064796152866,0.5227730462582642,0.7392021720397941,143,1.1135783432235935,0.733754325173093,23
NEAREST_OBSERVED@MEDIAN_PREDICTION,1,0.776694079189573,0.5679220422303364,0.5658756496902655,,0.5,0.5312638732522188,0.7233617691477211,143,1.2229314121918637,0.5361617123891942,23
NO_MODEL@MEDIAN_PREDICTION,1,0.776694079189573,0.5679220422303364,0.5658756496902655,,0.5,0.5312638732522188,0.7233617691477211,143,1.2229314121918637,0.5361617123891942,23
NEAREST_OBSERVED@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.7792241628763066,0.5817428520311424,0.5658756496902655,,0.5,0.5288932494901364,0.7217817066243497,143,1.2148735714285714,0.5528002607640867,23
NO_MODEL@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.7792241628763066,0.5817428520311424,0.5658756496902655,,0.5,0.5288932494901364,0.7217817066243497,143,1.2148735714285714,0.5528002607640867,23
OFFSET_K1@FARTHEST_FROM_EXISTING,1,0.8066992577833274,0.6867967701631741,0.47207874317198284,0.43026582846849104,0.6881965607697544,0.5181508699127569,0.7199779719038762,143,1.2134005023861048,0.6303777834450053,23
OFFSET_K2@FARTHEST_FROM_EXISTING,1,0.8066992577833274,0.6867967701631741,0.47207874317198284,0.43026588499822666,0.6881966314991156,0.5181508699127569,0.7199779719038762,143,1.2134005023861048,0.6303777834450053,23
OFFSET_K3@FARTHEST_FROM_EXISTING,1,0.8066992577833274,0.6867967701631741,0.47207874317198284,0.4302636632692295,0.68819366423043,0.5181508699127569,0.7199779719038762,143,1.2134005023861048,0.6303777834450053,23
PHYS_map@RANDOM,1,0.808397576757521,0.6049458605726078,0.5446168949026368,0.30195260526117407,0.6278693029675668,0.48808967940754494,0.7066699250495944,143,1.2346599681106973,0.6922933284612074,23
SLOPE_LH_s1_K1@CENTRAL_THEN_SPREAD,1,0.8090429793926167,0.5916093758646888,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5327011928599854,0.7404130699792605,143,1.013365524720348,0.8876188965020898,23
SLOPE_LH_s1_K1@MEDOID,1,0.8090429793926167,0.5916093758646888,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5327011928599854,0.7404130699792605,143,1.013365524720348,0.8876188965020898,23
SLOPE_LH_s1_K3@CENTRAL_THEN_SPREAD,1,0.8090429793926167,0.5916093758646888,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5327011928599854,0.7404130699792605,143,1.013365524720348,0.8876188965020898,23
SLOPE_LH_s1_K3@MEDOID,1,0.8090429793926167,0.5916093758646888,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5327011928599854,0.7404130699792605,143,1.013365524720348,0.8876188965020898,23
SLOPE_LHM_s05_K1@RANDOM,1,0.8094419535392601,0.6443415429039944,0.5209963599456265,0.3038067696113623,0.6146384772507184,0.4906055797994104,0.721173161250986,143,1.1196685386379257,0.7711554193733958,23
SLOPE_LHM_s05_K3@RANDOM,1,0.8094419535392601,0.6443415429039944,0.5209963599456265,0.3038067696113623,0.6146384772507184,0.4906055797994104,0.721173161250986,143,1.1196685386379257,0.7711554193733958,23
PHYS_map_metalcat@RANDOM,1,0.8182601365016716,0.6099103488809812,0.5514042612539145,0.2831135883245805,0.6127098800831359,0.48118754431087585,0.7049274684249579,143,1.2135717602759228,0.7150654614603574,23
NEAREST_OBSERVED@MID_ACID,1,0.8272031011434903,0.6454653505945646,0.5658756496902655,,0.5,0.49953116103202483,0.694609943199094,143,1.2561429484753726,0.5836063157413899,23
NO_MODEL@MID_ACID,1,0.8272031011434903,0.6454653505945646,0.5658756496902655,,0.5,0.49953116103202483,0.694609943199094,143,1.2561429484753726,0.5836063157413899,23
SLOPE_LH_s1_K1@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.8297659306513984,0.6305649129589516,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5201590413426443,0.7349523017363037,143,1.028174113584816,0.922867648299429,23
SLOPE_LH_s1_K3@MAX_EXPECTED_VARIANCE_REDUCTION,1,0.8297659306513984,0.6305649129589516,0.580301075400013,0.3899394305966124,0.6708705835795268,0.5201590413426443,0.7349523017363037,143,1.028174113584816,0.922867648299429,23
NEAREST_OBSERVED@MIN_ENSEMBLE_SD,1,0.8425851086381647,0.6653795200313818,0.5658756496902655,,0.5,0.5122740850691859,0.6979040786947784,143,1.2778268465843254,0.5685039665185699,23
NO_MODEL@MIN_ENSEMBLE_SD,1,0.8425851086381647,0.6653795200313818,0.5658756496902655,,0.5,0.5122740850691859,0.6979040786947784,143,1.2778268465843254,0.5685039665185699,23
NEAREST_OBSERVED@MAX_ENSEMBLE_SD,1,0.84578285880837,0.6788295292204417,0.5658756496902655,,0.5,0.5075699492345876,0.6968375373546368,143,1.3505683711954601,0.5671207230887171,23
NO_MODEL@MAX_ENSEMBLE_SD,1,0.84578285880837,0.6788295292204417,0.5658756496902655,,0.5,0.5075699492345876,0.6968375373546368,143,1.3505683711954601,0.5671207230887171,23
NEAREST_OBSERVED@RANDOM,1,0.84589642363874,0.6813933688780722,0.5658756496902655,,0.5,0.5151124480624151,0.706752207554794,143,1.3057782437455718,0.5407431057137985,23
NO_MODEL@RANDOM,1,0.84589642363874,0.6813933688780722,0.5658756496902655,,0.5,0.5151124480624151,0.706752207554794,143,1.3057782437455718,0.5407431057137985,23
SLOPE_L_s1_K1@D_OPTIMAL,1,0.8648927945577913,0.7511074989522202,0.45919223533044995,0.45198178432816805,0.69619139215669,0.47441968213610203,0.6955500882355482,143,1.1924413906636224,0.7285649971287974,23
SLOPE_L_s1_K3@D_OPTIMAL,1,0.8648927945577913,0.7511074989522202,0.45919223533044995,0.4519817851100261,0.6961914091951356,0.47441968213610203,0.6955500882355482,143,1.1924413906636224,0.7285649971287975,23
CNP_conditions_only@RANDOM,1,0.8816681800026275,0.6744583225839991,0.5317687440078652,0.33437825147778155,0.6528288526202941,0.42171652519449987,0.6567216227829784,143,1.1809410667743778,0.7407021381313253,23
