arm,k,split_seed,mae,offset,shape_mae,spearman,sign_accuracy,within_0_5,within_1_0
CNPRES_absolute_x@RANDOM,5,262147,0.6374861361457764,0.32570195242123534,0.5439286962079045,0.3609056587760957,0.6545153226937303,0.554198253929369,0.779582295033405
CNPRES_absolute_x@k0@RANDOM,1,104729,1.0064605105584434,0.8601518502508991,0.46517795017131214,0.4508232760602166,0.6990198807686325,0.3833382620844776,0.5959870807635771
CNPRES_absolute_x@k0@RANDOM,1,130363,0.9833832463724107,0.8030270264470143,0.4843532460370566,0.4204605750301095,0.6852273929296597,0.3858164592221897,0.6115124170560041
CNPRES_absolute_x@k0@RANDOM,1,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_absolute_x@k0@RANDOM,1,196613,0.988084559836741,0.8274184509818113,0.47541171858824216,0.4201248691227228,0.6682289745065915,0.37695549004268,0.6046629965298034
CNPRES_absolute_x@k0@RANDOM,1,262147,1.029297692847454,0.8642169888423157,0.4772489199029892,0.41884085664382403,0.6853539950526569,0.3597778223938618,0.5914917697815865
CNPRES_absolute_x@k0@RANDOM,2,104729,1.0064605105584434,0.8601518502508991,0.46517795017131214,0.4508232760602166,0.6990198807686325,0.3833382620844776,0.5959870807635771
CNPRES_absolute_x@k0@RANDOM,2,130363,0.9833832463724107,0.8030270264470143,0.4843532460370566,0.4204605750301095,0.6852273929296597,0.3858164592221897,0.6115124170560041
CNPRES_absolute_x@k0@RANDOM,2,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_absolute_x@k0@RANDOM,2,196613,0.988084559836741,0.8274184509818113,0.47541171858824216,0.4201248691227228,0.6682289745065915,0.37695549004268,0.6046629965298034
CNPRES_absolute_x@k0@RANDOM,2,262147,1.029297692847454,0.8642169888423157,0.4772489199029892,0.41884085664382403,0.6853539950526569,0.3597778223938618,0.5914917697815865
CNPRES_absolute_x@k0@RANDOM,3,104729,1.0029110230856157,0.8534671772000526,0.47264399104644245,0.4508232760602166,0.7013433535790177,0.3844097962720021,0.601615375351368
CNPRES_absolute_x@k0@RANDOM,3,130363,0.9897654799385985,0.8057431275259792,0.49050576552333214,0.4204605750301095,0.697967671514019,0.3845601452531414,0.6130091117072042
CNPRES_absolute_x@k0@RANDOM,3,155921,0.9753775882899979,0.8075886744434325,0.46914813029397007,0.4476717773885037,0.6838535870296812,0.3738112629784072,0.6019876079015464
CNPRES_absolute_x@k0@RANDOM,3,196613,0.9958910965785233,0.8320274041515289,0.48410940416945547,0.4201248691227228,0.6656520112492764,0.37074739340073737,0.603334346455442
CNPRES_absolute_x@k0@RANDOM,3,262147,1.0314145185713557,0.8627963709089643,0.48542557413749027,0.41884085664382403,0.6859944718431038,0.36123734715944456,0.5898808791340491
CNPRES_absolute_x@k0@RANDOM,5,104729,1.048921477762328,0.867452949960135,0.5309741721744687,0.4169002999382597,0.6804327036607742,0.35786346049688295,0.5691334151994655
CNPRES_absolute_x@k0@RANDOM,5,130363,1.0654042714289367,0.843038398320052,0.5617708799532742,0.37727475997416665,0.6622964699248594,0.3429245600661708,0.5621677673973932
CNPRES_absolute_x@k0@RANDOM,5,155921,1.0460179144726587,0.8502369935995058,0.524259417150859,0.4170089071959514,0.6800251694251354,0.3312314156597005,0.5435655285700881
CNPRES_absolute_x@k0@RANDOM,5,196613,1.0263975963367908,0.841944092536042,0.5333606133711889,0.39863755464593564,0.675783113510725,0.3531332387036241,0.5689688849987171
CNPRES_absolute_x@k0@RANDOM,5,262147,1.0858257394236421,0.8897578505193726,0.5431180049053319,0.37547695899670663,0.6614799677043787,0.33182834727373756,0.5563972028158269
CNPRES_attentive@RANDOM,1,104729,0.7566328264220967,0.6059646184126005,0.501407213039063,0.3969375282229974,0.6769091357767224,0.5491997412380893,0.7438670626314173
CNPRES_attentive@RANDOM,1,130363,0.7231110212042178,0.5776841746812179,0.4790342572747769,0.42332369338088865,0.6844584567580619,0.5469498711359727,0.7508280630857546
CNPRES_attentive@RANDOM,1,155921,0.6750384324039264,0.5299821560874637,0.461770039863449,0.4476717773885037,0.6781939499136334,0.5786979583736586,0.7734214521946784
CNPRES_attentive@RANDOM,1,196613,0.8265400152963287,0.6725187081463878,0.4955799136902222,0.3943616806102255,0.6586879173925435,0.5205270312835679,0.7251251699953647
CNPRES_attentive@RANDOM,1,262147,0.7462755552092577,0.6019866156604881,0.4758325871795604,0.4087153669975037,0.6767107046955824,0.5327336136424301,0.7371264707159704
CNPRES_attentive@RANDOM,2,104729,0.6567655077486844,0.4345945573620523,0.4989632355550681,0.397104534273093,0.6797951943498831,0.5703106400272003,0.7843019944418572
CNPRES_attentive@RANDOM,2,130363,0.6342001178720424,0.4234434611857814,0.4785342649067021,0.42632301817592166,0.6862360669381941,0.5704788459582476,0.7934125088789146
CNPRES_attentive@RANDOM,2,155921,0.600068369892647,0.3974740282851803,0.461770039863449,0.4476717773885037,0.6781939499136334,0.6030346979541142,0.799922292383847
CNPRES_attentive@RANDOM,2,196613,0.747514486864589,0.5462071171177423,0.4974015001586727,0.39148712501149857,0.6572169219544524,0.5455607078497695,0.7589956295497363
CNPRES_attentive@RANDOM,2,262147,0.6583231858224167,0.4563328902106039,0.47636370639345094,0.41577407199711336,0.6807999978364415,0.5640284279820004,0.7725559869884328
CNPRES_attentive@RANDOM,3,104729,0.6303304231911913,0.372281460879905,0.5036415542455579,0.3967428089884642,0.6793883450466546,0.5711940047623008,0.7872211525990642
CNPRES_attentive@RANDOM,3,130363,0.6131521940073075,0.3633211761519469,0.48524989335290797,0.42698967122139064,0.7005177201630896,0.5677419629912445,0.8004849435463486
CNPRES_attentive@RANDOM,3,155921,0.579565627862277,0.3395213749688557,0.46914813029397007,0.4476717773885037,0.6838535870296812,0.6073729398081776,0.8106532590852784
CNPRES_attentive@RANDOM,3,196613,0.7301666059533126,0.5006008448453176,0.5047682719416293,0.39433550347175095,0.6537315000728613,0.5504397805637644,0.7660267800998092
CNPRES_attentive@RANDOM,3,262147,0.6247897287652359,0.38393673414703144,0.48380812130301354,0.4171152985286699,0.6848746283002349,0.5759783883928449,0.7895198916885057
CNPRES_attentive@RANDOM,5,104729,0.6484317999405919,0.322477375852607,0.5623686354345404,0.4208634011760337,0.682080518267644,0.5554013981614636,0.7810616647368835
CNPRES_attentive@RANDOM,5,130363,0.6383799774579232,0.31775286083363813,0.5484722019694933,0.4091425347796375,0.6778244826212292,0.5440523174001112,0.7952889218805355
CNPRES_attentive@RANDOM,5,155921,0.6022825171146815,0.29489538686802325,0.524259417150859,0.4170089071959514,0.6800251694251354,0.5842253708375702,0.7977075905753646
CNPRES_attentive@RANDOM,5,196613,0.756955099901717,0.48163368987923155,0.5501394856211089,0.4081406627324171,0.6789420899764795,0.5404264641767801,0.756322507950492
CNPRES_attentive@RANDOM,5,262147,0.636827806561256,0.326154505637256,0.5414220296664298,0.3803795218362278,0.6630714700955525,0.5515407262718414,0.7829492984004084
CNPRES_attentive@k0@RANDOM,1,104729,1.0264040254412847,0.8808971478103076,0.46561877412933084,0.4508232760602166,0.6990198807686325,0.38375983220316645,0.5942665527884214
CNPRES_attentive@k0@RANDOM,1,130363,0.9682270992311822,0.78293781682639,0.4841218826798806,0.4204605750301095,0.6852273929296597,0.37583885512693854,0.6118372240820145
CNPRES_attentive@k0@RANDOM,1,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_attentive@k0@RANDOM,1,196613,1.1173651130326439,0.9666286667405088,0.4806097423883146,0.41851197353740294,0.66769311539409,0.3529470209420559,0.5781496380963065
CNPRES_attentive@k0@RANDOM,1,262147,1.0699326868663177,0.9109815439012902,0.46636253341671463,0.40130718041901375,0.6785932387861251,0.31833731845335783,0.5684738155136322
CNPRES_attentive@k0@RANDOM,2,104729,1.0264040254412847,0.8808971478103076,0.46561877412933084,0.4508232760602166,0.6990198807686325,0.38375983220316645,0.5942665527884214
CNPRES_attentive@k0@RANDOM,2,130363,0.9682270992311822,0.78293781682639,0.4841218826798806,0.4204605750301095,0.6852273929296597,0.37583885512693854,0.6118372240820145
CNPRES_attentive@k0@RANDOM,2,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_attentive@k0@RANDOM,2,196613,1.1173651130326439,0.9666286667405088,0.4806097423883146,0.41851197353740294,0.66769311539409,0.3529470209420559,0.5781496380963065
CNPRES_attentive@k0@RANDOM,2,262147,1.0699326868663177,0.9109815439012902,0.46636253341671463,0.40130718041901375,0.6785932387861251,0.31833731845335783,0.5684738155136322
CNPRES_attentive@k0@RANDOM,3,104729,1.0221076575251105,0.8734827753734695,0.47309492951576754,0.4508232760602166,0.7013433535790177,0.3848404000360915,0.5998579789196019
CNPRES_attentive@k0@RANDOM,3,130363,0.9742845582157721,0.7852234348420557,0.49026944437993103,0.4204605750301095,0.697967671514019,0.3743687353558492,0.6133408788837719
CNPRES_attentive@k0@RANDOM,3,155921,0.9753775882899979,0.8075886744434325,0.46914813029397007,0.4476717773885037,0.6838535870296812,0.3738112629784072,0.6019876079015464
CNPRES_attentive@k0@RANDOM,3,196613,1.1248885687438994,0.9709220557455045,0.4894044822505539,0.41851197353740294,0.6651041552909727,0.3524744571050999,0.5762528446269416
CNPRES_attentive@k0@RANDOM,3,262147,1.065269580954893,0.9029123420691864,0.4751726378751886,0.40130718041901375,0.6790823553616496,0.3233731181345012,0.5735125401317814
CNPRES_attentive@k0@RANDOM,5,104729,1.0663929338403675,0.8847210619695345,0.5317366716837326,0.4169002999382597,0.6804327036607742,0.35819181149884993,0.5614574112667771
CNPRES_attentive@k0@RANDOM,5,130363,1.0451780373244244,0.817596664943576,0.5614571145926118,0.37727475997416665,0.6622964699248594,0.35488732497011216,0.5626369331016302
CNPRES_attentive@k0@RANDOM,5,155921,1.0460179144726587,0.8502369935995058,0.524259417150859,0.4170089071959514,0.6800251694251354,0.3312314156597005,0.5435655285700881
CNPRES_attentive@k0@RANDOM,5,196613,1.1894251417985504,1.0126652938493959,0.5407245426842554,0.39857015216304853,0.6757430301373082,0.3216109045481772,0.5403519463860228
CNPRES_attentive@k0@RANDOM,5,262147,1.125534245997789,0.9382216119827904,0.5314735904396645,0.36410413201698183,0.6571746787294811,0.29034806829345855,0.5367573519259761
CNPRES_conditions_only@RANDOM,1,104729,0.7326254805198854,0.5751393098686638,0.48475045282810286,0.450484229895385,0.6972081552502364,0.5569320302975072,0.7530919807784556
CNPRES_conditions_only@RANDOM,1,130363,0.7379562572530676,0.5863050689694755,0.4905011774404449,0.42803455465222146,0.6949003415214707,0.5428020934086495,0.7470962396012572
CNPRES_conditions_only@RANDOM,1,155921,0.6764814282507955,0.5263841731594341,0.4631802592692992,0.48732542911142934,0.6952307812845875,0.5788068856587065,0.7791422057522933
CNPRES_conditions_only@RANDOM,1,196613,0.7368428329326119,0.5673044026075644,0.4904048611296297,0.39315217249229845,0.6595679145876715,0.5449546439469675,0.7502837959018231
CNPRES_conditions_only@RANDOM,1,262147,0.7371969099733179,0.5871721026670139,0.4795304537537597,0.38793376020938886,0.6726322460118698,0.5484100668188834,0.742281395757259
CNPRES_conditions_only@RANDOM,2,104729,0.6206835719070838,0.40718575647303534,0.47238254985612843,0.49161447450399215,0.7195713974199127,0.5898105394169509,0.8012430304564988
CNPRES_conditions_only@RANDOM,2,130363,0.6342489259817091,0.4261494222503271,0.48012003376500795,0.4530955257174207,0.7066544319550315,0.5808178150204787,0.7862726450044251
CNPRES_conditions_only@RANDOM,2,155921,0.6006847694749886,0.40131230956400976,0.4577117442418402,0.5023785455351879,0.7048276042947621,0.6183475054718428,0.8093742192268675
CNPRES_conditions_only@RANDOM,2,196613,0.63709346552385,0.43895166948349834,0.47184888510273026,0.4472928649267981,0.6845987831622361,0.5945575315005587,0.7918412443844085
CNPRES_conditions_only@RANDOM,2,262147,0.6405429384271566,0.44050510331950377,0.4720616080044313,0.4053031637706312,0.680766014866704,0.5821322727903906,0.780402370402998
CNPRES_conditions_only@RANDOM,3,104729,0.5866764716801228,0.35144697549331416,0.4707249510540074,0.5132385111545871,0.7315860544737364,0.6064929821832411,0.8081197516674202
CNPRES_conditions_only@RANDOM,3,130363,0.6077036709573981,0.3644845501466199,0.4848047860142129,0.4654560202893723,0.7165517666305459,0.579274447197048,0.7954401787970146
CNPRES_conditions_only@RANDOM,3,155921,0.5754487160776995,0.3460263830520705,0.4611976963705156,0.5107288637848034,0.711713999771555,0.6278603640805824,0.8218142897156994
CNPRES_conditions_only@RANDOM,3,196613,0.6042488572160772,0.384794394534264,0.4721617335478943,0.4581642936442375,0.6847677803087017,0.5981514429725748,0.8057541118426863
CNPRES_conditions_only@RANDOM,3,262147,0.605557587254126,0.36959316597247216,0.47606578319190435,0.41905957212208356,0.686543772405796,0.5957714937663074,0.7953480284987853
CNPRES_conditions_only@RANDOM,5,104729,0.6207849242207917,0.3011495926666268,0.5404236096618993,0.492681033985898,0.7120466081450831,0.5791335874764308,0.7966405778036224
CNPRES_conditions_only@RANDOM,5,130363,0.645929203270991,0.32473407993142717,0.5567517804780927,0.43027747692053686,0.6865046406685279,0.5406010764303022,0.7855576174875406
CNPRES_conditions_only@RANDOM,5,155921,0.5915544117886367,0.3046110517815695,0.5116532418521759,0.5001750006395067,0.717793172061627,0.6197325501420881,0.8107685289058009
CNPRES_conditions_only@RANDOM,5,196613,0.6280162440647672,0.3381425351026428,0.5290615967243092,0.4567916029693369,0.7050479757331649,0.585866427615145,0.7976157762497446
CNPRES_conditions_only@RANDOM,5,262147,0.6187157505824149,0.3138632195851575,0.5313180799197037,0.39759128338211974,0.6724239891867668,0.5645886234737789,0.7869225931565315
CNPRES_conditions_only@k0@RANDOM,1,104729,1.0225106998328368,0.8729482996270871,0.465691328828704,0.4508232760602166,0.6990198807686325,0.3842481087553727,0.585100279055656
CNPRES_conditions_only@k0@RANDOM,1,130363,0.9907476558994313,0.8087038707391544,0.48430746100258093,0.4197991993687338,0.6848218779256046,0.3803678902876582,0.6036717691418267
CNPRES_conditions_only@k0@RANDOM,1,155921,0.9812829824225318,0.8198820965917007,0.461830160040732,0.44753124697587227,0.6781302261272818,0.3719716166583084,0.5985638458213524
CNPRES_conditions_only@k0@RANDOM,1,196613,0.9944852588066297,0.8338838162689843,0.46860606210715994,0.42098026110854636,0.6687069029042279,0.36769317887812764,0.6059848113647488
CNPRES_conditions_only@k0@RANDOM,1,262147,1.0466916868226963,0.8867678101440368,0.46617455270627184,0.40130718041901375,0.6785932387861251,0.34711777621108836,0.5758720780255311
CNPRES_conditions_only@k0@RANDOM,2,104729,1.0225106998328368,0.8729482996270871,0.465691328828704,0.4508232760602166,0.6990198807686325,0.3842481087553727,0.585100279055656
CNPRES_conditions_only@k0@RANDOM,2,130363,0.9907476558994313,0.8087038707391544,0.48430746100258093,0.4197991993687338,0.6848218779256046,0.3803678902876582,0.6036717691418267
CNPRES_conditions_only@k0@RANDOM,2,155921,0.9812829824225318,0.8198820965917007,0.461830160040732,0.44753124697587227,0.6781302261272818,0.3719716166583084,0.5985638458213524
CNPRES_conditions_only@k0@RANDOM,2,196613,0.9944852588066297,0.8338838162689843,0.46860606210715994,0.42098026110854636,0.6687069029042279,0.36769317887812764,0.6059848113647488
CNPRES_conditions_only@k0@RANDOM,2,262147,1.0466916868226963,0.8867678101440368,0.46617455270627184,0.40130718041901375,0.6785932387861251,0.34711777621108836,0.5758720780255311
CNPRES_conditions_only@k0@RANDOM,3,104729,1.0198960749454062,0.867128766163819,0.47298719513887105,0.4508232760602166,0.7013433535790177,0.38533913965727357,0.59049528503542
CNPRES_conditions_only@k0@RANDOM,3,130363,0.9966114653093494,0.8111281226502007,0.49022785713472805,0.4197991993687338,0.6975530778158432,0.3795900593652509,0.6050004499091516
CNPRES_conditions_only@k0@RANDOM,3,155921,0.9864786387805178,0.8216191625390264,0.4692017083171114,0.44753124697587227,0.6837884365913964,0.36714481796765314,0.5971044996603814
CNPRES_conditions_only@k0@RANDOM,3,196613,1.0017042784265442,0.8377779061476438,0.47709087399193645,0.42098026110854636,0.6661406395364121,0.3612866041398018,0.6046844858939935
CNPRES_conditions_only@k0@RANDOM,3,262147,1.0516653847808388,0.8883996252971517,0.4747693125561765,0.40130718041901375,0.6790823553616496,0.3456274428441831,0.5739264796975068
CNPRES_conditions_only@k0@RANDOM,5,104729,1.06669722913129,0.8832498110862074,0.5300216996696728,0.4169002999382597,0.6804327036607742,0.3630357081573116,0.5527065759198981
CNPRES_conditions_only@k0@RANDOM,5,130363,1.0729491981107468,0.8486572492484759,0.5616446044294084,0.37727475997416665,0.6622964699248594,0.34010490998901927,0.5521050133395411
CNPRES_conditions_only@k0@RANDOM,5,155921,1.0606776990089408,0.8685254954771805,0.5246516492854416,0.41683005030714776,0.6799369860036186,0.32545170666581696,0.5366601229765213
CNPRES_conditions_only@k0@RANDOM,5,196613,1.0349484768134352,0.8500982240061352,0.5239059221616963,0.39857015216304853,0.6757430301373082,0.3487330204446131,0.5694752550240536
CNPRES_conditions_only@k0@RANDOM,5,262147,1.1178024068309529,0.9294795209566209,0.533408913873943,0.36410413201698183,0.6571746787294811,0.32160839279873255,0.5335548422209411
CNPRES_ligand@RANDOM,1,104729,0.7421879552872563,0.5917658335916234,0.4870341141204385,0.4013094633691389,0.6802623304392154,0.553162234915408,0.7406580071138648
CNPRES_ligand@RANDOM,1,130363,0.7320238636918417,0.5845362551974083,0.4830876502109774,0.42948152972098996,0.6880161284365421,0.5362625099974083,0.7474047354478546
CNPRES_ligand@RANDOM,1,155921,0.6750384324039264,0.5299821560874637,0.461770039863449,0.4476717773885037,0.6781939499136334,0.5786979583736586,0.7734214521946784
CNPRES_ligand@RANDOM,1,196613,0.8050384961885038,0.6464091676755284,0.5024559376476306,0.4016327211517783,0.6615061245171696,0.5309114903169345,0.732034139207345
CNPRES_ligand@RANDOM,1,262147,0.7439195973632692,0.5993261406334679,0.47979495804202077,0.4164579068694593,0.6848207391461796,0.543492299401116,0.7395844294239291
CNPRES_ligand@RANDOM,2,104729,0.6445489844390688,0.42501073175843196,0.4858618286578295,0.40311453647412904,0.680346129676298,0.5732942163412186,0.7814044713710293
CNPRES_ligand@RANDOM,2,130363,0.6387103084772405,0.42831712644583453,0.4791021186770685,0.4359135100862103,0.6914988393521169,0.5641992094479962,0.7899065191764009
CNPRES_ligand@RANDOM,2,155921,0.600068369892647,0.3974740282851803,0.461770039863449,0.4476717773885037,0.6781939499136334,0.6030346979541142,0.799922292383847
CNPRES_ligand@RANDOM,2,196613,0.7237606130108001,0.5157357603842667,0.5019478415836109,0.40055870549778294,0.661070848010682,0.5565019704525119,0.7629428401386692
CNPRES_ligand@RANDOM,2,262147,0.6531017334992929,0.4504019212833921,0.4777234117879339,0.42094647132231505,0.6863783559674236,0.5764736216771941,0.7729174310998769
CNPRES_ligand@RANDOM,3,104729,0.621979257362267,0.3667195839621536,0.4927184073687697,0.40377702686218564,0.6809180364334968,0.570282809822516,0.7847864361193166
CNPRES_ligand@RANDOM,3,130363,0.6170380388672948,0.3693911630972761,0.4848903192542096,0.4404834693881261,0.7068225839644837,0.5630352564449896,0.7994049623114304
CNPRES_ligand@RANDOM,3,155921,0.579565627862277,0.3395213749688557,0.46914813029397007,0.4476717773885037,0.6838535870296812,0.6073729398081776,0.8106532590852784
CNPRES_ligand@RANDOM,3,196613,0.6981918248186242,0.4609194923272426,0.5066515084298318,0.40036765324384294,0.6557020991098088,0.5665969021690488,0.7707607374707995
CNPRES_ligand@RANDOM,3,262147,0.6232003418267374,0.382385383699158,0.48527244108819484,0.42153007087939026,0.686448749317652,0.581917305626405,0.7870624086953084
CNPRES_ligand@RANDOM,5,104729,0.6327109927450544,0.3164729000514649,0.5423510685747611,0.4311002214748234,0.6840106868575521,0.5619220441567796,0.7855605316773013
CNPRES_ligand@RANDOM,5,130363,0.6461753819856576,0.32915305904543274,0.5481980192269553,0.41663222632595015,0.6807174318024822,0.5324626681489201,0.7958545422211113
CNPRES_ligand@RANDOM,5,155921,0.6022825171146815,0.29489538686802325,0.524259417150859,0.4170089071959514,0.6800251694251354,0.5842253708375702,0.7977075905753646
CNPRES_ligand@RANDOM,5,196613,0.7240264173558499,0.43908763869514483,0.5524487142120442,0.409509052608145,0.6787323191531492,0.561272274888394,0.7549650188948701
CNPRES_ligand@RANDOM,5,262147,0.6348206849622293,0.3229738508225271,0.5426197140300849,0.38756861939673853,0.6664112031743407,0.5539908224719375,0.7790411694922794
CNPRES_ligand@k0@RANDOM,1,104729,1.0176123658760967,0.874162770264397,0.46572848444448234,0.4508232760602166,0.6990198807686325,0.3847022222124998,0.590106788192354
CNPRES_ligand@k0@RANDOM,1,130363,0.9855489634841021,0.8071271979916493,0.48374019860067674,0.4211219506914851,0.6856329079337149,0.38886726870682276,0.6094443870467977
CNPRES_ligand@k0@RANDOM,1,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_ligand@k0@RANDOM,1,196613,1.113210035472066,0.9556451725876954,0.47826430443857687,0.42019001282569995,0.668257939864024,0.3587606241919377,0.5906556584308504
CNPRES_ligand@k0@RANDOM,1,262147,1.0424115250541095,0.8810614730169442,0.46593789338395475,0.40130718041901375,0.6785932387861251,0.3363443114603509,0.591306538346355
CNPRES_ligand@k0@RANDOM,2,104729,1.0176123658760967,0.874162770264397,0.46572848444448234,0.4508232760602166,0.6990198807686325,0.3847022222124998,0.590106788192354
CNPRES_ligand@k0@RANDOM,2,130363,0.9855489634841021,0.8071271979916493,0.48374019860067674,0.4211219506914851,0.6856329079337149,0.38886726870682276,0.6094443870467977
CNPRES_ligand@k0@RANDOM,2,155921,0.9708751176831467,0.8066062509802155,0.461770039863449,0.4476717773885037,0.6781939499136334,0.37558445326557355,0.6018876347754067
CNPRES_ligand@k0@RANDOM,2,196613,1.113210035472066,0.9556451725876954,0.47826430443857687,0.42019001282569995,0.668257939864024,0.3587606241919377,0.5906556584308504
CNPRES_ligand@k0@RANDOM,2,262147,1.0424115250541095,0.8810614730169442,0.46593789338395475,0.40130718041901375,0.6785932387861251,0.3363443114603509,0.591306538346355
CNPRES_ligand@k0@RANDOM,3,104729,1.01600555950601,0.8694820439883455,0.4731576061997489,0.4508232760602166,0.7013433535790177,0.3858029841170533,0.5956090765107616
CNPRES_ligand@k0@RANDOM,3,130363,0.9919776052741119,0.8099311598894278,0.4898795813561727,0.4211219506914851,0.6983822652121947,0.38767632922673084,0.6108967667692291
CNPRES_ligand@k0@RANDOM,3,155921,0.9753775882899979,0.8075886744434325,0.46914813029397007,0.4476717773885037,0.6838535870296812,0.3738112629784072,0.6019876079015464
CNPRES_ligand@k0@RANDOM,3,196613,1.120206892062155,0.9592656392588335,0.48701454086020857,0.42019001282569995,0.6656816250848604,0.35841263756747926,0.5890268511115115
CNPRES_ligand@k0@RANDOM,3,262147,1.0438980655799146,0.8790905124276671,0.47461816672599694,0.40130718041901375,0.6790823553616496,0.34176597527735836,0.5896916784537769
CNPRES_ligand@k0@RANDOM,5,104729,1.0650030149235263,0.8855875911287664,0.5319949648551364,0.4169002999382597,0.6804327036607742,0.35829041524970506,0.562603744560673
CNPRES_ligand@k0@RANDOM,5,130363,1.0720303697567113,0.8511003176642152,0.5609905178447646,0.37727475997416665,0.6622964699248594,0.3477521602981828,0.5608641146231522
CNPRES_ligand@k0@RANDOM,5,155921,1.0460179144726587,0.8502369935995058,0.524259417150859,0.4170089071959514,0.6800251694251354,0.3312314156597005,0.5435655285700881
CNPRES_ligand@k0@RANDOM,5,196613,1.1855335100112412,1.0020618218835395,0.5372872547971143,0.3987204648133612,0.6758231968841416,0.3329544594108012,0.5599594078569075
CNPRES_ligand@k0@RANDOM,5,262147,1.0991653070460825,0.9114920911742328,0.5313422176483051,0.36410413201698183,0.6571746787294811,0.3129911659365562,0.553604393773018
CNPRES_ligand_recovered@RANDOM,1,104729,0.7061254784814748,0.5627008934332305,0.46698419344777065,0.44044919549659667,0.6954010847519971,0.5669195241131135,0.7572920103770955
CNPRES_ligand_recovered@RANDOM,1,130363,0.7239467255852425,0.5775763989550668,0.4807343309190744,0.44123003549620127,0.7012601019601886,0.5494032376100612,0.7498452471296765
