lanthanide,n_samples,A0_mae,A0_rmse,A0_r2,A0_pearson,A0_spearman,A1_mae,A1_rmse,A1_r2,A1_pearson,A1_spearman,A2_mae,A2_rmse,A2_r2,A2_pearson,A2_spearman,A3_mae,A3_rmse,A3_r2,A3_pearson,A3_spearman,A4_mae,A4_rmse,A4_r2,A4_pearson,A4_spearman,A5_mae,A5_rmse,A5_r2,A5_pearson,A5_spearman,A6_mae,A6_rmse,A6_r2,A6_pearson,A6_spearman,A5_SHUFFLED_s1009_mae,A5_SHUFFLED_s1009_rmse,A5_SHUFFLED_s1009_r2,A5_SHUFFLED_s1009_pearson,A5_SHUFFLED_s1009_spearman,A5_SHUFFLED_s2017_mae,A5_SHUFFLED_s2017_rmse,A5_SHUFFLED_s2017_r2,A5_SHUFFLED_s2017_pearson,A5_SHUFFLED_s2017_spearman,A5_SHUFFLED_s3019_mae,A5_SHUFFLED_s3019_rmse,A5_SHUFFLED_s3019_r2,A5_SHUFFLED_s3019_pearson,A5_SHUFFLED_s3019_spearman,A2+D1_mae,A2+D1_rmse,A2+D1_r2,A2+D1_pearson,A2+D1_spearman,A2+D2_mae,A2+D2_rmse,A2+D2_r2,A2+D2_pearson,A2+D2_spearman,A2+D3_mae,A2+D3_rmse,A2+D3_r2,A2+D3_pearson,A2+D3_spearman,A2+D4_mae,A2+D4_rmse,A2+D4_r2,A2+D4_pearson,A2+D4_spearman,A2+D5_mae,A2+D5_rmse,A2+D5_r2,A2+D5_pearson,A2+D5_spearman,A2_vs_A5_delta_mae,A2_vs_A5_delta_rmse,A2_vs_A5_delta_r2,A2_vs_A5_delta_pearson,A2_vs_A5_delta_spearman,A2_vs_A6_delta_mae,A2_vs_A6_delta_rmse,A2_vs_A6_delta_r2,A2_vs_A6_delta_pearson,A2_vs_A6_delta_spearman,A3_vs_A2_delta_mae,A3_vs_A2_delta_rmse,A3_vs_A2_delta_r2,A3_vs_A2_delta_pearson,A3_vs_A2_delta_spearman,A2_vs_A5_SHUFFLED_s1009_delta_mae,A2_vs_A5_SHUFFLED_s1009_delta_rmse,A2_vs_A5_SHUFFLED_s1009_delta_r2,A2_vs_A5_SHUFFLED_s1009_delta_pearson,A2_vs_A5_SHUFFLED_s1009_delta_spearman,A2_vs_A5_SHUFFLED_s2017_delta_mae,A2_vs_A5_SHUFFLED_s2017_delta_rmse,A2_vs_A5_SHUFFLED_s2017_delta_r2,A2_vs_A5_SHUFFLED_s2017_delta_pearson,A2_vs_A5_SHUFFLED_s2017_delta_spearman,A2_vs_A5_SHUFFLED_s3019_delta_mae,A2_vs_A5_SHUFFLED_s3019_delta_rmse,A2_vs_A5_SHUFFLED_s3019_delta_r2,A2_vs_A5_SHUFFLED_s3019_delta_pearson,A2_vs_A5_SHUFFLED_s3019_delta_spearman,A2_vs_A2+D1_delta_mae,A2_vs_A2+D1_delta_rmse,A2_vs_A2+D1_delta_r2,A2_vs_A2+D1_delta_pearson,A2_vs_A2+D1_delta_spearman,A2_vs_A2+D2_delta_mae,A2_vs_A2+D2_delta_rmse,A2_vs_A2+D2_delta_r2,A2_vs_A2+D2_delta_pearson,A2_vs_A2+D2_delta_spearman,A2_vs_A2+D3_delta_mae,A2_vs_A2+D3_delta_rmse,A2_vs_A2+D3_delta_r2,A2_vs_A2+D3_delta_pearson,A2_vs_A2+D3_delta_spearman,A2_vs_A2+D4_delta_mae,A2_vs_A2+D4_delta_rmse,A2_vs_A2+D4_delta_r2,A2_vs_A2+D4_delta_pearson,A2_vs_A2+D4_delta_spearman,A2_vs_A2+D5_delta_mae,A2_vs_A2+D5_delta_rmse,A2_vs_A2+D5_delta_r2,A2_vs_A2+D5_delta_pearson,A2_vs_A2+D5_delta_spearman
Ce,913,1.0087833041489183,1.3083373151568038,-1.0081579641499436,-0.13976028506769622,-0.2115948892459946,0.7026053244090223,0.9921447633788826,-0.15480459878030195,0.4230742211462295,0.3002789637705056,0.5815389331404537,0.7873867173662757,0.2726648365307175,0.5957511069326074,0.6658919638443901,0.7391633840788603,1.0810290876211803,-0.37098649064231903,0.32429600952036397,0.23266327769092873,0.602441929183489,0.8120816372516687,0.22632636662265238,0.5661946516760563,0.6307462139172644,0.5712718937841492,0.7683706527306459,0.30737214435842597,0.6101693123556453,0.6780686762727302,0.5756405954738161,0.7707061867420094,0.30315513160277474,0.6062370980692993,0.6733743827674578,0.5767512896092086,0.7709108020188509,0.3027850709087747,0.6069397253535862,0.6810241830607112,0.5863667792729641,0.7888338994124862,0.269988759653662,0.5892370562644584,0.6563224585620674,0.5840816595952301,0.7786682425606888,0.2886827495844523,0.6002141048342707,0.6695825458573398,0.5757203218561292,0.7763735855896617,0.29286893309815276,0.6052346172667433,0.6828016423047861,0.5879914485286295,0.7948697465335829,0.25877450113580536,0.5856543434473246,0.6594594203830616,0.5700063014500587,0.770361827777676,0.30377770651399216,0.6110828406877007,0.6737092979801745,0.5871574408194314,0.7931043901291043,0.26206327670797713,0.5890701159057011,0.6677606848168811,0.5852221221841571,0.7918280357471508,0.2644365100441288,0.5914493635996663,0.6669240956186715,0.010267039356304464,0.01901606463562988,0.03470730782770848,0.014418205423037955,0.012176712428340064,0.00589833766663761,0.016680530624266332,0.03049029507205725,0.010485991136691908,0.0074824189230676685,0.1576244509384066,0.2936423702549046,0.6436513271730365,0.2714550974122434,0.43322868615346133,0.004787643531245056,0.016475915347424874,0.03012023437805722,0.011188618420978846,0.01513221921632113,-0.004827846132510416,-0.0014471820462104157,-0.002676076877055511,-0.0065140506681489185,-0.009569505282322699,-0.0025427264547763784,0.008718474805586962,0.01601791305373479,0.004462997901663379,0.0036905820129496947,0.005818611284324482,0.011013131776614005,0.02020409656743527,0.00948351033413597,0.016909678460396038,-0.006452515388175817,-0.0074830291673071425,-0.013890335394912134,-0.010096763485282767,-0.006432543461328488,0.011532631690394979,0.017024889588599712,0.03111286998327467,0.015331733755093335,0.007817334135784448,-0.005618507678977758,-0.0057176727628285295,-0.010601559822740358,-0.0066809910269062245,0.0018687209724910225,-0.003683189043703461,-0.004441318380875026,-0.008228326486588666,-0.004301743332941088,0.0010321317742814085
Dy,1123,0.5083301485271574,0.7928271433244922,-0.2350528183358307,-0.17409454450660178,-0.23464125998559152,0.3988934504334095,0.6091200279005957,0.27098868476916316,0.5564625016619065,0.5036951321736453,0.35095516672136506,0.5380193210572083,0.4312462741923411,0.6727924169995085,0.7301284982949163,0.39565696641734815,0.6250297494307823,0.2324089748486906,0.5294636155548681,0.5086367179062167,0.35348818763101914,0.5380639451647364,0.43115192375191447,0.6703634145591908,0.7307093501402999,0.3486279952761938,0.5272010243456845,0.4538889032505866,0.6850504576257246,0.7370298187734067,0.350900911898444,0.530774361691244,0.4464607972490825,0.680568150490713,0.7376206402987473,0.35028180842015555,0.5277330279273348,0.4527861753124116,0.6839751314461724,0.7308846582670325,0.3530366082471659,0.5374918580365265,0.4323609163298656,0.6713023896936847,0.7259669140967833,0.34932349943775703,0.5287066303956461,0.4507652285512659,0.6821395027155367,0.7367195903998563,0.34673281290976604,0.5276097550256131,0.4530417922773565,0.684667369002648,0.7335188998273316,0.3500532783563918,0.5328957768552428,0.44202714990105185,0.6775026131718306,0.730976573708564,0.34936584022392625,0.5305789353273301,0.4468683385575496,0.6822554950294648,0.7328129696967833,0.35277128555541243,0.5362508455099182,0.4349791288866127,0.673498511141491,0.7268500606468827,0.3527748560583317,0.5370161607826608,0.4333652287086178,0.6729766291825308,0.7332229248374792,0.00232717144517125,0.01081829671152379,0.022642629058245545,0.012258040626216049,0.006901320478490347,5.4254822921040446e-05,0.007244959365964254,0.015214523056741425,0.007775733491204417,0.0074921420038309705,0.04470179969598309,0.08701042837357398,0.19883729934365046,0.14332880144464044,0.22149178038869966,0.0006733583012095146,0.010286293129873503,0.021539901120070537,0.011182714446663855,0.0007561599721161993,-0.002081441525800809,0.0005274630206817399,0.0011146421375245463,-0.0014900273058238156,-0.0041615841981330615,0.0016316672836080293,0.00931269066156215,0.01951895435892481,0.009347085716028158,0.006591092104940022,0.004222353811599022,0.010409566031595152,0.021795518085015453,0.011874952003139483,0.0033904015324153214,0.0009018883649732912,0.00512354420196548,0.01078087570871078,0.004710196172322045,0.0008480754136476198,0.0015893264974388144,0.007440385729878152,0.015622064365208521,0.009463078029956273,0.0026844714018670057,-0.0018161188340473644,0.0017684755472900937,0.003732854694271648,0.0007060941419824163,-0.003278437648033594,-0.0018196893369666345,0.0010031602745474988,0.00211895451627675,0.00018421218302222542,0.003094426542562867
Er,1045,0.5449723302654981,0.8841100895447439,-0.4407715513594441,-0.16331569254217673,-0.23008277566185578,0.42075477009291756,0.6809051539172809,0.14541419670682532,0.49661364983620593,0.35877472778404745,0.3681113055629557,0.5865436837144024,0.3658629094506751,0.6378667225932138,0.6898769689083902,0.4399350676806736,0.7329335189690364,0.009825818370752581,0.40973072391368565,0.348444200765013,0.3706601671657471,0.5896186669700298,0.35919649270754495,0.6330174926760123,0.6926923206227392,0.37367560104278713,0.5835440777933417,0.3723323253278864,0.6440122849980047,0.662420973100011,0.3699583001135348,0.5777456158392579,0.3847441552142562,0.6512457915768346,0.6803820433083967,0.36944593034517514,0.5770487121999852,0.3862275604430334,0.6499265366549145,0.6820912692902558,0.3770398191330637,0.5897789087708708,0.35884814057083636,0.6355248613697313,0.6793074858218728,0.36769267361266317,0.5762525789426334,0.3879199914581931,0.6528342585823055,0.6920572422568807,0.36924439342649135,0.5819784451106188,0.3756958373167142,0.6435858343206183,0.6839380730355138,0.37411496688725,0.590840866797536,0.35653714115219626,0.6323730624975978,0.6812044077011709,0.3755100289720247,0.5923656797919953,0.35321162103602677,0.6339973618714655,0.6634576726579274,0.37429114605686353,0.591083554135211,0.3560084290463468,0.6325945941497675,0.6763545637092484,0.3702222656929518,0.5888740312641749,0.3608140258359446,0.6342668689560946,0.6868207068953865,-0.005564295479831449,0.002999605921060633,0.006469415877211282,0.006145562404790916,-0.027455995808379208,-0.0018469945505791285,0.008798067875144477,0.018881245763581078,0.013379068983620845,-0.009494925599993542,0.0718237621177179,0.146389835254634,0.35603709107992254,0.2281359986795281,0.34143276814337725,-0.0013346247822194623,0.009494971514417139,0.02036465099235829,0.012059814061700758,-0.007785699618134467,-0.008928513570108043,-0.0032352250564684493,-0.007014768879838762,-0.0023418612234824554,-0.010569483086517395,0.000418631950292514,0.010291104771768977,0.022057082007517992,0.01496753598909173,0.002180273348490469,-0.0011330878635356645,0.00456523860378355,0.009832927866039065,0.00571911172740458,-0.005938895872876437,-0.006003661324294307,-0.004297183083133649,-0.009325768298478865,-0.005493660095615915,-0.008672561207219376,-0.007398723409068997,-0.005821996077592928,-0.012651288414648354,-0.0038693607217482606,-0.026419296250462798,-0.006179840493907851,-0.004539870420808612,-0.009854480404328347,-0.005272128443446267,-0.01352240519914183,-0.00211096012999612,-0.002330347549772571,-0.005048883614730548,-0.0035998536371191214,-0.0030562620130036855
Eu,949,0.5759493116088631,0.7571782773876875,-0.0082187510471039,-0.17776988292350926,-0.32323724924745706,0.42496830187747947,0.5743619865479855,0.419863946753931,0.6486717634835901,0.6105800886813156,0.36537019746839156,0.5012219348625978,0.558207218579784,0.748938062265557,0.7996179115373608,0.4087494220010425,0.5420056063815875,0.48338616103676124,0.6999968096538555,0.7343010026677588,0.369901225649603,0.5045179689375023,0.5523776575592563,0.7447818251833875,0.7880294246364409,0.3633547333470233,0.49301721379761293,0.5725526349788528,0.7604892246113703,0.786437647589616,0.3628549603129772,0.4925873030716878,0.5732977776664069,0.7615307351026229,0.7870410670454743,0.36474762148485035,0.49247353402264393,0.5734948590758082,0.7601711211432989,0.7906883981553443,0.3603837686245888,0.48920027025197793,0.5791456167555125,0.7645279137834167,0.7927380630906853,0.36350748605815497,0.49049122554362,0.5769214926432891,0.762852043597271,0.7936475113826039,0.36011835311182433,0.49335767378568035,0.5719620715292338,0.758721130485115,0.7959797605662663,0.36198978902406254,0.4944894106746993,0.569996025539782,0.7575126134867254,0.7957256769348673,0.3755802751966814,0.5114305571745704,0.5400275462796846,0.7377837814808283,0.7783371268462924,0.3639323891448771,0.4992714543994089,0.5616389580214917,0.7516842657074772,0.7928979419972079,0.36319178930306617,0.4959446255891163,0.5674614153775507,0.7553914113958918,0.7977912595595983,0.002015464121368271,0.008204721064984877,0.014345416399068833,0.011551162345813215,-0.013180263947744852,0.0025152371554143516,0.008634631790910008,0.015090559086622934,0.012592672837065888,-0.012576844491886563,0.04337922453265092,0.04078367151898965,0.0748210575430227,0.04894125261170157,0.06531690886960206,0.000622575983541207,0.008748400839953874,0.015287640496024268,0.011233058877741842,-0.00892951338201653,0.004986428843802737,0.012021664610619875,0.020938398175728512,0.015589851517859632,-0.006879848446675552,0.0018627114102365838,0.010730709318977794,0.01871427406350512,0.013913981331713954,-0.005970400154756916,0.005251844356567226,0.007864261076917456,0.013754852949449892,0.009783068219557989,-0.0036381509710945448,0.0033804084443290194,0.006732524187898492,0.011788806959998066,0.008574551221168347,-0.0038922346024935495,-0.010210077728289857,-0.010208622311972615,-0.018179672300099314,-0.011154280784728687,-0.021280784691068422,0.0014378083235144778,0.0019504804631889083,0.003431739441707715,0.0027462034419201142,-0.00671996954015297,0.002178408165325385,0.005277309273481523,0.009254196797766734,0.006453349130334796,-0.00182665197776255
Gd,1144,0.5205996219799653,0.7099254279833142,-0.0006759508523537239,-0.20420726206034015,-0.2801545796728918,0.39736453372498703,0.5507573481838967,0.39773364963248903,0.6348063084517711,0.6038419843450287,0.3637988649339513,0.49347948582255824,0.5164891704014833,0.7201255428172924,0.6919552369023787,0.3796398274667338,0.5073062291362685,0.48901472105811916,0.7002775749012706,0.6583592860403085,0.36079385143642123,0.48849073645613905,0.5262157020120347,0.726185875540854,0.6902757838124092,0.35450002130639113,0.47674390779049824,0.5487280884089831,0.7410585293223753,0.6835346635000041,0.3534027176943729,0.4739820251766063,0.5539415785328087,0.7445128039663456,0.6868970132225469,0.36003263713571076,0.48177248361296204,0.5391580750131704,0.7348574470151366,0.6749935082652291,0.3558630698031252,0.4797691157872422,0.5429827696894247,0.737254749204936,0.6858550221591659,0.3569857025325446,0.47894818317649834,0.5445454353562146,0.7382109936232458,0.6825779974292894,0.35807649157102805,0.485585790744202,0.5318339266167813,0.7301809108221301,0.6903671894655129,0.36053393094126085,0.4893353588051015,0.5245758970713589,0.725609678904708,0.6895397218115171,0.3694513312844259,0.4957202281007684,0.5120882461937224,0.7171835165188755,0.6690579258546692,0.3573544821381446,0.48647553372428065,0.5301167054501161,0.7291341057300372,0.6971164686439453,0.36287245642122734,0.490972036684905,0.5213902805832812,0.7231883334846824,0.6889942851657449,0.009298843627560172,0.016735578032059995,0.032238918007499784,0.020932986505082907,-0.008420573402374565,0.01039614723957838,0.019497460645951925,0.03745240813132533,0.024387261149053208,-0.005058223679831775,0.0158409625327825,0.01382674331371031,0.027474449343364182,0.019847967916021725,0.033595950862070234,0.00376622779824054,0.011707002209596196,0.022668904611687024,0.014731904197844203,-0.01696172863714962,0.007935795130826095,0.013710370035316055,0.026493599287941372,0.017129206387643703,-0.006100214743212762,0.006813162401406725,0.014531302646059896,0.028056264954731236,0.018085450805953474,-0.009377239473089327,0.00572237336292325,0.007893695078356244,0.015344756215297961,0.01005536800483775,-0.0015880474368658026,0.0032649339926904553,0.004144127017456756,0.008086726669875532,0.005484136087415603,-0.0024155150908615752,-0.005652466350474616,-0.0022407422782101394,-0.004400924207760948,-0.002942026298416889,-0.022897311047709534,0.006444382795806725,0.007003952098277588,0.013627535048632788,0.009008562912744877,0.005161231741566574,0.0009264085127239641,0.002507449137653217,0.004901110181797841,0.003062790667390014,-0.002960951736633799
Ho,929,0.5557777895591457,0.9164319331331837,-0.3474526004014189,-0.1414945581864459,-0.2183421494212974,0.45730944310285376,0.7056212366668628,0.20116634163526792,0.5237599611363167,0.3437599602793714,0.3903912928051423,0.6056870434535994,0.41141439500273824,0.6649484627690754,0.7168272949578292,0.46373577948180533,0.7409087384309839,0.11927058123326661,0.4748523017873028,0.3798778930707733,0.3929051004721526,0.6082587068885487,0.4064056781849267,0.6642252668939401,0.7157770731270527,0.3969790591861003,0.604846979116062,0.41304595338060357,0.670792039308028,0.6997932770180366,0.3952046697496754,0.6040099533548325,0.4146693580813744,0.671456866060486,0.7083569241368586,0.389429315834228,0.5934688094168546,0.4349213913822202,0.6842704720207202,0.7200184188155512,0.39370694421907093,0.6077236897232489,0.40744945602684957,0.6640902880904197,0.7153554349210329,0.3916265080178966,0.6000382933358342,0.42234171899068607,0.6750812918574614,0.719171863413779,0.3953102368992291,0.6049586722832621,0.4128291553742097,0.6682414273705446,0.7060575600299461,0.39522754224372575,0.609101365128186,0.40475985341476306,0.6633427190877078,0.711037809399417,0.39124324421143014,0.6036365625437158,0.4153928214197601,0.6697139501619614,0.7109258284944263,0.3963675142096074,0.609310199601538,0.40435161931997055,0.6627500284917075,0.7055211915081836,0.3921415854180561,0.6082189388944111,0.40648329411893624,0.6627091600934595,0.7179341622520333,-0.006587766380958038,0.0008400643375373607,0.0016315583778653275,0.005843576538952622,-0.017034017939792534,-0.004813376944533099,0.0016770900987668202,0.0032549630786361528,0.006508403291410669,-0.008470370820970574,0.07334448667666305,0.13522169497738457,0.2921438137694716,0.19009616098177257,0.33694940188705585,0.0009619769709142689,0.012218234036744713,0.023506996379481948,0.019322009251644845,0.0031911238577220224,-0.003315651413928644,-0.0020366462696495002,-0.003964938975888677,-0.0008581746786556765,-0.0014718600367962242,-0.0012352152127543259,0.005648750117765111,0.010927323987947823,0.010132829088385975,0.0023445684559498803,-0.00491894409408683,0.0007283711703373053,0.0014147603714714796,0.003292964601469217,-0.010769734927883023,-0.004836249438583462,-0.0034143216745866622,-0.006654541587975182,-0.0016057436813675663,-0.0057894855584121885,-0.0008519514062878542,0.0020504809098835786,0.003978426417021841,0.00476548739288607,-0.005901466463402838,-0.005976221404465132,-0.003623156147938622,-0.007062775682767697,-0.0021984342773678778,-0.011306103449645555,-0.0017502926129138174,-0.002531895440811782,-0.004931100883801998,-0.002239302675615895,0.0011068672942041724
La,923,1.1618774261217721,1.474748210658431,-1.1874606718934246,-0.20696846585764198,-0.21168082277562067,0.7827449744640954,1.092248149919804,-0.19990574683830697,0.3785868804239324,0.17407132371173814,0.6552393723199618,0.8919548643270603,0.19981527927672005,0.520274935284765,0.5776116735894211,0.8079538418457662,1.1567734247013304,-0.34586377315604366,0.2932894694856667,0.179501907074405,0.655049841743787,0.8958728935595737,0.19277000596473792,0.5139583528046942,0.5580597436974277,0.6415845760670617,0.8795278536375282,0.22195683282355572,0.5277746757386295,0.5898961940839335,0.634462988606935,0.8721970604919921,0.23487263455940566,0.5359678092372124,0.5897148662110661,0.6406903424050306,0.86826457088979,0.24175656596978745,0.5413826058919641,0.5922652500763301,0.6581241869644557,0.8943587238273664,0.19549639785526274,0.5113633884775827,0.5611646535406661,0.6508771485511091,0.8830578050344364,0.2156990072217463,0.5251943065502029,0.5796887070493105,0.648441767687118,0.8808932830012656,0.2195392001838078,0.533473528597901,0.595295742226588,0.658725657498761,0.8968443361234947,0.19101841208703785,0.5136543041343081,0.5637452939549045,0.6463601483495479,0.8943590755841252,0.195495765022759,0.5120181466492848,0.5782345636856842,0.6566686760337516,0.8934022337078431,0.1972162631565304,0.5174671833764463,0.5809024482637106,0.6605665774401774,0.8975114331943851,0.1898144797294452,0.5152735063424306,0.5768465913791455,0.013654796252900114,0.012427010689532114,0.02214155354683567,0.0074997404538644785,0.012284520494512341,0.020776383713026814,0.0197578038350682,0.03505735528268561,0.01569287395244745,0.012103192621644943,0.15271446952580447,0.2648185603742701,0.5456790524327637,0.22698546579909828,0.3981097665150161,0.014549029914931122,0.02369029343727025,0.0419412866930674,0.02110767060719909,0.014653576486909015,-0.0028848146444939715,-0.0024038595003060825,-0.00431888142145731,-0.008911546807182313,-0.01644702004875498,0.004362223768852647,0.008897059292623855,0.015883727945026238,0.004919371265437955,0.0020770334598894102,0.0067976046328437345,0.011061581325794712,0.019723920907087744,0.013198593313135998,0.017684068637166872,-0.003486285178799231,-0.004889471796434397,-0.0087968671896822,-0.006620631150456857,-0.013866379634516646,0.008879223970413852,-0.0024042112570649143,-0.004319514253961043,-0.008256788635480183,0.0006228900962630401,-0.001429303713789798,-0.0014473693807828258,-0.0025990161201896456,-0.002807751908318723,0.0032907746742895094,-0.005327205120215672,-0.005556568867324807,-0.010000799547274841,-0.005001428942334352,-0.0007650822102756027
Lu,849,0.5820489342731734,0.9287221635547623,-0.42823350610019606,-0.14630993979290646,-0.17574211772153966,0.4263129246026508,0.6938966952560229,0.20270831333486472,0.5714257579806421,0.43328670031806693,0.36012540821900035,0.5635819244631054,0.4740533310244044,0.697124358005972,0.7214817804449178,0.45661347835258487,0.7617044365232807,0.03927173555097574,0.44385512687928586,0.32044122931091723,0.36211825545903475,0.5739158405282724,0.45458883877232836,0.6864429751539181,0.7274686217163018,0.3615445179283143,0.5652756402791236,0.4708873574314597,0.6961935798997216,0.6945744030968196,0.35770606193415766,0.5616389842266959,0.47767346658237875,0.7017631023855089,0.7133961970527334,0.3629015722781884,0.5623706749646927,0.47631162936591387,0.6985680670143376,0.7004597584894231,0.36292570993014955,0.5684029124361283,0.4650167477520778,0.6923279964619969,0.7173708026899348,0.3623325467047462,0.5620616029315467,0.47688709661276785,0.6990449533072117,0.7141644304869845,0.35569428225299693,0.5590863204095519,0.4824106521542243,0.7032198088416939,0.716123087091511,0.3610718593619713,0.5676656767300677,0.4664036265560285,0.6915568924656238,0.7189136161896684,0.365085092675873,0.5738444192166042,0.45472457838415514,0.6861289867685127,0.7077530590030876,0.3614913369671455,0.568362976310861,0.4650919212149496,0.6920529850146306,0.715618438249407,0.36063230331884005,0.5682291551095231,0.4653437800364665,0.6928722319553707,0.725619165902229,-0.0014191097093139704,-0.001693715816018182,-0.003165973592944682,-0.0009307781062503073,-0.026907377348098227,0.002419346284842694,0.0019429402364095072,0.0036201355579743577,0.00463874437953693,-0.008085583392184459,0.09648807013358451,0.19812251206017528,0.43478159547342865,0.2532692311266861,0.4010405511340006,-0.0027761640591880687,0.0012112494984126698,0.0022582983415094793,0.0014437090083656567,-0.02102202195549474,-0.0028003017111492,-0.004820987973022883,-0.009036583272326593,-0.004796361543975003,-0.004110977754983036,-0.00220713848574583,0.001520321531558677,0.002833765588363457,0.0019205953012397803,-0.007317349957933317,0.004431125966003424,0.004495604053553537,0.008357321129819906,0.006095450835721938,-0.005358693353406885,-0.0009464511429709277,-0.004083752266962337,-0.007649704468375873,-0.005567465540348149,-0.0025681642552494166,-0.0049596844568726706,-0.01026249475349883,-0.019328752640249247,-0.010995371237459195,-0.013728721441830238,-0.0013659287481451732,-0.004781051847755569,-0.008961409809454812,-0.005071372991341305,-0.005863342195510879,-0.0005068950998396993,-0.004647230646417699,-0.008709550987937908,-0.004252126050601213,0.004137385457311127
Nd,1095,0.7502418109971033,0.9759600993304405,-0.47741157664731326,-0.2008479489509309,-0.3212076582396086,0.5756021279777371,0.7893644839102372,0.0335207440633174,0.45062320978315024,0.4262735316869525,0.5175529532650273,0.6976027193576241,0.24516209193214544,0.5743091489574718,0.6053361848572385,0.5705887441818644,0.7650317710055776,0.09218717200604631,0.472192559298364,0.5168710002999397,0.5131233545215025,0.6890963706418753,0.2634583714173907,0.5826374335291616,0.6122000115718668,0.5094335445865311,0.6820211086832914,0.27850553228712993,0.5895350176235347,0.6077725038189814,0.5071016096606069,0.6789607322406563,0.2849660088239212,0.5930073510828048,0.6134200751568156,0.515223150461889,0.6834283123507668,0.27552516389716997,0.5894096639047437,0.609807605600526,0.5129214386046735,0.6859376507226785,0.2701952998755056,0.5851102972527271,0.6105381894632637,0.5075131930694035,0.6764847750964424,0.290171510113025,0.5950269744680555,0.6177932322287173,0.5101380792951665,0.6862747111998542,0.26947789135338884,0.5843650583391865,0.6124340188379379,0.5157956997256404,0.6909148778716572,0.25956581396751666,0.5792069954125605,0.6042458002728558,0.5218472901688302,0.7018824393860962,0.23587197823731343,0.5700209357855629,0.5986898369211461,0.5172451045578349,0.695016158318728,0.2507492683179804,0.5757159482143699,0.6042636701238366,0.5162897352399448,0.6941967629052315,0.25251489838320396,0.5765757786730604,0.607742051355337,0.008119408678496143,0.015581610674332724,0.03334344035498449,0.015225868666062903,0.0024363189617429004,0.010451343604420349,0.01864198711696774,0.03980391689177576,0.01869820212533302,0.008083890299577123,0.05303579091683719,0.06742905164795354,0.15297491992609913,0.10211658965910775,0.08846518455729879,0.0023298028031382145,0.014174407006857237,0.030363071965024524,0.015100514947271937,0.004471420743287546,0.004631514660353719,0.011665068634945541,0.02503320794336017,0.010801148295255358,0.005202004606025157,0.010039760195623804,0.02111794426118163,0.04500941818087956,0.020717825510583765,0.012457047371478791,0.007414873969860736,0.011328008157769909,0.0243157994212434,0.010055909381714745,0.007097833980699408,0.0017572535393868272,0.0066878414859669055,0.014403722035371214,0.004897846455088728,-0.0010903845843827087,-0.004294336903802987,-0.0042797200284721,-0.009290113694832014,-0.004288213171908861,-0.006646347936092423,0.0003078487071923597,0.002586561038896096,0.005587176385834947,0.001406799256898128,-0.0010725147334018637,0.0012632180250824465,0.003405956452392611,0.007352806451058513,0.002266629715588664,0.0024058664980984856
Pr,704,0.7901159491072506,1.0801529031194417,-0.494879559195899,-0.164909065153407,-0.318532731964654,0.4523310236826219,0.6243075284758424,0.5006180128689741,0.7300946635791109,0.7203769488456505,0.4374461671630563,0.6035415628606794,0.5332867880889589,0.7397509355904246,0.770378212236036,0.4928210031874318,0.6903667228283171,0.3893456888194543,0.6629123867094695,0.6632914497325029,0.4443319827615768,0.6035577847234442,0.533261699313354,0.7374069687172189,0.767796322335005,0.44049977500657905,0.5931566526740015,0.5492097229085956,0.7467263953969807,0.7794056574777923,0.44409155681395823,0.598461449323279,0.5411105333875432,0.7415731148679566,0.7753027769633418,0.4451633852033324,0.5994440954093695,0.5396023455548351,0.7407170406495052,0.7757400052185329,0.44596543251339543,0.5996482155137627,0.539288746944961,0.7426962022203245,0.7734144262113071,0.44119817260617483,0.5916233756241218,0.5515372464854593,0.7499447471835732,0.7782527673247684,0.4399875423760158,0.598611191340039,0.5408808656923936,0.7419321988017201,0.7773975992539575,0.441097249743434,0.5996820415553306,0.5392367682109642,0.7417358410889032,0.7725528514575525,0.43495886055442057,0.5975034466962451,0.5425785158303303,0.7459071831534652,0.7748385852827434,0.4407950664814344,0.6034653130021557,0.5334047072865638,0.738843428989157,0.7733015361617155,0.4417309055919041,0.6054580191146656,0.5303181258388991,0.7379841061229682,0.7730458782339831,-0.0030536078435227654,0.010384910186677865,0.01592293481963669,0.006975459806556117,0.00902744524175636,-0.006645389650901945,0.005080113537400344,0.007823745298584317,0.0018221792775320322,0.004924564727305847,0.05537483602437554,0.08682515996763773,0.1439410992695046,0.0768385488809551,0.1070867625035331,-0.007717218040276086,0.0040974674513099,0.006315557465876198,0.0009661050590805687,0.005361792982496949,-0.008519265350339145,0.003893347346916709,0.0060019588560020765,0.002945266629899912,0.003036213975271096,-0.0037520054431185446,0.011918187236557576,0.018250458396500413,0.010193811593148583,0.007874555088732471,-0.0025413752129594958,0.004930371520640353,0.007594077603434668,0.0021812632112955255,0.007019387017921486,-0.003651082580377718,0.003859521305348834,0.005949980122005316,0.0019849054984786285,0.0021746392215165056,0.00248730660863572,0.006038116164434282,0.009291727741371436,0.006156247563040562,0.004460373046707433,-0.003348899318378118,7.624985852372479e-05,0.00011791919760484326,-0.0009075066012675936,0.0029233239256795107,-0.004284738428847801,-0.0019164562539861763,-0.0029686622500597615,-0.0017668294674564322,0.0026676659979470996
