# regime: cohort=publication-blind loading series (exploratory X5); holdout=as e2_series.csv; averaging_unit=series; status_of_parameters=as e2_series.csv
definition,loading_series_id,system_id,ligand,metal,publication_id,acid_nominal_M,ligand_M,oa,n_points,n_non_tracer,tracer_record_id,tracer_mM,log_d_tracer,mM_min,mM_max,log_d_range,loading_active,n_used,n_source,log_k_anchored,anchor_status,mae_constant,mae_ideal,c1_wins,delta_mae_c0_minus_c1,n_predicted,spearman_logD_vs_logmM,spearman_p,max_loading_fraction_pred,flags,status,phi_loo_n,phi_median,phi_min,phi_max,mae_phi_loo,phi_insample,mae_phi_insample
publication_blind,lsb_sys_07ee9637c98c1e20_Ce_3_0.1,sys_07ee9637c98c1e20,TODGA,Ce,pub_917a4583d4,3.0,0.1,1.0,8,7,Ce_SAFE:3671,0.011,1.0,0.011,52.417,0.6501807773315609,True,1.4080571489953313,m1_in_sample,2.408143259364778,anchored,0.44420479893182213,0.5358371734713429,False,-0.09163237453952072,7,0.2380952380952381,0.5701563208157683,0.5600930831927184,ACID_UPTAKE_UNMODELLED|HIGH_LOADING|PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
publication_blind,lsb_sys_5cb78e5000d40860_Eu_0.5_0.1,sys_5cb78e5000d40860,TODGA,Eu,pub_bef16e560c,0.5,0.1,1.0,3,2,Ca_SAFE:12824,0.07,1.2685904550499405,0.07,1.0,0.3994330230380665,True,2.453221448884056,m1_in_sample,3.7235493834407585,anchored,0.19971651151903325,0.19130988277889538,True,0.008406628740137867,2,-0.5,0.6666666666666666,0.023212681632884685,,scored,0,,,,,,
publication_blind,lsb_sys_5cb78e5000d40860_Eu_1_0.1,sys_5cb78e5000d40860,TODGA,Eu,pub_af0c74798c,1.0,0.1,1.0,5,4,Ca_SAFE:12871,0.066,2.423245873936808,0.066,1.0,0.32101804381367804,True,2.453221448884056,m1_in_sample,4.878187275478095,anchored,0.08112801962068361,0.07494280448978385,True,0.006185215130899757,4,-0.8029550685469662,0.10183797037740709,0.024434626500793328,,scored,0,,,,,,
publication_blind,lsb_sys_5cb78e5000d40860_Nd_3_0.1,sys_5cb78e5000d40860,TODGA,Nd,pub_227fd56641,3.0,0.1,1.0,13,12,Ca_SAFE:2810,4.2,-0.032184683371401,4.2,2180.0,3.8048376961966053,True,2.453221448884056,m1_in_sample,2.4752479409980177,anchored,0.6393199232051189,0.5155410573844194,True,0.12377886582069952,12,-0.3713896223194924,0.21150833679368614,0.8204198718668194,ACID_UPTAKE_UNMODELLED|HIGH_LOADING|PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
publication_blind,lsb_sys_5cb78e5000d40860_Nd_3_0.2,sys_5cb78e5000d40860,TODGA,Nd,pub_d3c970567f,3.0,0.2,1.0,4,3,Ca_SAFE:2807,9.7,-0.0229839069206894,9.7,13.0,0.007190362990244701,False,2.453221448884056,m1_in_sample,1.7553090784553116,anchored,0.003436419544586733,0.01232588910906296,False,-0.008889469564476227,3,-0.7999999999999999,0.2000000000000001,0.07575384302144038,ACID_UPTAKE_UNMODELLED,scored,0,,,,,,
publication_blind,lsb_sys_5cb78e5000d40860_Nd_3_0.3,sys_5cb78e5000d40860,TODGA,Nd,pub_d3c970567f,3.0,0.3,1.0,8,7,Ca_SAFE:2802,20.0,-0.0315170514460648,20.0,30.4,0.034211905167649305,False,2.453221448884056,m1_in_sample,1.338677433051591,anchored,0.018871662359769458,0.039216323303628155,False,-0.020344660943858697,7,0.9285714285714287,0.0008629681828999767,0.11389092794798365,ACID_UPTAKE_UNMODELLED,scored,0,,,,,,
publication_blind,lsb_sys_740f07a521006be1_Nd_3_0.1,sys_740f07a521006be1,TDDGA,Nd,pub_5a68dc5665,3.0,0.1,1.0,6,5,Ca_SAFE:2216,20.0,0.9542425094393244,20.0,30.0,0.35218251811136203,True,3.0,prior_n0,4.965969014394001,anchored,0.20078164594866968,0.11408409500435865,True,0.08669755094431103,5,-0.8857142857142858,0.01884548104956266,0.6787007143600111,ACID_UPTAKE_UNMODELLED|HIGH_LOADING|PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
publication_blind,lsb_sys_81bcc3c06cbf0b4c_Nd_1_0.2,sys_81bcc3c06cbf0b4c,D3DODGA,Nd,pub_0e7f3e0563,1.0,0.2,1.0,18,17,Ca_SAFE:2689,7.34071,0.7134039428374281,7.34071,289.7,2.427598633127965,True,3.0,prior_n0,2.936431737008845,anchored,0.6391954880334695,0.3707997373972077,True,0.2683957506362618,17,-0.9752321981424149,6.588737187082593e-12,0.6975412908917669,HIGH_LOADING|PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
publication_blind,lsb_sys_81bcc3c06cbf0b4c_Nd_3_0.2,sys_81bcc3c06cbf0b4c,D3DODGA,Nd,pub_0e7f3e0563,3.0,0.2,1.0,9,8,Ca_SAFE:2700,1.69641,-0.5685262392044482,1.69641,289.3,2.1705862305324097,True,3.0,prior_n0,1.5354526751206792,anchored,1.047151525053949,1.27560904627318,False,-0.22845752121923102,8,-0.39999999999999997,0.286105101908313,0.33039876727777917,ACID_UPTAKE_UNMODELLED|PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
publication_blind,lsb_sys_a7195d8a9d8696e0_Nd_1_0.2,sys_a7195d8a9d8696e0,TEHDGA,Nd,pub_15b174237f,1.0,0.2,1.0,3,2,Ca_SAFE:2347,6.93279,1.1723990414341974,6.93279,41.5968,1.0448202086596878,True,3.024366533369695,m1_in_sample,3.4221499503078734,anchored,0.8935472790252235,0.3978273572445945,True,0.49571992178062896,2,-1.0,0.0,0.47059796864249337,PHASE_BEHAVIOUR_UNKNOWN,scored,0,,,,,,
